Date,PowerShares S&P 500 High Div Low Vol_Open_average,PowerShares S&P 500 High Div Low Vol_Open_max,PowerShares S&P 500 High Div Low Vol_Open_min,PowerShares S&P 500 High Div Low Vol_Open_volatility,PowerShares S&P 500 High Div Low Vol_Open_change,PowerShares S&P 500 High Div Low Vol_High_average,PowerShares S&P 500 High Div Low Vol_High_max,PowerShares S&P 500 High Div Low Vol_High_min,PowerShares S&P 500 High Div Low Vol_High_volatility,PowerShares S&P 500 High Div Low Vol_High_change,PowerShares S&P 500 High Div Low Vol_Low_average,PowerShares S&P 500 High Div Low Vol_Low_max,PowerShares S&P 500 High Div Low Vol_Low_min,PowerShares S&P 500 High Div Low Vol_Low_volatility,PowerShares S&P 500 High Div Low Vol_Low_change,PowerShares S&P 500 High Div Low Vol_Close_average,PowerShares S&P 500 High Div Low Vol_Close_max,PowerShares S&P 500 High Div Low Vol_Close_min,PowerShares S&P 500 High Div Low Vol_Close_volatility,PowerShares S&P 500 High Div Low Vol_Close_change
2018-08-05,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2018-08-12,42.28,42.28,42.28,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2018-08-19,41.91,41.91,41.91,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-08-26,41.74,41.74,41.74,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-09-02,41.89,41.89,41.89,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2018-09-09,42.1,42.1,42.1,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-09-16,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2018-09-23,41.5,41.5,41.5,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2018-09-30,41.5,41.5,41.5,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2018-10-07,40.05,40.05,40.05,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-10-14,40.86,40.86,40.86,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2018-10-21,39.77,39.77,39.77,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2018-10-28,40.3,40.3,40.3,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2018-11-04,41.29,41.29,41.29,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2018-11-11,41.01,41.01,41.01,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2018-11-18,40.47,40.47,40.47,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2018-11-25,41.82,41.82,41.82,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-12-02,40.64,40.64,40.64,0.0,0.0,40.69,40.69,40.69,0.0,0.0,39.72,39.72,39.72,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2018-12-09,40.21,40.21,40.21,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2018-12-16,37.66,37.66,37.66,0.0,0.0,37.79,37.79,37.79,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2018-12-23,38.13,38.13,38.13,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.72,37.72,37.72,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2018-12-30,38.76,38.76,38.76,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-01-06,39.53,39.53,39.53,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-01-13,40.31,40.31,40.31,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-01-20,40.27,40.27,40.27,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-01-27,41.3,41.3,41.3,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2019-02-03,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2019-02-10,41.81,41.81,41.81,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-02-17,42.39,42.39,42.39,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2019-02-24,42.3,42.3,42.3,0.0,0.0,42.33,42.33,42.33,0.0,0.0,41.65,41.65,41.65,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-03-03,41.72,41.72,41.72,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.72,41.72,41.72,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-03-10,42.35,42.35,42.35,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-03-17,41.97,41.97,41.97,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-03-24,42.64,42.64,42.64,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-03-31,43.15,43.15,43.15,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-04-07,43.34,43.34,43.34,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-04-14,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2019-04-21,42.62,42.62,42.62,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-04-28,42.24,42.24,42.24,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-05-05,41.64,41.64,41.64,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-05-12,41.84,41.84,41.84,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2019-05-19,41.71,41.71,41.71,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-05-26,39.97,39.97,39.97,0.0,0.0,40.43,40.43,40.43,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-06-02,41.66,41.66,41.66,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2019-06-09,41.92,41.92,41.92,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-06-16,42.35,42.35,42.35,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2019-06-23,42.4,42.4,42.4,0.0,0.0,42.43,42.43,42.43,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2019-06-30,42.61,42.61,42.61,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-07-07,42.63,42.63,42.63,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2019-07-14,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2019-07-21,42.36,42.36,42.36,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2019-07-28,41.15,41.15,41.15,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-08-04,40.74,40.74,40.74,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2019-08-11,40.73,40.73,40.73,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2019-08-18,40.01,40.01,40.01,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-08-25,40.55,40.55,40.55,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-09-01,41.66,41.66,41.66,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.59,41.59,41.59,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-09-08,42.92,42.92,42.92,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2019-09-15,42.46,42.46,42.46,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2019-09-22,42.64,42.64,42.64,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2019-09-29,41.74,41.74,41.74,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2019-10-06,41.8,41.8,41.8,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-10-13,42.3,42.3,42.3,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-10-20,42.76,42.76,42.76,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-10-27,43.15,43.15,43.15,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2019-11-03,43.07,43.07,43.07,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2019-11-10,43.12,43.12,43.12,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2019-11-17,42.99,42.99,42.99,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-11-24,43.14,43.14,43.14,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-12-01,43.24,43.24,43.24,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-12-08,43.56,43.56,43.56,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2019-12-15,43.95,43.95,43.95,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2019-12-22,44.0,44.0,44.0,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2019-12-29,43.32,43.32,43.32,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.48,43.48,43.48,0.0,0.0
