Date,ProShares UltraShort 20+ Year TreasuryEtf_Open_average,ProShares UltraShort 20+ Year TreasuryEtf_Open_max,ProShares UltraShort 20+ Year TreasuryEtf_Open_min,ProShares UltraShort 20+ Year TreasuryEtf_Open_volatility,ProShares UltraShort 20+ Year TreasuryEtf_Open_change,ProShares UltraShort 20+ Year TreasuryEtf_High_average,ProShares UltraShort 20+ Year TreasuryEtf_High_max,ProShares UltraShort 20+ Year TreasuryEtf_High_min,ProShares UltraShort 20+ Year TreasuryEtf_High_volatility,ProShares UltraShort 20+ Year TreasuryEtf_High_change,ProShares UltraShort 20+ Year TreasuryEtf_Low_average,ProShares UltraShort 20+ Year TreasuryEtf_Low_max,ProShares UltraShort 20+ Year TreasuryEtf_Low_min,ProShares UltraShort 20+ Year TreasuryEtf_Low_volatility,ProShares UltraShort 20+ Year TreasuryEtf_Low_change,ProShares UltraShort 20+ Year TreasuryEtf_Close_average,ProShares UltraShort 20+ Year TreasuryEtf_Close_max,ProShares UltraShort 20+ Year TreasuryEtf_Close_min,ProShares UltraShort 20+ Year TreasuryEtf_Close_volatility,ProShares UltraShort 20+ Year TreasuryEtf_Close_change
2018-04-08,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2018-04-15,37.99,37.99,37.99,0.0,0.0,38.29,38.29,38.29,0.0,0.0,37.86,37.86,37.86,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-04-22,38.28,38.28,38.28,0.0,0.0,38.31,38.31,38.31,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2018-04-29,37.65,37.65,37.65,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-05-06,37.59,37.59,37.59,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2018-05-13,39.46,39.46,39.46,0.0,0.0,39.46,39.46,39.46,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2018-05-20,37.46,37.46,37.46,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2018-05-27,36.88,36.88,36.88,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2018-06-03,37.25,37.25,37.25,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2018-06-10,36.5,36.5,36.5,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2018-06-17,36.89,36.89,36.89,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2018-06-24,35.68,35.68,35.68,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-07-01,35.19,35.19,35.19,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-07-08,35.31,35.31,35.31,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2018-07-15,35.89,35.89,35.89,0.0,0.0,36.42,36.42,36.42,0.0,0.0,35.89,35.89,35.89,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2018-07-22,36.92,36.92,36.92,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2018-07-29,37.44,37.44,37.44,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-08-05,36.52,36.52,36.52,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2018-08-12,36.08,36.08,36.08,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.91,35.91,35.91,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-08-19,35.79,35.79,35.79,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-08-26,35.66,35.66,35.66,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.64,35.64,35.64,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-09-02,37.02,37.02,37.02,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2018-09-09,37.62,37.62,37.62,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-09-16,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2018-09-23,37.94,37.94,37.94,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2018-09-30,40.74,40.74,40.74,0.0,0.0,41.31,41.31,41.31,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2018-10-07,40.05,40.05,40.05,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.65,39.65,39.65,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2018-10-14,40.47,40.47,40.47,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2018-10-21,39.72,39.72,39.72,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-10-28,40.78,40.78,40.78,0.0,0.0,41.7,41.7,41.7,0.0,0.0,40.73,40.73,40.73,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2018-11-04,41.14,41.14,41.14,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2018-11-11,40.09,40.09,40.09,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2018-11-18,39.12,39.12,39.12,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2018-11-25,39.39,39.39,39.39,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2018-12-02,37.53,37.53,37.53,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2018-12-09,37.12,37.12,37.12,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2018-12-16,35.4,35.4,35.4,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2018-12-23,35.73,35.73,35.73,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-12-30,34.6,34.6,34.6,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2019-01-06,35.46,35.46,35.46,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-01-13,36.1,36.1,36.1,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-01-20,35.69,35.69,35.69,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-01-27,35.02,35.02,35.02,0.0,0.0,35.4,35.4,35.4,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-02-03,34.64,34.64,34.64,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-02-10,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-02-17,35.09,35.09,35.09,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-02-24,36.22,36.22,36.22,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2019-03-03,35.19,35.19,35.19,0.0,0.0,35.36,35.36,35.36,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-03-10,34.85,34.85,34.85,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2019-03-17,33.41,33.41,33.41,0.0,0.0,33.48,33.48,33.48,0.0,0.0,32.79,32.79,32.79,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-03-24,32.63,32.63,32.63,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-03-31,33.61,33.61,33.61,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-04-07,34.02,34.02,34.02,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-04-14,34.1,34.1,34.1,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.97,33.97,33.97,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-04-21,33.5,33.5,33.5,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-04-28,33.57,33.57,33.57,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2019-05-05,32.91,32.91,32.91,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.63,32.63,32.63,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-05-12,32.22,32.22,32.22,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2019-05-19,31.57,31.57,31.57,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-05-26,30.01,30.01,30.01,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-06-02,29.49,29.49,29.49,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2019-06-09,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-06-16,29.21,29.21,29.21,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-06-23,29.03,29.03,29.03,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-06-30,28.96,28.96,28.96,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-07-07,30.12,30.12,30.12,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-07-14,29.37,29.37,29.37,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2019-07-21,29.36,29.36,29.36,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-07-28,27.55,27.55,27.55,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-08-04,25.6,25.6,25.6,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-08-11,23.72,23.72,23.72,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-08-18,24.57,24.57,24.57,0.0,0.0,24.58,24.58,24.58,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-08-25,23.52,23.52,23.52,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-09-01,23.87,23.87,23.87,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2019-09-08,26.3,26.3,26.3,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2019-09-15,25.35,25.35,25.35,0.0,0.0,25.48,25.48,25.48,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-09-22,24.62,24.62,24.62,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-09-29,23.53,23.53,23.53,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-10-06,25.0,25.0,25.0,0.0,0.0,25.44,25.44,25.44,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-10-13,25.42,25.42,25.42,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-10-20,25.53,25.53,25.53,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-10-27,24.96,24.96,24.96,0.0,0.0,25.33,25.33,25.33,0.0,0.0,24.81,24.81,24.81,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-11-03,27.05,27.05,27.05,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-11-10,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-11-17,25.17,25.17,25.17,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-11-24,24.98,24.98,24.98,0.0,0.0,25.32,25.32,25.32,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-12-01,25.8,25.8,25.8,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-12-08,25.77,25.77,25.77,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-12-15,26.41,26.41,26.41,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-12-22,25.79,25.79,25.79,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-12-29,25.52,25.52,25.52,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.15,25.15,25.15,0.0,0.0
