Date,PowerShares Dynamic PharmaceuticalsEtf_Open_average,PowerShares Dynamic PharmaceuticalsEtf_Open_max,PowerShares Dynamic PharmaceuticalsEtf_Open_min,PowerShares Dynamic PharmaceuticalsEtf_Open_volatility,PowerShares Dynamic PharmaceuticalsEtf_Open_change,PowerShares Dynamic PharmaceuticalsEtf_High_average,PowerShares Dynamic PharmaceuticalsEtf_High_max,PowerShares Dynamic PharmaceuticalsEtf_High_min,PowerShares Dynamic PharmaceuticalsEtf_High_volatility,PowerShares Dynamic PharmaceuticalsEtf_High_change,PowerShares Dynamic PharmaceuticalsEtf_Low_average,PowerShares Dynamic PharmaceuticalsEtf_Low_max,PowerShares Dynamic PharmaceuticalsEtf_Low_min,PowerShares Dynamic PharmaceuticalsEtf_Low_volatility,PowerShares Dynamic PharmaceuticalsEtf_Low_change,PowerShares Dynamic PharmaceuticalsEtf_Close_average,PowerShares Dynamic PharmaceuticalsEtf_Close_max,PowerShares Dynamic PharmaceuticalsEtf_Close_min,PowerShares Dynamic PharmaceuticalsEtf_Close_volatility,PowerShares Dynamic PharmaceuticalsEtf_Close_change
2018-08-26,73.61,73.61,73.61,0.0,0.0,73.93,73.93,73.93,0.0,0.0,73.46,73.46,73.46,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2018-09-02,72.15,72.15,72.15,0.0,0.0,72.56,72.56,72.56,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2018-09-09,72.55,72.55,72.55,0.0,0.0,72.55,72.55,72.55,0.0,0.0,72.07,72.07,72.07,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2018-09-16,73.49,73.49,73.49,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.02,73.02,73.02,0.0,0.0
2018-09-23,73.31,73.31,73.31,0.0,0.0,73.69,73.69,73.69,0.0,0.0,73.1,73.1,73.1,0.0,0.0,73.51,73.51,73.51,0.0,0.0
2018-09-30,71.92,71.92,71.92,0.0,0.0,72.26,72.26,72.26,0.0,0.0,70.88,70.88,70.88,0.0,0.0,71.62,71.62,71.62,0.0,0.0
2018-10-07,68.8,68.8,68.8,0.0,0.0,68.98,68.98,68.98,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.62,68.62,68.62,0.0,0.0
2018-10-14,69.76,69.76,69.76,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.01,69.01,69.01,0.0,0.0,69.01,69.01,69.01,0.0,0.0
2018-10-21,65.52,65.52,65.52,0.0,0.0,66.64,66.64,66.64,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2018-10-28,68.74,68.74,68.74,0.0,0.0,69.07,69.07,69.07,0.0,0.0,67.08,67.08,67.08,0.0,0.0,67.58,67.58,67.58,0.0,0.0
2018-11-04,69.45,69.45,69.45,0.0,0.0,69.45,69.45,69.45,0.0,0.0,68.87,68.87,68.87,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2018-11-11,67.98,67.98,67.98,0.0,0.0,69.01,69.01,69.01,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2018-11-18,66.96,66.96,66.96,0.0,0.0,68.12,68.12,68.12,0.0,0.0,66.96,66.96,66.96,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2018-11-25,69.53,69.53,69.53,0.0,0.0,70.35,70.35,70.35,0.0,0.0,69.5,69.5,69.5,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2018-12-02,68.2,68.2,68.2,0.0,0.0,68.22,68.22,68.22,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.51,66.51,66.51,0.0,0.0
2018-12-09,66.25,66.25,66.25,0.0,0.0,66.43,66.43,66.43,0.0,0.0,64.8,64.8,64.8,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2018-12-16,61.38,61.38,61.38,0.0,0.0,61.56,61.56,61.56,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2018-12-23,61.62,61.62,61.62,0.0,0.0,62.38,62.38,62.38,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-12-30,62.59,62.59,62.59,0.0,0.0,64.06,64.06,64.06,0.0,0.0,62.59,62.59,62.59,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2019-01-06,65.41,65.41,65.41,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2019-01-13,66.12,66.12,66.12,0.0,0.0,66.54,66.54,66.54,0.0,0.0,65.81,65.81,65.81,0.0,0.0,66.54,66.54,66.54,0.0,0.0
2019-01-20,65.37,65.37,65.37,0.0,0.0,65.38,65.38,65.38,0.0,0.0,64.96,64.96,64.96,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-01-27,65.69,65.69,65.69,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2019-02-03,64.54,64.54,64.54,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.54,64.54,64.54,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2019-02-10,66.9,66.9,66.9,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.84,66.84,66.84,0.0,0.0,67.41,67.41,67.41,0.0,0.0
2019-02-17,65.88,65.88,65.88,0.0,0.0,66.51,66.51,66.51,0.0,0.0,65.88,65.88,65.88,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2019-02-24,68.67,68.67,68.67,0.0,0.0,69.33,69.33,69.33,0.0,0.0,68.66,68.66,68.66,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2019-03-03,64.96,64.96,64.96,0.0,0.0,65.17,65.17,65.17,0.0,0.0,64.57,64.57,64.57,0.0,0.0,65.15,65.15,65.15,0.0,0.0
2019-03-10,66.0,66.0,66.0,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.96,65.96,65.96,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2019-03-17,65.53,65.53,65.53,0.0,0.0,65.53,65.53,65.53,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-03-24,65.02,65.02,65.02,0.0,0.0,65.25,65.25,65.25,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.17,65.17,65.17,0.0,0.0
2019-03-31,65.45,65.45,65.45,0.0,0.0,66.18,66.18,66.18,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2019-04-07,64.8,64.8,64.8,0.0,0.0,64.8,64.8,64.8,0.0,0.0,63.91,63.91,63.91,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2019-04-14,61.42,61.42,61.42,0.0,0.0,61.43,61.43,61.43,0.0,0.0,60.28,60.28,60.28,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2019-04-21,62.56,62.56,62.56,0.0,0.0,63.03,63.03,63.03,0.0,0.0,62.42,62.42,62.42,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2019-04-28,63.32,63.32,63.32,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2019-05-05,62.79,62.79,62.79,0.0,0.0,62.79,62.79,62.79,0.0,0.0,61.72,61.72,61.72,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2019-05-12,61.14,61.14,61.14,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2019-05-19,60.31,60.31,60.31,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.19,60.19,60.19,0.0,0.0
2019-05-26,57.51,57.51,57.51,0.0,0.0,57.51,57.51,57.51,0.0,0.0,56.95,56.95,56.95,0.0,0.0,57.12,57.12,57.12,0.0,0.0
2019-06-02,58.45,58.45,58.45,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-06-09,59.1,59.1,59.1,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-06-16,60.18,60.18,60.18,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.41,59.41,59.41,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2019-06-23,59.76,59.76,59.76,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.76,59.76,59.76,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2019-06-30,61.1,61.1,61.1,0.0,0.0,61.21,61.21,61.21,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2019-07-07,58.71,58.71,58.71,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2019-07-14,58.51,58.51,58.51,0.0,0.0,58.51,58.51,58.51,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2019-07-21,57.49,57.49,57.49,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.89,57.89,57.89,0.0,0.0
2019-07-28,57.52,57.52,57.52,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2019-08-04,57.0,57.0,57.0,0.0,0.0,57.62,57.62,57.62,0.0,0.0,56.77,56.77,56.77,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2019-08-11,55.77,55.77,55.77,0.0,0.0,56.34,56.34,56.34,0.0,0.0,55.77,55.77,55.77,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2019-08-18,56.86,56.86,56.86,0.0,0.0,57.17,57.17,57.17,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2019-08-25,55.98,55.98,55.98,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.59,55.59,55.59,0.0,0.0,56.02,56.02,56.02,0.0,0.0
2019-09-01,56.53,56.53,56.53,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-09-08,58.07,58.07,58.07,0.0,0.0,58.33,58.33,58.33,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2019-09-15,57.73,57.73,57.73,0.0,0.0,58.32,58.32,58.32,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-09-22,56.59,56.59,56.59,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2019-09-29,55.87,55.87,55.87,0.0,0.0,56.33,56.33,56.33,0.0,0.0,55.65,55.65,55.65,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-10-06,56.23,56.23,56.23,0.0,0.0,57.14,57.14,57.14,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2019-10-13,57.69,57.69,57.69,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-10-20,58.0,58.0,58.0,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2019-10-27,59.9,59.9,59.9,0.0,0.0,60.48,60.48,60.48,0.0,0.0,59.9,59.9,59.9,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2019-11-03,59.44,59.44,59.44,0.0,0.0,60.25,60.25,60.25,0.0,0.0,59.44,59.44,59.44,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2019-11-10,60.09,60.09,60.09,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2019-11-17,61.36,61.36,61.36,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2019-11-24,63.54,63.54,63.54,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2019-12-01,63.31,63.31,63.31,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2019-12-08,64.53,64.53,64.53,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2019-12-15,65.67,65.67,65.67,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2019-12-22,65.36,65.36,65.36,0.0,0.0,65.36,65.36,65.36,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2019-12-29,64.03,64.03,64.03,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.13,64.13,64.13,0.0,0.0
