Date,ALPS Medical Breakthroughs_Open_average,ALPS Medical Breakthroughs_Open_max,ALPS Medical Breakthroughs_Open_min,ALPS Medical Breakthroughs_Open_volatility,ALPS Medical Breakthroughs_Open_change,ALPS Medical Breakthroughs_High_average,ALPS Medical Breakthroughs_High_max,ALPS Medical Breakthroughs_High_min,ALPS Medical Breakthroughs_High_volatility,ALPS Medical Breakthroughs_High_change,ALPS Medical Breakthroughs_Low_average,ALPS Medical Breakthroughs_Low_max,ALPS Medical Breakthroughs_Low_min,ALPS Medical Breakthroughs_Low_volatility,ALPS Medical Breakthroughs_Low_change,ALPS Medical Breakthroughs_Close_average,ALPS Medical Breakthroughs_Close_max,ALPS Medical Breakthroughs_Close_min,ALPS Medical Breakthroughs_Close_volatility,ALPS Medical Breakthroughs_Close_change
2018-04-01,32.99,32.99,32.99,0.0,0.0,33.34,33.34,33.34,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2018-04-08,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-04-15,34.85,34.85,34.85,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-04-22,34.43,34.43,34.43,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-04-29,34.16,34.16,34.16,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-05-06,34.83,34.83,34.83,0.0,0.0,36.04,36.04,36.04,0.0,0.0,34.82,34.82,34.82,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2018-05-13,37.39,37.39,37.39,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2018-05-20,36.85,36.85,36.85,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.85,36.85,36.85,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-05-27,38.5,38.5,38.5,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2018-06-03,38.65,38.65,38.65,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-06-10,38.77,38.77,38.77,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2018-06-17,38.91,38.91,38.91,0.0,0.0,39.36,39.36,39.36,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2018-06-24,37.08,37.08,37.08,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2018-07-01,38.09,38.09,38.09,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-07-08,39.22,39.22,39.22,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2018-07-15,38.85,38.85,38.85,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-07-22,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-07-29,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2018-08-05,37.71,37.71,37.71,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2018-08-12,37.24,37.24,37.24,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-08-19,37.56,37.56,37.56,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2018-08-26,38.4,38.4,38.4,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2018-09-02,37.08,37.08,37.08,0.0,0.0,37.6,37.6,37.6,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2018-09-09,37.4,37.4,37.4,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2018-09-16,37.97,37.97,37.97,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2018-09-23,38.99,38.99,38.99,0.0,0.0,39.39,39.39,39.39,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-09-30,37.17,37.17,37.17,0.0,0.0,37.59,37.59,37.59,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2018-10-07,34.87,34.87,34.87,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2018-10-14,35.9,35.9,35.9,0.0,0.0,36.53,36.53,36.53,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2018-10-21,33.47,33.47,33.47,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2018-10-28,35.62,35.62,35.62,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-11-04,35.08,35.08,35.08,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2018-11-11,32.55,32.55,32.55,0.0,0.0,33.53,33.53,33.53,0.0,0.0,32.41,32.41,32.41,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2018-11-18,32.34,32.34,32.34,0.0,0.0,33.41,33.41,33.41,0.0,0.0,32.29,32.29,32.29,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2018-11-25,33.07,33.07,33.07,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2018-12-02,32.49,32.49,32.49,0.0,0.0,32.8,32.8,32.8,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2018-12-09,31.35,31.35,31.35,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-12-16,27.07,27.07,27.07,0.0,0.0,27.38,27.38,27.38,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-12-23,27.49,27.49,27.49,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-12-30,28.06,28.06,28.06,0.0,0.0,29.24,29.24,29.24,0.0,0.0,28.06,28.06,28.06,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-01-06,32.34,32.34,32.34,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-01-13,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-01-20,31.58,31.58,31.58,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-01-27,32.11,32.11,32.11,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-02-03,32.0,32.0,32.0,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-02-10,33.45,33.45,33.45,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-02-17,33.24,33.24,33.24,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-02-24,34.81,34.81,34.81,0.0,0.0,35.42,35.42,35.42,0.0,0.0,34.65,34.65,34.65,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2019-03-03,33.87,33.87,33.87,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-03-10,35.83,35.83,35.83,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2019-03-17,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-03-24,35.7,35.7,35.7,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.62,35.62,35.62,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-03-31,37.0,37.0,37.0,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2019-04-07,36.56,36.56,36.56,0.0,0.0,36.56,36.56,36.56,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2019-04-14,33.61,33.61,33.61,0.0,0.0,33.86,33.86,33.86,0.0,0.0,32.8,32.8,32.8,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-04-21,34.44,34.44,34.44,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-04-28,33.98,33.98,33.98,0.0,0.0,34.67,34.67,34.67,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-05-05,33.63,33.63,33.63,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-05-12,33.79,33.79,33.79,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2019-05-19,33.57,33.57,33.57,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-05-26,32.58,32.58,32.58,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-06-02,33.24,33.24,33.24,0.0,0.0,33.8,33.8,33.8,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2019-06-09,33.68,33.68,33.68,0.0,0.0,33.68,33.68,33.68,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-06-16,35.9,35.9,35.9,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-06-23,35.64,35.64,35.64,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.64,35.64,35.64,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2019-06-30,36.65,36.65,36.65,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2019-07-07,35.88,35.88,35.88,0.0,0.0,36.27,36.27,36.27,0.0,0.0,35.77,35.77,35.77,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2019-07-14,36.25,36.25,36.25,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-07-21,34.99,34.99,34.99,0.0,0.0,35.42,35.42,35.42,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-07-28,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-08-04,35.35,35.35,35.35,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-08-11,34.81,34.81,34.81,0.0,0.0,35.42,35.42,35.42,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-08-18,34.95,34.95,34.95,0.0,0.0,35.17,35.17,35.17,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-08-25,34.91,34.91,34.91,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-09-01,34.5,34.5,34.5,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-09-08,36.05,36.05,36.05,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2019-09-15,35.71,35.71,35.71,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2019-09-22,32.7,32.7,32.7,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-09-29,31.87,31.87,31.87,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-10-06,31.77,31.77,31.77,0.0,0.0,32.23,32.23,32.23,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-10-13,33.47,33.47,33.47,0.0,0.0,33.54,33.54,33.54,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-10-20,33.58,33.58,33.58,0.0,0.0,34.19,34.19,34.19,0.0,0.0,33.5,33.5,33.5,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-10-27,35.21,35.21,35.21,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-11-03,35.0,35.0,35.0,0.0,0.0,36.14,36.14,36.14,0.0,0.0,34.63,34.63,34.63,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2019-11-10,35.82,35.82,35.82,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-11-17,37.13,37.13,37.13,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.77,36.77,36.77,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2019-11-24,39.46,39.46,39.46,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-12-01,40.86,40.86,40.86,0.0,0.0,41.41,41.41,41.41,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-12-08,43.06,43.06,43.06,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2019-12-15,42.77,42.77,42.77,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2019-12-22,43.77,43.77,43.77,0.0,0.0,43.96,43.96,43.96,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2019-12-29,41.01,41.01,41.01,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.96,40.96,40.96,0.0,0.0
