Date,iShares Russell 1000 Pure US Revenue_etf_Open_average,iShares Russell 1000 Pure US Revenue_etf_Open_max,iShares Russell 1000 Pure US Revenue_etf_Open_min,iShares Russell 1000 Pure US Revenue_etf_Open_volatility,iShares Russell 1000 Pure US Revenue_etf_Open_change,iShares Russell 1000 Pure US Revenue_etf_High_average,iShares Russell 1000 Pure US Revenue_etf_High_max,iShares Russell 1000 Pure US Revenue_etf_High_min,iShares Russell 1000 Pure US Revenue_etf_High_volatility,iShares Russell 1000 Pure US Revenue_etf_High_change,iShares Russell 1000 Pure US Revenue_etf_Low_average,iShares Russell 1000 Pure US Revenue_etf_Low_max,iShares Russell 1000 Pure US Revenue_etf_Low_min,iShares Russell 1000 Pure US Revenue_etf_Low_volatility,iShares Russell 1000 Pure US Revenue_etf_Low_change,iShares Russell 1000 Pure US Revenue_etf_Close_average,iShares Russell 1000 Pure US Revenue_etf_Close_max,iShares Russell 1000 Pure US Revenue_etf_Close_min,iShares Russell 1000 Pure US Revenue_etf_Close_volatility,iShares Russell 1000 Pure US Revenue_etf_Close_change
2018-06-17,27.37,27.37,27.37,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-06-24,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-07-01,27.2,27.2,27.2,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2018-07-08,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-07-15,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-07-22,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-07-29,27.85,27.85,27.85,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-08-05,28.21,28.21,28.21,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2018-08-12,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2018-08-19,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-08-26,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-09-02,28.74,28.74,28.74,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-09-09,28.77,28.77,28.77,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2018-09-16,28.86,28.86,28.86,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2018-09-23,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-09-30,28.33,28.33,28.33,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-10-07,27.36,27.36,27.36,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-10-14,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-10-21,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2018-10-28,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2018-11-04,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2018-11-11,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-11-18,26.54,26.54,26.54,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2018-11-25,27.6,27.6,27.6,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-12-02,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-12-09,26.22,26.22,26.22,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2018-12-16,24.5,24.5,24.5,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-12-23,24.66,24.66,24.66,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-12-30,24.94,24.94,24.94,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-01-06,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-01-13,26.28,26.28,26.28,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-01-20,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-01-27,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-02-03,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-02-10,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2019-02-17,27.62,27.62,27.62,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2019-02-24,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2019-03-03,26.85,26.85,26.85,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-03-10,27.65,27.65,27.65,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-03-17,27.42,27.42,27.42,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-03-24,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-03-31,27.87,27.87,27.87,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.87,27.87,27.87,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-04-07,27.97,27.97,27.97,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-04-14,27.81,27.81,27.81,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-04-21,28.15,28.15,28.15,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-04-28,28.24,28.24,28.24,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-05-05,27.64,27.64,27.64,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-05-12,27.92,27.92,27.92,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-05-19,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-05-26,27.29,27.29,27.29,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-06-02,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-06-09,28.04,28.04,28.04,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-06-16,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-06-23,28.14,28.14,28.14,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2019-06-30,28.57,28.57,28.57,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-07-07,28.9,28.9,28.9,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-07-14,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-07-21,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-07-28,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-08-04,28.14,28.14,28.14,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-08-11,27.81,27.81,27.81,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-08-18,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-08-25,28.29,28.29,28.29,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-09-01,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-09-08,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-09-15,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-09-22,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-09-29,28.26,28.26,28.26,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-10-06,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-10-13,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-10-20,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-10-27,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-11-03,29.63,29.63,29.63,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-11-10,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-11-17,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-11-24,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-12-01,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-12-08,30.1,30.1,30.1,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2019-12-15,30.48,30.48,30.48,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-12-22,30.51,30.51,30.51,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-12-29,30.57,30.57,30.57,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.5,30.5,30.5,0.0,0.0
