Date,iShares Asia 50_Open_average,iShares Asia 50_Open_max,iShares Asia 50_Open_min,iShares Asia 50_Open_volatility,iShares Asia 50_Open_change,iShares Asia 50_High_average,iShares Asia 50_High_max,iShares Asia 50_High_min,iShares Asia 50_High_volatility,iShares Asia 50_High_change,iShares Asia 50_Low_average,iShares Asia 50_Low_max,iShares Asia 50_Low_min,iShares Asia 50_Low_volatility,iShares Asia 50_Low_change,iShares Asia 50_Close_average,iShares Asia 50_Close_max,iShares Asia 50_Close_min,iShares Asia 50_Close_volatility,iShares Asia 50_Close_change
2018-05-27,67.52,67.52,67.52,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2018-06-03,67.92,67.92,67.92,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.84,67.84,67.84,0.0,0.0,67.99,67.99,67.99,0.0,0.0
2018-06-10,64.83,64.83,64.83,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.43,64.43,64.43,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2018-06-17,62.88,62.88,62.88,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2018-06-24,61.58,61.58,61.58,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2018-07-01,62.75,62.75,62.75,0.0,0.0,63.23,63.23,63.23,0.0,0.0,62.67,62.67,62.67,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2018-07-08,62.49,62.49,62.49,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2018-07-15,62.33,62.33,62.33,0.0,0.0,62.39,62.39,62.39,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.31,62.31,62.31,0.0,0.0
2018-07-22,63.43,63.43,63.43,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2018-07-29,62.06,62.06,62.06,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.91,61.91,61.91,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2018-08-05,61.96,61.96,61.96,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2018-08-12,61.05,61.05,61.05,0.0,0.0,61.27,61.27,61.27,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2018-08-19,63.11,63.11,63.11,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2018-08-26,62.63,62.63,62.63,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.89,62.89,62.89,0.0,0.0
2018-09-02,60.1,60.1,60.1,0.0,0.0,60.1,60.1,60.1,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2018-09-09,60.57,60.57,60.57,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2018-09-16,62.05,62.05,62.05,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2018-09-23,62.76,62.76,62.76,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.73,62.73,62.73,0.0,0.0
2018-09-30,58.51,58.51,58.51,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2018-10-07,56.96,56.96,56.96,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2018-10-14,57.58,57.58,57.58,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2018-10-21,54.6,54.6,54.6,0.0,0.0,54.71,54.71,54.71,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2018-10-28,57.32,57.32,57.32,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2018-11-04,55.95,55.95,55.95,0.0,0.0,56.12,56.12,56.12,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2018-11-11,56.74,56.74,56.74,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2018-11-18,57.09,57.09,57.09,0.0,0.0,57.3,57.3,57.3,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2018-11-25,59.66,59.66,59.66,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2018-12-02,56.14,56.14,56.14,0.0,0.0,56.42,56.42,56.42,0.0,0.0,55.49,55.49,55.49,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2018-12-09,56.39,56.39,56.39,0.0,0.0,56.53,56.53,56.53,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2018-12-16,54.31,54.31,54.31,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2018-12-23,55.9,55.9,55.9,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2018-12-30,55.14,55.14,55.14,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-01-06,56.08,56.08,56.08,0.0,0.0,56.39,56.39,56.39,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.19,56.19,56.19,0.0,0.0
2019-01-13,58.13,58.13,58.13,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2019-01-20,58.91,58.91,58.91,0.0,0.0,59.12,59.12,59.12,0.0,0.0,58.8,58.8,58.8,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2019-01-27,60.07,60.07,60.07,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2019-02-03,59.98,59.98,59.98,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2019-02-10,59.9,59.9,59.9,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2019-02-17,61.89,61.89,61.89,0.0,0.0,62.38,62.38,62.38,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2019-02-24,61.14,61.14,61.14,0.0,0.0,61.14,61.14,61.14,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-03-03,59.88,59.88,59.88,0.0,0.0,60.42,60.42,60.42,0.0,0.0,59.88,59.88,59.88,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2019-03-10,61.44,61.44,61.44,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.66,61.66,61.66,0.0,0.0
2019-03-17,60.38,60.38,60.38,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-03-24,62.01,62.01,62.01,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2019-03-31,63.36,63.36,63.36,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2019-04-07,63.61,63.61,63.61,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2019-04-14,63.31,63.31,63.31,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2019-04-21,63.38,63.38,63.38,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-04-28,61.78,61.78,61.78,0.0,0.0,62.5,62.5,62.5,0.0,0.0,61.63,61.63,61.63,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2019-05-05,58.83,58.83,58.83,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2019-05-12,57.77,57.77,57.77,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2019-05-19,57.47,57.47,57.47,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-05-26,57.63,57.63,57.63,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2019-06-02,58.72,58.72,58.72,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2019-06-09,57.6,57.6,57.6,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.54,57.54,57.54,0.0,0.0
2019-06-16,60.84,60.84,60.84,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2019-06-23,62.26,62.26,62.26,0.0,0.0,62.49,62.49,62.49,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2019-06-30,60.3,60.3,60.3,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2019-07-07,61.1,61.1,61.1,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-07-14,61.59,61.59,61.59,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-07-21,61.05,61.05,61.05,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2019-07-28,56.49,56.49,56.49,0.0,0.0,56.49,56.49,56.49,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2019-08-04,55.75,55.75,55.75,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2019-08-11,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2019-08-18,56.11,56.11,56.11,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-08-25,56.8,56.8,56.8,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2019-09-01,59.15,59.15,59.15,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-09-08,59.92,59.92,59.92,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2019-09-15,58.88,58.88,58.88,0.0,0.0,59.19,59.19,59.19,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.14,59.14,59.14,0.0,0.0
2019-09-22,58.63,58.63,58.63,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2019-09-29,58.35,58.35,58.35,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.49,58.49,58.49,0.0,0.0
2019-10-06,60.03,60.03,60.03,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2019-10-13,60.84,60.84,60.84,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-10-20,61.56,61.56,61.56,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2019-10-27,63.27,63.27,63.27,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2019-11-03,62.24,62.24,62.24,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.07,62.07,62.07,0.0,0.0,62.54,62.54,62.54,0.0,0.0
2019-11-10,62.48,62.48,62.48,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.54,62.54,62.54,0.0,0.0
2019-11-17,62.62,62.62,62.62,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.62,62.62,62.62,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2019-11-24,61.56,61.56,61.56,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-12-01,62.21,62.21,62.21,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2019-12-08,64.62,64.62,64.62,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-12-15,65.34,65.34,65.34,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2019-12-22,66.35,66.35,66.35,0.0,0.0,66.35,66.35,66.35,0.0,0.0,65.77,65.77,65.77,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2019-12-29,66.25,66.25,66.25,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.21,66.21,66.21,0.0,0.0
