Date,iShares US Healthcare_Open_average,iShares US Healthcare_Open_max,iShares US Healthcare_Open_min,iShares US Healthcare_Open_volatility,iShares US Healthcare_Open_change,iShares US Healthcare_High_average,iShares US Healthcare_High_max,iShares US Healthcare_High_min,iShares US Healthcare_High_volatility,iShares US Healthcare_High_change,iShares US Healthcare_Low_average,iShares US Healthcare_Low_max,iShares US Healthcare_Low_min,iShares US Healthcare_Low_volatility,iShares US Healthcare_Low_change,iShares US Healthcare_Close_average,iShares US Healthcare_Close_max,iShares US Healthcare_Close_min,iShares US Healthcare_Close_volatility,iShares US Healthcare_Close_change
2018-12-02,191.38,191.38,191.38,0.0,0.0,192.57,192.57,192.57,0.0,0.0,187.58,187.58,187.58,0.0,0.0,192.22,192.22,192.22,0.0,0.0
2018-12-09,185.34,185.34,185.34,0.0,0.0,186.63,186.63,186.63,0.0,0.0,182.12,182.12,182.12,0.0,0.0,183.2,183.2,183.2,0.0,0.0
2018-12-16,172.78,172.78,172.78,0.0,0.0,173.48,173.48,173.48,0.0,0.0,169.96,169.96,169.96,0.0,0.0,170.02,170.02,170.02,0.0,0.0
2018-12-23,179.62,179.62,179.62,0.0,0.0,181.0,181.0,181.0,0.0,0.0,179.25,179.25,179.25,0.0,0.0,180.81,180.81,180.81,0.0,0.0
2018-12-30,180.08,180.08,180.08,0.0,0.0,182.83,182.83,182.83,0.0,0.0,180.08,180.08,180.08,0.0,0.0,181.24,181.24,181.24,0.0,0.0
2019-01-06,183.66,183.66,183.66,0.0,0.0,183.66,183.66,183.66,0.0,0.0,182.72,182.72,182.72,0.0,0.0,182.72,182.72,182.72,0.0,0.0
2019-01-13,188.98,188.98,188.98,0.0,0.0,189.63,189.63,189.63,0.0,0.0,187.46,187.46,187.46,0.0,0.0,189.63,189.63,189.63,0.0,0.0
2019-01-20,185.96,185.96,185.96,0.0,0.0,186.08,186.08,186.08,0.0,0.0,184.34,184.34,184.34,0.0,0.0,185.1,185.1,185.1,0.0,0.0
2019-01-27,191.11,191.11,191.11,0.0,0.0,191.11,191.11,191.11,0.0,0.0,189.13,189.13,189.13,0.0,0.0,190.66,190.66,190.66,0.0,0.0
2019-02-03,189.8,189.8,189.8,0.0,0.0,189.85,189.85,189.85,0.0,0.0,188.77,188.77,188.77,0.0,0.0,189.17,189.17,189.17,0.0,0.0
2019-02-10,193.78,193.78,193.78,0.0,0.0,195.58,195.58,195.58,0.0,0.0,193.78,193.78,193.78,0.0,0.0,195.52,195.52,195.52,0.0,0.0
2019-02-17,195.79,195.79,195.79,0.0,0.0,196.32,196.32,196.32,0.0,0.0,195.25,195.25,195.25,0.0,0.0,195.31,195.31,195.31,0.0,0.0
2019-02-24,196.89,196.89,196.89,0.0,0.0,197.0,197.0,197.0,0.0,0.0,192.15,192.15,192.15,0.0,0.0,193.5,193.5,193.5,0.0,0.0
2019-03-03,188.93,188.93,188.93,0.0,0.0,190.91,190.91,190.91,0.0,0.0,188.73,188.73,188.73,0.0,0.0,190.78,190.78,190.78,0.0,0.0
2019-03-10,195.11,195.11,195.11,0.0,0.0,195.19,195.19,195.19,0.0,0.0,194.02,194.02,194.02,0.0,0.0,194.71,194.71,194.71,0.0,0.0
2019-03-17,191.35,191.35,191.35,0.0,0.0,191.72,191.72,191.72,0.0,0.0,189.81,189.81,189.81,0.0,0.0,191.22,191.22,191.22,0.0,0.0
2019-03-24,194.84,194.84,194.84,0.0,0.0,195.83,195.83,195.83,0.0,0.0,193.57,193.57,193.57,0.0,0.0,193.99,193.99,193.99,0.0,0.0
2019-03-31,194.35,194.35,194.35,0.0,0.0,194.49,194.49,194.49,0.0,0.0,192.97,192.97,192.97,0.0,0.0,194.39,194.39,194.39,0.0,0.0
2019-04-07,190.08,190.08,190.08,0.0,0.0,190.53,190.53,190.53,0.0,0.0,189.5,189.5,189.5,0.0,0.0,190.37,190.37,190.37,0.0,0.0
2019-04-14,180.56,180.56,180.56,0.0,0.0,182.0,182.0,182.0,0.0,0.0,180.21,180.21,180.21,0.0,0.0,181.19,181.19,181.19,0.0,0.0
2019-04-21,187.71,187.71,187.71,0.0,0.0,188.06,188.06,188.06,0.0,0.0,186.7,186.7,186.7,0.0,0.0,187.46,187.46,187.46,0.0,0.0
2019-04-28,186.83,186.83,186.83,0.0,0.0,191.32,191.32,191.32,0.0,0.0,186.61,186.61,186.61,0.0,0.0,191.07,191.07,191.07,0.0,0.0
2019-05-05,183.79,183.79,183.79,0.0,0.0,184.57,184.57,184.57,0.0,0.0,182.66,182.66,182.66,0.0,0.0,183.56,183.56,183.56,0.0,0.0
2019-05-12,185.22,185.22,185.22,0.0,0.0,186.33,186.33,186.33,0.0,0.0,184.69,184.69,184.69,0.0,0.0,185.88,185.88,185.88,0.0,0.0
2019-05-19,188.44,188.44,188.44,0.0,0.0,189.05,189.05,189.05,0.0,0.0,187.68,187.68,187.68,0.0,0.0,188.2,188.2,188.2,0.0,0.0
2019-05-26,183.69,183.69,183.69,0.0,0.0,185.27,185.27,185.27,0.0,0.0,183.43,183.43,183.43,0.0,0.0,183.78,183.78,183.78,0.0,0.0
2019-06-02,191.48,191.48,191.48,0.0,0.0,192.38,192.38,192.38,0.0,0.0,191.17,191.17,191.17,0.0,0.0,191.77,191.77,191.77,0.0,0.0
2019-06-09,191.13,191.13,191.13,0.0,0.0,192.28,192.28,192.28,0.0,0.0,191.09,191.09,191.09,0.0,0.0,192.26,192.26,192.26,0.0,0.0
2019-06-16,196.98,196.98,196.98,0.0,0.0,196.98,196.98,196.98,0.0,0.0,195.83,195.83,195.83,0.0,0.0,196.35,196.35,196.35,0.0,0.0
2019-06-23,196.88,196.88,196.88,0.0,0.0,196.88,196.88,196.88,0.0,0.0,195.49,195.49,195.49,0.0,0.0,196.41,196.41,196.41,0.0,0.0
2019-06-30,196.63,196.63,196.63,0.0,0.0,196.63,196.63,196.63,0.0,0.0,194.91,194.91,194.91,0.0,0.0,195.81,195.81,195.81,0.0,0.0
2019-07-07,194.68,194.68,194.68,0.0,0.0,195.47,195.47,195.47,0.0,0.0,194.55,194.55,194.55,0.0,0.0,195.24,195.24,195.24,0.0,0.0
2019-07-14,193.88,193.88,193.88,0.0,0.0,193.93,193.93,193.93,0.0,0.0,193.11,193.11,193.11,0.0,0.0,193.2,193.2,193.2,0.0,0.0
2019-07-21,194.26,194.26,194.26,0.0,0.0,195.18,195.18,195.18,0.0,0.0,194.25,194.25,194.25,0.0,0.0,195.03,195.03,195.03,0.0,0.0
2019-07-28,190.0,190.0,190.0,0.0,0.0,190.37,190.37,190.37,0.0,0.0,186.14,186.14,186.14,0.0,0.0,187.59,187.59,187.59,0.0,0.0
2019-08-04,192.32,192.32,192.32,0.0,0.0,192.55,192.55,192.55,0.0,0.0,190.32,190.32,190.32,0.0,0.0,191.06,191.06,191.06,0.0,0.0
2019-08-11,192.38,192.38,192.38,0.0,0.0,193.35,193.35,193.35,0.0,0.0,192.31,192.31,192.31,0.0,0.0,192.89,192.89,192.89,0.0,0.0
2019-08-18,188.74,188.74,188.74,0.0,0.0,189.1,189.1,189.1,0.0,0.0,187.99,187.99,187.99,0.0,0.0,189.08,189.08,189.08,0.0,0.0
2019-08-25,191.37,191.37,191.37,0.0,0.0,191.37,191.37,191.37,0.0,0.0,190.13,190.13,190.13,0.0,0.0,190.75,190.75,190.75,0.0,0.0
2019-09-01,192.13,192.13,192.13,0.0,0.0,192.13,192.13,192.13,0.0,0.0,189.44,189.44,189.44,0.0,0.0,190.08,190.08,190.08,0.0,0.0
2019-09-08,191.46,191.46,191.46,0.0,0.0,192.43,192.43,192.43,0.0,0.0,191.46,191.46,191.46,0.0,0.0,192.22,192.22,192.22,0.0,0.0
2019-09-15,193.65,193.65,193.65,0.0,0.0,193.93,193.93,193.93,0.0,0.0,193.26,193.26,193.26,0.0,0.0,193.29,193.29,193.29,0.0,0.0
2019-09-22,187.78,187.78,187.78,0.0,0.0,190.09,190.09,190.09,0.0,0.0,187.78,187.78,187.78,0.0,0.0,189.05,189.05,189.05,0.0,0.0
2019-09-29,188.52,188.52,188.52,0.0,0.0,189.66,189.66,189.66,0.0,0.0,188.17,188.17,188.17,0.0,0.0,188.32,188.32,188.32,0.0,0.0
2019-10-06,188.27,188.27,188.27,0.0,0.0,189.32,189.32,189.32,0.0,0.0,188.27,188.27,188.27,0.0,0.0,188.58,188.58,188.58,0.0,0.0
2019-10-13,192.97,192.97,192.97,0.0,0.0,193.05,193.05,193.05,0.0,0.0,192.06,192.06,192.06,0.0,0.0,192.39,192.39,192.39,0.0,0.0
2019-10-20,193.44,193.44,193.44,0.0,0.0,195.43,195.43,195.43,0.0,0.0,193.44,193.44,193.44,0.0,0.0,195.12,195.12,195.12,0.0,0.0
2019-10-27,199.7,199.7,199.7,0.0,0.0,199.88,199.88,199.88,0.0,0.0,198.28,198.28,198.28,0.0,0.0,198.44,198.44,198.44,0.0,0.0
2019-11-03,199.07,199.07,199.07,0.0,0.0,199.26,199.26,199.26,0.0,0.0,198.46,198.46,198.46,0.0,0.0,199.08,199.08,199.08,0.0,0.0
2019-11-10,204.48,204.48,204.48,0.0,0.0,205.14,205.14,205.14,0.0,0.0,203.82,203.82,203.82,0.0,0.0,203.97,203.97,203.97,0.0,0.0
2019-11-17,207.16,207.16,207.16,0.0,0.0,209.41,209.41,209.41,0.0,0.0,207.16,207.16,207.16,0.0,0.0,209.41,209.41,209.41,0.0,0.0
2019-11-24,209.63,209.63,209.63,0.0,0.0,210.21,210.21,210.21,0.0,0.0,207.8,207.8,207.8,0.0,0.0,208.62,208.62,208.62,0.0,0.0
2019-12-01,211.06,211.06,211.06,0.0,0.0,211.21,211.21,211.21,0.0,0.0,209.62,209.62,209.62,0.0,0.0,210.13,210.13,210.13,0.0,0.0
2019-12-08,212.5,212.5,212.5,0.0,0.0,214.39,214.39,214.39,0.0,0.0,212.5,212.5,212.5,0.0,0.0,213.52,213.52,213.52,0.0,0.0
2019-12-15,216.47,216.47,216.47,0.0,0.0,217.16,217.16,217.16,0.0,0.0,216.04,216.04,216.04,0.0,0.0,217.02,217.02,217.02,0.0,0.0
2019-12-22,216.22,216.22,216.22,0.0,0.0,216.66,216.66,216.66,0.0,0.0,214.94,214.94,214.94,0.0,0.0,215.08,215.08,215.08,0.0,0.0
2019-12-29,213.55,213.55,213.55,0.0,0.0,215.39,215.39,215.39,0.0,0.0,212.88,212.88,212.88,0.0,0.0,214.23,214.23,214.23,0.0,0.0
