Date,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Open_average,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Open_max,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Open_min,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Open_volatility,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Open_change,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_High_average,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_High_max,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_High_min,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_High_volatility,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_High_change,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Low_average,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Low_max,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Low_min,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Low_volatility,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Low_change,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Close_average,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Close_max,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Close_min,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Close_volatility,UBS E-TRACS linked to DBloomberg Commodity Total R_etf_Close_change
2018-08-19,15.36,15.36,15.36,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2018-08-26,15.32,15.32,15.32,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2018-09-02,15.14,15.14,15.14,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2018-09-09,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2018-09-16,15.53,15.53,15.53,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2018-09-23,15.71,15.71,15.71,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2018-09-30,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2018-10-07,15.96,15.96,15.96,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2018-10-14,15.93,15.93,15.93,0.0,0.0,15.93,15.93,15.93,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0
2018-10-21,15.54,15.54,15.54,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2018-10-28,15.42,15.42,15.42,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2018-11-04,15.22,15.22,15.22,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2018-11-11,15.27,15.27,15.27,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2018-11-18,15.09,15.09,15.09,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2018-11-25,15.13,15.13,15.13,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2018-12-02,15.51,15.51,15.51,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.42,15.42,15.42,0.0,0.0
2018-12-09,15.03,15.03,15.03,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2018-12-16,14.45,14.45,14.45,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2018-12-23,14.26,14.26,14.26,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.26,14.26,14.26,0.0,0.0
2018-12-30,14.39,14.39,14.39,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2019-01-06,14.68,14.68,14.68,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2019-01-13,14.96,14.96,14.96,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2019-01-20,14.93,14.93,14.93,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-01-27,14.94,14.94,14.94,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2019-02-03,14.78,14.78,14.78,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-02-10,14.94,14.94,14.94,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-02-17,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-02-24,15.01,15.01,15.01,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-03-03,14.83,14.83,14.83,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-03-10,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2019-03-17,15.18,15.18,15.18,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2019-03-24,15.06,15.06,15.06,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2019-03-31,15.24,15.24,15.24,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2019-04-07,15.32,15.32,15.32,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2019-04-14,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-04-21,15.0,15.0,15.0,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.98,14.98,14.98,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2019-04-28,14.84,14.84,14.84,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-05-05,14.59,14.59,14.59,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.57,14.57,14.57,0.0,0.0
2019-05-12,14.82,14.82,14.82,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2019-05-19,14.53,14.53,14.53,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-05-26,14.52,14.52,14.52,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.38,14.38,14.38,0.0,0.0
2019-06-02,14.25,14.25,14.25,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2019-06-09,14.43,14.43,14.43,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2019-06-16,14.66,14.66,14.66,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.66,14.66,14.66,0.0,0.0
2019-06-23,14.96,14.96,14.96,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2019-06-30,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2019-07-07,15.09,15.09,15.09,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2019-07-14,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2019-07-21,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2019-07-28,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2019-08-04,14.44,14.44,14.44,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2019-08-11,13.64,13.64,13.64,0.0,0.0,14.29,14.29,14.29,0.0,0.0,13.64,13.64,13.64,0.0,0.0,14.26,14.26,14.26,0.0,0.0
2019-08-18,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2019-08-25,14.46,14.46,14.46,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2019-09-01,14.47,14.47,14.47,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2019-09-08,14.75,14.75,14.75,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-09-15,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2019-09-22,14.61,14.61,14.61,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2019-09-29,14.54,14.54,14.54,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2019-10-06,14.62,14.62,14.62,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2019-10-13,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2019-10-20,14.88,14.88,14.88,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2019-10-27,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2019-11-03,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-11-10,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2019-11-17,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2019-11-24,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2019-12-01,14.66,14.66,14.66,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2019-12-08,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2019-12-15,14.92,14.92,14.92,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.92,14.92,14.92,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2019-12-22,15.22,15.22,15.22,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2019-12-29,15.2,15.2,15.2,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.28,15.28,15.28,0.0,0.0
