Date,Direxion Daily Gold Miners Bear 3X Shares_Open_average,Direxion Daily Gold Miners Bear 3X Shares_Open_max,Direxion Daily Gold Miners Bear 3X Shares_Open_min,Direxion Daily Gold Miners Bear 3X Shares_Open_volatility,Direxion Daily Gold Miners Bear 3X Shares_Open_change,Direxion Daily Gold Miners Bear 3X Shares_High_average,Direxion Daily Gold Miners Bear 3X Shares_High_max,Direxion Daily Gold Miners Bear 3X Shares_High_min,Direxion Daily Gold Miners Bear 3X Shares_High_volatility,Direxion Daily Gold Miners Bear 3X Shares_High_change,Direxion Daily Gold Miners Bear 3X Shares_Low_average,Direxion Daily Gold Miners Bear 3X Shares_Low_max,Direxion Daily Gold Miners Bear 3X Shares_Low_min,Direxion Daily Gold Miners Bear 3X Shares_Low_volatility,Direxion Daily Gold Miners Bear 3X Shares_Low_change,Direxion Daily Gold Miners Bear 3X Shares_Close_average,Direxion Daily Gold Miners Bear 3X Shares_Close_max,Direxion Daily Gold Miners Bear 3X Shares_Close_min,Direxion Daily Gold Miners Bear 3X Shares_Close_volatility,Direxion Daily Gold Miners Bear 3X Shares_Close_change
2018-09-02,1102.75,1102.75,1102.75,0.0,0.0,1161.0,1161.0,1161.0,0.0,0.0,1094.5,1094.5,1094.5,0.0,0.0,1152.75,1152.75,1152.75,0.0,0.0
2018-09-09,1055.25,1055.25,1055.25,0.0,0.0,1075.45,1075.45,1075.45,0.0,0.0,1002.5,1002.5,1002.5,0.0,0.0,1021.75,1021.75,1021.75,0.0,0.0
2018-09-16,928.0,928.0,928.0,0.0,0.0,949.44,949.44,949.44,0.0,0.0,894.75,894.75,894.75,0.0,0.0,946.75,946.75,946.75,0.0,0.0
2018-09-23,994.5,994.5,994.5,0.0,0.0,994.97,994.97,994.97,0.0,0.0,965.25,965.25,965.25,0.0,0.0,979.0,979.0,979.0,0.0,0.0
2018-09-30,1001.25,1001.25,1001.25,0.0,0.0,1025.25,1025.25,1025.25,0.0,0.0,944.0,944.0,944.0,0.0,0.0,944.25,944.25,944.25,0.0,0.0
2018-10-07,745.75,745.75,745.75,0.0,0.0,758.0,758.0,758.0,0.0,0.0,705.0,705.0,705.0,0.0,0.0,744.5,744.5,744.5,0.0,0.0
2018-10-14,759.5,759.5,759.5,0.0,0.0,786.75,786.75,786.75,0.0,0.0,754.25,754.25,754.25,0.0,0.0,766.75,766.75,766.75,0.0,0.0
2018-10-21,862.5,862.5,862.5,0.0,0.0,891.25,891.25,891.25,0.0,0.0,809.25,809.25,809.25,0.0,0.0,862.75,862.75,862.75,0.0,0.0
2018-10-28,800.0,800.0,800.0,0.0,0.0,814.5,814.5,814.5,0.0,0.0,760.29,760.29,760.29,0.0,0.0,787.0,787.0,787.0,0.0,0.0
2018-11-04,885.75,885.75,885.75,0.0,0.0,914.0,914.0,914.0,0.0,0.0,875.0,875.0,875.0,0.0,0.0,911.0,911.0,911.0,0.0,0.0
2018-11-11,807.5,807.5,807.5,0.0,0.0,809.75,809.75,809.75,0.0,0.0,769.0,769.0,769.0,0.0,0.0,802.25,802.25,802.25,0.0,0.0
2018-11-18,794.75,794.75,794.75,0.0,0.0,819.0,819.0,819.0,0.0,0.0,764.0,764.0,764.0,0.0,0.0,814.5,814.5,814.5,0.0,0.0
2018-11-25,790.0,790.0,790.0,0.0,0.0,821.75,821.75,821.75,0.0,0.0,779.25,779.25,779.25,0.0,0.0,786.0,786.0,786.0,0.0,0.0
2018-12-02,714.75,714.75,714.75,0.0,0.0,720.42,720.42,720.42,0.0,0.0,661.5,661.5,661.5,0.0,0.0,702.75,702.75,702.75,0.0,0.0
2018-12-09,686.0,686.0,686.0,0.0,0.0,688.75,688.75,688.75,0.0,0.0,649.0,649.0,649.0,0.0,0.0,652.25,652.25,652.25,0.0,0.0
2018-12-16,617.25,617.25,617.25,0.0,0.0,619.0,619.0,619.0,0.0,0.0,578.0,578.0,578.0,0.0,0.0,579.75,579.75,579.75,0.0,0.0
2018-12-23,610.0,610.0,610.0,0.0,0.0,621.25,621.25,621.25,0.0,0.0,571.0,571.0,571.0,0.0,0.0,571.5,571.5,571.5,0.0,0.0
2018-12-30,540.5,540.5,540.5,0.0,0.0,580.0,580.0,580.0,0.0,0.0,537.75,537.75,537.75,0.0,0.0,574.75,574.75,574.75,0.0,0.0
2019-01-06,568.0,568.0,568.0,0.0,0.0,590.25,590.25,590.25,0.0,0.0,556.75,556.75,556.75,0.0,0.0,581.0,581.0,581.0,0.0,0.0
2019-01-13,624.1,624.1,624.1,0.0,0.0,644.5,644.5,644.5,0.0,0.0,609.0,609.0,609.0,0.0,0.0,639.5,639.5,639.5,0.0,0.0
2019-01-20,559.25,559.25,559.25,0.0,0.0,561.75,561.75,561.75,0.0,0.0,538.0,538.0,538.0,0.0,0.0,538.0,538.0,538.0,0.0,0.0
2019-01-27,483.25,483.25,483.25,0.0,0.0,485.0,485.0,485.0,0.0,0.0,464.0,464.0,464.0,0.0,0.0,464.5,464.5,464.5,0.0,0.0
2019-02-03,490.0,490.0,490.0,0.0,0.0,490.25,490.25,490.25,0.0,0.0,474.0,474.0,474.0,0.0,0.0,489.25,489.25,489.25,0.0,0.0
2019-02-10,477.5,477.5,477.5,0.0,0.0,493.41,493.41,493.41,0.0,0.0,467.25,467.25,467.25,0.0,0.0,468.0,468.0,468.0,0.0,0.0
2019-02-17,429.0,429.0,429.0,0.0,0.0,443.5,443.5,443.5,0.0,0.0,425.0,425.0,425.0,0.0,0.0,443.5,443.5,443.5,0.0,0.0
2019-02-24,516.25,516.25,516.25,0.0,0.0,530.5,530.5,530.5,0.0,0.0,499.25,499.25,499.25,0.0,0.0,499.75,499.75,499.75,0.0,0.0
2019-03-03,463.0,463.0,463.0,0.0,0.0,486.25,486.25,486.25,0.0,0.0,454.25,454.25,454.25,0.0,0.0,466.5,466.5,466.5,0.0,0.0
2019-03-10,460.0,460.0,460.0,0.0,0.0,481.25,481.25,481.25,0.0,0.0,456.75,456.75,456.75,0.0,0.0,480.0,480.0,480.0,0.0,0.0
2019-03-17,427.75,427.75,427.75,0.0,0.0,429.5,429.5,429.5,0.0,0.0,401.75,401.75,401.75,0.0,0.0,407.75,407.75,407.75,0.0,0.0
2019-03-24,449.5,449.5,449.5,0.0,0.0,486.75,486.75,486.75,0.0,0.0,446.25,446.25,446.25,0.0,0.0,479.0,479.0,479.0,0.0,0.0
2019-03-31,431.5,431.5,431.5,0.0,0.0,442.0,442.0,442.0,0.0,0.0,427.5,427.5,427.5,0.0,0.0,433.25,433.25,433.25,0.0,0.0
2019-04-07,477.0,477.0,477.0,0.0,0.0,482.0,482.0,482.0,0.0,0.0,457.5,457.5,457.5,0.0,0.0,459.75,459.75,459.75,0.0,0.0
2019-04-14,514.5,514.5,514.5,0.0,0.0,550.25,550.25,550.25,0.0,0.0,514.0,514.0,514.0,0.0,0.0,546.25,546.25,546.25,0.0,0.0
2019-04-21,527.75,527.75,527.75,0.0,0.0,562.25,562.25,562.25,0.0,0.0,527.5,527.5,527.5,0.0,0.0,554.75,554.75,554.75,0.0,0.0
2019-04-28,601.25,601.25,601.25,0.0,0.0,606.5,606.5,606.5,0.0,0.0,584.75,584.75,584.75,0.0,0.0,599.75,599.75,599.75,0.0,0.0
2019-05-05,567.5,567.5,567.5,0.0,0.0,586.25,586.25,586.25,0.0,0.0,538.0,538.0,538.0,0.0,0.0,542.75,542.75,542.75,0.0,0.0
2019-05-12,559.75,559.75,559.75,0.0,0.0,565.62,565.62,565.62,0.0,0.0,549.0,549.0,549.0,0.0,0.0,562.25,562.25,562.25,0.0,0.0
2019-05-19,578.75,578.75,578.75,0.0,0.0,585.25,585.25,585.25,0.0,0.0,567.25,567.25,567.25,0.0,0.0,571.75,571.75,571.75,0.0,0.0
2019-05-26,463.75,463.75,463.75,0.0,0.0,467.5,467.5,467.5,0.0,0.0,427.75,427.75,427.75,0.0,0.0,430.0,430.0,430.0,0.0,0.0
2019-06-02,430.75,430.75,430.75,0.0,0.0,440.5,440.5,440.5,0.0,0.0,425.75,425.75,425.75,0.0,0.0,428.0,428.0,428.0,0.0,0.0
2019-06-09,383.5,383.5,383.5,0.0,0.0,392.0,392.0,392.0,0.0,0.0,376.25,376.25,376.25,0.0,0.0,377.75,377.75,377.75,0.0,0.0
2019-06-16,295.5,295.5,295.5,0.0,0.0,297.75,297.75,297.75,0.0,0.0,268.75,268.75,268.75,0.0,0.0,269.0,269.0,269.0,0.0,0.0
2019-06-23,308.5,308.5,308.5,0.0,0.0,317.25,317.25,317.25,0.0,0.0,302.5,302.5,302.5,0.0,0.0,315.25,315.25,315.25,0.0,0.0
2019-06-30,283.0,283.0,283.0,0.0,0.0,290.5,290.5,290.5,0.0,0.0,277.25,277.25,277.25,0.0,0.0,285.0,285.0,285.0,0.0,0.0
2019-07-07,259.0,259.0,259.0,0.0,0.0,264.25,264.25,264.25,0.0,0.0,255.0,255.0,255.0,0.0,0.0,258.0,258.0,258.0,0.0,0.0
2019-07-14,205.25,205.25,205.25,0.0,0.0,207.84,207.84,207.84,0.0,0.0,200.75,200.75,200.75,0.0,0.0,202.5,202.5,202.5,0.0,0.0
2019-07-21,220.5,220.5,220.5,0.0,0.0,224.38,224.38,224.38,0.0,0.0,210.75,210.75,210.75,0.0,0.0,210.75,210.75,210.75,0.0,0.0
2019-07-28,188.75,188.75,188.75,0.0,0.0,192.25,192.25,192.25,0.0,0.0,177.75,177.75,177.75,0.0,0.0,186.5,186.5,186.5,0.0,0.0
2019-08-04,168.5,168.5,168.5,0.0,0.0,178.25,178.25,178.25,0.0,0.0,165.0,165.0,165.0,0.0,0.0,177.5,177.5,177.5,0.0,0.0
2019-08-11,201.75,201.75,201.75,0.0,0.0,204.97,204.97,204.97,0.0,0.0,189.25,189.25,189.25,0.0,0.0,198.0,198.0,198.0,0.0,0.0
2019-08-18,162.75,162.75,162.75,0.0,0.0,167.5,167.5,167.5,0.0,0.0,158.0,158.0,158.0,0.0,0.0,163.5,163.5,163.5,0.0,0.0
2019-08-25,164.25,164.25,164.25,0.0,0.0,165.25,165.25,165.25,0.0,0.0,154.0,154.0,154.0,0.0,0.0,158.0,158.0,158.0,0.0,0.0
2019-09-01,175.5,175.5,175.5,0.0,0.0,194.5,194.5,194.5,0.0,0.0,173.5,173.5,173.5,0.0,0.0,192.25,192.25,192.25,0.0,0.0
2019-09-08,201.0,201.0,201.0,0.0,0.0,210.25,210.25,210.25,0.0,0.0,195.25,195.25,195.25,0.0,0.0,200.0,200.0,200.0,0.0,0.0
2019-09-15,168.25,168.25,168.25,0.0,0.0,170.25,170.25,170.25,0.0,0.0,162.5,162.5,162.5,0.0,0.0,162.75,162.75,162.75,0.0,0.0
2019-09-22,201.5,201.5,201.5,0.0,0.0,210.36,210.36,210.36,0.0,0.0,193.62,193.62,193.62,0.0,0.0,205.75,205.75,205.75,0.0,0.0
2019-09-29,187.0,187.0,187.0,0.0,0.0,189.25,189.25,189.25,0.0,0.0,179.0,179.0,179.0,0.0,0.0,186.5,186.5,186.5,0.0,0.0
2019-10-06,196.5,196.5,196.5,0.0,0.0,198.0,198.0,198.0,0.0,0.0,190.25,190.25,190.25,0.0,0.0,196.0,196.0,196.0,0.0,0.0
2019-10-13,189.5,189.5,189.5,0.0,0.0,205.44,205.44,205.44,0.0,0.0,188.5,188.5,188.5,0.0,0.0,203.25,203.25,203.25,0.0,0.0
2019-10-20,185.0,185.0,185.0,0.0,0.0,192.91,192.91,192.91,0.0,0.0,185.0,185.0,185.0,0.0,0.0,191.5,191.5,191.5,0.0,0.0
2019-10-27,174.5,174.5,174.5,0.0,0.0,182.0,182.0,182.0,0.0,0.0,173.59,173.59,173.59,0.0,0.0,181.25,181.25,181.25,0.0,0.0
2019-11-03,206.5,206.5,206.5,0.0,0.0,209.97,209.97,209.97,0.0,0.0,202.5,202.5,202.5,0.0,0.0,207.25,207.25,207.25,0.0,0.0
2019-11-10,196.0,196.0,196.0,0.0,0.0,196.0,196.0,196.0,0.0,0.0,186.0,186.0,186.0,0.0,0.0,186.25,186.25,186.25,0.0,0.0
2019-11-17,200.5,200.5,200.5,0.0,0.0,207.5,207.5,207.5,0.0,0.0,196.75,196.75,196.75,0.0,0.0,207.0,207.0,207.0,0.0,0.0
2019-11-24,190.75,190.75,190.75,0.0,0.0,192.25,192.25,192.25,0.0,0.0,184.5,184.5,184.5,0.0,0.0,185.75,185.75,185.75,0.0,0.0
2019-12-01,184.75,184.75,184.75,0.0,0.0,190.75,190.75,190.75,0.0,0.0,183.75,183.75,183.75,0.0,0.0,189.25,189.25,189.25,0.0,0.0
2019-12-08,173.0,173.0,173.0,0.0,0.0,180.5,180.5,180.5,0.0,0.0,172.75,172.75,172.75,0.0,0.0,179.5,179.5,179.5,0.0,0.0
2019-12-15,180.0,180.0,180.0,0.0,0.0,181.5,181.5,181.5,0.0,0.0,166.5,166.5,166.5,0.0,0.0,167.5,167.5,167.5,0.0,0.0
2019-12-22,147.25,147.25,147.25,0.0,0.0,147.25,147.25,147.25,0.0,0.0,138.25,138.25,138.25,0.0,0.0,138.5,138.5,138.5,0.0,0.0
2019-12-29,132.5,132.5,132.5,0.0,0.0,145.0,145.0,145.0,0.0,0.0,132.5,132.5,132.5,0.0,0.0,142.75,142.75,142.75,0.0,0.0
