Date,Etho Climate Leadership US_Open_average,Etho Climate Leadership US_Open_max,Etho Climate Leadership US_Open_min,Etho Climate Leadership US_Open_volatility,Etho Climate Leadership US_Open_change,Etho Climate Leadership US_High_average,Etho Climate Leadership US_High_max,Etho Climate Leadership US_High_min,Etho Climate Leadership US_High_volatility,Etho Climate Leadership US_High_change,Etho Climate Leadership US_Low_average,Etho Climate Leadership US_Low_max,Etho Climate Leadership US_Low_min,Etho Climate Leadership US_Low_volatility,Etho Climate Leadership US_Low_change,Etho Climate Leadership US_Close_average,Etho Climate Leadership US_Close_max,Etho Climate Leadership US_Close_min,Etho Climate Leadership US_Close_volatility,Etho Climate Leadership US_Close_change
2018-04-01,34.02,34.02,34.02,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-04-08,34.62,34.62,34.62,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-04-15,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2018-04-22,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2018-04-29,34.4,34.4,34.4,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-05-06,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2018-05-13,35.44,35.44,35.44,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-05-20,35.47,35.47,35.47,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2018-05-27,35.7,35.7,35.7,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-06-03,36.38,36.38,36.38,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2018-06-10,36.31,36.31,36.31,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2018-06-17,35.5,35.5,35.5,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2018-06-24,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-07-01,36.17,36.17,36.17,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2018-07-08,36.7,36.7,36.7,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2018-07-15,36.34,36.34,36.34,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-07-22,36.43,36.43,36.43,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2018-07-29,36.77,36.77,36.77,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-08-05,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-08-12,36.86,36.86,36.86,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2018-08-19,37.92,37.92,37.92,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2018-08-26,37.72,37.72,37.72,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2018-09-02,37.51,37.51,37.51,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-09-09,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2018-09-16,38.06,38.06,38.06,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-09-23,38.09,38.09,38.09,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-09-30,36.57,36.57,36.57,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2018-10-07,34.48,34.48,34.48,0.0,0.0,35.72,35.72,35.72,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-10-14,34.87,34.87,34.87,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-10-21,33.25,33.25,33.25,0.0,0.0,33.69,33.69,33.69,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-10-28,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-11-04,35.43,35.43,35.43,0.0,0.0,35.43,35.43,35.43,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2018-11-11,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-11-18,34.42,34.42,34.42,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-11-25,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2018-12-02,33.65,33.65,33.65,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2018-12-09,33.09,33.09,33.09,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-12-16,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-12-23,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.75,31.75,31.75,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-12-30,32.25,32.25,32.25,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-01-06,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2019-01-13,34.32,34.32,34.32,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-01-20,34.33,34.33,34.33,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-01-27,35.3,35.3,35.3,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-02-03,35.53,35.53,35.53,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-02-10,36.58,36.58,36.58,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-02-17,37.33,37.33,37.33,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-02-24,37.14,37.14,37.14,0.0,0.0,37.3,37.3,37.3,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2019-03-03,36.43,36.43,36.43,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-03-10,36.83,36.83,36.83,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-03-17,36.6,36.6,36.6,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2019-03-24,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-03-31,38.2,38.2,38.2,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-04-07,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-04-14,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-04-21,38.71,38.71,38.71,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2019-04-28,38.48,38.48,38.48,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-05-05,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2019-05-12,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-05-19,37.05,37.05,37.05,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-05-26,36.3,36.3,36.3,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-06-02,38.3,38.3,38.3,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-06-09,38.37,38.37,38.37,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-06-16,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2019-06-23,39.57,39.57,39.57,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-06-30,39.48,39.48,39.48,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-07-07,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2019-07-14,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-07-21,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2019-07-28,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2019-08-04,38.64,38.64,38.64,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-08-11,39.0,39.0,39.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-08-18,38.22,38.22,38.22,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2019-08-25,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2019-09-01,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-09-08,40.05,40.05,40.05,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2019-09-15,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-09-22,39.42,39.42,39.42,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2019-09-29,39.2,39.2,39.2,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-10-06,39.32,39.32,39.32,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-10-13,40.17,40.17,40.17,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2019-10-20,40.95,40.95,40.95,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-10-27,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-11-03,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2019-11-10,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2019-11-17,41.57,41.57,41.57,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2019-11-24,42.43,42.43,42.43,0.0,0.0,42.43,42.43,42.43,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-12-01,42.05,42.05,42.05,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2019-12-08,42.53,42.53,42.53,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-12-15,43.45,43.45,43.45,0.0,0.0,43.45,43.45,43.45,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2019-12-22,43.05,43.05,43.05,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2019-12-29,42.44,42.44,42.44,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.81,42.81,42.81,0.0,0.0
