Date,ProShares Managed Futures Strategy_Open_average,ProShares Managed Futures Strategy_Open_max,ProShares Managed Futures Strategy_Open_min,ProShares Managed Futures Strategy_Open_volatility,ProShares Managed Futures Strategy_Open_change,ProShares Managed Futures Strategy_High_average,ProShares Managed Futures Strategy_High_max,ProShares Managed Futures Strategy_High_min,ProShares Managed Futures Strategy_High_volatility,ProShares Managed Futures Strategy_High_change,ProShares Managed Futures Strategy_Low_average,ProShares Managed Futures Strategy_Low_max,ProShares Managed Futures Strategy_Low_min,ProShares Managed Futures Strategy_Low_volatility,ProShares Managed Futures Strategy_Low_change,ProShares Managed Futures Strategy_Close_average,ProShares Managed Futures Strategy_Close_max,ProShares Managed Futures Strategy_Close_min,ProShares Managed Futures Strategy_Close_volatility,ProShares Managed Futures Strategy_Close_change
2018-06-10,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2018-06-17,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2018-06-24,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2018-07-01,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2018-07-08,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2018-07-15,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2018-07-22,40.09,40.09,40.09,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2018-07-29,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2018-08-05,40.1,40.1,40.1,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2018-08-12,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2018-08-19,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-08-26,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-09-02,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2018-09-09,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2018-09-16,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2018-09-23,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2018-09-30,40.77,40.77,40.77,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-10-07,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-10-14,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-10-21,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-10-28,39.92,39.92,39.92,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2018-11-04,40.33,40.33,40.33,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-11-11,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2018-11-18,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2018-11-25,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2018-12-02,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2018-12-09,40.63,40.63,40.63,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2018-12-16,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2018-12-23,40.24,40.24,40.24,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-12-30,39.91,39.91,39.91,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-01-06,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-01-13,39.25,39.25,39.25,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-01-20,39.56,39.56,39.56,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-01-27,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-02-03,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-02-10,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2019-02-17,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-02-24,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-03-03,39.62,39.62,39.62,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-03-10,39.6,39.6,39.6,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2019-03-17,39.54,39.54,39.54,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-03-24,39.66,39.66,39.66,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-03-31,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2019-04-07,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-04-14,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2019-04-21,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2019-04-28,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-05-05,40.01,40.01,40.01,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2019-05-12,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-05-19,39.9,39.9,39.9,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2019-05-26,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2019-06-02,39.59,39.59,39.59,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-06-09,39.74,39.74,39.74,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-06-16,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-06-23,39.47,39.47,39.47,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-06-30,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-07-07,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-07-14,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-07-21,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2019-07-28,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2019-08-04,40.09,40.09,40.09,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-08-11,40.64,40.64,40.64,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2019-08-18,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-08-25,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-09-01,40.73,40.73,40.73,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-09-08,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-09-15,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-09-22,39.74,39.74,39.74,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-09-29,40.11,40.11,40.11,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2019-10-06,39.95,39.95,39.95,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-10-13,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-10-20,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-10-27,39.83,39.83,39.83,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-11-03,39.8,39.8,39.8,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-11-10,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-11-17,39.62,39.62,39.62,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2019-11-24,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2019-12-01,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-12-08,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-12-15,39.56,39.56,39.56,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-12-22,39.35,39.35,39.35,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-12-29,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0
