Date,KraneShares CSI China Internet_Open_average,KraneShares CSI China Internet_Open_max,KraneShares CSI China Internet_Open_min,KraneShares CSI China Internet_Open_volatility,KraneShares CSI China Internet_Open_change,KraneShares CSI China Internet_High_average,KraneShares CSI China Internet_High_max,KraneShares CSI China Internet_High_min,KraneShares CSI China Internet_High_volatility,KraneShares CSI China Internet_High_change,KraneShares CSI China Internet_Low_average,KraneShares CSI China Internet_Low_max,KraneShares CSI China Internet_Low_min,KraneShares CSI China Internet_Low_volatility,KraneShares CSI China Internet_Low_change,KraneShares CSI China Internet_Close_average,KraneShares CSI China Internet_Close_max,KraneShares CSI China Internet_Close_min,KraneShares CSI China Internet_Close_volatility,KraneShares CSI China Internet_Close_change
2018-07-08,59.52,59.52,59.52,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2018-07-15,58.13,58.13,58.13,0.0,0.0,58.42,58.42,58.42,0.0,0.0,57.76,57.76,57.76,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2018-07-22,57.63,57.63,57.63,0.0,0.0,57.63,57.63,57.63,0.0,0.0,55.68,55.68,55.68,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2018-07-29,53.86,53.86,53.86,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2018-08-05,52.73,52.73,52.73,0.0,0.0,52.94,52.94,52.94,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2018-08-12,49.89,49.89,49.89,0.0,0.0,50.75,50.75,50.75,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2018-08-19,51.71,51.71,51.71,0.0,0.0,52.69,52.69,52.69,0.0,0.0,51.59,51.59,51.59,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2018-08-26,49.97,49.97,49.97,0.0,0.0,50.74,50.74,50.74,0.0,0.0,49.69,49.69,49.69,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2018-09-02,47.43,47.43,47.43,0.0,0.0,47.43,47.43,47.43,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2018-09-09,47.24,47.24,47.24,0.0,0.0,47.72,47.72,47.72,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2018-09-16,48.8,48.8,48.8,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2018-09-23,49.17,49.17,49.17,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-09-30,44.0,44.0,44.0,0.0,0.0,44.77,44.77,44.77,0.0,0.0,43.7,43.7,43.7,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2018-10-07,43.15,43.15,43.15,0.0,0.0,43.52,43.52,43.52,0.0,0.0,42.62,42.62,42.62,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2018-10-14,43.14,43.14,43.14,0.0,0.0,43.4,43.4,43.4,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2018-10-21,41.17,41.17,41.17,0.0,0.0,41.32,41.32,41.32,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2018-10-28,44.42,44.42,44.42,0.0,0.0,44.81,44.81,44.81,0.0,0.0,43.72,43.72,43.72,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2018-11-04,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2018-11-11,43.04,43.04,43.04,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2018-11-18,42.2,42.2,42.2,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-11-25,45.54,45.54,45.54,0.0,0.0,45.71,45.71,45.71,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2018-12-02,41.68,41.68,41.68,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-12-09,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2018-12-16,37.88,37.88,37.88,0.0,0.0,38.8,38.8,38.8,0.0,0.0,37.63,37.63,37.63,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2018-12-23,38.4,38.4,38.4,0.0,0.0,38.61,38.61,38.61,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2018-12-30,38.68,38.68,38.68,0.0,0.0,39.38,39.38,39.38,0.0,0.0,38.4,38.4,38.4,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2019-01-06,39.38,39.38,39.38,0.0,0.0,39.4,39.4,39.4,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2019-01-13,41.47,41.47,41.47,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-01-20,42.08,42.08,42.08,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.6,41.6,41.6,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-01-27,43.46,43.46,43.46,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-02-03,44.11,44.11,44.11,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-02-10,44.53,44.53,44.53,0.0,0.0,44.59,44.59,44.59,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-02-17,47.71,47.71,47.71,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2019-02-24,47.26,47.26,47.26,0.0,0.0,47.36,47.36,47.36,0.0,0.0,46.17,46.17,46.17,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2019-03-03,46.05,46.05,46.05,0.0,0.0,46.94,46.94,46.94,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2019-03-10,47.28,47.28,47.28,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2019-03-17,44.54,44.54,44.54,0.0,0.0,45.29,45.29,45.29,0.0,0.0,44.46,44.46,44.46,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2019-03-24,47.86,47.86,47.86,0.0,0.0,48.42,48.42,48.42,0.0,0.0,47.53,47.53,47.53,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-03-31,48.91,48.91,48.91,0.0,0.0,49.34,49.34,49.34,0.0,0.0,48.56,48.56,48.56,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2019-04-07,48.88,48.88,48.88,0.0,0.0,48.89,48.89,48.89,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2019-04-14,48.24,48.24,48.24,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2019-04-21,48.3,48.3,48.3,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-04-28,47.21,47.21,47.21,0.0,0.0,48.28,48.28,48.28,0.0,0.0,47.0,47.0,47.0,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2019-05-05,44.08,44.08,44.08,0.0,0.0,44.36,44.36,44.36,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-05-12,42.37,42.37,42.37,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-05-19,41.24,41.24,41.24,0.0,0.0,41.4,41.4,41.4,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-05-26,40.4,40.4,40.4,0.0,0.0,40.51,40.51,40.51,0.0,0.0,39.87,39.87,39.87,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-06-02,41.73,41.73,41.73,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.69,41.69,41.69,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-06-09,41.29,41.29,41.29,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2019-06-16,43.55,43.55,43.55,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2019-06-23,45.57,45.57,45.57,0.0,0.0,45.81,45.81,45.81,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-06-30,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-07-07,43.41,43.41,43.41,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2019-07-14,42.83,42.83,42.83,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2019-07-21,43.17,43.17,43.17,0.0,0.0,43.29,43.29,43.29,0.0,0.0,42.79,42.79,42.79,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2019-07-28,38.9,38.9,38.9,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-08-04,38.76,38.76,38.76,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-08-11,41.83,41.83,41.83,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-08-18,41.27,41.27,41.27,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2019-08-25,42.54,42.54,42.54,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2019-09-01,43.58,43.58,43.58,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-09-08,44.34,44.34,44.34,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2019-09-15,43.8,43.8,43.8,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-09-22,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-09-29,42.01,42.01,42.01,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2019-10-06,42.75,42.75,42.75,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2019-10-13,43.75,43.75,43.75,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.65,43.65,43.65,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-10-20,45.35,45.35,45.35,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2019-10-27,46.5,46.5,46.5,0.0,0.0,47.28,47.28,47.28,0.0,0.0,46.44,46.44,46.44,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2019-11-03,46.72,46.72,46.72,0.0,0.0,47.29,47.29,47.29,0.0,0.0,46.45,46.45,46.45,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2019-11-10,46.3,46.3,46.3,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-11-17,45.79,45.79,45.79,0.0,0.0,46.55,46.55,46.55,0.0,0.0,45.63,45.63,45.63,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2019-11-24,46.74,46.74,46.74,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2019-12-01,46.87,46.87,46.87,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2019-12-08,47.94,47.94,47.94,0.0,0.0,48.23,48.23,48.23,0.0,0.0,47.75,47.75,47.75,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2019-12-15,48.94,48.94,48.94,0.0,0.0,49.09,49.09,49.09,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2019-12-22,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2019-12-29,50.62,50.62,50.62,0.0,0.0,51.69,51.69,51.69,0.0,0.0,50.62,50.62,50.62,0.0,0.0,51.16,51.16,51.16,0.0,0.0
