Date,PowerShares DWA Industrials Momentum Portfolio_Open_average,PowerShares DWA Industrials Momentum Portfolio_Open_max,PowerShares DWA Industrials Momentum Portfolio_Open_min,PowerShares DWA Industrials Momentum Portfolio_Open_volatility,PowerShares DWA Industrials Momentum Portfolio_Open_change,PowerShares DWA Industrials Momentum Portfolio_High_average,PowerShares DWA Industrials Momentum Portfolio_High_max,PowerShares DWA Industrials Momentum Portfolio_High_min,PowerShares DWA Industrials Momentum Portfolio_High_volatility,PowerShares DWA Industrials Momentum Portfolio_High_change,PowerShares DWA Industrials Momentum Portfolio_Low_average,PowerShares DWA Industrials Momentum Portfolio_Low_max,PowerShares DWA Industrials Momentum Portfolio_Low_min,PowerShares DWA Industrials Momentum Portfolio_Low_volatility,PowerShares DWA Industrials Momentum Portfolio_Low_change,PowerShares DWA Industrials Momentum Portfolio_Close_average,PowerShares DWA Industrials Momentum Portfolio_Close_max,PowerShares DWA Industrials Momentum Portfolio_Close_min,PowerShares DWA Industrials Momentum Portfolio_Close_volatility,PowerShares DWA Industrials Momentum Portfolio_Close_change
2018-05-27,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2018-06-03,62.4,62.4,62.4,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2018-06-10,62.02,62.02,62.02,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2018-06-17,60.54,60.54,60.54,0.0,0.0,60.54,60.54,60.54,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2018-06-24,59.17,59.17,59.17,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.17,59.17,59.17,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2018-07-01,59.82,59.82,59.82,0.0,0.0,61.08,61.08,61.08,0.0,0.0,59.82,59.82,59.82,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2018-07-08,61.43,61.43,61.43,0.0,0.0,61.44,61.44,61.44,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2018-07-15,62.32,62.32,62.32,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.96,61.96,61.96,0.0,0.0
2018-07-22,61.47,61.47,61.47,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2018-07-29,62.51,62.51,62.51,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2018-08-05,62.77,62.77,62.77,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2018-08-12,63.64,63.64,63.64,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2018-08-19,64.83,64.83,64.83,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2018-08-26,64.37,64.37,64.37,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2018-09-02,65.95,65.95,65.95,0.0,0.0,66.06,66.06,66.06,0.0,0.0,65.95,65.95,65.95,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2018-09-09,66.55,66.55,66.55,0.0,0.0,66.55,66.55,66.55,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2018-09-16,64.51,64.51,64.51,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.48,64.48,64.48,0.0,0.0
2018-09-23,64.69,64.69,64.69,0.0,0.0,64.69,64.69,64.69,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2018-09-30,62.07,62.07,62.07,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.55,61.55,61.55,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2018-10-07,57.59,57.59,57.59,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.46,57.46,57.46,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2018-10-14,56.76,56.76,56.76,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2018-10-21,55.47,55.47,55.47,0.0,0.0,55.59,55.59,55.59,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2018-10-28,56.75,56.75,56.75,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2018-11-04,56.45,56.45,56.45,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2018-11-11,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2018-11-18,55.01,55.01,55.01,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.58,54.58,54.58,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2018-11-25,57.72,57.72,57.72,0.0,0.0,57.72,57.72,57.72,0.0,0.0,56.96,56.96,56.96,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2018-12-02,53.4,53.4,53.4,0.0,0.0,53.43,53.43,53.43,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2018-12-09,52.44,52.44,52.44,0.0,0.0,52.65,52.65,52.65,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2018-12-16,48.28,48.28,48.28,0.0,0.0,48.5,48.5,48.5,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-12-23,51.04,51.04,51.04,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2018-12-30,51.25,51.25,51.25,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2019-01-06,53.11,53.11,53.11,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-01-13,54.09,54.09,54.09,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-01-20,54.0,54.0,54.0,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2019-01-27,55.94,55.94,55.94,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.38,56.38,56.38,0.0,0.0
2019-02-03,57.52,57.52,57.52,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-02-10,58.75,58.75,58.75,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.75,58.75,58.75,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2019-02-17,60.76,60.76,60.76,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-02-24,60.87,60.87,60.87,0.0,0.0,61.05,61.05,61.05,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-03-03,59.13,59.13,59.13,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2019-03-10,60.04,60.04,60.04,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2019-03-17,59.9,59.9,59.9,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2019-03-24,61.99,61.99,61.99,0.0,0.0,62.21,62.21,62.21,0.0,0.0,61.73,61.73,61.73,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2019-03-31,62.09,62.09,62.09,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2019-04-07,63.27,63.27,63.27,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2019-04-14,62.83,62.83,62.83,0.0,0.0,63.05,63.05,63.05,0.0,0.0,62.83,62.83,62.83,0.0,0.0,63.03,63.03,63.03,0.0,0.0
2019-04-21,64.04,64.04,64.04,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2019-04-28,63.19,63.19,63.19,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.19,63.19,63.19,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2019-05-05,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2019-05-12,62.04,62.04,62.04,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2019-05-19,62.22,62.22,62.22,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2019-05-26,61.39,61.39,61.39,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2019-06-02,65.34,65.34,65.34,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.18,65.18,65.18,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-06-09,64.61,64.61,64.61,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2019-06-16,66.05,66.05,66.05,0.0,0.0,66.05,66.05,66.05,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.92,65.92,65.92,0.0,0.0
2019-06-23,66.82,66.82,66.82,0.0,0.0,67.18,67.18,67.18,0.0,0.0,66.82,66.82,66.82,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2019-06-30,67.75,67.75,67.75,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.62,67.62,67.62,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2019-07-07,68.83,68.83,68.83,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.51,68.51,68.51,0.0,0.0
2019-07-14,68.25,68.25,68.25,0.0,0.0,68.42,68.42,68.42,0.0,0.0,68.01,68.01,68.01,0.0,0.0,68.02,68.02,68.02,0.0,0.0
2019-07-21,69.71,69.71,69.71,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2019-07-28,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2019-08-04,66.76,66.76,66.76,0.0,0.0,67.1,67.1,67.1,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2019-08-11,67.91,67.91,67.91,0.0,0.0,68.28,68.28,68.28,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2019-08-18,66.42,66.42,66.42,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2019-08-25,68.23,68.23,68.23,0.0,0.0,68.27,68.27,68.27,0.0,0.0,67.9,67.9,67.9,0.0,0.0,68.03,68.03,68.03,0.0,0.0
2019-09-01,68.36,68.36,68.36,0.0,0.0,68.36,68.36,68.36,0.0,0.0,67.12,67.12,67.12,0.0,0.0,67.2,67.2,67.2,0.0,0.0
2019-09-08,66.79,66.79,66.79,0.0,0.0,67.22,67.22,67.22,0.0,0.0,66.79,66.79,66.79,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2019-09-15,66.22,66.22,66.22,0.0,0.0,66.65,66.65,66.65,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2019-09-22,65.29,65.29,65.29,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.57,65.57,65.57,0.0,0.0
2019-09-29,64.05,64.05,64.05,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2019-10-06,64.77,64.77,64.77,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-10-13,65.22,65.22,65.22,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2019-10-20,65.41,65.41,65.41,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2019-10-27,66.47,66.47,66.47,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.08,66.08,66.08,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2019-11-03,66.36,66.36,66.36,0.0,0.0,66.36,66.36,66.36,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2019-11-10,67.4,67.4,67.4,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2019-11-17,67.73,67.73,67.73,0.0,0.0,68.04,68.04,68.04,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2019-11-24,67.82,67.82,67.82,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.26,67.26,67.26,0.0,0.0
2019-12-01,67.8,67.8,67.8,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2019-12-08,68.43,68.43,68.43,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.27,68.27,68.27,0.0,0.0,68.27,68.27,68.27,0.0,0.0
2019-12-15,68.49,68.49,68.49,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.47,68.47,68.47,0.0,0.0
2019-12-22,67.99,67.99,67.99,0.0,0.0,68.24,68.24,68.24,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.22,68.22,68.22,0.0,0.0
2019-12-29,68.8,68.8,68.8,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.65,68.65,68.65,0.0,0.0,69.1,69.1,69.1,0.0,0.0
