Date,iShares Currency Hedged MSCI Spain_Open_average,iShares Currency Hedged MSCI Spain_Open_max,iShares Currency Hedged MSCI Spain_Open_min,iShares Currency Hedged MSCI Spain_Open_volatility,iShares Currency Hedged MSCI Spain_Open_change,iShares Currency Hedged MSCI Spain_High_average,iShares Currency Hedged MSCI Spain_High_max,iShares Currency Hedged MSCI Spain_High_min,iShares Currency Hedged MSCI Spain_High_volatility,iShares Currency Hedged MSCI Spain_High_change,iShares Currency Hedged MSCI Spain_Low_average,iShares Currency Hedged MSCI Spain_Low_max,iShares Currency Hedged MSCI Spain_Low_min,iShares Currency Hedged MSCI Spain_Low_volatility,iShares Currency Hedged MSCI Spain_Low_change,iShares Currency Hedged MSCI Spain_Close_average,iShares Currency Hedged MSCI Spain_Close_max,iShares Currency Hedged MSCI Spain_Close_min,iShares Currency Hedged MSCI Spain_Close_volatility,iShares Currency Hedged MSCI Spain_Close_change
2018-07-29,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2018-08-05,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2018-08-12,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-08-19,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2018-08-26,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2018-09-02,21.08,21.08,21.08,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2018-09-09,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2018-09-16,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2018-09-23,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-09-30,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2018-10-07,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2018-10-14,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2018-10-21,20.31,20.31,20.31,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2018-10-28,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-11-04,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-11-11,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2018-11-18,20.58,20.58,20.58,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2018-11-25,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-12-02,20.13,20.13,20.13,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2018-12-09,20.67,20.67,20.67,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2018-12-16,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-12-23,19.52,19.52,19.52,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2018-12-30,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2019-01-06,20.35,20.35,20.35,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-01-13,20.92,20.92,20.92,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-01-20,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2019-01-27,20.56,20.56,20.56,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-02-03,20.58,20.58,20.58,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-02-10,21.0,21.0,21.0,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-02-17,21.25,21.25,21.25,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-02-24,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2019-03-03,21.23,21.23,21.23,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-03-10,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2019-03-17,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2019-03-24,21.65,21.65,21.65,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-03-31,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-04-07,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2019-04-14,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2019-04-21,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-04-28,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-05-05,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-05-12,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-05-19,21.69,21.69,21.69,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2019-05-26,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2019-06-02,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-06-09,21.71,21.71,21.71,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2019-06-16,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2019-06-23,22.11,22.11,22.11,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2019-06-30,21.79,21.79,21.79,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-07-07,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-07-14,21.49,21.49,21.49,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2019-07-21,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-07-28,20.45,20.45,20.45,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2019-08-04,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2019-08-11,20.55,20.55,20.55,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2019-08-18,20.41,20.41,20.41,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-08-25,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-09-01,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2019-09-08,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2019-09-15,21.4,21.4,21.4,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2019-09-22,21.78,21.78,21.78,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-09-29,21.28,21.28,21.28,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2019-10-06,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2019-10-13,22.24,22.24,22.24,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2019-10-20,22.33,22.33,22.33,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2019-10-27,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2019-11-03,22.2,22.2,22.2,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2019-11-10,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-11-17,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2019-11-24,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2019-12-01,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-12-08,22.74,22.74,22.74,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-12-15,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2019-12-22,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2019-12-29,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0
