Date,JPMorgan Disciplined High Yield_etf_Open_average,JPMorgan Disciplined High Yield_etf_Open_max,JPMorgan Disciplined High Yield_etf_Open_min,JPMorgan Disciplined High Yield_etf_Open_volatility,JPMorgan Disciplined High Yield_etf_Open_change,JPMorgan Disciplined High Yield_etf_High_average,JPMorgan Disciplined High Yield_etf_High_max,JPMorgan Disciplined High Yield_etf_High_min,JPMorgan Disciplined High Yield_etf_High_volatility,JPMorgan Disciplined High Yield_etf_High_change,JPMorgan Disciplined High Yield_etf_Low_average,JPMorgan Disciplined High Yield_etf_Low_max,JPMorgan Disciplined High Yield_etf_Low_min,JPMorgan Disciplined High Yield_etf_Low_volatility,JPMorgan Disciplined High Yield_etf_Low_change,JPMorgan Disciplined High Yield_etf_Close_average,JPMorgan Disciplined High Yield_etf_Close_max,JPMorgan Disciplined High Yield_etf_Close_min,JPMorgan Disciplined High Yield_etf_Close_volatility,JPMorgan Disciplined High Yield_etf_Close_change
2018-06-24,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2018-07-01,49.6,49.6,49.6,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2018-07-08,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-07-15,49.82,49.82,49.82,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2018-07-22,49.88,49.88,49.88,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2018-07-29,49.9,49.9,49.9,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2018-08-05,49.91,49.91,49.91,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2018-08-12,50.0,50.0,50.0,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2018-08-19,50.14,50.14,50.14,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2018-08-26,50.0,50.0,50.0,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-09-02,49.65,49.65,49.65,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-09-09,49.95,49.95,49.95,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-09-16,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2018-09-23,49.74,49.74,49.74,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2018-09-30,49.64,49.64,49.64,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-10-07,49.24,49.24,49.24,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2018-10-14,49.25,49.25,49.25,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2018-10-21,48.89,48.89,48.89,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2018-10-28,48.83,48.83,48.83,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-11-04,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2018-11-11,48.42,48.42,48.42,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-11-18,48.31,48.31,48.31,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2018-11-25,48.44,48.44,48.44,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2018-12-02,48.55,48.55,48.55,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-12-09,48.64,48.64,48.64,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-12-16,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2018-12-23,47.38,47.38,47.38,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-12-30,47.9,47.9,47.9,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-01-06,48.98,48.98,48.98,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2019-01-13,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-01-20,49.23,49.23,49.23,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-01-27,49.29,49.29,49.29,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-02-03,49.44,49.44,49.44,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-02-10,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-02-17,49.92,49.92,49.92,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-02-24,49.96,49.96,49.96,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-03-03,49.56,49.56,49.56,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2019-03-10,49.99,49.99,49.99,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-03-17,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2019-03-24,50.22,50.22,50.22,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-03-31,50.58,50.58,50.58,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-04-07,50.88,50.88,50.88,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2019-04-14,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-04-21,50.8,50.8,50.8,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-04-28,50.6,50.6,50.6,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-05-05,50.35,50.35,50.35,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-05-12,50.28,50.28,50.28,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-05-19,50.28,50.28,50.28,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-05-26,49.84,49.84,49.84,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-06-02,50.5,50.5,50.5,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-06-09,50.68,50.68,50.68,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-06-16,51.35,51.35,51.35,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-06-23,51.05,51.05,51.05,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-06-30,51.23,51.23,51.23,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-07-07,51.1,51.1,51.1,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-07-14,51.11,51.11,51.11,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-07-21,51.4,51.4,51.4,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2019-07-28,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-08-04,50.89,50.89,50.89,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-08-11,50.86,50.86,50.86,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.86,50.86,50.86,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-08-18,51.37,51.37,51.37,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2019-08-25,51.47,51.47,51.47,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-09-01,51.71,51.71,51.71,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2019-09-08,51.72,51.72,51.72,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2019-09-15,51.76,51.76,51.76,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-09-22,51.57,51.57,51.57,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-09-29,51.04,51.04,51.04,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-10-06,51.23,51.23,51.23,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2019-10-13,51.47,51.47,51.47,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2019-10-20,51.47,51.47,51.47,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-10-27,51.24,51.24,51.24,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-11-03,51.29,51.29,51.29,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-11-10,51.33,51.33,51.33,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-11-17,51.04,51.04,51.04,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-11-24,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-12-01,51.22,51.22,51.22,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-12-08,51.71,51.71,51.71,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-12-15,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2019-12-22,52.07,52.07,52.07,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2019-12-29,51.78,51.78,51.78,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.83,51.83,51.83,0.0,0.0
