Date,ITP_stock_Open_average,ITP_stock_Open_max,ITP_stock_Open_min,ITP_stock_Open_volatility,ITP_stock_Open_change,ITP_stock_High_average,ITP_stock_High_max,ITP_stock_High_min,ITP_stock_High_volatility,ITP_stock_High_change,ITP_stock_Low_average,ITP_stock_Low_max,ITP_stock_Low_min,ITP_stock_Low_volatility,ITP_stock_Low_change,ITP_stock_Close_average,ITP_stock_Close_max,ITP_stock_Close_min,ITP_stock_Close_volatility,ITP_stock_Close_change,ITP_stock_Volume_average,ITP_stock_Volume_max,ITP_stock_Volume_min,ITP_stock_Volume_volatility,ITP_stock_Volume_change
2019-10-06,0.618,0.67,0.56,0.10999999999999999,0.08000000000000007,0.634,0.67,0.58,0.09000000000000008,0.08000000000000007,0.608,0.65,0.56,0.08999999999999997,0.08999999999999997,0.623,0.665,0.56,0.10499999999999998,0.08999999999999997,1110,2496,220,2276,-782
2019-10-13,0.67525,0.69,0.65,0.039999999999999925,0.009999999999999898,0.679,0.69,0.665,0.02499999999999991,0.009999999999999898,0.6627500000000001,0.677,0.65,0.027000000000000024,-0.027000000000000024,0.66525,0.677,0.65,0.027000000000000024,-0.027000000000000024,1002,3520,10,3510,-33
2019-10-20,0.66,0.68,0.65,0.030000000000000027,0.030000000000000027,0.66425,0.68,0.65,0.030000000000000027,0.013000000000000012,0.635,0.65,0.59,0.06000000000000005,-0.06000000000000005,0.6395,0.667,0.591,0.07600000000000007,-0.07600000000000007,2386,8353,51,8302,8302
2019-10-27,0.5932,0.623,0.5720000000000001,0.050999999999999934,0.018999999999999906,0.5993999999999999,0.623,0.59,0.03300000000000003,-0.009000000000000008,0.5866,0.591,0.5720000000000001,0.018999999999999906,0.018999999999999906,0.5912,0.593,0.59,0.0030000000000000027,-0.001000000000000112,319,966,0,966,-316
2019-11-03,0.61,0.7,0.56,0.1399999999999999,0.10999999999999999,0.6882,0.88,0.59,0.29000000000000004,0.28900000000000003,0.598,0.69,0.56,0.1299999999999999,0.09999999999999998,0.6654,0.856,0.59,0.266,0.265,8550,31069,27,31042,11356
2019-11-10,0.881,0.927,0.84,0.08700000000000008,-0.028000000000000025,0.91,0.95,0.873,0.07699999999999996,0.0,0.8366,0.87,0.8,0.06999999999999995,0.0,0.871,0.9,0.84,0.06000000000000005,-0.049000000000000044,6008,10863,1219,9644,-8964
2019-11-17,0.908,1.05,0.83,0.22000000000000008,0.18200000000000005,0.9646,1.053,0.87,0.18299999999999994,0.15000000000000002,0.862,0.902,0.83,0.07200000000000006,-0.008000000000000007,0.9238,1.053,0.85,0.20299999999999996,0.039999999999999925,5582,14052,513,13539,9569
2019-11-24,0.96225,1.05,0.84,0.21000000000000008,0.15900000000000014,1.04,1.05,1.03,0.020000000000000018,-0.020000000000000018,0.93425,0.977,0.84,0.137,0.137,0.99575,1.05,0.96,0.09000000000000008,-0.07099999999999995,3207,5143,1072,4071,-3634
2019-12-01,0.998,1.03,0.95,0.08000000000000007,-0.020000000000000018,1.026,1.04,1.0,0.040000000000000036,-0.040000000000000036,0.9528,0.99,0.93,0.05999999999999994,0.019999999999999907,0.9888,1.02,0.95,0.07000000000000006,0.03400000000000014,3023,6331,1008,5323,-2907
2019-12-08,0.962,1.02,0.89,0.13,-0.040000000000000036,0.9832,1.02,0.9,0.12,-0.020000000000000018,0.894,0.93,0.88,0.050000000000000044,-0.040000000000000036,0.9182,0.98,0.88,0.09999999999999998,-0.08999999999999997,10301,27715,3466,24249,-3055
2019-12-15,0.908,0.93,0.88,0.050000000000000044,0.030000000000000027,0.9212,0.93,0.9059999999999999,0.024000000000000132,0.024000000000000132,0.894,0.91,0.88,0.030000000000000027,0.030000000000000027,0.9154,0.93,0.9009999999999999,0.029000000000000137,0.024000000000000132,3367,7702,4,7698,2537
2019-12-22,0.9450000000000001,0.98,0.91,0.06999999999999995,0.020000000000000018,0.95875,0.98,0.924,0.05599999999999994,0.04699999999999993,0.93875,0.96,0.91,0.04999999999999993,0.020000000000000018,0.95025,0.971,0.915,0.05599999999999994,0.05599999999999994,674,1977,75,1902,-1902
2019-12-29,0.94625,0.97,0.92,0.04999999999999993,-0.02499999999999991,0.9512499999999999,0.97,0.935,0.03499999999999992,-0.02499999999999991,0.9005,0.91,0.8909999999999999,0.019000000000000128,-0.019000000000000128,0.9079999999999999,0.94,0.8909999999999999,0.049000000000000044,-0.019000000000000128,5904,9517,2626,6891,-1748
