Date,iShares MSCI India Small-Cap_Open_average,iShares MSCI India Small-Cap_Open_max,iShares MSCI India Small-Cap_Open_min,iShares MSCI India Small-Cap_Open_volatility,iShares MSCI India Small-Cap_Open_change,iShares MSCI India Small-Cap_High_average,iShares MSCI India Small-Cap_High_max,iShares MSCI India Small-Cap_High_min,iShares MSCI India Small-Cap_High_volatility,iShares MSCI India Small-Cap_High_change,iShares MSCI India Small-Cap_Low_average,iShares MSCI India Small-Cap_Low_max,iShares MSCI India Small-Cap_Low_min,iShares MSCI India Small-Cap_Low_volatility,iShares MSCI India Small-Cap_Low_change,iShares MSCI India Small-Cap_Close_average,iShares MSCI India Small-Cap_Close_max,iShares MSCI India Small-Cap_Close_min,iShares MSCI India Small-Cap_Close_volatility,iShares MSCI India Small-Cap_Close_change
2018-08-26,43.84,43.84,43.84,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.81,43.81,43.81,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2018-09-02,42.15,42.15,42.15,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2018-09-09,41.66,41.66,41.66,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2018-09-16,38.9,38.9,38.9,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2018-09-23,36.66,36.66,36.66,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2018-09-30,33.52,33.52,33.52,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2018-10-07,35.52,35.52,35.52,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2018-10-14,34.36,34.36,34.36,0.0,0.0,34.49,34.49,34.49,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2018-10-21,34.59,34.59,34.59,0.0,0.0,34.95,34.95,34.95,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2018-10-28,36.32,36.32,36.32,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-11-04,36.25,36.25,36.25,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2018-11-11,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2018-11-18,37.03,37.03,37.03,0.0,0.0,37.27,37.27,37.27,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2018-11-25,38.25,38.25,38.25,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2018-12-02,34.94,34.94,34.94,0.0,0.0,35.8,35.8,35.8,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-12-09,37.28,37.28,37.28,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2018-12-16,37.74,37.74,37.74,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2018-12-23,38.78,38.78,38.78,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2018-12-30,38.61,38.61,38.61,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-01-06,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-01-13,37.56,37.56,37.56,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2019-01-20,35.82,35.82,35.82,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2019-01-27,35.67,35.67,35.67,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2019-02-03,35.2,35.2,35.2,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2019-02-10,34.84,34.84,34.84,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-02-17,35.63,35.63,35.63,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-02-24,36.46,36.46,36.46,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2019-03-03,38.59,38.59,38.59,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.59,38.59,38.59,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-03-10,40.17,40.17,40.17,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-03-17,39.22,39.22,39.22,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2019-03-24,40.77,40.77,40.77,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2019-03-31,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2019-04-07,40.6,40.6,40.6,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-04-14,39.86,39.86,39.86,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-04-21,39.46,39.46,39.46,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-04-28,38.88,38.88,38.88,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-05-05,36.16,36.16,36.16,0.0,0.0,36.32,36.32,36.32,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2019-05-12,38.79,38.79,38.79,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-05-19,39.53,39.53,39.53,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-05-26,40.25,40.25,40.25,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-06-02,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-06-09,37.95,37.95,37.95,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2019-06-16,38.02,38.02,38.02,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-06-23,39.0,39.0,39.0,0.0,0.0,39.34,39.34,39.34,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-06-30,37.6,37.6,37.6,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-07-07,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-07-14,36.08,36.08,36.08,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2019-07-21,35.7,35.7,35.7,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-07-28,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-08-04,33.97,33.97,33.97,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2019-08-11,33.87,33.87,33.87,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-08-18,32.92,32.92,32.92,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.78,32.78,32.78,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-08-25,33.29,33.29,33.29,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2019-09-01,33.33,33.33,33.33,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-09-08,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2019-09-15,36.22,36.22,36.22,0.0,0.0,36.43,36.43,36.43,0.0,0.0,35.73,35.73,35.73,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2019-09-22,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-09-29,33.79,33.79,33.79,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2019-10-06,33.78,33.78,33.78,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-10-13,35.16,35.16,35.16,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2019-10-20,35.46,35.46,35.46,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-10-27,36.37,36.37,36.37,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2019-11-03,35.58,35.58,35.58,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2019-11-10,35.46,35.46,35.46,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-11-17,35.81,35.81,35.81,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2019-11-24,36.12,36.12,36.12,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-12-01,35.68,35.68,35.68,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2019-12-08,35.31,35.31,35.31,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-12-15,35.33,35.33,35.33,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-12-22,35.5,35.5,35.5,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-12-29,36.41,36.41,36.41,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.32,36.32,36.32,0.0,0.0
