Date,iShares Core MSCI EAFE_Open_average,iShares Core MSCI EAFE_Open_max,iShares Core MSCI EAFE_Open_min,iShares Core MSCI EAFE_Open_volatility,iShares Core MSCI EAFE_Open_change,iShares Core MSCI EAFE_High_average,iShares Core MSCI EAFE_High_max,iShares Core MSCI EAFE_High_min,iShares Core MSCI EAFE_High_volatility,iShares Core MSCI EAFE_High_change,iShares Core MSCI EAFE_Low_average,iShares Core MSCI EAFE_Low_max,iShares Core MSCI EAFE_Low_min,iShares Core MSCI EAFE_Low_volatility,iShares Core MSCI EAFE_Low_change,iShares Core MSCI EAFE_Close_average,iShares Core MSCI EAFE_Close_max,iShares Core MSCI EAFE_Close_min,iShares Core MSCI EAFE_Close_volatility,iShares Core MSCI EAFE_Close_change
2018-04-08,67.05,67.05,67.05,0.0,0.0,67.06,67.06,67.06,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2018-04-15,66.98,66.98,66.98,0.0,0.0,67.05,67.05,67.05,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2018-04-22,66.85,66.85,66.85,0.0,0.0,67.06,67.06,67.06,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2018-04-29,66.89,66.89,66.89,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2018-05-06,67.96,67.96,67.96,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.79,67.79,67.79,0.0,0.0
2018-05-13,67.61,67.61,67.61,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2018-05-20,66.27,66.27,66.27,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2018-05-27,66.56,66.56,66.56,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2018-06-03,66.78,66.78,66.78,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.76,66.76,66.76,0.0,0.0,67.02,67.02,67.02,0.0,0.0
2018-06-10,65.41,65.41,65.41,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2018-06-17,63.71,63.71,63.71,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2018-06-24,62.38,62.38,62.38,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.73,62.73,62.73,0.0,0.0
2018-07-01,64.28,64.28,64.28,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.15,64.15,64.15,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2018-07-08,64.0,64.0,64.0,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.0,64.0,64.0,0.0,0.0
2018-07-15,64.25,64.25,64.25,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2018-07-22,65.21,65.21,65.21,0.0,0.0,65.23,65.23,65.23,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2018-07-29,63.89,63.89,63.89,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2018-08-05,62.93,62.93,62.93,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2018-08-12,62.86,62.86,62.86,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2018-08-19,64.09,64.09,64.09,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.41,64.41,64.41,0.0,0.0
2018-08-26,63.82,63.82,63.82,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2018-09-02,62.37,62.37,62.37,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2018-09-09,63.44,63.44,63.44,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2018-09-16,64.78,64.78,64.78,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2018-09-23,64.4,64.4,64.4,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2018-09-30,61.94,61.94,61.94,0.0,0.0,62.27,62.27,62.27,0.0,0.0,61.74,61.74,61.74,0.0,0.0,62.27,62.27,62.27,0.0,0.0
2018-10-07,59.96,59.96,59.96,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.77,59.77,59.77,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2018-10-14,60.08,60.08,60.08,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.69,59.69,59.69,0.0,0.0
2018-10-21,58.33,58.33,58.33,0.0,0.0,58.47,58.47,58.47,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2018-10-28,59.59,59.59,59.59,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2018-11-04,59.17,59.17,59.17,0.0,0.0,59.21,59.21,59.21,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2018-11-11,59.06,59.06,59.06,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2018-11-18,58.65,58.65,58.65,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2018-11-25,59.86,59.86,59.86,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2018-12-02,56.69,56.69,56.69,0.0,0.0,56.83,56.83,56.83,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2018-12-09,56.67,56.67,56.67,0.0,0.0,56.68,56.68,56.68,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.19,56.19,56.19,0.0,0.0
2018-12-16,53.68,53.68,53.68,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2018-12-23,55.2,55.2,55.2,0.0,0.0,55.25,55.25,55.25,0.0,0.0,54.76,54.76,54.76,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2018-12-30,56.12,56.12,56.12,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2019-01-06,56.77,56.77,56.77,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2019-01-13,58.07,58.07,58.07,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.89,57.89,57.89,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2019-01-20,57.84,57.84,57.84,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.71,57.71,57.71,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-01-27,58.62,58.62,58.62,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2019-02-03,58.05,58.05,58.05,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-02-10,59.32,59.32,59.32,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-02-17,60.45,60.45,60.45,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2019-02-24,60.67,60.67,60.67,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2019-03-03,59.47,59.47,59.47,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2019-03-10,61.19,61.19,61.19,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2019-03-17,60.15,60.15,60.15,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2019-03-24,61.3,61.3,61.3,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.53,61.53,61.53,0.0,0.0
2019-03-31,62.04,62.04,62.04,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.91,61.91,61.91,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2019-04-07,62.37,62.37,62.37,0.0,0.0,62.39,62.39,62.39,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2019-04-14,62.42,62.42,62.42,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.41,62.41,62.41,0.0,0.0
2019-04-21,62.31,62.31,62.31,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2019-04-28,61.43,61.43,61.43,0.0,0.0,62.13,62.13,62.13,0.0,0.0,61.3,61.3,61.3,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2019-05-05,60.06,60.06,60.06,0.0,0.0,60.14,60.14,60.14,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2019-05-12,60.35,60.35,60.35,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-05-19,60.56,60.56,60.56,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2019-05-26,59.55,59.55,59.55,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.61,59.61,59.61,0.0,0.0
2019-06-02,61.42,61.42,61.42,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2019-06-09,59.68,59.68,59.68,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.69,59.69,59.69,0.0,0.0
2019-06-16,61.32,61.32,61.32,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2019-06-23,62.09,62.09,62.09,0.0,0.0,62.15,62.15,62.15,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2019-06-30,61.58,61.58,61.58,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2019-07-07,61.66,61.66,61.66,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2019-07-14,61.47,61.47,61.47,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-07-21,61.46,61.46,61.46,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2019-07-28,58.76,58.76,58.76,0.0,0.0,58.89,58.89,58.89,0.0,0.0,57.9,57.9,57.9,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2019-08-04,58.73,58.73,58.73,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2019-08-11,58.79,58.79,58.79,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2019-08-18,58.61,58.61,58.61,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-08-25,59.39,59.39,59.39,0.0,0.0,59.43,59.43,59.43,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2019-09-01,60.65,60.65,60.65,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2019-09-08,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-09-15,61.07,61.07,61.07,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.29,61.29,61.29,0.0,0.0
2019-09-22,61.01,61.01,61.01,0.0,0.0,61.16,61.16,61.16,0.0,0.0,60.91,60.91,60.91,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-09-29,60.18,60.18,60.18,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-10-06,61.27,61.27,61.27,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2019-10-13,62.65,62.65,62.65,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.61,62.61,62.61,0.0,0.0
2019-10-20,63.02,63.02,63.02,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.95,62.95,62.95,0.0,0.0,63.14,63.14,63.14,0.0,0.0
2019-10-27,64.27,64.27,64.27,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-11-03,63.85,63.85,63.85,0.0,0.0,64.13,64.13,64.13,0.0,0.0,63.77,63.77,63.77,0.0,0.0,64.09,64.09,64.09,0.0,0.0
2019-11-10,64.07,64.07,64.07,0.0,0.0,64.28,64.28,64.28,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2019-11-17,64.1,64.1,64.1,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2019-11-24,63.99,63.99,63.99,0.0,0.0,64.03,64.03,64.03,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.78,63.78,63.78,0.0,0.0
2019-12-01,64.54,64.54,64.54,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.32,64.32,64.32,0.0,0.0
2019-12-08,65.2,65.2,65.2,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.18,65.18,65.18,0.0,0.0,65.31,65.31,65.31,0.0,0.0
2019-12-15,64.98,64.98,64.98,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.93,64.93,64.93,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2019-12-22,65.53,65.53,65.53,0.0,0.0,65.53,65.53,65.53,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2019-12-29,65.05,65.05,65.05,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.11,65.11,65.11,0.0,0.0
