Date,iShares MSCI Thailand Capped_Open_average,iShares MSCI Thailand Capped_Open_max,iShares MSCI Thailand Capped_Open_min,iShares MSCI Thailand Capped_Open_volatility,iShares MSCI Thailand Capped_Open_change,iShares MSCI Thailand Capped_High_average,iShares MSCI Thailand Capped_High_max,iShares MSCI Thailand Capped_High_min,iShares MSCI Thailand Capped_High_volatility,iShares MSCI Thailand Capped_High_change,iShares MSCI Thailand Capped_Low_average,iShares MSCI Thailand Capped_Low_max,iShares MSCI Thailand Capped_Low_min,iShares MSCI Thailand Capped_Low_volatility,iShares MSCI Thailand Capped_Low_change,iShares MSCI Thailand Capped_Close_average,iShares MSCI Thailand Capped_Close_max,iShares MSCI Thailand Capped_Close_min,iShares MSCI Thailand Capped_Close_volatility,iShares MSCI Thailand Capped_Close_change
2018-04-08,98.92,98.92,98.92,0.0,0.0,99.22,99.22,99.22,0.0,0.0,98.66,98.66,98.66,0.0,0.0,99.19,99.19,99.19,0.0,0.0
2018-04-15,99.39,99.39,99.39,0.0,0.0,99.87,99.87,99.87,0.0,0.0,99.11,99.11,99.11,0.0,0.0,99.35,99.35,99.35,0.0,0.0
2018-04-22,98.37,98.37,98.37,0.0,0.0,98.58,98.58,98.58,0.0,0.0,97.45,97.45,97.45,0.0,0.0,97.47,97.47,97.47,0.0,0.0
2018-04-29,97.27,97.27,97.27,0.0,0.0,97.62,97.62,97.62,0.0,0.0,96.86,96.86,96.86,0.0,0.0,97.42,97.42,97.42,0.0,0.0
2018-05-06,97.43,97.43,97.43,0.0,0.0,97.71,97.71,97.71,0.0,0.0,97.07,97.07,97.07,0.0,0.0,97.23,97.23,97.23,0.0,0.0
2018-05-13,95.73,95.73,95.73,0.0,0.0,96.01,96.01,96.01,0.0,0.0,95.32,95.32,95.32,0.0,0.0,95.66,95.66,95.66,0.0,0.0
2018-05-20,94.49,94.49,94.49,0.0,0.0,95.13,95.13,95.13,0.0,0.0,94.08,94.08,94.08,0.0,0.0,95.07,95.07,95.07,0.0,0.0
2018-05-27,93.63,93.63,93.63,0.0,0.0,93.89,93.89,93.89,0.0,0.0,93.13,93.13,93.13,0.0,0.0,93.32,93.32,93.32,0.0,0.0
2018-06-03,93.48,93.48,93.48,0.0,0.0,93.73,93.73,93.73,0.0,0.0,93.31,93.31,93.31,0.0,0.0,93.47,93.47,93.47,0.0,0.0
2018-06-10,88.62,88.62,88.62,0.0,0.0,88.91,88.91,88.91,0.0,0.0,88.22,88.22,88.22,0.0,0.0,88.62,88.62,88.62,0.0,0.0
2018-06-17,83.59,83.59,83.59,0.0,0.0,84.35,84.35,84.35,0.0,0.0,82.85,82.85,82.85,0.0,0.0,83.33,83.33,83.33,0.0,0.0
2018-06-24,82.2,82.2,82.2,0.0,0.0,82.62,82.62,82.62,0.0,0.0,81.64,81.64,81.64,0.0,0.0,82.39,82.39,82.39,0.0,0.0
2018-07-01,83.58,83.58,83.58,0.0,0.0,84.0,84.0,84.0,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.84,83.84,83.84,0.0,0.0
2018-07-08,83.58,83.58,83.58,0.0,0.0,84.0,84.0,84.0,0.0,0.0,82.88,82.88,82.88,0.0,0.0,83.16,83.16,83.16,0.0,0.0
2018-07-15,86.36,86.36,86.36,0.0,0.0,86.37,86.37,86.37,0.0,0.0,85.82,85.82,85.82,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2018-07-22,88.4,88.4,88.4,0.0,0.0,88.89,88.89,88.89,0.0,0.0,88.4,88.4,88.4,0.0,0.0,88.56,88.56,88.56,0.0,0.0
2018-07-29,87.88,87.88,87.88,0.0,0.0,88.04,88.04,88.04,0.0,0.0,87.04,87.04,87.04,0.0,0.0,87.58,87.58,87.58,0.0,0.0
2018-08-05,86.8,86.8,86.8,0.0,0.0,87.39,87.39,87.39,0.0,0.0,86.29,86.29,86.29,0.0,0.0,86.79,86.79,86.79,0.0,0.0
2018-08-12,88.8,88.8,88.8,0.0,0.0,89.21,89.21,89.21,0.0,0.0,88.6,88.6,88.6,0.0,0.0,89.19,89.19,89.19,0.0,0.0
2018-08-19,91.2,91.2,91.2,0.0,0.0,91.99,91.99,91.99,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.49,91.49,91.49,0.0,0.0
2018-08-26,90.41,90.41,90.41,0.0,0.0,91.07,91.07,91.07,0.0,0.0,89.98,89.98,89.98,0.0,0.0,90.31,90.31,90.31,0.0,0.0
2018-09-02,88.62,88.62,88.62,0.0,0.0,89.12,89.12,89.12,0.0,0.0,87.77,87.77,87.77,0.0,0.0,88.04,88.04,88.04,0.0,0.0
2018-09-09,91.15,91.15,91.15,0.0,0.0,91.62,91.62,91.62,0.0,0.0,91.0,91.0,91.0,0.0,0.0,91.19,91.19,91.19,0.0,0.0
2018-09-16,93.77,93.77,93.77,0.0,0.0,94.19,94.19,94.19,0.0,0.0,93.5,93.5,93.5,0.0,0.0,93.96,93.96,93.96,0.0,0.0
2018-09-23,94.73,94.73,94.73,0.0,0.0,94.82,94.82,94.82,0.0,0.0,94.35,94.35,94.35,0.0,0.0,94.62,94.62,94.62,0.0,0.0
2018-09-30,88.3,88.3,88.3,0.0,0.0,89.03,89.03,89.03,0.0,0.0,88.0,88.0,88.0,0.0,0.0,88.91,88.91,88.91,0.0,0.0
2018-10-07,89.31,89.31,89.31,0.0,0.0,89.63,89.63,89.63,0.0,0.0,88.68,88.68,88.68,0.0,0.0,88.95,88.95,88.95,0.0,0.0
2018-10-14,87.14,87.14,87.14,0.0,0.0,87.57,87.57,87.57,0.0,0.0,86.51,86.51,86.51,0.0,0.0,86.77,86.77,86.77,0.0,0.0
2018-10-21,86.0,86.0,86.0,0.0,0.0,86.0,86.0,86.0,0.0,0.0,83.25,83.25,83.25,0.0,0.0,84.01,84.01,84.01,0.0,0.0
2018-10-28,87.62,87.62,87.62,0.0,0.0,88.26,88.26,88.26,0.0,0.0,87.62,87.62,87.62,0.0,0.0,88.03,88.03,88.03,0.0,0.0
2018-11-04,86.12,86.12,86.12,0.0,0.0,86.64,86.64,86.64,0.0,0.0,85.53,85.53,85.53,0.0,0.0,85.56,85.56,85.56,0.0,0.0
2018-11-11,86.01,86.01,86.01,0.0,0.0,86.12,86.12,86.12,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.39,85.39,85.39,0.0,0.0
2018-11-18,84.88,84.88,84.88,0.0,0.0,85.3,85.3,85.3,0.0,0.0,84.78,84.78,84.78,0.0,0.0,85.04,85.04,85.04,0.0,0.0
2018-11-25,88.81,88.81,88.81,0.0,0.0,89.06,89.06,89.06,0.0,0.0,88.41,88.41,88.41,0.0,0.0,88.93,88.93,88.93,0.0,0.0
2018-12-02,86.27,86.27,86.27,0.0,0.0,86.84,86.84,86.84,0.0,0.0,85.23,85.23,85.23,0.0,0.0,86.14,86.14,86.14,0.0,0.0
2018-12-09,84.6,84.6,84.6,0.0,0.0,84.62,84.62,84.62,0.0,0.0,83.55,83.55,83.55,0.0,0.0,83.84,83.84,83.84,0.0,0.0
2018-12-16,83.74,83.74,83.74,0.0,0.0,84.55,84.55,84.55,0.0,0.0,82.33,82.33,82.33,0.0,0.0,83.31,83.31,83.31,0.0,0.0
2018-12-23,83.24,83.24,83.24,0.0,0.0,83.42,83.42,83.42,0.0,0.0,82.47,82.47,82.47,0.0,0.0,82.81,82.81,82.81,0.0,0.0
2018-12-30,85.75,85.75,85.75,0.0,0.0,86.32,86.32,86.32,0.0,0.0,85.49,85.49,85.49,0.0,0.0,86.01,86.01,86.01,0.0,0.0
2019-01-06,85.22,85.22,85.22,0.0,0.0,85.81,85.81,85.81,0.0,0.0,84.66,84.66,84.66,0.0,0.0,85.42,85.42,85.42,0.0,0.0
2019-01-13,86.28,86.28,86.28,0.0,0.0,86.85,86.85,86.85,0.0,0.0,86.25,86.25,86.25,0.0,0.0,86.53,86.53,86.53,0.0,0.0
2019-01-20,88.58,88.58,88.58,0.0,0.0,88.93,88.93,88.93,0.0,0.0,88.26,88.26,88.26,0.0,0.0,88.86,88.86,88.86,0.0,0.0
2019-01-27,90.9,90.9,90.9,0.0,0.0,91.49,91.49,91.49,0.0,0.0,90.79,90.79,90.79,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2019-02-03,89.61,89.61,89.61,0.0,0.0,89.69,89.69,89.69,0.0,0.0,89.28,89.28,89.28,0.0,0.0,89.41,89.41,89.41,0.0,0.0
2019-02-10,89.99,89.99,89.99,0.0,0.0,90.43,90.43,90.43,0.0,0.0,89.94,89.94,89.94,0.0,0.0,90.1,90.1,90.1,0.0,0.0
2019-02-17,91.94,91.94,91.94,0.0,0.0,92.83,92.83,92.83,0.0,0.0,91.94,91.94,91.94,0.0,0.0,92.45,92.45,92.45,0.0,0.0
2019-02-24,87.84,87.84,87.84,0.0,0.0,88.37,88.37,88.37,0.0,0.0,86.84,86.84,86.84,0.0,0.0,87.59,87.59,87.59,0.0,0.0
2019-03-03,87.69,87.69,87.69,0.0,0.0,88.37,88.37,88.37,0.0,0.0,87.69,87.69,87.69,0.0,0.0,88.33,88.33,88.33,0.0,0.0
2019-03-10,87.64,87.64,87.64,0.0,0.0,88.2,88.2,88.2,0.0,0.0,87.41,87.41,87.41,0.0,0.0,88.03,88.03,88.03,0.0,0.0
2019-03-17,88.19,88.19,88.19,0.0,0.0,88.83,88.83,88.83,0.0,0.0,88.09,88.09,88.09,0.0,0.0,88.79,88.79,88.79,0.0,0.0
2019-03-24,88.96,88.96,88.96,0.0,0.0,89.15,89.15,89.15,0.0,0.0,88.61,88.61,88.61,0.0,0.0,89.04,89.04,89.04,0.0,0.0
2019-03-31,88.7,88.7,88.7,0.0,0.0,89.31,89.31,89.31,0.0,0.0,88.61,88.61,88.61,0.0,0.0,89.05,89.05,89.05,0.0,0.0
2019-04-07,89.9,89.9,89.9,0.0,0.0,90.3,90.3,90.3,0.0,0.0,89.28,89.28,89.28,0.0,0.0,89.76,89.76,89.76,0.0,0.0
2019-04-14,90.48,90.48,90.48,0.0,0.0,90.76,90.76,90.76,0.0,0.0,89.91,89.91,89.91,0.0,0.0,90.63,90.63,90.63,0.0,0.0
2019-04-21,90.01,90.01,90.01,0.0,0.0,90.05,90.05,90.05,0.0,0.0,89.76,89.76,89.76,0.0,0.0,89.91,89.91,89.91,0.0,0.0
2019-04-28,89.83,89.83,89.83,0.0,0.0,90.71,90.71,90.71,0.0,0.0,89.19,89.19,89.19,0.0,0.0,90.47,90.47,90.47,0.0,0.0
2019-05-05,87.96,87.96,87.96,0.0,0.0,88.4,88.4,88.4,0.0,0.0,87.68,87.68,87.68,0.0,0.0,88.04,88.04,88.04,0.0,0.0
2019-05-12,85.94,85.94,85.94,0.0,0.0,86.52,86.52,86.52,0.0,0.0,85.71,85.71,85.71,0.0,0.0,86.42,86.42,86.42,0.0,0.0
2019-05-19,87.09,87.09,87.09,0.0,0.0,87.28,87.28,87.28,0.0,0.0,86.65,86.65,86.65,0.0,0.0,86.88,86.88,86.88,0.0,0.0
2019-05-26,89.72,89.72,89.72,0.0,0.0,90.67,90.67,90.67,0.0,0.0,89.6,89.6,89.6,0.0,0.0,89.87,89.87,89.87,0.0,0.0
2019-06-02,91.92,91.92,91.92,0.0,0.0,91.92,91.92,91.92,0.0,0.0,91.47,91.47,91.47,0.0,0.0,91.73,91.73,91.73,0.0,0.0
2019-06-09,89.93,89.93,89.93,0.0,0.0,90.31,90.31,90.31,0.0,0.0,89.88,89.88,89.88,0.0,0.0,90.28,90.28,90.28,0.0,0.0
2019-06-16,94.39,94.39,94.39,0.0,0.0,95.22,95.22,95.22,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.78,94.78,94.78,0.0,0.0
2019-06-23,96.63,96.63,96.63,0.0,0.0,96.63,96.63,96.63,0.0,0.0,96.02,96.02,96.02,0.0,0.0,96.21,96.21,96.21,0.0,0.0
2019-06-30,94.65,94.65,94.65,0.0,0.0,94.98,94.98,94.98,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.85,94.85,94.85,0.0,0.0
2019-07-07,94.16,94.16,94.16,0.0,0.0,94.27,94.27,94.27,0.0,0.0,93.99,93.99,93.99,0.0,0.0,94.05,94.05,94.05,0.0,0.0
2019-07-14,93.82,93.82,93.82,0.0,0.0,94.14,94.14,94.14,0.0,0.0,93.71,93.71,93.71,0.0,0.0,93.87,93.87,93.87,0.0,0.0
2019-07-21,92.57,92.57,92.57,0.0,0.0,92.81,92.81,92.81,0.0,0.0,92.48,92.48,92.48,0.0,0.0,92.77,92.77,92.77,0.0,0.0
2019-07-28,89.92,89.92,89.92,0.0,0.0,90.24,90.24,90.24,0.0,0.0,88.56,88.56,88.56,0.0,0.0,89.13,89.13,89.13,0.0,0.0
2019-08-04,88.68,88.68,88.68,0.0,0.0,88.74,88.74,88.74,0.0,0.0,88.01,88.01,88.01,0.0,0.0,88.31,88.31,88.31,0.0,0.0
2019-08-11,88.27,88.27,88.27,0.0,0.0,88.55,88.55,88.55,0.0,0.0,87.85,87.85,87.85,0.0,0.0,88.02,88.02,88.02,0.0,0.0
2019-08-18,88.06,88.06,88.06,0.0,0.0,88.29,88.29,88.29,0.0,0.0,87.82,87.82,87.82,0.0,0.0,88.13,88.13,88.13,0.0,0.0
2019-08-25,90.4,90.4,90.4,0.0,0.0,90.59,90.59,90.59,0.0,0.0,89.81,89.81,89.81,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2019-09-01,91.42,91.42,91.42,0.0,0.0,91.74,91.74,91.74,0.0,0.0,91.14,91.14,91.14,0.0,0.0,91.61,91.61,91.61,0.0,0.0
2019-09-08,91.35,91.35,91.35,0.0,0.0,91.66,91.66,91.66,0.0,0.0,91.12,91.12,91.12,0.0,0.0,91.36,91.36,91.36,0.0,0.0
2019-09-15,88.95,88.95,88.95,0.0,0.0,89.35,89.35,89.35,0.0,0.0,88.68,88.68,88.68,0.0,0.0,89.21,89.21,89.21,0.0,0.0
2019-09-22,88.97,88.97,88.97,0.0,0.0,89.55,89.55,89.55,0.0,0.0,88.68,88.68,88.68,0.0,0.0,88.7,88.7,88.7,0.0,0.0
2019-09-29,87.92,87.92,87.92,0.0,0.0,88.32,88.32,88.32,0.0,0.0,87.73,87.73,87.73,0.0,0.0,88.03,88.03,88.03,0.0,0.0
2019-10-06,89.07,89.07,89.07,0.0,0.0,89.31,89.31,89.31,0.0,0.0,88.85,88.85,88.85,0.0,0.0,88.93,88.93,88.93,0.0,0.0
2019-10-13,89.17,89.17,89.17,0.0,0.0,89.36,89.36,89.36,0.0,0.0,89.02,89.02,89.02,0.0,0.0,89.35,89.35,89.35,0.0,0.0
2019-10-20,87.56,87.56,87.56,0.0,0.0,87.98,87.98,87.98,0.0,0.0,87.52,87.52,87.52,0.0,0.0,87.68,87.68,87.68,0.0,0.0
2019-10-27,89.2,89.2,89.2,0.0,0.0,89.65,89.65,89.65,0.0,0.0,88.93,88.93,88.93,0.0,0.0,89.11,89.11,89.11,0.0,0.0
2019-11-03,89.32,89.32,89.32,0.0,0.0,89.6,89.6,89.6,0.0,0.0,89.32,89.32,89.32,0.0,0.0,89.57,89.57,89.57,0.0,0.0
2019-11-10,88.53,88.53,88.53,0.0,0.0,88.82,88.82,88.82,0.0,0.0,88.25,88.25,88.25,0.0,0.0,88.7,88.7,88.7,0.0,0.0
2019-11-17,88.51,88.51,88.51,0.0,0.0,88.99,88.99,88.99,0.0,0.0,88.32,88.32,88.32,0.0,0.0,88.89,88.89,88.89,0.0,0.0
2019-11-24,86.05,86.05,86.05,0.0,0.0,86.24,86.24,86.24,0.0,0.0,85.78,85.78,85.78,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2019-12-01,85.01,85.01,85.01,0.0,0.0,85.18,85.18,85.18,0.0,0.0,84.75,84.75,84.75,0.0,0.0,84.82,84.82,84.82,0.0,0.0
2019-12-08,85.26,85.26,85.26,0.0,0.0,85.55,85.55,85.55,0.0,0.0,85.12,85.12,85.12,0.0,0.0,85.16,85.16,85.16,0.0,0.0
2019-12-15,87.06,87.06,87.06,0.0,0.0,87.35,87.35,87.35,0.0,0.0,86.96,86.96,86.96,0.0,0.0,87.21,87.21,87.21,0.0,0.0
2019-12-22,87.73,87.73,87.73,0.0,0.0,87.73,87.73,87.73,0.0,0.0,86.8,86.8,86.8,0.0,0.0,87.02,87.02,87.02,0.0,0.0
2019-12-29,87.87,87.87,87.87,0.0,0.0,88.22,88.22,88.22,0.0,0.0,87.27,87.27,87.27,0.0,0.0,87.43,87.43,87.43,0.0,0.0
