Date,iShares Dow Jones US_Open_average,iShares Dow Jones US_Open_max,iShares Dow Jones US_Open_min,iShares Dow Jones US_Open_volatility,iShares Dow Jones US_Open_change,iShares Dow Jones US_High_average,iShares Dow Jones US_High_max,iShares Dow Jones US_High_min,iShares Dow Jones US_High_volatility,iShares Dow Jones US_High_change,iShares Dow Jones US_Low_average,iShares Dow Jones US_Low_max,iShares Dow Jones US_Low_min,iShares Dow Jones US_Low_volatility,iShares Dow Jones US_Low_change,iShares Dow Jones US_Close_average,iShares Dow Jones US_Close_max,iShares Dow Jones US_Close_min,iShares Dow Jones US_Close_volatility,iShares Dow Jones US_Close_change
2018-04-01,131.06,131.06,131.06,0.0,0.0,132.44,132.44,132.44,0.0,0.0,130.59,130.59,130.59,0.0,0.0,130.59,130.59,130.59,0.0,0.0
2018-04-08,133.7,133.7,133.7,0.0,0.0,134.2,134.2,134.2,0.0,0.0,133.3,133.3,133.3,0.0,0.0,133.88,133.88,133.88,0.0,0.0
2018-04-15,133.91,133.91,133.91,0.0,0.0,134.11,134.11,134.11,0.0,0.0,133.0,133.0,133.0,0.0,0.0,133.53,133.53,133.53,0.0,0.0
2018-04-22,133.68,133.68,133.68,0.0,0.0,133.96,133.96,133.96,0.0,0.0,132.33,132.33,132.33,0.0,0.0,132.33,132.33,132.33,0.0,0.0
2018-04-29,133.71,133.71,133.71,0.0,0.0,134.22,134.22,134.22,0.0,0.0,133.52,133.52,133.52,0.0,0.0,133.65,133.65,133.65,0.0,0.0
2018-05-06,137.0,137.0,137.0,0.0,0.0,137.17,137.17,137.17,0.0,0.0,136.38,136.38,136.38,0.0,0.0,136.46,136.46,136.46,0.0,0.0
2018-05-13,136.83,136.83,136.83,0.0,0.0,137.2,137.2,137.2,0.0,0.0,136.81,136.81,136.81,0.0,0.0,136.97,136.97,136.97,0.0,0.0
2018-05-20,136.3,136.3,136.3,0.0,0.0,136.66,136.66,136.66,0.0,0.0,136.11,136.11,136.11,0.0,0.0,136.39,136.39,136.39,0.0,0.0
2018-05-27,137.5,137.5,137.5,0.0,0.0,137.9,137.9,137.9,0.0,0.0,137.5,137.5,137.5,0.0,0.0,137.87,137.87,137.87,0.0,0.0
2018-06-03,139.58,139.58,139.58,0.0,0.0,139.99,139.99,139.99,0.0,0.0,139.58,139.58,139.58,0.0,0.0,139.78,139.78,139.78,0.0,0.0
2018-06-10,138.86,138.86,138.86,0.0,0.0,139.56,139.56,139.56,0.0,0.0,138.72,138.72,138.72,0.0,0.0,139.51,139.51,139.51,0.0,0.0
2018-06-17,137.85,137.85,137.85,0.0,0.0,137.85,137.85,137.85,0.0,0.0,135.8,135.8,135.8,0.0,0.0,136.63,136.63,136.63,0.0,0.0
2018-06-24,135.18,135.18,135.18,0.0,0.0,136.5,136.5,136.5,0.0,0.0,135.18,135.18,135.18,0.0,0.0,136.5,136.5,136.5,0.0,0.0
2018-07-01,138.87,138.87,138.87,0.0,0.0,139.53,139.53,139.53,0.0,0.0,138.85,138.85,138.85,0.0,0.0,139.53,139.53,139.53,0.0,0.0
2018-07-08,140.3,140.3,140.3,0.0,0.0,140.36,140.36,140.36,0.0,0.0,139.86,139.86,139.86,0.0,0.0,140.02,140.02,140.02,0.0,0.0
2018-07-15,140.19,140.19,140.19,0.0,0.0,140.62,140.62,140.62,0.0,0.0,140.07,140.07,140.07,0.0,0.0,140.57,140.57,140.57,0.0,0.0
2018-07-22,140.88,140.88,140.88,0.0,0.0,140.88,140.88,140.88,0.0,0.0,139.98,139.98,139.98,0.0,0.0,140.08,140.08,140.08,0.0,0.0
2018-07-29,141.93,141.93,141.93,0.0,0.0,142.68,142.68,142.68,0.0,0.0,141.93,141.93,141.93,0.0,0.0,142.61,142.61,142.61,0.0,0.0
2018-08-05,141.96,141.96,141.96,0.0,0.0,142.31,142.31,142.31,0.0,0.0,141.32,141.32,141.32,0.0,0.0,141.32,141.32,141.32,0.0,0.0
2018-08-12,143.09,143.09,143.09,0.0,0.0,143.26,143.26,143.26,0.0,0.0,142.77,142.77,142.77,0.0,0.0,143.19,143.19,143.19,0.0,0.0
2018-08-19,144.63,144.63,144.63,0.0,0.0,145.27,145.27,145.27,0.0,0.0,144.63,144.63,144.63,0.0,0.0,145.17,145.17,145.17,0.0,0.0
2018-08-26,145.15,145.15,145.15,0.0,0.0,145.65,145.65,145.65,0.0,0.0,145.07,145.07,145.07,0.0,0.0,145.53,145.53,145.53,0.0,0.0
2018-09-02,144.55,144.55,144.55,0.0,0.0,144.59,144.59,144.59,0.0,0.0,144.26,144.26,144.26,0.0,0.0,144.38,144.38,144.38,0.0,0.0
2018-09-09,145.52,145.52,145.52,0.0,0.0,145.52,145.52,145.52,0.0,0.0,144.76,144.76,144.76,0.0,0.0,144.84,144.84,144.84,0.0,0.0
2018-09-16,146.48,146.48,146.48,0.0,0.0,146.49,146.49,146.49,0.0,0.0,145.94,145.94,145.94,0.0,0.0,146.28,146.28,146.28,0.0,0.0
2018-09-23,145.94,145.94,145.94,0.0,0.0,146.42,146.42,146.42,0.0,0.0,145.47,145.47,145.47,0.0,0.0,145.75,145.75,145.75,0.0,0.0
2018-09-30,143.06,143.06,143.06,0.0,0.0,143.68,143.68,143.68,0.0,0.0,142.35,142.35,142.35,0.0,0.0,143.56,143.56,143.56,0.0,0.0
2018-10-07,137.18,137.18,137.18,0.0,0.0,138.05,138.05,138.05,0.0,0.0,136.92,136.92,136.92,0.0,0.0,136.92,136.92,136.92,0.0,0.0
2018-10-14,137.99,137.99,137.99,0.0,0.0,137.99,137.99,137.99,0.0,0.0,136.78,136.78,136.78,0.0,0.0,137.32,137.32,137.32,0.0,0.0
2018-10-21,133.74,133.74,133.74,0.0,0.0,134.67,134.67,134.67,0.0,0.0,129.6,129.6,129.6,0.0,0.0,130.98,130.98,130.98,0.0,0.0
2018-10-28,135.91,135.91,135.91,0.0,0.0,136.78,136.78,136.78,0.0,0.0,135.46,135.46,135.46,0.0,0.0,136.55,136.55,136.55,0.0,0.0
2018-11-04,138.19,138.19,138.19,0.0,0.0,138.21,138.21,138.21,0.0,0.0,135.59,135.59,135.59,0.0,0.0,135.69,135.69,135.69,0.0,0.0
2018-11-11,136.01,136.01,136.01,0.0,0.0,136.01,136.01,136.01,0.0,0.0,133.53,133.53,133.53,0.0,0.0,134.0,134.0,134.0,0.0,0.0
2018-11-18,132.42,132.42,132.42,0.0,0.0,133.53,133.53,133.53,0.0,0.0,132.42,132.42,132.42,0.0,0.0,133.5,133.5,133.5,0.0,0.0
2018-11-25,139.9,139.9,139.9,0.0,0.0,139.9,139.9,139.9,0.0,0.0,138.36,138.36,138.36,0.0,0.0,139.15,139.15,139.15,0.0,0.0
2018-12-02,131.18,131.18,131.18,0.0,0.0,132.06,132.06,132.06,0.0,0.0,129.02,129.02,129.02,0.0,0.0,131.69,131.69,131.69,0.0,0.0
2018-12-09,128.39,128.39,128.39,0.0,0.0,128.97,128.97,128.97,0.0,0.0,125.56,125.56,125.56,0.0,0.0,126.27,126.27,126.27,0.0,0.0
2018-12-16,118.87,118.87,118.87,0.0,0.0,119.15,119.15,119.15,0.0,0.0,116.6,116.6,116.6,0.0,0.0,116.6,116.6,116.6,0.0,0.0
2018-12-23,124.0,124.0,124.0,0.0,0.0,124.3,124.3,124.3,0.0,0.0,123.08,123.08,123.08,0.0,0.0,124.3,124.3,124.3,0.0,0.0
2018-12-30,125.81,125.81,125.81,0.0,0.0,127.44,127.44,127.44,0.0,0.0,125.59,125.59,125.59,0.0,0.0,126.77,126.77,126.77,0.0,0.0
2019-01-06,128.13,128.13,128.13,0.0,0.0,128.8,128.8,128.8,0.0,0.0,127.87,127.87,127.87,0.0,0.0,128.6,128.6,128.6,0.0,0.0
2019-01-13,132.26,132.26,132.26,0.0,0.0,133.19,133.19,133.19,0.0,0.0,131.81,131.81,131.81,0.0,0.0,132.89,132.89,132.89,0.0,0.0
2019-01-20,131.5,131.5,131.5,0.0,0.0,131.79,131.79,131.79,0.0,0.0,130.89,130.89,130.89,0.0,0.0,131.75,131.75,131.75,0.0,0.0
2019-01-27,134.83,134.83,134.83,0.0,0.0,135.92,135.92,135.92,0.0,0.0,134.61,134.61,134.61,0.0,0.0,135.92,135.92,135.92,0.0,0.0
2019-02-03,135.57,135.57,135.57,0.0,0.0,135.77,135.77,135.77,0.0,0.0,135.09,135.09,135.09,0.0,0.0,135.37,135.37,135.37,0.0,0.0
2019-02-10,138.29,138.29,138.29,0.0,0.0,138.74,138.74,138.74,0.0,0.0,138.14,138.14,138.14,0.0,0.0,138.74,138.74,138.74,0.0,0.0
2019-02-17,140.38,140.38,140.38,0.0,0.0,140.65,140.65,140.65,0.0,0.0,139.79,139.79,139.79,0.0,0.0,139.84,139.84,139.84,0.0,0.0
2019-02-24,140.74,140.74,140.74,0.0,0.0,140.8,140.8,140.8,0.0,0.0,138.45,138.45,138.45,0.0,0.0,139.62,139.62,139.62,0.0,0.0
2019-03-03,137.37,137.37,137.37,0.0,0.0,139.06,139.06,139.06,0.0,0.0,137.37,137.37,137.37,0.0,0.0,139.01,139.01,139.01,0.0,0.0
2019-03-10,141.02,141.02,141.02,0.0,0.0,141.64,141.64,141.64,0.0,0.0,141.02,141.02,141.02,0.0,0.0,141.5,141.5,141.5,0.0,0.0
2019-03-17,139.07,139.07,139.07,0.0,0.0,139.57,139.57,139.57,0.0,0.0,138.55,138.55,138.55,0.0,0.0,139.18,139.18,139.18,0.0,0.0
2019-03-24,142.0,142.0,142.0,0.0,0.0,142.74,142.74,142.74,0.0,0.0,141.95,141.95,141.95,0.0,0.0,142.71,142.71,142.71,0.0,0.0
2019-03-31,143.8,143.8,143.8,0.0,0.0,144.15,144.15,144.15,0.0,0.0,143.45,143.45,143.45,0.0,0.0,144.15,144.15,144.15,0.0,0.0
2019-04-07,144.91,144.91,144.91,0.0,0.0,144.97,144.97,144.97,0.0,0.0,144.36,144.36,144.36,0.0,0.0,144.77,144.77,144.77,0.0,0.0
2019-04-14,144.17,144.17,144.17,0.0,0.0,144.77,144.77,144.77,0.0,0.0,144.17,144.17,144.17,0.0,0.0,144.73,144.73,144.73,0.0,0.0
2019-04-21,146.41,146.41,146.41,0.0,0.0,146.84,146.84,146.84,0.0,0.0,146.41,146.41,146.41,0.0,0.0,146.6,146.6,146.6,0.0,0.0
2019-04-28,144.36,144.36,144.36,0.0,0.0,146.4,146.4,146.4,0.0,0.0,144.08,144.08,144.08,0.0,0.0,146.2,146.2,146.2,0.0,0.0
2019-05-05,140.94,140.94,140.94,0.0,0.0,141.18,141.18,141.18,0.0,0.0,139.61,139.61,139.61,0.0,0.0,140.09,140.09,140.09,0.0,0.0
2019-05-12,141.74,141.74,141.74,0.0,0.0,142.07,142.07,142.07,0.0,0.0,141.21,141.21,141.21,0.0,0.0,141.58,141.58,141.58,0.0,0.0
2019-05-19,141.38,141.38,141.38,0.0,0.0,141.43,141.43,141.43,0.0,0.0,140.6,140.6,140.6,0.0,0.0,140.95,140.95,140.95,0.0,0.0
2019-05-26,137.35,137.35,137.35,0.0,0.0,137.82,137.82,137.82,0.0,0.0,136.17,136.17,136.17,0.0,0.0,136.84,136.84,136.84,0.0,0.0
2019-06-02,144.24,144.24,144.24,0.0,0.0,144.92,144.92,144.92,0.0,0.0,144.0,144.0,144.0,0.0,0.0,144.1,144.1,144.1,0.0,0.0
2019-06-09,143.43,143.43,143.43,0.0,0.0,143.76,143.76,143.76,0.0,0.0,143.36,143.36,143.36,0.0,0.0,143.36,143.36,143.36,0.0,0.0
2019-06-16,146.47,146.47,146.47,0.0,0.0,146.48,146.48,146.48,0.0,0.0,145.95,145.95,145.95,0.0,0.0,145.96,145.96,145.96,0.0,0.0
2019-06-23,147.42,147.42,147.42,0.0,0.0,147.82,147.82,147.82,0.0,0.0,146.61,146.61,146.61,0.0,0.0,147.01,147.01,147.01,0.0,0.0
2019-06-30,147.88,147.88,147.88,0.0,0.0,147.88,147.88,147.88,0.0,0.0,147.45,147.45,147.45,0.0,0.0,147.74,147.74,147.74,0.0,0.0
2019-07-07,149.76,149.76,149.76,0.0,0.0,149.76,149.76,149.76,0.0,0.0,149.42,149.42,149.42,0.0,0.0,149.59,149.59,149.59,0.0,0.0
2019-07-14,148.1,148.1,148.1,0.0,0.0,148.53,148.53,148.53,0.0,0.0,147.92,147.92,147.92,0.0,0.0,148.24,148.24,148.24,0.0,0.0
2019-07-21,150.27,150.27,150.27,0.0,0.0,150.37,150.37,150.37,0.0,0.0,149.81,149.81,149.81,0.0,0.0,150.14,150.14,150.14,0.0,0.0
2019-07-28,143.27,143.27,143.27,0.0,0.0,143.27,143.27,143.27,0.0,0.0,140.19,140.19,140.19,0.0,0.0,141.36,141.36,141.36,0.0,0.0
2019-08-04,144.33,144.33,144.33,0.0,0.0,144.47,144.47,144.47,0.0,0.0,142.88,142.88,142.88,0.0,0.0,143.33,143.33,143.33,0.0,0.0
2019-08-11,145.43,145.43,145.43,0.0,0.0,145.53,145.53,145.53,0.0,0.0,144.92,144.92,144.92,0.0,0.0,145.19,145.19,145.19,0.0,0.0
2019-08-18,142.91,142.91,142.91,0.0,0.0,143.03,143.03,143.03,0.0,0.0,142.02,142.02,142.02,0.0,0.0,143.03,143.03,143.03,0.0,0.0
2019-08-25,145.99,145.99,145.99,0.0,0.0,146.02,146.02,146.02,0.0,0.0,144.8,144.8,144.8,0.0,0.0,145.39,145.39,145.39,0.0,0.0
2019-09-01,148.37,148.37,148.37,0.0,0.0,148.37,148.37,148.37,0.0,0.0,147.68,147.68,147.68,0.0,0.0,148.01,148.01,148.01,0.0,0.0
2019-09-08,148.94,148.94,148.94,0.0,0.0,149.3,149.3,149.3,0.0,0.0,148.94,148.94,148.94,0.0,0.0,149.27,149.27,149.27,0.0,0.0
2019-09-15,148.27,148.27,148.27,0.0,0.0,149.19,149.19,149.19,0.0,0.0,148.27,148.27,148.27,0.0,0.0,148.93,148.93,148.93,0.0,0.0
2019-09-22,147.08,147.08,147.08,0.0,0.0,147.65,147.65,147.65,0.0,0.0,147.01,147.01,147.01,0.0,0.0,147.36,147.36,147.36,0.0,0.0
2019-09-29,145.52,145.52,145.52,0.0,0.0,146.44,146.44,146.44,0.0,0.0,145.47,145.47,145.47,0.0,0.0,145.47,145.47,145.47,0.0,0.0
2019-10-06,146.97,146.97,146.97,0.0,0.0,147.17,147.17,147.17,0.0,0.0,146.8,146.8,146.8,0.0,0.0,146.95,146.95,146.95,0.0,0.0
2019-10-13,148.68,148.68,148.68,0.0,0.0,148.93,148.93,148.93,0.0,0.0,148.55,148.55,148.55,0.0,0.0,148.9,148.9,148.9,0.0,0.0
2019-10-20,150.3,150.3,150.3,0.0,0.0,150.81,150.81,150.81,0.0,0.0,150.3,150.3,150.3,0.0,0.0,150.64,150.64,150.64,0.0,0.0
2019-10-27,152.63,152.63,152.63,0.0,0.0,152.73,152.73,152.73,0.0,0.0,152.34,152.34,152.34,0.0,0.0,152.46,152.46,152.46,0.0,0.0
2019-11-03,152.63,152.63,152.63,0.0,0.0,153.06,153.06,153.06,0.0,0.0,152.63,152.63,152.63,0.0,0.0,152.94,152.94,152.94,0.0,0.0
2019-11-10,154.45,154.45,154.45,0.0,0.0,154.86,154.86,154.86,0.0,0.0,154.35,154.35,154.35,0.0,0.0,154.71,154.71,154.71,0.0,0.0
2019-11-17,154.82,154.82,154.82,0.0,0.0,155.59,155.59,155.59,0.0,0.0,154.82,154.82,154.82,0.0,0.0,155.59,155.59,155.59,0.0,0.0
2019-11-24,156.1,156.1,156.1,0.0,0.0,156.1,156.1,156.1,0.0,0.0,154.6,154.6,154.6,0.0,0.0,154.73,154.73,154.73,0.0,0.0
2019-12-01,156.33,156.33,156.33,0.0,0.0,156.39,156.39,156.39,0.0,0.0,155.77,155.77,155.77,0.0,0.0,155.78,155.78,155.78,0.0,0.0
2019-12-08,157.83,157.83,157.83,0.0,0.0,157.97,157.97,157.97,0.0,0.0,157.57,157.57,157.57,0.0,0.0,157.69,157.69,157.69,0.0,0.0
2019-12-15,159.73,159.73,159.73,0.0,0.0,159.73,159.73,159.73,0.0,0.0,159.32,159.32,159.32,0.0,0.0,159.32,159.32,159.32,0.0,0.0
2019-12-22,159.95,159.95,159.95,0.0,0.0,160.08,160.08,160.08,0.0,0.0,159.05,159.05,159.05,0.0,0.0,159.22,159.22,159.22,0.0,0.0
2019-12-29,159.47,159.47,159.47,0.0,0.0,160.44,160.44,160.44,0.0,0.0,159.47,159.47,159.47,0.0,0.0,159.95,159.95,159.95,0.0,0.0
