Date,iShares MSCI Israel Capped_Open_average,iShares MSCI Israel Capped_Open_max,iShares MSCI Israel Capped_Open_min,iShares MSCI Israel Capped_Open_volatility,iShares MSCI Israel Capped_Open_change,iShares MSCI Israel Capped_High_average,iShares MSCI Israel Capped_High_max,iShares MSCI Israel Capped_High_min,iShares MSCI Israel Capped_High_volatility,iShares MSCI Israel Capped_High_change,iShares MSCI Israel Capped_Low_average,iShares MSCI Israel Capped_Low_max,iShares MSCI Israel Capped_Low_min,iShares MSCI Israel Capped_Low_volatility,iShares MSCI Israel Capped_Low_change,iShares MSCI Israel Capped_Close_average,iShares MSCI Israel Capped_Close_max,iShares MSCI Israel Capped_Close_min,iShares MSCI Israel Capped_Close_volatility,iShares MSCI Israel Capped_Close_change
2018-03-25,49.25,49.25,49.25,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-04-01,48.61,48.61,48.61,0.0,0.0,48.64,48.64,48.64,0.0,0.0,47.78,47.78,47.78,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-04-08,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-04-15,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-04-22,49.45,49.45,49.45,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-04-29,48.99,48.99,48.99,0.0,0.0,49.48,49.48,49.48,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2018-05-06,50.49,50.49,50.49,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2018-05-13,51.33,51.33,51.33,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-05-20,52.14,52.14,52.14,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2018-05-27,52.29,52.29,52.29,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2018-06-03,53.19,53.19,53.19,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2018-06-10,53.03,53.03,53.03,0.0,0.0,53.21,53.21,53.21,0.0,0.0,52.53,52.53,52.53,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2018-06-17,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2018-06-24,52.3,52.3,52.3,0.0,0.0,52.37,52.37,52.37,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-07-01,52.36,52.36,52.36,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-07-08,53.16,53.16,53.16,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2018-07-15,52.95,52.95,52.95,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.95,52.95,52.95,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2018-07-22,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2018-07-29,52.89,52.89,52.89,0.0,0.0,53.31,53.31,53.31,0.0,0.0,52.79,52.79,52.79,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2018-08-05,53.35,53.35,53.35,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2018-08-12,54.51,54.51,54.51,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-08-19,55.8,55.8,55.8,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2018-08-26,56.41,56.41,56.41,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2018-09-02,55.31,55.31,55.31,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2018-09-09,56.55,56.55,56.55,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2018-09-16,58.26,58.26,58.26,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2018-09-23,56.01,56.01,56.01,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2018-09-30,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2018-10-07,53.47,53.47,53.47,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2018-10-14,54.02,54.02,54.02,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2018-10-21,51.58,51.58,51.58,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2018-10-28,54.6,54.6,54.6,0.0,0.0,54.6,54.6,54.6,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2018-11-04,56.11,56.11,56.11,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2018-11-11,55.2,55.2,55.2,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2018-11-18,53.44,53.44,53.44,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.59,53.59,53.59,0.0,0.0
2018-11-25,54.33,54.33,54.33,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-12-02,53.13,53.13,53.13,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2018-12-09,51.62,51.62,51.62,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2018-12-16,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-12-23,48.67,48.67,48.67,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-12-30,48.82,48.82,48.82,0.0,0.0,49.85,49.85,49.85,0.0,0.0,48.82,48.82,48.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-01-06,51.03,51.03,51.03,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-01-13,51.57,51.57,51.57,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-01-20,52.29,52.29,52.29,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2019-01-27,54.05,54.05,54.05,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2019-02-03,52.86,52.86,52.86,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.65,52.65,52.65,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2019-02-10,54.31,54.31,54.31,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-02-17,54.57,54.57,54.57,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-02-24,54.5,54.5,54.5,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2019-03-03,53.17,53.17,53.17,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-03-10,54.52,54.52,54.52,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2019-03-17,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2019-03-24,54.04,54.04,54.04,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2019-03-31,54.86,54.86,54.86,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-04-07,55.91,55.91,55.91,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2019-04-14,55.25,55.25,55.25,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2019-04-21,55.86,55.86,55.86,0.0,0.0,56.21,56.21,56.21,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2019-04-28,55.83,55.83,55.83,0.0,0.0,56.35,56.35,56.35,0.0,0.0,55.83,55.83,55.83,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2019-05-05,55.49,55.49,55.49,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2019-05-12,54.61,54.61,54.61,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-05-19,53.79,53.79,53.79,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-05-26,52.13,52.13,52.13,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2019-06-02,53.48,53.48,53.48,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-06-09,53.39,53.39,53.39,0.0,0.0,53.69,53.69,53.69,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-06-16,53.36,53.36,53.36,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2019-06-23,54.2,54.2,54.2,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.53,54.53,54.53,0.0,0.0
2019-06-30,55.17,55.17,55.17,0.0,0.0,55.17,55.17,55.17,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2019-07-07,55.26,55.26,55.26,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.51,55.51,55.51,0.0,0.0
2019-07-14,54.52,54.52,54.52,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2019-07-21,55.17,55.17,55.17,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2019-07-28,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2019-08-04,55.89,55.89,55.89,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2019-08-11,52.96,52.96,52.96,0.0,0.0,53.38,53.38,53.38,0.0,0.0,52.95,52.95,52.95,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-08-18,54.51,54.51,54.51,0.0,0.0,54.87,54.87,54.87,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2019-08-25,53.13,53.13,53.13,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2019-09-01,53.52,53.52,53.52,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-09-08,53.83,53.83,53.83,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2019-09-15,53.98,53.98,53.98,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2019-09-22,54.47,54.47,54.47,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2019-09-29,54.42,54.42,54.42,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2019-10-06,54.96,54.96,54.96,0.0,0.0,55.37,55.37,55.37,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2019-10-13,54.82,54.82,54.82,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2019-10-20,55.26,55.26,55.26,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2019-10-27,56.2,56.2,56.2,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2019-11-03,57.0,57.0,57.0,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2019-11-10,57.67,57.67,57.67,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.67,57.67,57.67,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2019-11-17,57.61,57.61,57.61,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-11-24,58.85,58.85,58.85,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2019-12-01,57.72,57.72,57.72,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2019-12-08,57.95,57.95,57.95,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.93,57.93,57.93,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2019-12-15,57.12,57.12,57.12,0.0,0.0,57.13,57.13,57.13,0.0,0.0,56.85,56.85,56.85,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2019-12-22,57.5,57.5,57.5,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2019-12-29,57.46,57.46,57.46,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.63,57.63,57.63,0.0,0.0
