Date,John Hancock Multifactor Technology_Open_average,John Hancock Multifactor Technology_Open_max,John Hancock Multifactor Technology_Open_min,John Hancock Multifactor Technology_Open_volatility,John Hancock Multifactor Technology_Open_change,John Hancock Multifactor Technology_High_average,John Hancock Multifactor Technology_High_max,John Hancock Multifactor Technology_High_min,John Hancock Multifactor Technology_High_volatility,John Hancock Multifactor Technology_High_change,John Hancock Multifactor Technology_Low_average,John Hancock Multifactor Technology_Low_max,John Hancock Multifactor Technology_Low_min,John Hancock Multifactor Technology_Low_volatility,John Hancock Multifactor Technology_Low_change,John Hancock Multifactor Technology_Close_average,John Hancock Multifactor Technology_Close_max,John Hancock Multifactor Technology_Close_min,John Hancock Multifactor Technology_Close_volatility,John Hancock Multifactor Technology_Close_change
2018-07-01,46.15,46.15,46.15,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-07-08,47.17,47.17,47.17,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2018-07-15,47.06,47.06,47.06,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2018-07-22,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2018-07-29,46.52,46.52,46.52,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2018-08-05,46.77,46.77,46.77,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2018-08-12,46.12,46.12,46.12,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2018-08-19,47.11,47.11,47.11,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-08-26,48.24,48.24,48.24,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2018-09-02,46.86,46.86,46.86,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2018-09-09,47.63,47.63,47.63,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2018-09-16,47.6,47.6,47.6,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2018-09-23,47.48,47.48,47.48,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2018-09-30,46.69,46.69,46.69,0.0,0.0,46.69,46.69,46.69,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2018-10-07,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.63,43.63,43.63,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2018-10-14,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-10-21,41.56,41.56,41.56,0.0,0.0,42.62,42.62,42.62,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2018-10-28,43.59,43.59,43.59,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-11-04,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2018-11-11,42.38,42.38,42.38,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2018-11-18,41.02,41.02,41.02,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2018-11-25,42.67,42.67,42.67,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.67,42.67,42.67,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2018-12-02,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2018-12-09,41.9,41.9,41.9,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2018-12-16,39.1,39.1,39.1,0.0,0.0,39.27,39.27,39.27,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2018-12-23,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2018-12-30,38.45,38.45,38.45,0.0,0.0,39.76,39.76,39.76,0.0,0.0,38.45,38.45,38.45,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-01-06,41.05,41.05,41.05,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2019-01-13,42.03,42.03,42.03,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2019-01-20,42.86,42.86,42.86,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.86,42.86,42.86,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-01-27,43.94,43.94,43.94,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-02-03,43.86,43.86,43.86,0.0,0.0,44.73,44.73,44.73,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-02-10,45.7,45.7,45.7,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-02-17,46.05,46.05,46.05,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2019-02-24,46.59,46.59,46.59,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2019-03-03,44.99,44.99,44.99,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2019-03-10,47.32,47.32,47.32,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2019-03-17,48.23,48.23,48.23,0.0,0.0,48.23,48.23,48.23,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2019-03-24,47.41,47.41,47.41,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2019-03-31,48.99,48.99,48.99,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-04-07,49.71,49.71,49.71,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-04-14,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-04-21,50.46,50.46,50.46,0.0,0.0,50.46,50.46,50.46,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-04-28,50.31,50.31,50.31,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-05-05,47.75,47.75,47.75,0.0,0.0,48.78,48.78,48.78,0.0,0.0,47.49,47.49,47.49,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2019-05-12,47.87,47.87,47.87,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2019-05-19,46.72,46.72,46.72,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-05-26,45.56,45.56,45.56,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-06-02,47.63,47.63,47.63,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2019-06-09,47.7,47.7,47.7,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2019-06-16,49.46,49.46,49.46,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-06-23,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2019-06-30,49.94,49.94,49.94,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-07-07,50.91,50.91,50.91,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.91,50.91,50.91,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-07-14,51.51,51.51,51.51,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-07-21,52.18,52.18,52.18,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-07-28,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-08-04,49.02,49.02,49.02,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2019-08-11,48.12,48.12,48.12,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2019-08-18,48.92,48.92,48.92,0.0,0.0,49.4,49.4,49.4,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-08-25,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-09-01,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-09-08,50.87,50.87,50.87,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-09-15,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-09-22,49.87,49.87,49.87,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-09-29,49.64,49.64,49.64,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-10-06,50.14,50.14,50.14,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-10-13,50.38,50.38,50.38,0.0,0.0,50.38,50.38,50.38,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-10-20,50.75,50.75,50.75,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.75,50.75,50.75,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-10-27,51.57,51.57,51.57,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.57,51.57,51.57,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2019-11-03,52.73,52.73,52.73,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.73,52.73,52.73,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-11-10,53.41,53.41,53.41,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.59,53.59,53.59,0.0,0.0
2019-11-17,53.36,53.36,53.36,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2019-11-24,53.94,53.94,53.94,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-12-01,52.87,52.87,52.87,0.0,0.0,53.41,53.41,53.41,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-12-08,54.55,54.55,54.55,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-12-15,55.52,55.52,55.52,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-12-22,55.86,55.86,55.86,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2019-12-29,55.74,55.74,55.74,0.0,0.0,55.93,55.93,55.93,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.77,55.77,55.77,0.0,0.0
