Date,iShares Currency Hedged MSCI Switzerland_Open_average,iShares Currency Hedged MSCI Switzerland_Open_max,iShares Currency Hedged MSCI Switzerland_Open_min,iShares Currency Hedged MSCI Switzerland_Open_volatility,iShares Currency Hedged MSCI Switzerland_Open_change,iShares Currency Hedged MSCI Switzerland_High_average,iShares Currency Hedged MSCI Switzerland_High_max,iShares Currency Hedged MSCI Switzerland_High_min,iShares Currency Hedged MSCI Switzerland_High_volatility,iShares Currency Hedged MSCI Switzerland_High_change,iShares Currency Hedged MSCI Switzerland_Low_average,iShares Currency Hedged MSCI Switzerland_Low_max,iShares Currency Hedged MSCI Switzerland_Low_min,iShares Currency Hedged MSCI Switzerland_Low_volatility,iShares Currency Hedged MSCI Switzerland_Low_change,iShares Currency Hedged MSCI Switzerland_Close_average,iShares Currency Hedged MSCI Switzerland_Close_max,iShares Currency Hedged MSCI Switzerland_Close_min,iShares Currency Hedged MSCI Switzerland_Close_volatility,iShares Currency Hedged MSCI Switzerland_Close_change
2018-06-17,26.28,26.28,26.28,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-06-24,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-07-01,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-07-08,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2018-07-15,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2018-07-22,27.23,27.23,27.23,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-07-29,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-08-05,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2018-08-12,27.09,27.09,27.09,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-08-19,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-08-26,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2018-09-02,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2018-09-09,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-09-16,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2018-09-23,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-09-30,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2018-10-07,25.65,25.65,25.65,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-10-14,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-10-21,26.8,26.8,26.8,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-10-28,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-11-04,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-11-11,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2018-11-18,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2018-11-25,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-12-02,24.47,24.47,24.47,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-12-09,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-12-16,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-12-23,24.0,24.0,24.0,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-12-30,24.29,24.29,24.29,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-01-06,24.9,24.9,24.9,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-01-13,25.69,25.69,25.69,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-01-20,25.39,25.39,25.39,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-01-27,25.69,25.69,25.69,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-02-03,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-02-10,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-02-17,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-02-24,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-03-03,26.99,26.99,26.99,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-03-10,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-03-17,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-03-24,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-03-31,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-04-07,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-04-14,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-04-21,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-04-28,28.43,28.43,28.43,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-05-05,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-05-12,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-05-19,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2019-05-26,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-06-02,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2019-06-09,29.14,29.14,29.14,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2019-06-16,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-06-23,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-06-30,29.12,29.12,29.12,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2019-07-07,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-07-14,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-07-21,29.24,29.24,29.24,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-07-28,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-08-04,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2019-08-11,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-08-18,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-08-25,29.28,29.28,29.28,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-09-01,29.72,29.72,29.72,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-09-08,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-09-15,29.47,29.47,29.47,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-09-22,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-09-29,29.33,29.33,29.33,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2019-10-06,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2019-10-13,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-10-20,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-10-27,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-11-03,30.42,30.42,30.42,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-11-10,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-11-17,30.82,30.82,30.82,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-11-24,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-12-01,30.44,30.44,30.44,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-12-08,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-12-15,31.44,31.44,31.44,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-12-22,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-12-29,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0
