Date,CIA_Open_average,CIA_Open_max,CIA_Open_min,CIA_Open_volatility,CIA_Open_change,CIA_High_average,CIA_High_max,CIA_High_min,CIA_High_volatility,CIA_High_change,CIA_Low_average,CIA_Low_max,CIA_Low_min,CIA_Low_volatility,CIA_Low_change,CIA_Close_average,CIA_Close_max,CIA_Close_min,CIA_Close_volatility,CIA_Close_change,CIA_Volume_average,CIA_Volume_max,CIA_Volume_min,CIA_Volume_volatility,CIA_Volume_change
2019-10-27,6.738,6.78,6.71,0.07000000000000028,0.040000000000000036,6.814,6.93,6.75,0.17999999999999972,0.1299999999999999,6.706,6.77,6.61,0.15999999999999925,0.07999999999999918,6.76,6.84,6.66,0.17999999999999972,0.05999999999999961,56852,70370,37672,32698,-21604
2019-11-03,6.73,6.82,6.61,0.20999999999999996,-0.20999999999999996,6.83,7.0,6.73,0.2699999999999996,-0.2699999999999996,6.712,6.82,6.61,0.20999999999999996,-0.20999999999999996,6.7540000000000004,6.83,6.7,0.1299999999999999,-0.11000000000000032,40572,72129,24991,47138,-46583
2019-11-10,6.75,6.83,6.69,0.13999999999999968,0.02999999999999936,6.856,6.91,6.81,0.10000000000000053,-0.02999999999999936,6.728,6.8,6.67,0.1299999999999999,-0.03000000000000025,6.796,6.84,6.76,0.08000000000000007,-0.019999999999999574,47069,55501,40360,15141,4092
2019-11-17,6.784,6.93,6.63,0.2999999999999998,0.019999999999999574,7.01,7.16,6.89,0.27000000000000046,0.1900000000000004,6.73,6.86,6.63,0.23000000000000043,0.019999999999999574,6.914,7.15,6.68,0.47000000000000064,0.20999999999999996,91625,122176,59981,62195,20757
2019-11-24,6.9775,7.12,6.85,0.27000000000000046,-0.27000000000000046,7.032500000000001,7.17,6.86,0.3099999999999996,-0.3099999999999996,6.8500000000000005,6.98,6.74,0.2400000000000002,-0.2400000000000002,6.93,7.13,6.82,0.3099999999999996,-0.3099999999999996,75391,139279,39705,99574,-91009
2019-12-01,6.766,6.81,6.72,0.08999999999999986,0.08999999999999986,6.902,6.95,6.83,0.1200000000000001,0.1200000000000001,6.756,6.81,6.72,0.08999999999999986,0.08999999999999986,6.84,6.92,6.76,0.16000000000000014,0.16000000000000014,54087,94494,27342,67152,27718
2019-12-08,6.9879999999999995,7.06,6.88,0.17999999999999972,0.15000000000000036,7.146,7.22,7.05,0.16999999999999993,0.16999999999999993,6.972,7.03,6.87,0.16000000000000014,0.16000000000000014,7.114,7.2,7.05,0.15000000000000036,0.15000000000000036,77847,91345,53105,38240,15726
2019-12-15,7.13,7.27,6.99,0.27999999999999936,-0.14999999999999947,7.172,7.28,7.06,0.22000000000000064,-0.1800000000000006,7.002,7.11,6.87,0.2400000000000002,-0.2400000000000002,7.126,7.23,6.99,0.2400000000000002,-0.2400000000000002,116604,258061,49406,208655,44984
2019-12-22,6.86,6.94,6.7,0.2400000000000002,-0.2400000000000002,6.92,7.04,6.76,0.28000000000000025,-0.28000000000000025,6.77,6.94,6.66,0.28000000000000025,-0.27000000000000046,6.8025,7.0,6.67,0.33000000000000007,-0.29000000000000004,40261,59930,22358,37572,20077
2019-12-29,6.753333333333333,6.8,6.69,0.10999999999999943,0.10999999999999943,6.87,6.94,6.76,0.1800000000000006,0.15000000000000036,6.73,6.79,6.65,0.13999999999999968,0.13999999999999968,6.833333333333333,6.94,6.75,0.1900000000000004,0.05999999999999961,82808,165342,38889,126453,-121147
