Date,ProShares Ultra 7-10 Year Treasury_Open_average,ProShares Ultra 7-10 Year Treasury_Open_max,ProShares Ultra 7-10 Year Treasury_Open_min,ProShares Ultra 7-10 Year Treasury_Open_volatility,ProShares Ultra 7-10 Year Treasury_Open_change,ProShares Ultra 7-10 Year Treasury_High_average,ProShares Ultra 7-10 Year Treasury_High_max,ProShares Ultra 7-10 Year Treasury_High_min,ProShares Ultra 7-10 Year Treasury_High_volatility,ProShares Ultra 7-10 Year Treasury_High_change,ProShares Ultra 7-10 Year Treasury_Low_average,ProShares Ultra 7-10 Year Treasury_Low_max,ProShares Ultra 7-10 Year Treasury_Low_min,ProShares Ultra 7-10 Year Treasury_Low_volatility,ProShares Ultra 7-10 Year Treasury_Low_change,ProShares Ultra 7-10 Year Treasury_Close_average,ProShares Ultra 7-10 Year Treasury_Close_max,ProShares Ultra 7-10 Year Treasury_Close_min,ProShares Ultra 7-10 Year Treasury_Close_volatility,ProShares Ultra 7-10 Year Treasury_Close_change
2019-04-28,57.63,57.63,57.63,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-05-05,58.27,58.27,58.27,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-05-12,58.47,58.47,58.47,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2019-05-19,59.01,59.01,59.01,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2019-05-26,61.01,61.01,61.01,0.0,0.0,61.49,61.49,61.49,0.0,0.0,60.89,60.89,60.89,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2019-06-02,60.91,60.91,60.91,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.74,60.74,60.74,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2019-06-09,61.38,61.38,61.38,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2019-06-16,61.86,61.86,61.86,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.86,61.86,61.86,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2019-06-23,61.95,61.95,61.95,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2019-06-30,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.53,61.53,61.53,0.0,0.0
2019-07-07,61.09,61.09,61.09,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-07-14,61.74,61.74,61.74,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2019-07-21,61.56,61.56,61.56,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2019-07-28,64.3,64.3,64.3,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2019-08-04,65.04,65.04,65.04,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2019-08-11,65.61,65.61,65.61,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2019-08-18,66.34,66.34,66.34,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.26,66.26,66.26,0.0,0.0
2019-08-25,66.35,66.35,66.35,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2019-09-01,65.48,65.48,65.48,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2019-09-08,63.13,63.13,63.13,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2019-09-15,64.54,64.54,64.54,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2019-09-22,64.43,64.43,64.43,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2019-09-29,66.19,66.19,66.19,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2019-10-06,64.61,64.61,64.61,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2019-10-13,63.88,63.88,63.88,0.0,0.0,64.01,64.01,64.01,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2019-10-20,63.34,63.34,63.34,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2019-10-27,63.98,63.98,63.98,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-11-03,62.85,62.85,62.85,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2019-11-10,63.58,63.58,63.58,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2019-11-17,63.95,63.95,63.95,0.0,0.0,64.06,64.06,64.06,0.0,0.0,63.91,63.91,63.91,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2019-11-24,62.8,62.8,62.8,0.0,0.0,63.35,63.35,63.35,0.0,0.0,51.56,51.56,51.56,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2019-12-01,63.51,63.51,63.51,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2019-12-08,63.07,63.07,63.07,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2019-12-15,62.59,62.59,62.59,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2019-12-22,62.36,62.36,62.36,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-12-29,63.23,63.23,63.23,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.59,63.59,63.59,0.0,0.0
