Date,iShares Core Dividend Growth_Open_average,iShares Core Dividend Growth_Open_max,iShares Core Dividend Growth_Open_min,iShares Core Dividend Growth_Open_volatility,iShares Core Dividend Growth_Open_change,iShares Core Dividend Growth_High_average,iShares Core Dividend Growth_High_max,iShares Core Dividend Growth_High_min,iShares Core Dividend Growth_High_volatility,iShares Core Dividend Growth_High_change,iShares Core Dividend Growth_Low_average,iShares Core Dividend Growth_Low_max,iShares Core Dividend Growth_Low_min,iShares Core Dividend Growth_Low_volatility,iShares Core Dividend Growth_Low_change,iShares Core Dividend Growth_Close_average,iShares Core Dividend Growth_Close_max,iShares Core Dividend Growth_Close_min,iShares Core Dividend Growth_Close_volatility,iShares Core Dividend Growth_Close_change
2018-07-22,35.86,35.86,35.86,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2018-07-29,36.22,36.22,36.22,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2018-08-05,36.16,36.16,36.16,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2018-08-12,36.8,36.8,36.8,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2018-08-19,37.0,37.0,37.0,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2018-08-26,36.96,36.96,36.96,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.89,36.89,36.89,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2018-09-02,37.22,37.22,37.22,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2018-09-09,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2018-09-16,37.79,37.79,37.79,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2018-09-23,37.24,37.24,37.24,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2018-09-30,36.86,36.86,36.86,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.74,36.74,36.74,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2018-10-07,35.34,35.34,35.34,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-10-14,35.64,35.64,35.64,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-10-21,34.69,34.69,34.69,0.0,0.0,34.91,34.91,34.91,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-10-28,35.31,35.31,35.31,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-11-04,36.18,36.18,36.18,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-11-11,35.96,35.96,35.96,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-11-18,35.2,35.2,35.2,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-11-25,36.81,36.81,36.81,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2018-12-02,34.69,34.69,34.69,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-12-09,33.96,33.96,33.96,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2018-12-16,31.85,31.85,31.85,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-12-23,33.02,33.02,33.02,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2018-12-30,33.31,33.31,33.31,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-01-06,33.75,33.75,33.75,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-01-13,34.71,34.71,34.71,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-01-20,34.55,34.55,34.55,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2019-01-27,35.29,35.29,35.29,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-02-03,35.53,35.53,35.53,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-02-10,36.08,36.08,36.08,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2019-02-17,36.8,36.8,36.8,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2019-02-24,36.86,36.86,36.86,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2019-03-03,36.05,36.05,36.05,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-03-10,36.94,36.94,36.94,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-03-17,36.16,36.16,36.16,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2019-03-24,36.98,36.98,36.98,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2019-03-31,37.38,37.38,37.38,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-04-07,37.61,37.61,37.61,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-04-14,37.56,37.56,37.56,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-04-21,37.89,37.89,37.89,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-04-28,37.61,37.61,37.61,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.56,37.56,37.56,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-05-05,36.86,36.86,36.86,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-05-12,37.08,37.08,37.08,0.0,0.0,37.27,37.27,37.27,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-05-19,37.06,37.06,37.06,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-05-26,35.97,35.97,35.97,0.0,0.0,36.27,36.27,36.27,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2019-06-02,37.93,37.93,37.93,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-06-09,37.7,37.7,37.7,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-06-16,38.33,38.33,38.33,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2019-06-23,38.61,38.61,38.61,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2019-06-30,38.62,38.62,38.62,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2019-07-07,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-07-14,38.67,38.67,38.67,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2019-07-21,39.31,39.31,39.31,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2019-07-28,37.58,37.58,37.58,0.0,0.0,37.75,37.75,37.75,0.0,0.0,36.76,36.76,36.76,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-08-04,37.74,37.74,37.74,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-08-11,37.95,37.95,37.95,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-08-18,37.45,37.45,37.45,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-08-25,38.4,38.4,38.4,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-09-01,39.01,39.01,39.01,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-09-08,39.38,39.38,39.38,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-09-15,39.19,39.19,39.19,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-09-22,39.06,39.06,39.06,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-09-29,38.58,38.58,38.58,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2019-10-06,38.89,38.89,38.89,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-10-13,39.45,39.45,39.45,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-10-20,39.85,39.85,39.85,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2019-10-27,40.46,40.46,40.46,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-11-03,40.54,40.54,40.54,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-11-10,40.98,40.98,40.98,0.0,0.0,41.03,41.03,41.03,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2019-11-17,41.02,41.02,41.02,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-11-24,41.34,41.34,41.34,0.0,0.0,41.34,41.34,41.34,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-12-01,41.35,41.35,41.35,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-12-08,41.74,41.74,41.74,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-12-15,42.14,42.14,42.14,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2019-12-22,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2019-12-29,41.92,41.92,41.92,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.98,41.98,41.98,0.0,0.0
