Date,iShares US Telecommunications_Open_average,iShares US Telecommunications_Open_max,iShares US Telecommunications_Open_volatility,iShares US Telecommunications_Open_change,iShares US Telecommunications_High_average,iShares US Telecommunications_High_max,iShares US Telecommunications_High_volatility,iShares US Telecommunications_High_change,iShares US Telecommunications_Low_average,iShares US Telecommunications_Low_max,iShares US Telecommunications_Low_volatility,iShares US Telecommunications_Low_change,iShares US Telecommunications_Close_average,iShares US Telecommunications_Close_max,iShares US Telecommunications_Close_volatility,iShares US Telecommunications_Close_change
2019-08-18,27.91,27.91,0.0,0.0,28.06,28.06,0.0,0.0,27.81,27.81,0.0,0.0,28.06,28.06,0.0,0.0
2019-08-25,28.55,28.55,0.0,0.0,28.55,28.55,0.0,0.0,28.28,28.28,0.0,0.0,28.38,28.38,0.0,0.0
2019-09-01,29.27,29.27,0.0,0.0,29.27,29.27,0.0,0.0,28.95,28.95,0.0,0.0,28.98,28.98,0.0,0.0
2019-09-08,29.59,29.59,0.0,0.0,29.75,29.75,0.0,0.0,29.56,29.56,0.0,0.0,29.66,29.66,0.0,0.0
2019-09-15,29.41,29.41,0.0,0.0,29.6,29.6,0.0,0.0,29.35,29.35,0.0,0.0,29.48,29.48,0.0,0.0
2019-09-22,29.2,29.2,0.0,0.0,29.32,29.32,0.0,0.0,29.17,29.17,0.0,0.0,29.2,29.2,0.0,0.0
2019-09-29,28.65,28.65,0.0,0.0,28.85,28.85,0.0,0.0,28.53,28.53,0.0,0.0,28.72,28.72,0.0,0.0
2019-10-06,28.9,28.9,0.0,0.0,28.94,28.94,0.0,0.0,28.81,28.81,0.0,0.0,28.85,28.85,0.0,0.0
2019-10-13,29.71,29.71,0.0,0.0,29.76,29.76,0.0,0.0,29.59,29.59,0.0,0.0,29.61,29.61,0.0,0.0
2019-10-20,29.6,29.6,0.0,0.0,29.85,29.85,0.0,0.0,29.6,29.6,0.0,0.0,29.64,29.64,0.0,0.0
2019-10-27,29.63,29.63,0.0,0.0,29.8,29.8,0.0,0.0,29.51,29.51,0.0,0.0,29.54,29.54,0.0,0.0
2019-11-03,29.84,29.84,0.0,0.0,29.97,29.97,0.0,0.0,29.81,29.81,0.0,0.0,29.94,29.94,0.0,0.0
2019-11-10,29.75,29.75,0.0,0.0,29.92,29.92,0.0,0.0,29.67,29.67,0.0,0.0,29.89,29.89,0.0,0.0
2019-11-17,29.6,29.6,0.0,0.0,29.6,29.6,0.0,0.0,29.5,29.5,0.0,0.0,29.54,29.54,0.0,0.0
2019-11-24,29.64,29.64,0.0,0.0,29.64,29.64,0.0,0.0,29.3,29.3,0.0,0.0,29.4,29.4,0.0,0.0
2019-12-01,29.41,29.41,0.0,0.0,29.49,29.49,0.0,0.0,29.32,29.32,0.0,0.0,29.33,29.33,0.0,0.0
2019-12-08,29.4,29.4,0.0,0.0,29.62,29.62,0.0,0.0,29.4,29.4,0.0,0.0,29.51,29.51,0.0,0.0
2019-12-15,29.98,29.98,0.0,0.0,30.02,30.02,0.0,0.0,29.86,29.86,0.0,0.0,29.9,29.9,0.0,0.0
2019-12-22,29.89,29.89,0.0,0.0,29.89,29.89,0.0,0.0,29.77,29.77,0.0,0.0,29.82,29.82,0.0,0.0
2019-12-29,29.7,29.7,0.0,0.0,29.8,29.8,0.0,0.0,29.62,29.62,0.0,0.0,29.74,29.74,0.0,0.0
