Date,iShares Core MSCI EAFEEtf_Open_average,iShares Core MSCI EAFEEtf_Open_max,iShares Core MSCI EAFEEtf_Open_min,iShares Core MSCI EAFEEtf_Open_volatility,iShares Core MSCI EAFEEtf_Open_change,iShares Core MSCI EAFEEtf_High_average,iShares Core MSCI EAFEEtf_High_max,iShares Core MSCI EAFEEtf_High_min,iShares Core MSCI EAFEEtf_High_volatility,iShares Core MSCI EAFEEtf_High_change,iShares Core MSCI EAFEEtf_Low_average,iShares Core MSCI EAFEEtf_Low_max,iShares Core MSCI EAFEEtf_Low_min,iShares Core MSCI EAFEEtf_Low_volatility,iShares Core MSCI EAFEEtf_Low_change,iShares Core MSCI EAFEEtf_Close_average,iShares Core MSCI EAFEEtf_Close_max,iShares Core MSCI EAFEEtf_Close_min,iShares Core MSCI EAFEEtf_Close_volatility,iShares Core MSCI EAFEEtf_Close_change
2018-11-11,58.68,58.68,58.68,0.0,0.0,59.16,59.16,59.16,0.0,0.0,58.56,58.56,58.56,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2018-11-18,57.89,57.89,57.89,0.0,0.0,58.14,58.14,58.14,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2018-11-25,58.91,58.91,58.91,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.98,58.98,58.98,0.0,0.0
2018-12-02,57.72,57.72,57.72,0.0,0.0,57.91,57.91,57.91,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2018-12-09,56.81,56.81,56.81,0.0,0.0,57.02,57.02,57.02,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2018-12-16,54.31,54.31,54.31,0.0,0.0,54.58,54.58,54.58,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.67,53.67,53.67,0.0,0.0
2018-12-23,55.0,55.0,55.0,0.0,0.0,55.07,55.07,55.07,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2018-12-30,55.28,55.28,55.28,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.16,55.16,55.16,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2019-01-06,57.15,57.15,57.15,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2019-01-13,58.07,58.07,58.07,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.89,57.89,57.89,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2019-01-20,58.12,58.12,58.12,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2019-01-27,58.73,58.73,58.73,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2019-02-03,57.83,57.83,57.83,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.66,57.66,57.66,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2019-02-10,59.32,59.32,59.32,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-02-17,60.12,60.12,60.12,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-02-24,60.6,60.6,60.6,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2019-03-03,59.07,59.07,59.07,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.07,59.07,59.07,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-03-10,60.85,60.85,60.85,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.83,60.83,60.83,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2019-03-17,60.75,60.75,60.75,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.26,60.26,60.26,0.0,0.0
2019-03-24,60.73,60.73,60.73,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2019-03-31,61.85,61.85,61.85,0.0,0.0,62.06,62.06,62.06,0.0,0.0,61.85,61.85,61.85,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2019-04-07,62.26,62.26,62.26,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2019-04-14,62.49,62.49,62.49,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2019-04-21,62.13,62.13,62.13,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.24,62.24,62.24,0.0,0.0
2019-04-28,62.4,62.4,62.4,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.73,62.73,62.73,0.0,0.0
2019-05-05,60.78,60.78,60.78,0.0,0.0,61.24,61.24,61.24,0.0,0.0,60.42,60.42,60.42,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-05-12,60.66,60.66,60.66,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2019-05-19,60.56,60.56,60.56,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2019-05-26,59.1,59.1,59.1,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.39,59.39,59.39,0.0,0.0
2019-06-02,61.08,61.08,61.08,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2019-06-09,60.95,60.95,60.95,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2019-06-16,61.16,61.16,61.16,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-06-23,61.36,61.36,61.36,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-06-30,61.9,61.9,61.9,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2019-07-07,61.48,61.48,61.48,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2019-07-14,61.48,61.48,61.48,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2019-07-21,61.4,61.4,61.4,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2019-07-28,59.95,59.95,59.95,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2019-08-04,59.16,59.16,59.16,0.0,0.0,59.32,59.32,59.32,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2019-08-11,57.91,57.91,57.91,0.0,0.0,58.33,58.33,58.33,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2019-08-18,58.63,58.63,58.63,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2019-08-25,59.39,59.39,59.39,0.0,0.0,59.43,59.43,59.43,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2019-09-01,60.4,60.4,60.4,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.43,60.43,60.43,0.0,0.0
2019-09-08,61.76,61.76,61.76,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2019-09-15,61.67,61.67,61.67,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-09-22,61.1,61.1,61.1,0.0,0.0,61.21,61.21,61.21,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-09-29,59.79,59.79,59.79,0.0,0.0,60.3,60.3,60.3,0.0,0.0,59.79,59.79,59.79,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2019-10-06,61.39,61.39,61.39,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2019-10-13,62.14,62.14,62.14,0.0,0.0,62.33,62.33,62.33,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2019-10-20,62.63,62.63,62.63,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2019-10-27,63.68,63.68,63.68,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.85,63.85,63.85,0.0,0.0
2019-11-03,63.99,63.99,63.99,0.0,0.0,64.16,64.16,64.16,0.0,0.0,63.85,63.85,63.85,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2019-11-10,63.9,63.9,63.9,0.0,0.0,64.14,64.14,64.14,0.0,0.0,63.89,63.89,63.89,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2019-11-17,63.95,63.95,63.95,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2019-11-24,64.17,64.17,64.17,0.0,0.0,64.23,64.23,64.23,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.82,63.82,63.82,0.0,0.0
2019-12-01,64.57,64.57,64.57,0.0,0.0,64.67,64.67,64.67,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2019-12-08,65.45,65.45,65.45,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.51,65.51,65.51,0.0,0.0
2019-12-15,65.04,65.04,65.04,0.0,0.0,65.08,65.08,65.08,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2019-12-22,65.6,65.6,65.6,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.43,65.43,65.43,0.0,0.0
2019-12-29,65.05,65.05,65.05,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.11,65.11,65.11,0.0,0.0
