Date,First Trust Taiwan AlphaDEX_Open_average,First Trust Taiwan AlphaDEX_Open_max,First Trust Taiwan AlphaDEX_Open_min,First Trust Taiwan AlphaDEX_Open_volatility,First Trust Taiwan AlphaDEX_Open_change,First Trust Taiwan AlphaDEX_High_average,First Trust Taiwan AlphaDEX_High_max,First Trust Taiwan AlphaDEX_High_min,First Trust Taiwan AlphaDEX_High_volatility,First Trust Taiwan AlphaDEX_High_change,First Trust Taiwan AlphaDEX_Low_average,First Trust Taiwan AlphaDEX_Low_max,First Trust Taiwan AlphaDEX_Low_min,First Trust Taiwan AlphaDEX_Low_volatility,First Trust Taiwan AlphaDEX_Low_change,First Trust Taiwan AlphaDEX_Close_average,First Trust Taiwan AlphaDEX_Close_max,First Trust Taiwan AlphaDEX_Close_min,First Trust Taiwan AlphaDEX_Close_volatility,First Trust Taiwan AlphaDEX_Close_change
2018-03-25,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2018-04-01,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2018-04-08,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2018-04-15,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2018-04-22,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2018-04-29,37.83,37.83,37.83,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2018-05-06,37.43,37.43,37.43,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2018-05-13,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2018-05-20,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-05-27,37.65,37.65,37.65,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2018-06-03,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2018-06-10,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2018-06-17,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-06-24,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-07-01,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-07-08,36.66,36.66,36.66,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2018-07-15,36.63,36.63,36.63,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-07-22,38.08,38.08,38.08,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2018-07-29,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2018-08-05,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2018-08-12,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-08-19,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2018-08-26,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-09-02,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-09-09,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2018-09-16,35.02,35.02,35.02,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2018-09-23,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2018-09-30,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2018-10-07,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-10-14,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-10-21,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2018-10-28,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2018-11-04,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-11-11,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-11-18,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2018-11-25,35.06,35.06,35.06,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-12-02,32.36,32.36,32.36,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-12-09,34.35,34.35,34.35,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-12-16,34.57,34.57,34.57,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2018-12-23,35.31,35.31,35.31,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-12-30,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-01-06,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-01-13,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-01-20,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-01-27,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-02-03,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2019-02-10,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-02-17,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-02-24,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-03-03,36.06,36.06,36.06,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2019-03-10,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-03-17,37.39,37.39,37.39,0.0,0.0,37.39,37.39,37.39,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2019-03-24,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-03-31,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-04-07,37.82,37.82,37.82,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-04-14,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-04-21,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2019-04-28,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-05-05,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-05-12,37.04,37.04,37.04,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-05-19,37.92,37.92,37.92,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-05-26,37.99,37.99,37.99,0.0,0.0,38.37,38.37,38.37,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-06-02,37.76,37.76,37.76,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-06-09,36.75,36.75,36.75,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-06-16,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2019-06-23,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-06-30,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2019-07-07,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2019-07-14,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-07-21,35.67,35.67,35.67,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-07-28,32.81,32.81,32.81,0.0,0.0,32.81,32.81,32.81,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-08-04,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-08-11,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2019-08-18,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-08-25,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-09-01,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-09-08,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-09-15,34.95,34.95,34.95,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-09-22,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-09-29,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-10-06,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-10-13,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2019-10-20,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2019-10-27,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2019-11-03,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-11-10,34.49,34.49,34.49,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2019-11-17,35.18,35.18,35.18,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2019-11-24,34.94,34.94,34.94,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-12-01,34.75,34.75,34.75,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-12-08,35.35,35.35,35.35,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-12-15,35.09,35.09,35.09,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2019-12-22,35.25,35.25,35.25,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-12-29,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.93,34.93,34.93,0.0,0.0
