Date,US Global Jets_Open_average,US Global Jets_Open_max,US Global Jets_Open_min,US Global Jets_Open_volatility,US Global Jets_Open_change,US Global Jets_High_average,US Global Jets_High_max,US Global Jets_High_min,US Global Jets_High_volatility,US Global Jets_High_change,US Global Jets_Low_average,US Global Jets_Low_max,US Global Jets_Low_min,US Global Jets_Low_volatility,US Global Jets_Low_change,US Global Jets_Close_average,US Global Jets_Close_max,US Global Jets_Close_min,US Global Jets_Close_volatility,US Global Jets_Close_change
2018-06-03,30.47,30.47,30.47,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2018-06-10,30.57,30.57,30.57,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-06-17,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-06-24,28.72,28.72,28.72,0.0,0.0,29.2,29.2,29.2,0.0,0.0,28.67,28.67,28.67,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-07-01,29.59,29.59,29.59,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-07-08,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2018-07-15,30.39,30.39,30.39,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-07-22,31.32,31.32,31.32,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-07-29,30.96,30.96,30.96,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2018-08-05,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-08-12,31.27,31.27,31.27,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.27,31.27,31.27,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-08-19,31.93,31.93,31.93,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-08-26,32.29,32.29,32.29,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-09-02,32.07,32.07,32.07,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-09-09,32.49,32.49,32.49,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2018-09-16,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-09-23,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2018-09-30,30.73,30.73,30.73,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-10-07,29.16,29.16,29.16,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-10-14,29.81,29.81,29.81,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-10-21,29.25,29.25,29.25,0.0,0.0,29.49,29.49,29.49,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-10-28,30.66,30.66,30.66,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-11-04,31.18,31.18,31.18,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-11-11,30.94,30.94,30.94,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-11-18,31.68,31.68,31.68,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-11-25,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-12-02,29.85,29.85,29.85,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2018-12-09,29.09,29.09,29.09,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2018-12-16,27.35,27.35,27.35,0.0,0.0,27.51,27.51,27.51,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-12-23,27.96,27.96,27.96,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-12-30,28.03,28.03,28.03,0.0,0.0,28.45,28.45,28.45,0.0,0.0,27.76,27.76,27.76,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-01-06,28.23,28.23,28.23,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-01-13,29.55,29.55,29.55,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-01-20,29.83,29.83,29.83,0.0,0.0,30.46,30.46,30.46,0.0,0.0,29.83,29.83,29.83,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2019-01-27,30.96,30.96,30.96,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-02-03,31.2,31.2,31.2,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-02-10,31.5,31.5,31.5,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-02-17,31.3,31.3,31.3,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-02-24,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2019-03-03,28.91,28.91,28.91,0.0,0.0,29.29,29.29,29.29,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-03-10,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-03-17,28.4,28.4,28.4,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-03-24,29.35,29.35,29.35,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-03-31,30.55,30.55,30.55,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2019-04-07,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-04-14,30.97,30.97,30.97,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2019-04-21,30.9,30.9,30.9,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-04-28,30.78,30.78,30.78,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.78,30.78,30.78,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-05-05,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2019-05-12,29.27,29.27,29.27,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-05-19,29.07,29.07,29.07,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-05-26,27.8,27.8,27.8,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-06-02,29.75,29.75,29.75,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-06-09,30.06,30.06,30.06,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-06-16,29.87,29.87,29.87,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2019-06-23,30.43,30.43,30.43,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-06-30,30.83,30.83,30.83,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.83,30.83,30.83,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-07-07,31.38,31.38,31.38,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-07-14,31.29,31.29,31.29,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-07-21,31.0,31.0,31.0,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-07-28,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-08-04,29.01,29.01,29.01,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-08-11,28.53,28.53,28.53,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-08-18,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2019-08-25,28.84,28.84,28.84,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-09-01,29.16,29.16,29.16,0.0,0.0,29.42,29.42,29.42,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-09-08,29.78,29.78,29.78,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-09-15,29.68,29.68,29.68,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-09-22,29.5,29.5,29.5,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2019-09-29,28.51,28.51,28.51,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-10-06,29.22,29.22,29.22,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-10-13,30.11,30.11,30.11,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-10-20,31.18,31.18,31.18,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2019-10-27,31.46,31.46,31.46,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-11-03,31.95,31.95,31.95,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-11-10,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-11-17,31.7,31.7,31.7,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-11-24,31.92,31.92,31.92,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-12-01,31.56,31.56,31.56,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-12-08,31.64,31.64,31.64,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-12-15,32.0,32.0,32.0,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-12-22,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-12-29,31.18,31.18,31.18,0.0,0.0,31.32,31.32,31.32,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.17,31.17,31.17,0.0,0.0
