Date,iShares Edge MSCI Min Vol_Open_average,iShares Edge MSCI Min Vol_Open_max,iShares Edge MSCI Min Vol_Open_min,iShares Edge MSCI Min Vol_Open_volatility,iShares Edge MSCI Min Vol_Open_change,iShares Edge MSCI Min Vol_High_average,iShares Edge MSCI Min Vol_High_max,iShares Edge MSCI Min Vol_High_min,iShares Edge MSCI Min Vol_High_volatility,iShares Edge MSCI Min Vol_High_change,iShares Edge MSCI Min Vol_Low_average,iShares Edge MSCI Min Vol_Low_max,iShares Edge MSCI Min Vol_Low_min,iShares Edge MSCI Min Vol_Low_volatility,iShares Edge MSCI Min Vol_Low_change,iShares Edge MSCI Min Vol_Close_average,iShares Edge MSCI Min Vol_Close_max,iShares Edge MSCI Min Vol_Close_min,iShares Edge MSCI Min Vol_Close_volatility,iShares Edge MSCI Min Vol_Close_change
2018-03-25,51.86,51.86,51.86,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.66,50.66,50.66,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2018-04-01,51.79,51.79,51.79,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2018-04-08,52.3,52.3,52.3,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2018-04-15,52.33,52.33,52.33,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2018-04-22,52.5,52.5,52.5,0.0,0.0,52.6,52.6,52.6,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2018-04-29,52.21,52.21,52.21,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.94,51.94,51.94,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2018-05-06,52.88,52.88,52.88,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2018-05-13,52.5,52.5,52.5,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-05-20,52.62,52.62,52.62,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-05-27,52.97,52.97,52.97,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2018-06-03,53.7,53.7,53.7,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2018-06-10,53.66,53.66,53.66,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2018-06-17,53.52,53.52,53.52,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2018-06-24,53.04,53.04,53.04,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.84,52.84,52.84,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2018-07-01,54.12,54.12,54.12,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2018-07-08,54.65,54.65,54.65,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2018-07-15,54.58,54.58,54.58,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2018-07-22,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-07-29,55.4,55.4,55.4,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2018-08-05,55.41,55.41,55.41,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2018-08-12,56.37,56.37,56.37,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2018-08-19,56.5,56.5,56.5,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2018-08-26,56.42,56.42,56.42,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2018-09-02,56.91,56.91,56.91,0.0,0.0,57.02,57.02,57.02,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2018-09-09,57.21,57.21,57.21,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2018-09-16,57.54,57.54,57.54,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-09-23,57.2,57.2,57.2,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2018-09-30,56.55,56.55,56.55,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2018-10-07,54.72,54.72,54.72,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2018-10-14,55.51,55.51,55.51,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2018-10-21,54.31,54.31,54.31,0.0,0.0,54.69,54.69,54.69,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2018-10-28,54.91,54.91,54.91,0.0,0.0,55.39,55.39,55.39,0.0,0.0,54.75,54.75,54.75,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2018-11-04,56.57,56.57,56.57,0.0,0.0,56.57,56.57,56.57,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2018-11-11,56.16,56.16,56.16,0.0,0.0,56.24,56.24,56.24,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2018-11-18,55.03,55.03,55.03,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2018-11-25,57.21,57.21,57.21,0.0,0.0,57.27,57.27,57.27,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2018-12-02,55.11,55.11,55.11,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.24,54.24,54.24,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2018-12-09,54.34,54.34,54.34,0.0,0.0,54.35,54.35,54.35,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2018-12-16,50.96,50.96,50.96,0.0,0.0,51.1,51.1,51.1,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2018-12-23,52.22,52.22,52.22,0.0,0.0,52.41,52.41,52.41,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-12-30,52.38,52.38,52.38,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2019-01-06,53.06,53.06,53.06,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2019-01-13,54.14,54.14,54.14,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2019-01-20,54.18,54.18,54.18,0.0,0.0,54.36,54.36,54.36,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-01-27,55.59,55.59,55.59,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2019-02-03,56.24,56.24,56.24,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-02-10,56.76,56.76,56.76,0.0,0.0,57.04,57.04,57.04,0.0,0.0,56.76,56.76,56.76,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-02-17,57.82,57.82,57.82,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2019-02-24,57.97,57.97,57.97,0.0,0.0,58.04,58.04,58.04,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2019-03-03,57.07,57.07,57.07,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2019-03-10,58.27,58.27,58.27,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2019-03-17,57.95,57.95,57.95,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.79,57.79,57.79,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-03-24,59.07,59.07,59.07,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.79,58.79,58.79,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2019-03-31,59.19,59.19,59.19,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.91,58.91,58.91,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2019-04-07,59.52,59.52,59.52,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.51,59.51,59.51,0.0,0.0
2019-04-14,58.82,58.82,58.82,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2019-04-21,59.62,59.62,59.62,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-04-28,59.11,59.11,59.11,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2019-05-05,58.79,58.79,58.79,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2019-05-12,59.57,59.57,59.57,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2019-05-19,60.14,60.14,60.14,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2019-05-26,59.25,59.25,59.25,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-06-02,61.8,61.8,61.8,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.59,61.59,61.59,0.0,0.0
2019-06-09,61.68,61.68,61.68,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2019-06-16,62.36,62.36,62.36,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2019-06-23,62.09,62.09,62.09,0.0,0.0,62.19,62.19,62.19,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2019-06-30,62.85,62.85,62.85,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2019-07-07,63.53,63.53,63.53,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2019-07-14,63.03,63.03,63.03,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.9,62.9,62.9,0.0,0.0
2019-07-21,63.67,63.67,63.67,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2019-07-28,62.15,62.15,62.15,0.0,0.0,62.15,62.15,62.15,0.0,0.0,60.69,60.69,60.69,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2019-08-04,63.01,63.01,63.01,0.0,0.0,63.24,63.24,63.24,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2019-08-11,63.41,63.41,63.41,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2019-08-18,62.85,62.85,62.85,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.54,62.54,62.54,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2019-08-25,64.08,64.08,64.08,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2019-09-01,64.85,64.85,64.85,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2019-09-08,63.82,63.82,63.82,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2019-09-15,64.23,64.23,64.23,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2019-09-22,63.88,63.88,63.88,0.0,0.0,64.22,64.22,64.22,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2019-09-29,63.88,63.88,63.88,0.0,0.0,64.01,64.01,64.01,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.68,63.68,63.68,0.0,0.0
2019-10-06,63.79,63.79,63.79,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.68,63.68,63.68,0.0,0.0
2019-10-13,64.3,64.3,64.3,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.03,64.03,64.03,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2019-10-20,63.64,63.64,63.64,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2019-10-27,64.13,64.13,64.13,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2019-11-03,63.36,63.36,63.36,0.0,0.0,63.47,63.47,63.47,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2019-11-10,64.28,64.28,64.28,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.41,64.41,64.41,0.0,0.0
2019-11-17,64.32,64.32,64.32,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.32,64.32,64.32,0.0,0.0
2019-11-24,64.79,64.79,64.79,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.39,64.39,64.39,0.0,0.0
2019-12-01,64.94,64.94,64.94,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2019-12-08,64.89,64.89,64.89,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.93,64.93,64.93,0.0,0.0
2019-12-15,65.65,65.65,65.65,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2019-12-22,65.61,65.61,65.61,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2019-12-29,65.36,65.36,65.36,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.66,65.66,65.66,0.0,0.0
