Date,Fidelity Value_Open_average,Fidelity Value_Open_max,Fidelity Value_Open_min,Fidelity Value_Open_volatility,Fidelity Value_Open_change,Fidelity Value_High_average,Fidelity Value_High_max,Fidelity Value_High_min,Fidelity Value_High_volatility,Fidelity Value_High_change,Fidelity Value_Low_average,Fidelity Value_Low_max,Fidelity Value_Low_min,Fidelity Value_Low_volatility,Fidelity Value_Low_change,Fidelity Value_Close_average,Fidelity Value_Close_max,Fidelity Value_Close_min,Fidelity Value_Close_volatility,Fidelity Value_Close_change
2018-06-10,33.36,33.36,33.36,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-06-17,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2018-06-24,32.59,32.59,32.59,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-07-01,33.5,33.5,33.5,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2018-07-08,33.63,33.63,33.63,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2018-07-15,33.58,33.58,33.58,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2018-07-22,33.89,33.89,33.89,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2018-07-29,34.23,34.23,34.23,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2018-08-05,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2018-08-12,34.65,34.65,34.65,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-08-19,34.88,34.88,34.88,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2018-08-26,34.88,34.88,34.88,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-09-02,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-09-09,34.96,34.96,34.96,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-09-16,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-09-23,35.14,35.14,35.14,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.96,34.96,34.96,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2018-09-30,34.46,34.46,34.46,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-10-07,33.22,33.22,33.22,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2018-10-14,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2018-10-21,32.39,32.39,32.39,0.0,0.0,32.6,32.6,32.6,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-10-28,33.0,33.0,33.0,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2018-11-04,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2018-11-11,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-11-18,32.34,32.34,32.34,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2018-11-25,33.76,33.76,33.76,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2018-12-02,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-12-09,31.05,31.05,31.05,0.0,0.0,31.27,31.27,31.27,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2018-12-16,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2018-12-23,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2018-12-30,30.41,30.41,30.41,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-01-06,30.94,30.94,30.94,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2019-01-13,31.79,31.79,31.79,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-01-20,31.72,31.72,31.72,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-01-27,32.51,32.51,32.51,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-02-03,32.37,32.37,32.37,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-02-10,33.21,33.21,33.21,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2019-02-17,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-02-24,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-03-03,32.59,32.59,32.59,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.59,32.59,32.59,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-03-10,33.35,33.35,33.35,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-03-17,32.82,32.82,32.82,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-03-24,33.41,33.41,33.41,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-03-31,33.95,33.95,33.95,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-04-07,34.27,34.27,34.27,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-04-14,34.18,34.18,34.18,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2019-04-21,34.66,34.66,34.66,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-04-28,34.1,34.1,34.1,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-05-05,33.16,33.16,33.16,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-05-12,33.25,33.25,33.25,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-05-19,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-05-26,31.84,31.84,31.84,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-06-02,33.42,33.42,33.42,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-06-09,33.6,33.6,33.6,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-06-16,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-06-23,34.42,34.42,34.42,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2019-06-30,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-07-07,34.79,34.79,34.79,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-07-14,34.47,34.47,34.47,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-07-21,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-07-28,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-08-04,33.3,33.3,33.3,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-08-11,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-08-18,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-08-25,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-09-01,34.31,34.31,34.31,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-09-08,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2019-09-15,34.56,34.56,34.56,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-09-22,34.18,34.18,34.18,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2019-09-29,33.84,33.84,33.84,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-10-06,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-10-13,34.84,34.84,34.84,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-10-20,35.65,35.65,35.65,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2019-10-27,36.21,36.21,36.21,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2019-11-03,36.56,36.56,36.56,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-11-10,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-11-17,36.92,36.92,36.92,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.85,36.85,36.85,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2019-11-24,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2019-12-01,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2019-12-08,37.73,37.73,37.73,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-12-15,37.97,37.97,37.97,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-12-22,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-12-29,37.73,37.73,37.73,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.9,37.9,37.9,0.0,0.0
