Date,PowerShares Dynamic Energy Exploration & Productio_Open_average,PowerShares Dynamic Energy Exploration & Productio_Open_max,PowerShares Dynamic Energy Exploration & Productio_Open_min,PowerShares Dynamic Energy Exploration & Productio_Open_volatility,PowerShares Dynamic Energy Exploration & Productio_Open_change,PowerShares Dynamic Energy Exploration & Productio_High_average,PowerShares Dynamic Energy Exploration & Productio_High_max,PowerShares Dynamic Energy Exploration & Productio_High_min,PowerShares Dynamic Energy Exploration & Productio_High_volatility,PowerShares Dynamic Energy Exploration & Productio_High_change,PowerShares Dynamic Energy Exploration & Productio_Low_average,PowerShares Dynamic Energy Exploration & Productio_Low_max,PowerShares Dynamic Energy Exploration & Productio_Low_min,PowerShares Dynamic Energy Exploration & Productio_Low_volatility,PowerShares Dynamic Energy Exploration & Productio_Low_change,PowerShares Dynamic Energy Exploration & Productio_Close_average,PowerShares Dynamic Energy Exploration & Productio_Close_max,PowerShares Dynamic Energy Exploration & Productio_Close_min,PowerShares Dynamic Energy Exploration & Productio_Close_volatility,PowerShares Dynamic Energy Exploration & Productio_Close_change
2018-10-07,25.74,25.74,25.74,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2018-10-14,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-10-21,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,21.85,21.85,21.85,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2018-10-28,23.41,23.41,23.41,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2018-11-04,23.11,23.11,23.11,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-11-11,21.86,21.86,21.86,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2018-11-18,20.9,20.9,20.9,0.0,0.0,21.27,21.27,21.27,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2018-11-25,21.5,21.5,21.5,0.0,0.0,22.73,22.73,22.73,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2018-12-02,20.21,20.21,20.21,0.0,0.0,20.26,20.26,20.26,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2018-12-09,18.86,18.86,18.86,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2018-12-16,16.48,16.48,16.48,0.0,0.0,16.54,16.54,16.54,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.89,15.89,15.89,0.0,0.0
2018-12-23,17.46,17.46,17.46,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2018-12-30,18.85,18.85,18.85,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2019-01-06,19.17,19.17,19.17,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2019-01-13,19.89,19.89,19.89,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-01-20,18.99,18.99,18.99,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.9,18.9,18.9,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2019-01-27,19.33,19.33,19.33,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2019-02-03,17.97,17.97,17.97,0.0,0.0,18.41,18.41,18.41,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2019-02-10,19.29,19.29,19.29,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-02-17,19.38,19.38,19.38,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-02-24,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-03-03,18.01,18.01,18.01,0.0,0.0,18.28,18.28,18.28,0.0,0.0,17.92,17.92,17.92,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2019-03-10,18.93,18.93,18.93,0.0,0.0,19.4,19.4,19.4,0.0,0.0,18.93,18.93,18.93,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2019-03-17,18.88,18.88,18.88,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.7,18.7,18.7,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2019-03-24,19.54,19.54,19.54,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-03-31,20.0,20.0,20.0,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-04-07,20.3,20.3,20.3,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-04-14,19.92,19.92,19.92,0.0,0.0,20.55,20.55,20.55,0.0,0.0,19.92,19.92,19.92,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-04-21,19.69,19.69,19.69,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2019-04-28,18.63,18.63,18.63,0.0,0.0,19.25,19.25,19.25,0.0,0.0,18.63,18.63,18.63,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2019-05-05,18.68,18.68,18.68,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2019-05-12,18.51,18.51,18.51,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2019-05-19,17.49,17.49,17.49,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-05-26,16.49,16.49,16.49,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2019-06-02,16.73,16.73,16.73,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2019-06-09,16.01,16.01,16.01,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2019-06-16,17.16,17.16,17.16,0.0,0.0,17.16,17.16,17.16,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2019-06-23,17.74,17.74,17.74,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2019-06-30,16.84,16.84,16.84,0.0,0.0,17.02,17.02,17.02,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2019-07-07,17.05,17.05,17.05,0.0,0.0,17.13,17.13,17.13,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2019-07-14,16.37,16.37,16.37,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2019-07-21,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-07-28,15.17,15.17,15.17,0.0,0.0,15.22,15.22,15.22,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2019-08-04,14.55,14.55,14.55,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2019-08-11,14.38,14.38,14.38,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-08-18,13.92,13.92,13.92,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2019-08-25,14.24,14.24,14.24,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2019-09-01,14.89,14.89,14.89,0.0,0.0,15.51,15.51,15.51,0.0,0.0,14.89,14.89,14.89,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2019-09-08,17.03,17.03,17.03,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2019-09-15,15.69,15.69,15.69,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2019-09-22,15.11,15.11,15.11,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2019-09-29,14.48,14.48,14.48,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-10-06,14.28,14.28,14.28,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.35,14.35,14.35,0.0,0.0
2019-10-13,14.08,14.08,14.08,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-10-20,15.18,15.18,15.18,0.0,0.0,15.19,15.19,15.19,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2019-10-27,15.34,15.34,15.34,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2019-11-03,15.75,15.75,15.75,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2019-11-10,15.48,15.48,15.48,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2019-11-17,14.88,14.88,14.88,0.0,0.0,15.08,15.08,15.08,0.0,0.0,14.88,14.88,14.88,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-11-24,14.66,14.66,14.66,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-12-01,14.97,14.97,14.97,0.0,0.0,15.31,15.31,15.31,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2019-12-08,15.43,15.43,15.43,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-12-15,16.48,16.48,16.48,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2019-12-22,16.6,16.6,16.6,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.53,16.53,16.53,0.0,0.0
2019-12-29,17.06,17.06,17.06,0.0,0.0,17.13,17.13,17.13,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.86,16.86,16.86,0.0,0.0
