Date,PureFunds ISE Mobile PaymentsEtf_Open_average,PureFunds ISE Mobile PaymentsEtf_Open_max,PureFunds ISE Mobile PaymentsEtf_Open_min,PureFunds ISE Mobile PaymentsEtf_Open_volatility,PureFunds ISE Mobile PaymentsEtf_Open_change,PureFunds ISE Mobile PaymentsEtf_High_average,PureFunds ISE Mobile PaymentsEtf_High_max,PureFunds ISE Mobile PaymentsEtf_High_min,PureFunds ISE Mobile PaymentsEtf_High_volatility,PureFunds ISE Mobile PaymentsEtf_High_change,PureFunds ISE Mobile PaymentsEtf_Low_average,PureFunds ISE Mobile PaymentsEtf_Low_max,PureFunds ISE Mobile PaymentsEtf_Low_min,PureFunds ISE Mobile PaymentsEtf_Low_volatility,PureFunds ISE Mobile PaymentsEtf_Low_change,PureFunds ISE Mobile PaymentsEtf_Close_average,PureFunds ISE Mobile PaymentsEtf_Close_max,PureFunds ISE Mobile PaymentsEtf_Close_min,PureFunds ISE Mobile PaymentsEtf_Close_volatility,PureFunds ISE Mobile PaymentsEtf_Close_change
2019-09-22,47.27,47.27,47.27,0.0,0.0,47.27,47.27,47.27,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-09-29,45.84,45.84,45.84,0.0,0.0,46.58,46.58,46.58,0.0,0.0,45.84,45.84,45.84,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2019-10-06,46.82,46.82,46.82,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-10-13,46.61,46.61,46.61,0.0,0.0,46.61,46.61,46.61,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2019-10-20,46.09,46.09,46.09,0.0,0.0,46.56,46.56,46.56,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2019-10-27,46.69,46.69,46.69,0.0,0.0,47.27,47.27,47.27,0.0,0.0,46.69,46.69,46.69,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2019-11-03,46.75,46.75,46.75,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2019-11-10,47.89,47.89,47.89,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2019-11-17,47.89,47.89,47.89,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.62,47.62,47.62,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2019-11-24,49.2,49.2,49.2,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.9,48.9,48.9,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-12-01,48.61,48.61,48.61,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2019-12-08,48.62,48.62,48.62,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.57,48.57,48.57,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-12-15,49.62,49.62,49.62,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2019-12-22,49.78,49.78,49.78,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-12-29,49.61,49.61,49.61,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.89,49.89,49.89,0.0,0.0
