Date,iShares Broad USD Investment Grade Corporate Bond_Open_average,iShares Broad USD Investment Grade Corporate Bond_Open_max,iShares Broad USD Investment Grade Corporate Bond_Open_min,iShares Broad USD Investment Grade Corporate Bond_Open_volatility,iShares Broad USD Investment Grade Corporate Bond_Open_change,iShares Broad USD Investment Grade Corporate Bond_High_average,iShares Broad USD Investment Grade Corporate Bond_High_max,iShares Broad USD Investment Grade Corporate Bond_High_min,iShares Broad USD Investment Grade Corporate Bond_High_volatility,iShares Broad USD Investment Grade Corporate Bond_High_change,iShares Broad USD Investment Grade Corporate Bond_Low_average,iShares Broad USD Investment Grade Corporate Bond_Low_max,iShares Broad USD Investment Grade Corporate Bond_Low_min,iShares Broad USD Investment Grade Corporate Bond_Low_volatility,iShares Broad USD Investment Grade Corporate Bond_Low_change,iShares Broad USD Investment Grade Corporate Bond_Close_average,iShares Broad USD Investment Grade Corporate Bond_Close_max,iShares Broad USD Investment Grade Corporate Bond_Close_min,iShares Broad USD Investment Grade Corporate Bond_Close_volatility,iShares Broad USD Investment Grade Corporate Bond_Close_change
2018-09-30,52.85,52.85,52.85,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2018-10-07,52.99,52.99,52.99,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.94,52.94,52.94,0.0,0.0
2018-10-14,52.83,52.83,52.83,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2018-10-21,52.86,52.86,52.86,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2018-10-28,52.46,52.46,52.46,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2018-11-04,52.64,52.64,52.64,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-11-11,52.41,52.41,52.41,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2018-11-18,52.43,52.43,52.43,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2018-11-25,52.3,52.3,52.3,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-12-02,52.62,52.62,52.62,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2018-12-09,52.83,52.83,52.83,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2018-12-16,52.7,52.7,52.7,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2018-12-23,52.81,52.81,52.81,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2018-12-30,53.09,53.09,53.09,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-01-06,53.15,53.15,53.15,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-01-13,53.26,53.26,53.26,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-01-20,53.61,53.61,53.61,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2019-01-27,53.78,53.78,53.78,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2019-02-03,54.05,54.05,54.05,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.99,53.99,53.99,0.0,0.0
2019-02-10,54.08,54.08,54.08,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2019-02-17,54.17,54.17,54.17,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-02-24,53.91,53.91,53.91,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-03-03,54.2,54.2,54.2,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2019-03-10,54.39,54.39,54.39,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2019-03-17,55.04,55.04,55.04,0.0,0.0,55.22,55.22,55.22,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2019-03-24,54.97,54.97,54.97,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2019-03-31,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2019-04-07,55.06,55.06,55.06,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-04-14,54.97,54.97,54.97,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2019-04-21,55.28,55.28,55.28,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2019-04-28,55.14,55.14,55.14,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2019-05-05,55.19,55.19,55.19,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2019-05-12,55.31,55.31,55.31,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2019-05-19,55.41,55.41,55.41,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2019-05-26,55.87,55.87,55.87,0.0,0.0,55.93,55.93,55.93,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2019-06-02,56.01,56.01,56.01,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2019-06-09,56.16,56.16,56.16,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2019-06-16,56.92,56.92,56.92,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2019-06-23,56.99,56.99,56.99,0.0,0.0,57.07,57.07,57.07,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2019-06-30,56.94,56.94,56.94,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2019-07-07,56.66,56.66,56.66,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.68,56.68,56.68,0.0,0.0
2019-07-14,57.03,57.03,57.03,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-07-21,57.08,57.08,57.08,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2019-07-28,57.59,57.59,57.59,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2019-08-04,57.89,57.89,57.89,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.85,57.85,57.85,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2019-08-11,58.14,58.14,58.14,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2019-08-18,58.64,58.64,58.64,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2019-08-25,58.7,58.7,58.7,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2019-09-01,58.27,58.27,58.27,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2019-09-08,57.41,57.41,57.41,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2019-09-15,58.21,58.21,58.21,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2019-09-22,58.13,58.13,58.13,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2019-09-29,58.46,58.46,58.46,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2019-10-06,58.05,58.05,58.05,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2019-10-13,58.02,58.02,58.02,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-10-20,57.96,57.96,57.96,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-10-27,58.05,58.05,58.05,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-11-03,57.67,57.67,57.67,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-11-10,57.98,57.98,57.98,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2019-11-17,58.3,58.3,58.3,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2019-11-24,58.04,58.04,58.04,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.94,57.94,57.94,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-12-01,58.31,58.31,58.31,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2019-12-08,58.41,58.41,58.41,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2019-12-15,58.22,58.22,58.22,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2019-12-22,58.26,58.26,58.26,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2019-12-29,58.49,58.49,58.49,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.55,58.55,58.55,0.0,0.0
