Date,PowerShares S&P 500 Momentum Portfolio_Open_average,PowerShares S&P 500 Momentum Portfolio_Open_max,PowerShares S&P 500 Momentum Portfolio_Open_min,PowerShares S&P 500 Momentum Portfolio_Open_volatility,PowerShares S&P 500 Momentum Portfolio_Open_change,PowerShares S&P 500 Momentum Portfolio_High_average,PowerShares S&P 500 Momentum Portfolio_High_max,PowerShares S&P 500 Momentum Portfolio_High_min,PowerShares S&P 500 Momentum Portfolio_High_volatility,PowerShares S&P 500 Momentum Portfolio_High_change,PowerShares S&P 500 Momentum Portfolio_Low_average,PowerShares S&P 500 Momentum Portfolio_Low_max,PowerShares S&P 500 Momentum Portfolio_Low_min,PowerShares S&P 500 Momentum Portfolio_Low_volatility,PowerShares S&P 500 Momentum Portfolio_Low_change,PowerShares S&P 500 Momentum Portfolio_Close_average,PowerShares S&P 500 Momentum Portfolio_Close_max,PowerShares S&P 500 Momentum Portfolio_Close_min,PowerShares S&P 500 Momentum Portfolio_Close_volatility,PowerShares S&P 500 Momentum Portfolio_Close_change
2018-04-29,36.4,36.4,36.4,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2018-05-06,37.46,37.46,37.46,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-05-13,37.35,37.35,37.35,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-05-20,37.11,37.11,37.11,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2018-05-27,37.69,37.69,37.69,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2018-06-03,38.2,38.2,38.2,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2018-06-10,38.03,38.03,38.03,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2018-06-17,37.23,37.23,37.23,0.0,0.0,37.25,37.25,37.25,0.0,0.0,36.75,36.75,36.75,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2018-06-24,36.94,36.94,36.94,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-07-01,37.9,37.9,37.9,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-07-08,38.89,38.89,38.89,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2018-07-15,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2018-07-22,38.84,38.84,38.84,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2018-07-29,38.84,38.84,38.84,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2018-08-05,38.92,38.92,38.92,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-08-12,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2018-08-19,39.54,39.54,39.54,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-08-26,40.11,40.11,40.11,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-09-02,39.52,39.52,39.52,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2018-09-09,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2018-09-16,40.26,40.26,40.26,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2018-09-23,40.89,40.89,40.89,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2018-09-30,39.54,39.54,39.54,0.0,0.0,39.62,39.62,39.62,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-10-07,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-10-14,37.61,37.61,37.61,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2018-10-21,36.33,36.33,36.33,0.0,0.0,36.53,36.53,36.53,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2018-10-28,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-11-04,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-11-11,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-11-18,35.24,35.24,35.24,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2018-11-25,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2018-12-02,35.17,35.17,35.17,0.0,0.0,35.57,35.57,35.57,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2018-12-09,34.64,34.64,34.64,0.0,0.0,34.87,34.87,34.87,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2018-12-16,31.72,31.72,31.72,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-12-23,33.84,33.84,33.84,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2018-12-30,34.24,34.24,34.24,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-01-06,35.19,35.19,35.19,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-01-13,36.31,36.31,36.31,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2019-01-20,35.91,35.91,35.91,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.82,35.82,35.82,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-01-27,36.81,36.81,36.81,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.81,36.81,36.81,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-02-03,36.9,36.9,36.9,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-02-10,37.99,37.99,37.99,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.93,37.93,37.93,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-02-17,38.44,38.44,38.44,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-02-24,38.75,38.75,38.75,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2019-03-03,37.66,37.66,37.66,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.66,37.66,37.66,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-03-10,38.78,38.78,38.78,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-03-17,38.86,38.86,38.86,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2019-03-24,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-03-31,39.4,39.4,39.4,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-04-07,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-04-14,38.66,38.66,38.66,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-04-21,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-04-28,39.16,39.16,39.16,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-05-05,38.48,38.48,38.48,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-05-12,39.09,39.09,39.09,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-05-19,39.35,39.35,39.35,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-05-26,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-06-02,40.4,40.4,40.4,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-06-09,40.31,40.31,40.31,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-06-16,40.95,40.95,40.95,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-06-23,40.75,40.75,40.75,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-06-30,41.22,41.22,41.22,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2019-07-07,41.74,41.74,41.74,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2019-07-14,41.21,41.21,41.21,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-07-21,41.3,41.3,41.3,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2019-07-28,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2019-08-04,40.34,40.34,40.34,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-08-11,40.5,40.5,40.5,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-08-18,39.82,39.82,39.82,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.82,39.82,39.82,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2019-08-25,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2019-09-01,41.13,41.13,41.13,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-09-08,40.38,40.38,40.38,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-09-15,40.52,40.52,40.52,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2019-09-22,40.61,40.61,40.61,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2019-09-29,40.32,40.32,40.32,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-10-06,40.32,40.32,40.32,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-10-13,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-10-20,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2019-10-27,40.49,40.49,40.49,0.0,0.0,40.63,40.63,40.63,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2019-11-03,40.02,40.02,40.02,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2019-11-10,40.89,40.89,40.89,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-11-17,40.76,40.76,40.76,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-11-24,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-12-01,41.13,41.13,41.13,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-12-08,41.61,41.61,41.61,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-12-15,42.14,42.14,42.14,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2019-12-22,41.87,41.87,41.87,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-12-29,41.7,41.7,41.7,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.7,41.7,41.7,0.0,0.0,42.02,42.02,42.02,0.0,0.0
