Date,First Trust Mid Cap Value AlphaDEX_Open_average,First Trust Mid Cap Value AlphaDEX_Open_max,First Trust Mid Cap Value AlphaDEX_Open_min,First Trust Mid Cap Value AlphaDEX_Open_volatility,First Trust Mid Cap Value AlphaDEX_Open_change,First Trust Mid Cap Value AlphaDEX_High_average,First Trust Mid Cap Value AlphaDEX_High_max,First Trust Mid Cap Value AlphaDEX_High_min,First Trust Mid Cap Value AlphaDEX_High_volatility,First Trust Mid Cap Value AlphaDEX_High_change,First Trust Mid Cap Value AlphaDEX_Low_average,First Trust Mid Cap Value AlphaDEX_Low_max,First Trust Mid Cap Value AlphaDEX_Low_min,First Trust Mid Cap Value AlphaDEX_Low_volatility,First Trust Mid Cap Value AlphaDEX_Low_change,First Trust Mid Cap Value AlphaDEX_Close_average,First Trust Mid Cap Value AlphaDEX_Close_max,First Trust Mid Cap Value AlphaDEX_Close_min,First Trust Mid Cap Value AlphaDEX_Close_volatility,First Trust Mid Cap Value AlphaDEX_Close_change
2019-05-26,32.06,32.06,32.06,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-06-02,33.87,33.87,33.87,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-06-09,33.47,33.47,33.47,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2019-06-16,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-06-23,34.77,34.77,34.77,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-06-30,34.67,34.67,34.67,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-07-07,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-07-14,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-07-21,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-07-28,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,31.87,31.87,31.87,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-08-04,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-08-11,32.0,32.0,32.0,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-08-18,30.97,30.97,30.97,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-08-25,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-09-01,32.76,32.76,32.76,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.76,32.76,32.76,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-09-08,34.39,34.39,34.39,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-09-15,33.75,33.75,33.75,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-09-22,33.5,33.5,33.5,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-09-29,32.67,32.67,32.67,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-10-06,32.77,32.77,32.77,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-10-13,33.91,33.91,33.91,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-10-20,34.71,34.71,34.71,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-10-27,35.3,35.3,35.3,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-11-03,35.53,35.53,35.53,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2019-11-10,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2019-11-17,35.27,35.27,35.27,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-11-24,35.09,35.09,35.09,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-12-01,35.32,35.32,35.32,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-12-08,35.77,35.77,35.77,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-12-15,36.1,36.1,36.1,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-12-22,36.04,36.04,36.04,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2019-12-29,35.69,35.69,35.69,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.78,35.78,35.78,0.0,0.0
