Date,PowerShares S&P International Developed High Divid_etf_Open_average,PowerShares S&P International Developed High Divid_etf_Open_max,PowerShares S&P International Developed High Divid_etf_Open_min,PowerShares S&P International Developed High Divid_etf_Open_volatility,PowerShares S&P International Developed High Divid_etf_Open_change,PowerShares S&P International Developed High Divid_etf_High_average,PowerShares S&P International Developed High Divid_etf_High_max,PowerShares S&P International Developed High Divid_etf_High_min,PowerShares S&P International Developed High Divid_etf_High_volatility,PowerShares S&P International Developed High Divid_etf_High_change,PowerShares S&P International Developed High Divid_etf_Low_average,PowerShares S&P International Developed High Divid_etf_Low_max,PowerShares S&P International Developed High Divid_etf_Low_min,PowerShares S&P International Developed High Divid_etf_Low_volatility,PowerShares S&P International Developed High Divid_etf_Low_change,PowerShares S&P International Developed High Divid_etf_Close_average,PowerShares S&P International Developed High Divid_etf_Close_max,PowerShares S&P International Developed High Divid_etf_Close_min,PowerShares S&P International Developed High Divid_etf_Close_volatility,PowerShares S&P International Developed High Divid_etf_Close_change
2018-03-25,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2018-04-01,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2018-04-08,28.81,28.81,28.81,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2018-04-15,28.98,28.98,28.98,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-04-22,28.9,28.9,28.9,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2018-04-29,29.16,29.16,29.16,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2018-05-06,29.1,29.1,29.1,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-05-13,28.97,28.97,28.97,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-05-20,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-05-27,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-06-03,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-06-10,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2018-06-17,27.58,27.58,27.58,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-06-24,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-07-01,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2018-07-08,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2018-07-15,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2018-07-22,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-07-29,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2018-08-05,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-08-12,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2018-08-19,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-08-26,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2018-09-02,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-09-09,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-09-16,28.06,28.06,28.06,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2018-09-23,27.5,27.5,27.5,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2018-09-30,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-10-07,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2018-10-14,26.33,26.33,26.33,0.0,0.0,26.65,26.65,26.65,0.0,0.0,25.56,25.56,25.56,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2018-10-21,26.09,26.09,26.09,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2018-10-28,26.95,26.95,26.95,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-11-04,27.02,27.02,27.02,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2018-11-11,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-11-18,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2018-11-25,26.93,26.93,26.93,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-12-02,26.51,26.51,26.51,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-12-09,25.87,25.87,25.87,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.84,25.84,25.84,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2018-12-16,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2018-12-23,25.89,25.89,25.89,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-12-30,25.89,25.89,25.89,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-01-06,26.68,26.68,26.68,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-01-13,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-01-20,26.86,26.86,26.86,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-01-27,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2019-02-03,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-02-10,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-02-17,27.48,27.48,27.48,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2019-02-24,27.56,27.56,27.56,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-03-03,27.22,27.22,27.22,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-03-10,27.49,27.49,27.49,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-03-17,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-03-24,27.6,27.6,27.6,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-03-31,27.82,27.82,27.82,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-04-07,27.8,27.8,27.8,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2019-04-14,27.89,27.89,27.89,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-04-21,27.73,27.73,27.73,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-04-28,27.99,27.99,27.99,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-05-05,27.55,27.55,27.55,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2019-05-12,27.39,27.39,27.39,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2019-05-19,27.83,27.83,27.83,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-05-26,26.92,26.92,26.92,0.0,0.0,27.48,27.48,27.48,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-06-02,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-06-09,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-06-16,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-06-23,28.02,28.02,28.02,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-06-30,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-07-07,28.3,28.3,28.3,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-07-14,28.45,28.45,28.45,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-07-21,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-07-28,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-08-04,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-08-11,26.74,26.74,26.74,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.74,26.74,26.74,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-08-18,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-08-25,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-09-01,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-09-08,28.22,28.22,28.22,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-09-15,28.38,28.38,28.38,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2019-09-22,27.8,27.8,27.8,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-09-29,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-10-06,27.86,27.86,27.86,0.0,0.0,28.47,28.47,28.47,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-10-13,28.13,28.13,28.13,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-10-20,28.8,28.8,28.8,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-10-27,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-11-03,28.32,28.32,28.32,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-11-10,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-11-17,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-11-24,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-12-01,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2019-12-08,28.7,28.7,28.7,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2019-12-15,28.87,28.87,28.87,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-12-22,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-12-29,28.28,28.28,28.28,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.3,28.3,28.3,0.0,0.0
