Date,iShares Edge MSCI Multifactor Global_etf_Open_average,iShares Edge MSCI Multifactor Global_etf_Open_max,iShares Edge MSCI Multifactor Global_etf_Open_min,iShares Edge MSCI Multifactor Global_etf_Open_volatility,iShares Edge MSCI Multifactor Global_etf_Open_change,iShares Edge MSCI Multifactor Global_etf_High_average,iShares Edge MSCI Multifactor Global_etf_High_max,iShares Edge MSCI Multifactor Global_etf_High_min,iShares Edge MSCI Multifactor Global_etf_High_volatility,iShares Edge MSCI Multifactor Global_etf_High_change,iShares Edge MSCI Multifactor Global_etf_Low_average,iShares Edge MSCI Multifactor Global_etf_Low_max,iShares Edge MSCI Multifactor Global_etf_Low_min,iShares Edge MSCI Multifactor Global_etf_Low_volatility,iShares Edge MSCI Multifactor Global_etf_Low_change,iShares Edge MSCI Multifactor Global_etf_Close_average,iShares Edge MSCI Multifactor Global_etf_Close_max,iShares Edge MSCI Multifactor Global_etf_Close_min,iShares Edge MSCI Multifactor Global_etf_Close_volatility,iShares Edge MSCI Multifactor Global_etf_Close_change
2018-05-20,31.33,31.33,31.33,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-05-27,31.29,31.29,31.29,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-06-03,31.6,31.6,31.6,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2018-06-10,31.4,31.4,31.4,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-06-17,30.7,30.7,30.7,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-06-24,30.15,30.15,30.15,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2018-07-01,30.04,30.04,30.04,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-07-08,30.43,30.43,30.43,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-07-15,30.63,30.63,30.63,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2018-07-22,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-07-29,30.57,30.57,30.57,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-08-05,30.36,30.36,30.36,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2018-08-12,30.05,30.05,30.05,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-08-19,30.62,30.62,30.62,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-08-26,30.74,30.74,30.74,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-09-02,30.24,30.24,30.24,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-09-09,30.52,30.52,30.52,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-09-16,30.98,30.98,30.98,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-09-23,30.75,30.75,30.75,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-09-30,30.26,30.26,30.26,0.0,0.0,30.29,30.29,30.29,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-10-07,28.74,28.74,28.74,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2018-10-14,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2018-10-21,27.43,27.43,27.43,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2018-10-28,28.75,28.75,28.75,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2018-11-04,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2018-11-11,28.33,28.33,28.33,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2018-11-18,27.7,27.7,27.7,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-11-25,28.34,28.34,28.34,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2018-12-02,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2018-12-09,27.34,27.34,27.34,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2018-12-16,25.73,25.73,25.73,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-12-23,26.0,26.0,26.0,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2018-12-30,25.97,25.97,25.97,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.93,25.93,25.93,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-01-06,27.02,27.02,27.02,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-01-13,27.7,27.7,27.7,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-01-20,28.08,28.08,28.08,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-01-27,28.47,28.47,28.47,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-02-03,28.19,28.19,28.19,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-02-10,28.95,28.95,28.95,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-02-17,29.25,29.25,29.25,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-02-24,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-03-03,28.33,28.33,28.33,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-03-10,29.15,29.15,29.15,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-03-17,29.12,29.12,29.12,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2019-03-24,29.02,29.02,29.02,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-03-31,29.79,29.79,29.79,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-04-07,29.77,29.77,29.77,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-04-14,29.56,29.56,29.56,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-04-21,29.52,29.52,29.52,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-04-28,29.53,29.53,29.53,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-05-05,28.26,28.26,28.26,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-05-12,28.4,28.4,28.4,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-05-19,28.02,28.02,28.02,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-05-26,27.53,27.53,27.53,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-06-02,28.59,28.59,28.59,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-06-09,28.75,28.75,28.75,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-06-16,29.09,29.09,29.09,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-06-23,29.16,29.16,29.16,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-06-30,29.45,29.45,29.45,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-07-07,29.63,29.63,29.63,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-07-14,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-07-21,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2019-07-28,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-08-04,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-08-11,27.76,27.76,27.76,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-08-18,28.03,28.03,28.03,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-08-25,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-09-01,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2019-09-08,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-09-15,29.21,29.21,29.21,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2019-09-22,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-09-29,28.44,28.44,28.44,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-10-06,28.91,28.91,28.91,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-10-13,29.14,29.14,29.14,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-10-20,29.54,29.54,29.54,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-10-27,29.89,29.89,29.89,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.89,29.89,29.89,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-11-03,30.32,30.32,30.32,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-11-10,30.39,30.39,30.39,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-11-17,30.51,30.51,30.51,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2019-11-24,30.67,30.67,30.67,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-12-01,30.67,30.67,30.67,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2019-12-08,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-12-15,31.07,31.07,31.07,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-12-22,31.22,31.22,31.22,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2019-12-29,31.16,31.16,31.16,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.17,31.17,31.17,0.0,0.0
