Date,Direxion NASDAQ-100 Equal Weighted Shares_etf_Open_average,Direxion NASDAQ-100 Equal Weighted Shares_etf_Open_max,Direxion NASDAQ-100 Equal Weighted Shares_etf_Open_min,Direxion NASDAQ-100 Equal Weighted Shares_etf_Open_volatility,Direxion NASDAQ-100 Equal Weighted Shares_etf_Open_change,Direxion NASDAQ-100 Equal Weighted Shares_etf_High_average,Direxion NASDAQ-100 Equal Weighted Shares_etf_High_max,Direxion NASDAQ-100 Equal Weighted Shares_etf_High_min,Direxion NASDAQ-100 Equal Weighted Shares_etf_High_volatility,Direxion NASDAQ-100 Equal Weighted Shares_etf_High_change,Direxion NASDAQ-100 Equal Weighted Shares_etf_Low_average,Direxion NASDAQ-100 Equal Weighted Shares_etf_Low_max,Direxion NASDAQ-100 Equal Weighted Shares_etf_Low_min,Direxion NASDAQ-100 Equal Weighted Shares_etf_Low_volatility,Direxion NASDAQ-100 Equal Weighted Shares_etf_Low_change,Direxion NASDAQ-100 Equal Weighted Shares_etf_Close_average,Direxion NASDAQ-100 Equal Weighted Shares_etf_Close_max,Direxion NASDAQ-100 Equal Weighted Shares_etf_Close_min,Direxion NASDAQ-100 Equal Weighted Shares_etf_Close_volatility,Direxion NASDAQ-100 Equal Weighted Shares_etf_Close_change
2018-03-25,43.51,43.51,43.51,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-04-01,43.46,43.46,43.46,0.0,0.0,43.69,43.69,43.69,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2018-04-08,44.37,44.37,44.37,0.0,0.0,44.44,44.44,44.44,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-04-15,44.31,44.31,44.31,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2018-04-22,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-04-29,42.97,42.97,42.97,0.0,0.0,44.14,44.14,44.14,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2018-05-06,44.91,44.91,44.91,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2018-05-13,44.82,44.82,44.82,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2018-05-20,44.78,44.78,44.78,0.0,0.0,45.14,45.14,45.14,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2018-05-27,44.83,44.83,44.83,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.83,44.83,44.83,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2018-06-03,45.66,45.66,45.66,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2018-06-10,46.84,46.84,46.84,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-06-17,46.37,46.37,46.37,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2018-06-24,45.09,45.09,45.09,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2018-07-01,45.6,45.6,45.6,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.6,45.6,45.6,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2018-07-08,46.97,46.97,46.97,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2018-07-15,47.0,47.0,47.0,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2018-07-22,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2018-07-29,46.85,46.85,46.85,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2018-08-05,46.52,46.52,46.52,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2018-08-12,46.37,46.37,46.37,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2018-08-19,46.76,46.76,46.76,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.76,46.76,46.76,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2018-08-26,47.3,47.3,47.3,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-09-02,46.29,46.29,46.29,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-09-09,47.3,47.3,47.3,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2018-09-16,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-09-23,47.32,47.32,47.32,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2018-09-30,46.26,46.26,46.26,0.0,0.0,46.46,46.46,46.46,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2018-10-07,44.18,44.18,44.18,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.49,43.49,43.49,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2018-10-14,44.59,44.59,44.59,0.0,0.0,44.65,44.65,44.65,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-10-21,41.61,41.61,41.61,0.0,0.0,42.69,42.69,42.69,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2018-10-28,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-11-04,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2018-11-11,43.83,43.83,43.83,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.66,43.66,43.66,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-11-18,42.32,42.32,42.32,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-11-25,44.33,44.33,44.33,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2018-12-02,43.51,43.51,43.51,0.0,0.0,43.9,43.9,43.9,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2018-12-09,42.72,42.72,42.72,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2018-12-16,40.37,40.37,40.37,0.0,0.0,40.51,40.51,40.51,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2018-12-23,40.59,40.59,40.59,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2018-12-30,40.46,40.46,40.46,0.0,0.0,41.57,41.57,41.57,0.0,0.0,40.38,40.38,40.38,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-01-06,42.87,42.87,42.87,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.61,42.61,42.61,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-01-13,43.97,43.97,43.97,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.69,43.69,43.69,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2019-01-20,44.12,44.12,44.12,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-01-27,45.47,45.47,45.47,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2019-02-03,45.41,45.41,45.41,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2019-02-10,47.05,47.05,47.05,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.85,46.85,46.85,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2019-02-17,46.9,46.9,46.9,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.85,46.85,46.85,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2019-02-24,47.42,47.42,47.42,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2019-03-03,45.71,45.71,45.71,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.53,45.53,45.53,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-03-10,47.45,47.45,47.45,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2019-03-17,48.11,48.11,48.11,0.0,0.0,48.27,48.27,48.27,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-03-24,47.69,47.69,47.69,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2019-03-31,49.33,49.33,49.33,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-04-07,49.55,49.55,49.55,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-04-14,49.57,49.57,49.57,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2019-04-21,49.91,49.91,49.91,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.48,49.48,49.48,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-04-28,50.19,50.19,50.19,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2019-05-05,48.68,48.68,48.68,0.0,0.0,49.05,49.05,49.05,0.0,0.0,47.8,47.8,47.8,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2019-05-12,48.34,48.34,48.34,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-05-19,47.17,47.17,47.17,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2019-05-26,45.84,45.84,45.84,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2019-06-02,47.49,47.49,47.49,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2019-06-09,48.24,48.24,48.24,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2019-06-16,49.7,49.7,49.7,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2019-06-23,49.58,49.58,49.58,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2019-06-30,50.5,50.5,50.5,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-07-07,50.75,50.75,50.75,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.66,50.66,50.66,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-07-14,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-07-21,51.35,51.35,51.35,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-07-28,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2019-08-04,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2019-08-11,48.21,48.21,48.21,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-08-18,49.02,49.02,49.02,0.0,0.0,49.29,49.29,49.29,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2019-08-25,49.39,49.39,49.39,0.0,0.0,49.45,49.45,49.45,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2019-09-01,50.45,50.45,50.45,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-09-08,50.87,50.87,50.87,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-09-15,50.63,50.63,50.63,0.0,0.0,50.64,50.64,50.64,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-09-22,49.69,49.69,49.69,0.0,0.0,49.73,49.73,49.73,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2019-09-29,48.81,48.81,48.81,0.0,0.0,49.3,49.3,49.3,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-10-06,49.75,49.75,49.75,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2019-10-13,50.44,50.44,50.44,0.0,0.0,50.5,50.5,50.5,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-10-20,50.63,50.63,50.63,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.63,50.63,50.63,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-10-27,51.61,51.61,51.61,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2019-11-03,52.08,52.08,52.08,0.0,0.0,52.32,52.32,52.32,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2019-11-10,52.67,52.67,52.67,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2019-11-17,52.35,52.35,52.35,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-11-24,53.3,53.3,53.3,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2019-12-01,53.04,53.04,53.04,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2019-12-08,53.9,53.9,53.9,0.0,0.0,54.25,54.25,54.25,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-12-15,55.07,55.07,55.07,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2019-12-22,55.35,55.35,55.35,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2019-12-29,54.88,54.88,54.88,0.0,0.0,55.38,55.38,55.38,0.0,0.0,54.7,54.7,54.7,0.0,0.0,55.21,55.21,55.21,0.0,0.0
