Date,Victory CEMP US Small Cap Volatility Weighted_Open_average,Victory CEMP US Small Cap Volatility Weighted_Open_max,Victory CEMP US Small Cap Volatility Weighted_Open_min,Victory CEMP US Small Cap Volatility Weighted_Open_volatility,Victory CEMP US Small Cap Volatility Weighted_Open_change,Victory CEMP US Small Cap Volatility Weighted_High_average,Victory CEMP US Small Cap Volatility Weighted_High_max,Victory CEMP US Small Cap Volatility Weighted_High_min,Victory CEMP US Small Cap Volatility Weighted_High_volatility,Victory CEMP US Small Cap Volatility Weighted_High_change,Victory CEMP US Small Cap Volatility Weighted_Low_average,Victory CEMP US Small Cap Volatility Weighted_Low_max,Victory CEMP US Small Cap Volatility Weighted_Low_min,Victory CEMP US Small Cap Volatility Weighted_Low_volatility,Victory CEMP US Small Cap Volatility Weighted_Low_change,Victory CEMP US Small Cap Volatility Weighted_Close_average,Victory CEMP US Small Cap Volatility Weighted_Close_max,Victory CEMP US Small Cap Volatility Weighted_Close_min,Victory CEMP US Small Cap Volatility Weighted_Close_volatility,Victory CEMP US Small Cap Volatility Weighted_Close_change
2016-03-20,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2016-03-27,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2016-04-03,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2016-04-10,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2016-04-17,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2016-04-24,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2016-05-01,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2016-05-08,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2016-05-15,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2016-05-22,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2016-05-29,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2016-06-05,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2016-06-12,34.51,34.51,34.51,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2016-06-19,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2016-06-26,34.05,34.05,34.05,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2016-07-03,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2016-07-10,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2016-07-17,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2016-07-24,35.85,35.85,35.85,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2016-07-31,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2016-08-07,36.34,36.34,36.34,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2016-08-14,36.37,36.37,36.37,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2016-08-21,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2016-08-28,36.84,36.84,36.84,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2016-09-04,36.07,36.07,36.07,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2016-09-11,36.4,36.4,36.4,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2016-09-18,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2016-09-25,36.61,36.61,36.61,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2016-10-02,36.83,36.83,36.83,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2016-10-09,36.28,36.28,36.28,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2016-10-16,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2016-10-23,35.67,35.67,35.67,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2016-10-30,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2016-11-06,38.31,38.31,38.31,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.31,38.31,38.31,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2016-11-13,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2016-11-20,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2016-11-27,40.49,40.49,40.49,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2016-12-04,42.25,42.25,42.25,0.0,0.0,42.25,42.25,42.25,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2016-12-11,41.82,41.82,41.82,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2016-12-18,41.9,41.9,41.9,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2016-12-25,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-01-01,41.9,41.9,41.9,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2017-01-08,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2017-01-15,40.65,40.65,40.65,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2017-01-22,40.88,40.88,40.88,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2017-01-29,41.27,41.27,41.27,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2017-02-05,41.94,41.94,41.94,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2017-02-12,41.85,41.85,41.85,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2017-02-19,41.71,41.71,41.71,0.0,0.0,42.23,42.23,42.23,0.0,0.0,41.71,41.71,41.71,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2017-02-26,41.57,41.57,41.57,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-03-05,41.09,41.09,41.09,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2017-03-12,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2017-03-19,40.59,40.59,40.59,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2017-03-26,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2017-04-02,41.06,41.06,41.06,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.81,40.81,40.81,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2017-04-09,40.44,40.44,40.44,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2017-04-16,42.34,42.34,42.34,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2017-04-23,42.35,42.35,42.35,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2017-04-30,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2017-05-07,41.78,41.78,41.78,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2017-05-14,41.21,41.21,41.21,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2017-05-21,41.05,41.05,41.05,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2017-05-28,41.92,41.92,41.92,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2017-06-04,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2017-06-11,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2017-06-18,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2017-06-25,42.7,42.7,42.7,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2017-07-02,42.2,42.2,42.2,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2017-07-09,42.25,42.25,42.25,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2017-07-16,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2017-07-23,42.57,42.57,42.57,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2017-07-30,42.41,42.41,42.41,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2017-08-06,41.83,41.83,41.83,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2017-08-13,40.77,40.77,40.77,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2017-08-20,40.96,40.96,40.96,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2017-08-27,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2017-09-03,41.99,41.99,41.99,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2017-09-10,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2017-09-17,43.14,43.14,43.14,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2017-09-24,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2017-10-01,45.05,45.05,45.05,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2017-10-08,45.19,45.19,45.19,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2017-10-15,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2017-10-22,45.11,45.11,45.11,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2017-10-29,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2017-11-05,43.95,43.95,43.95,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2017-11-12,44.91,44.91,44.91,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2017-11-19,45.44,45.44,45.44,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2017-11-26,46.99,46.99,46.99,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2017-12-03,45.86,45.86,45.86,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2017-12-10,46.75,46.75,46.75,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2017-12-17,46.31,46.31,46.31,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2017-12-24,46.41,46.41,46.41,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2017-12-31,46.58,46.58,46.58,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.49,46.49,46.49,0.0,0.0
