Date,iShares Currency Hedged MSCI United Kingdom_Open_average,iShares Currency Hedged MSCI United Kingdom_Open_max,iShares Currency Hedged MSCI United Kingdom_Open_min,iShares Currency Hedged MSCI United Kingdom_Open_volatility,iShares Currency Hedged MSCI United Kingdom_Open_change,iShares Currency Hedged MSCI United Kingdom_High_average,iShares Currency Hedged MSCI United Kingdom_High_max,iShares Currency Hedged MSCI United Kingdom_High_min,iShares Currency Hedged MSCI United Kingdom_High_volatility,iShares Currency Hedged MSCI United Kingdom_High_change,iShares Currency Hedged MSCI United Kingdom_Low_average,iShares Currency Hedged MSCI United Kingdom_Low_max,iShares Currency Hedged MSCI United Kingdom_Low_min,iShares Currency Hedged MSCI United Kingdom_Low_volatility,iShares Currency Hedged MSCI United Kingdom_Low_change,iShares Currency Hedged MSCI United Kingdom_Close_average,iShares Currency Hedged MSCI United Kingdom_Close_max,iShares Currency Hedged MSCI United Kingdom_Close_min,iShares Currency Hedged MSCI United Kingdom_Close_volatility,iShares Currency Hedged MSCI United Kingdom_Close_change
2018-04-15,23.72,23.72,23.72,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-04-22,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-04-29,24.25,24.25,24.25,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-05-06,24.94,24.94,24.94,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-05-13,25.12,25.12,25.12,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-05-20,24.95,24.95,24.95,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-05-27,24.97,24.97,24.97,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-06-03,24.93,24.93,24.93,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-06-10,24.77,24.77,24.77,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-06-17,24.84,24.84,24.84,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-06-24,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2018-07-01,24.02,24.02,24.02,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-07-08,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-07-15,24.24,24.24,24.24,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2018-07-22,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-07-29,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-08-05,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2018-08-12,24.05,24.05,24.05,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-08-19,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-08-26,23.79,23.79,23.79,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-09-02,23.29,23.29,23.29,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2018-09-09,23.4,23.4,23.4,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2018-09-16,24.01,24.01,24.01,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-09-23,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2018-09-30,23.54,23.54,23.54,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-10-07,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2018-10-14,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-10-21,22.23,22.23,22.23,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-10-28,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2018-11-04,22.95,22.95,22.95,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2018-11-11,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-11-18,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2018-11-25,22.67,22.67,22.67,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-12-02,22.27,22.27,22.27,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-12-09,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-12-16,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-12-23,21.45,21.45,21.45,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-12-30,21.77,21.77,21.77,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-01-06,22.09,22.09,22.09,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2019-01-13,22.25,22.25,22.25,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-01-20,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-01-27,22.38,22.38,22.38,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2019-02-03,22.68,22.68,22.68,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2019-02-10,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-02-17,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-02-24,22.94,22.94,22.94,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.91,22.91,22.91,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-03-03,22.98,22.98,22.98,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.94,22.94,22.94,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-03-10,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2019-03-17,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2019-03-24,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-03-31,24.13,24.13,24.13,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-04-07,24.11,24.11,24.11,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-04-14,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-04-21,24.15,24.15,24.15,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-04-28,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-05-05,23.59,23.59,23.59,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-05-12,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2019-05-19,23.75,23.75,23.75,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-05-26,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2019-06-02,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-06-09,24.11,24.11,24.11,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-06-16,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-06-23,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-06-30,24.21,24.21,24.21,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-07-07,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-07-14,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-07-21,24.21,24.21,24.21,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-07-28,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-08-04,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-08-11,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2019-08-18,23.11,23.11,23.11,0.0,0.0,23.13,23.13,23.13,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-08-25,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2019-09-01,23.54,23.54,23.54,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2019-09-08,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-09-15,23.92,23.92,23.92,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-09-22,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-09-29,23.19,23.19,23.19,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-10-06,23.62,23.62,23.62,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-10-13,23.21,23.21,23.21,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2019-10-20,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-10-27,23.72,23.72,23.72,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-11-03,24.0,24.0,24.0,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-11-10,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-11-17,23.98,23.98,23.98,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-11-24,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-12-01,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-12-08,24.17,24.17,24.17,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2019-12-15,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-12-22,24.55,24.55,24.55,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-12-29,24.4,24.4,24.4,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.45,24.45,24.45,0.0,0.0
