Date,SPDR S&P Emerging Markets Small Cap_Open_average,SPDR S&P Emerging Markets Small Cap_Open_max,SPDR S&P Emerging Markets Small Cap_Open_min,SPDR S&P Emerging Markets Small Cap_Open_volatility,SPDR S&P Emerging Markets Small Cap_Open_change,SPDR S&P Emerging Markets Small Cap_High_average,SPDR S&P Emerging Markets Small Cap_High_max,SPDR S&P Emerging Markets Small Cap_High_min,SPDR S&P Emerging Markets Small Cap_High_volatility,SPDR S&P Emerging Markets Small Cap_High_change,SPDR S&P Emerging Markets Small Cap_Low_average,SPDR S&P Emerging Markets Small Cap_Low_max,SPDR S&P Emerging Markets Small Cap_Low_min,SPDR S&P Emerging Markets Small Cap_Low_volatility,SPDR S&P Emerging Markets Small Cap_Low_change,SPDR S&P Emerging Markets Small Cap_Close_average,SPDR S&P Emerging Markets Small Cap_Close_max,SPDR S&P Emerging Markets Small Cap_Close_min,SPDR S&P Emerging Markets Small Cap_Close_volatility,SPDR S&P Emerging Markets Small Cap_Close_change
2018-09-30,42.71,42.71,42.71,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2018-10-07,41.92,41.92,41.92,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-10-14,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2018-10-21,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0,39.73,39.73,39.73,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2018-10-28,42.56,42.56,42.56,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.56,42.56,42.56,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2018-11-04,42.12,42.12,42.12,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2018-11-11,42.76,42.76,42.76,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-11-18,42.4,42.4,42.4,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2018-11-25,44.0,44.0,44.0,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.79,43.79,43.79,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-12-02,41.81,41.81,41.81,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2018-12-09,42.14,42.14,42.14,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2018-12-16,40.35,40.35,40.35,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-12-23,41.27,41.27,41.27,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2018-12-30,41.85,41.85,41.85,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2019-01-06,42.14,42.14,42.14,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2019-01-13,42.97,42.97,42.97,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-01-20,43.05,43.05,43.05,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-01-27,43.91,43.91,43.91,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2019-02-03,43.75,43.75,43.75,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2019-02-10,43.56,43.56,43.56,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2019-02-17,44.62,44.62,44.62,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2019-02-24,44.37,44.37,44.37,0.0,0.0,44.37,44.37,44.37,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2019-03-03,44.08,44.08,44.08,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2019-03-10,44.93,44.93,44.93,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2019-03-17,44.07,44.07,44.07,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2019-03-24,45.0,45.0,45.0,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2019-03-31,45.47,45.47,45.47,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-04-07,45.44,45.44,45.44,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-04-14,45.43,45.43,45.43,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2019-04-21,45.07,45.07,45.07,0.0,0.0,45.07,45.07,45.07,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-04-28,44.1,44.1,44.1,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2019-05-05,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2019-05-12,41.75,41.75,41.75,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-05-19,42.23,42.23,42.23,0.0,0.0,42.23,42.23,42.23,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2019-05-26,43.18,43.18,43.18,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-06-02,43.49,43.49,43.49,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-06-09,43.2,43.2,43.2,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-06-16,44.34,44.34,44.34,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-06-23,45.31,45.31,45.31,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2019-06-30,44.95,44.95,44.95,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2019-07-07,45.52,45.52,45.52,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2019-07-14,45.34,45.34,45.34,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-07-21,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2019-07-28,42.46,42.46,42.46,0.0,0.0,42.59,42.59,42.59,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2019-08-04,43.15,43.15,43.15,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2019-08-11,43.39,43.39,43.39,0.0,0.0,43.39,43.39,43.39,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2019-08-18,42.56,42.56,42.56,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-08-25,43.3,43.3,43.3,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2019-09-01,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2019-09-08,44.66,44.66,44.66,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2019-09-15,44.04,44.04,44.04,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-09-22,43.33,43.33,43.33,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2019-09-29,43.49,43.49,43.49,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2019-10-06,43.86,43.86,43.86,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-10-13,44.39,44.39,44.39,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2019-10-20,44.99,44.99,44.99,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2019-10-27,45.26,45.26,45.26,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2019-11-03,44.7,44.7,44.7,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2019-11-10,44.7,44.7,44.7,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2019-11-17,44.49,44.49,44.49,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2019-11-24,44.17,44.17,44.17,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2019-12-01,44.65,44.65,44.65,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2019-12-08,45.85,45.85,45.85,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2019-12-15,45.28,45.28,45.28,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2019-12-22,45.87,45.87,45.87,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2019-12-29,46.24,46.24,46.24,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.14,46.14,46.14,0.0,0.0
