Date,ATEC_stock_Open_average,ATEC_stock_Open_max,ATEC_stock_Open_min,ATEC_stock_Open_volatility,ATEC_stock_Open_change,ATEC_stock_High_average,ATEC_stock_High_max,ATEC_stock_High_min,ATEC_stock_High_volatility,ATEC_stock_High_change,ATEC_stock_Low_average,ATEC_stock_Low_max,ATEC_stock_Low_min,ATEC_stock_Low_volatility,ATEC_stock_Low_change,ATEC_stock_Close_average,ATEC_stock_Close_max,ATEC_stock_Close_min,ATEC_stock_Close_volatility,ATEC_stock_Close_change,ATEC_stock_Volume_average,ATEC_stock_Volume_max,ATEC_stock_Volume_min,ATEC_stock_Volume_volatility,ATEC_stock_Volume_change
2019-10-13,5.272,5.52,5.06,0.45999999999999996,0.45999999999999996,5.456,5.6,5.21,0.3899999999999997,0.3899999999999997,5.1819999999999995,5.35,5.01,0.33999999999999986,0.27000000000000046,5.334,5.48,5.18,0.3000000000000007,0.20000000000000018,226822,314253,156750,157503,-41743
2019-10-20,5.642,5.89,5.44,0.4499999999999993,0.2999999999999998,5.843999999999999,6.0,5.6,0.40000000000000036,0.29000000000000004,5.574,5.71,5.4,0.3099999999999996,0.3099999999999996,5.7219999999999995,5.89,5.49,0.39999999999999947,0.2699999999999996,327008,654784,156574,498210,39223
2019-10-27,6.13,6.8,5.75,1.0499999999999998,1.0499999999999998,6.478,7.06,5.92,1.1399999999999997,1.1399999999999997,6.03,6.59,5.75,0.8399999999999999,0.8399999999999999,6.31,6.88,5.8,1.08,0.9100000000000001,676247,1409843,354674,1055169,225090
2019-11-03,6.918,7.02,6.83,0.1899999999999995,0.040000000000000036,7.118,7.24,6.98,0.2599999999999998,-0.15999999999999925,6.772,6.82,6.71,0.11000000000000032,-0.020000000000000462,6.886,7.05,6.74,0.3099999999999996,-0.1899999999999995,533770,970934,359476,611458,-611458
2019-11-10,6.782,7.05,6.56,0.4900000000000002,0.3899999999999997,6.9879999999999995,7.22,6.73,0.4899999999999993,0.4899999999999993,6.682,6.9,6.44,0.45999999999999996,0.45999999999999996,6.896,7.18,6.55,0.6299999999999999,0.6299999999999999,292858,353552,204644,148908,22200
2019-11-17,7.314,7.53,7.2,0.33000000000000007,0.009999999999999787,7.52,7.68,7.33,0.34999999999999964,-0.1299999999999999,7.168,7.26,7.09,0.16999999999999993,0.07000000000000028,7.3260000000000005,7.53,7.17,0.3600000000000003,-0.08999999999999986,371678,473217,232315,240902,-207561
2019-11-24,7.14,7.31,7.07,0.23999999999999932,-0.22999999999999954,7.2575,7.49,7.14,0.35000000000000053,-0.33000000000000007,6.9075,7.07,6.68,0.39000000000000057,-0.1200000000000001,7.115,7.23,7.05,0.1800000000000006,-0.04999999999999982,235158,377880,123804,254076,-254076
2019-12-01,6.894,7.0,6.77,0.23000000000000043,-0.11000000000000032,6.99,7.04,6.93,0.11000000000000032,-0.11000000000000032,6.774,6.83,6.68,0.15000000000000036,-0.1299999999999999,6.843999999999999,6.89,6.72,0.16999999999999993,-0.1299999999999999,314275,585014,213734,371280,-50193
2019-12-08,6.59,6.73,6.48,0.25,-0.17000000000000082,6.664,6.79,6.6,0.1900000000000004,-0.16999999999999993,6.468,6.56,6.37,0.1899999999999995,-0.05999999999999961,6.562,6.6,6.51,0.08999999999999986,-0.02999999999999936,248885,309495,136925,172570,-135293
2019-12-15,7.214,7.69,6.57,1.12,0.6399999999999997,7.458,7.75,6.98,0.7699999999999996,0.2699999999999996,6.976,7.24,6.53,0.71,0.4299999999999997,7.248,7.65,6.91,0.7400000000000002,0.10999999999999943,379259,687023,251160,435863,24316
2019-12-22,7.17,7.35,7.02,0.33000000000000007,0.33000000000000007,7.27,7.35,7.14,0.20999999999999996,0.20999999999999996,7.0075,7.11,6.91,0.20000000000000018,0.13999999999999968,7.13,7.27,7.05,0.21999999999999975,0.040000000000000036,162775,210306,136139,74167,68732
2019-12-29,7.035,7.13,6.9,0.22999999999999954,-0.1899999999999995,7.1274999999999995,7.22,6.97,0.25,-0.25,6.8100000000000005,6.95,6.73,0.21999999999999975,-0.20999999999999996,6.9825,7.09,6.82,0.2699999999999996,-0.22999999999999954,510512,808145,223583,584562,-324572
