Date,iShares Russell Mid-Cap Growth_Open_average,iShares Russell Mid-Cap Growth_Open_max,iShares Russell Mid-Cap Growth_Open_min,iShares Russell Mid-Cap Growth_Open_volatility,iShares Russell Mid-Cap Growth_Open_change,iShares Russell Mid-Cap Growth_High_average,iShares Russell Mid-Cap Growth_High_max,iShares Russell Mid-Cap Growth_High_min,iShares Russell Mid-Cap Growth_High_volatility,iShares Russell Mid-Cap Growth_High_change,iShares Russell Mid-Cap Growth_Low_average,iShares Russell Mid-Cap Growth_Low_max,iShares Russell Mid-Cap Growth_Low_min,iShares Russell Mid-Cap Growth_Low_volatility,iShares Russell Mid-Cap Growth_Low_change,iShares Russell Mid-Cap Growth_Close_average,iShares Russell Mid-Cap Growth_Close_max,iShares Russell Mid-Cap Growth_Close_min,iShares Russell Mid-Cap Growth_Close_volatility,iShares Russell Mid-Cap Growth_Close_change
2018-06-10,130.95,130.95,130.95,0.0,0.0,131.83,131.83,131.83,0.0,0.0,130.68,130.68,130.68,0.0,0.0,131.78,131.78,131.78,0.0,0.0
2018-06-17,129.25,129.25,129.25,0.0,0.0,129.34,129.34,129.34,0.0,0.0,126.75,126.75,126.75,0.0,0.0,127.42,127.42,127.42,0.0,0.0
2018-06-24,125.89,125.89,125.89,0.0,0.0,127.28,127.28,127.28,0.0,0.0,125.62,125.62,125.62,0.0,0.0,127.25,127.25,127.25,0.0,0.0
2018-07-01,129.7,129.7,129.7,0.0,0.0,130.18,130.18,130.18,0.0,0.0,129.31,129.31,129.31,0.0,0.0,130.18,130.18,130.18,0.0,0.0
2018-07-08,131.24,131.24,131.24,0.0,0.0,131.34,131.34,131.34,0.0,0.0,130.31,130.31,130.31,0.0,0.0,130.53,130.53,130.53,0.0,0.0
2018-07-15,131.58,131.58,131.58,0.0,0.0,131.99,131.99,131.99,0.0,0.0,131.02,131.02,131.02,0.0,0.0,131.68,131.68,131.68,0.0,0.0
2018-07-22,130.08,130.08,130.08,0.0,0.0,130.26,130.26,130.26,0.0,0.0,127.71,127.71,127.71,0.0,0.0,128.02,128.02,128.02,0.0,0.0
2018-07-29,130.49,130.49,130.49,0.0,0.0,131.47,131.47,131.47,0.0,0.0,130.36,130.36,130.36,0.0,0.0,131.47,131.47,131.47,0.0,0.0
2018-08-05,131.48,131.48,131.48,0.0,0.0,131.96,131.96,131.96,0.0,0.0,130.52,130.52,130.52,0.0,0.0,130.78,130.78,130.78,0.0,0.0
2018-08-12,132.28,132.28,132.28,0.0,0.0,132.78,132.78,132.78,0.0,0.0,131.91,131.91,131.91,0.0,0.0,132.55,132.55,132.55,0.0,0.0
2018-08-19,135.57,135.57,135.57,0.0,0.0,136.23,136.23,136.23,0.0,0.0,135.57,135.57,135.57,0.0,0.0,135.87,135.87,135.87,0.0,0.0
2018-08-26,135.83,135.83,135.83,0.0,0.0,136.67,136.67,136.67,0.0,0.0,135.83,135.83,135.83,0.0,0.0,136.61,136.61,136.61,0.0,0.0
2018-09-02,135.93,135.93,135.93,0.0,0.0,136.18,136.18,136.18,0.0,0.0,135.47,135.47,135.47,0.0,0.0,136.04,136.04,136.04,0.0,0.0
2018-09-09,137.34,137.34,137.34,0.0,0.0,137.48,137.48,137.48,0.0,0.0,135.38,135.38,135.38,0.0,0.0,135.53,135.53,135.53,0.0,0.0
2018-09-16,135.74,135.74,135.74,0.0,0.0,136.06,136.06,136.06,0.0,0.0,135.22,135.22,135.22,0.0,0.0,135.95,135.95,135.95,0.0,0.0
2018-09-23,136.24,136.24,136.24,0.0,0.0,136.29,136.29,136.29,0.0,0.0,134.58,134.58,134.58,0.0,0.0,134.84,134.84,134.84,0.0,0.0
2018-09-30,130.32,130.32,130.32,0.0,0.0,130.49,130.49,130.49,0.0,0.0,128.18,128.18,128.18,0.0,0.0,129.45,129.45,129.45,0.0,0.0
2018-10-07,124.01,124.01,124.01,0.0,0.0,124.97,124.97,124.97,0.0,0.0,123.44,123.44,123.44,0.0,0.0,123.95,123.95,123.95,0.0,0.0
2018-10-14,123.49,123.49,123.49,0.0,0.0,123.67,123.67,123.67,0.0,0.0,122.35,122.35,122.35,0.0,0.0,123.17,123.17,123.17,0.0,0.0
2018-10-21,120.07,120.07,120.07,0.0,0.0,120.73,120.73,120.73,0.0,0.0,115.7,115.7,115.7,0.0,0.0,117.36,117.36,117.36,0.0,0.0
2018-10-28,124.35,124.35,124.35,0.0,0.0,124.35,124.35,124.35,0.0,0.0,122.89,122.89,122.89,0.0,0.0,124.0,124.0,124.0,0.0,0.0
2018-11-04,124.71,124.71,124.71,0.0,0.0,124.82,124.82,124.82,0.0,0.0,121.99,121.99,121.99,0.0,0.0,122.11,122.11,122.11,0.0,0.0
2018-11-11,123.09,123.09,123.09,0.0,0.0,123.09,123.09,123.09,0.0,0.0,119.48,119.48,119.48,0.0,0.0,119.73,119.73,119.73,0.0,0.0
2018-11-18,120.97,120.97,120.97,0.0,0.0,121.87,121.87,121.87,0.0,0.0,120.79,120.79,120.79,0.0,0.0,121.8,121.8,121.8,0.0,0.0
2018-11-25,127.32,127.32,127.32,0.0,0.0,127.65,127.65,127.65,0.0,0.0,125.81,125.81,125.81,0.0,0.0,127.06,127.06,127.06,0.0,0.0
2018-12-02,118.61,118.61,118.61,0.0,0.0,119.72,119.72,119.72,0.0,0.0,117.08,117.08,117.08,0.0,0.0,119.24,119.24,119.24,0.0,0.0
2018-12-09,116.85,116.85,116.85,0.0,0.0,117.11,117.11,117.11,0.0,0.0,113.76,113.76,113.76,0.0,0.0,114.33,114.33,114.33,0.0,0.0
2018-12-16,107.38,107.38,107.38,0.0,0.0,108.22,108.22,108.22,0.0,0.0,105.97,105.97,105.97,0.0,0.0,106.03,106.03,106.03,0.0,0.0
2018-12-23,113.25,113.25,113.25,0.0,0.0,113.71,113.71,113.71,0.0,0.0,112.36,112.36,112.36,0.0,0.0,113.71,113.71,113.71,0.0,0.0
2018-12-30,114.59,114.59,114.59,0.0,0.0,117.01,117.01,117.01,0.0,0.0,114.59,114.59,114.59,0.0,0.0,116.22,116.22,116.22,0.0,0.0
2019-01-06,118.71,118.71,118.71,0.0,0.0,119.31,119.31,119.31,0.0,0.0,118.37,118.37,118.37,0.0,0.0,118.71,118.71,118.71,0.0,0.0
2019-01-13,122.62,122.62,122.62,0.0,0.0,123.96,123.96,123.96,0.0,0.0,122.22,122.22,122.22,0.0,0.0,123.82,123.82,123.82,0.0,0.0
2019-01-20,123.36,123.36,123.36,0.0,0.0,124.16,124.16,124.16,0.0,0.0,123.12,123.12,123.12,0.0,0.0,124.0,124.0,124.0,0.0,0.0
2019-01-27,127.54,127.54,127.54,0.0,0.0,128.59,128.59,128.59,0.0,0.0,127.31,127.31,127.31,0.0,0.0,128.59,128.59,128.59,0.0,0.0
2019-02-03,129.55,129.55,129.55,0.0,0.0,129.87,129.87,129.87,0.0,0.0,129.1,129.1,129.1,0.0,0.0,129.5,129.5,129.5,0.0,0.0
2019-02-10,132.7,132.7,132.7,0.0,0.0,133.02,133.02,133.02,0.0,0.0,132.47,132.47,132.47,0.0,0.0,133.01,133.01,133.01,0.0,0.0
2019-02-17,134.8,134.8,134.8,0.0,0.0,135.11,135.11,135.11,0.0,0.0,134.03,134.03,134.03,0.0,0.0,134.13,134.13,134.13,0.0,0.0
2019-02-24,135.49,135.49,135.49,0.0,0.0,135.64,135.64,135.64,0.0,0.0,132.3,132.3,132.3,0.0,0.0,133.59,133.59,133.59,0.0,0.0
2019-03-03,131.21,131.21,131.21,0.0,0.0,132.85,132.85,132.85,0.0,0.0,131.21,131.21,131.21,0.0,0.0,132.82,132.82,132.82,0.0,0.0
2019-03-10,134.7,134.7,134.7,0.0,0.0,135.28,135.28,135.28,0.0,0.0,134.1,134.1,134.1,0.0,0.0,134.95,134.95,134.95,0.0,0.0
2019-03-17,132.89,132.89,132.89,0.0,0.0,133.62,133.62,133.62,0.0,0.0,132.2,132.2,132.2,0.0,0.0,133.09,133.09,133.09,0.0,0.0
2019-03-24,136.91,136.91,136.91,0.0,0.0,137.47,137.47,137.47,0.0,0.0,136.49,136.49,136.49,0.0,0.0,137.41,137.41,137.41,0.0,0.0
2019-03-31,138.98,138.98,138.98,0.0,0.0,139.46,139.46,139.46,0.0,0.0,138.2,138.2,138.2,0.0,0.0,139.44,139.44,139.44,0.0,0.0
2019-04-07,140.8,140.8,140.8,0.0,0.0,140.88,140.88,140.88,0.0,0.0,140.07,140.07,140.07,0.0,0.0,140.59,140.59,140.59,0.0,0.0
2019-04-14,138.87,138.87,138.87,0.0,0.0,139.53,139.53,139.53,0.0,0.0,138.79,138.79,138.79,0.0,0.0,139.43,139.43,139.43,0.0,0.0
2019-04-21,141.59,141.59,141.59,0.0,0.0,141.88,141.88,141.88,0.0,0.0,141.16,141.16,141.16,0.0,0.0,141.41,141.41,141.41,0.0,0.0
2019-04-28,139.31,139.31,139.31,0.0,0.0,141.75,141.75,141.75,0.0,0.0,138.85,138.85,138.85,0.0,0.0,141.51,141.51,141.51,0.0,0.0
2019-05-05,136.15,136.15,136.15,0.0,0.0,136.38,136.38,136.38,0.0,0.0,134.05,134.05,134.05,0.0,0.0,134.62,134.62,134.62,0.0,0.0
2019-05-12,136.19,136.19,136.19,0.0,0.0,136.82,136.82,136.82,0.0,0.0,135.63,135.63,135.63,0.0,0.0,136.02,136.02,136.02,0.0,0.0
2019-05-19,135.93,135.93,135.93,0.0,0.0,136.28,136.28,136.28,0.0,0.0,135.05,135.05,135.05,0.0,0.0,135.64,135.64,135.64,0.0,0.0
2019-05-26,133.57,133.57,133.57,0.0,0.0,134.06,134.06,134.06,0.0,0.0,131.97,131.97,131.97,0.0,0.0,132.66,132.66,132.66,0.0,0.0
2019-06-02,141.09,141.09,141.09,0.0,0.0,142.34,142.34,142.34,0.0,0.0,140.85,140.85,140.85,0.0,0.0,141.24,141.24,141.24,0.0,0.0
2019-06-09,140.34,140.34,140.34,0.0,0.0,140.67,140.67,140.67,0.0,0.0,139.9,139.9,139.9,0.0,0.0,139.95,139.95,139.95,0.0,0.0
2019-06-16,142.89,142.89,142.89,0.0,0.0,143.12,143.12,143.12,0.0,0.0,141.79,141.79,141.79,0.0,0.0,141.8,141.8,141.8,0.0,0.0
2019-06-23,144.45,144.45,144.45,0.0,0.0,144.99,144.99,144.99,0.0,0.0,143.24,143.24,143.24,0.0,0.0,143.84,143.84,143.84,0.0,0.0
2019-06-30,144.51,144.51,144.51,0.0,0.0,145.08,145.08,145.08,0.0,0.0,144.07,144.07,144.07,0.0,0.0,144.35,144.35,144.35,0.0,0.0
2019-07-07,147.22,147.22,147.22,0.0,0.0,147.22,147.22,147.22,0.0,0.0,146.58,146.58,146.58,0.0,0.0,147.07,147.07,147.07,0.0,0.0
2019-07-14,145.97,145.97,145.97,0.0,0.0,146.58,146.58,146.58,0.0,0.0,145.89,145.89,145.89,0.0,0.0,145.95,145.95,145.95,0.0,0.0
2019-07-21,148.31,148.31,148.31,0.0,0.0,148.34,148.34,148.34,0.0,0.0,146.75,146.75,146.75,0.0,0.0,147.62,147.62,147.62,0.0,0.0
2019-07-28,139.96,139.96,139.96,0.0,0.0,140.0,140.0,140.0,0.0,0.0,136.64,136.64,136.64,0.0,0.0,137.94,137.94,137.94,0.0,0.0
2019-08-04,142.45,142.45,142.45,0.0,0.0,142.64,142.64,142.64,0.0,0.0,140.71,140.71,140.71,0.0,0.0,141.22,141.22,141.22,0.0,0.0
2019-08-11,143.59,143.59,143.59,0.0,0.0,143.59,143.59,143.59,0.0,0.0,142.47,142.47,142.47,0.0,0.0,142.84,142.84,142.84,0.0,0.0
2019-08-18,141.42,141.42,141.42,0.0,0.0,141.42,141.42,141.42,0.0,0.0,140.22,140.22,140.22,0.0,0.0,141.28,141.28,141.28,0.0,0.0
2019-08-25,144.22,144.22,144.22,0.0,0.0,144.22,144.22,144.22,0.0,0.0,142.35,142.35,142.35,0.0,0.0,143.15,143.15,143.15,0.0,0.0
2019-09-01,145.81,145.81,145.81,0.0,0.0,145.86,145.86,145.86,0.0,0.0,142.85,142.85,142.85,0.0,0.0,143.4,143.4,143.4,0.0,0.0
2019-09-08,142.54,142.54,142.54,0.0,0.0,143.51,143.51,143.51,0.0,0.0,142.08,142.08,142.08,0.0,0.0,143.35,143.35,143.35,0.0,0.0
2019-09-15,143.06,143.06,143.06,0.0,0.0,143.85,143.85,143.85,0.0,0.0,143.06,143.06,143.06,0.0,0.0,143.44,143.44,143.44,0.0,0.0
2019-09-22,140.57,140.57,140.57,0.0,0.0,141.76,141.76,141.76,0.0,0.0,140.39,140.39,140.39,0.0,0.0,141.35,141.35,141.35,0.0,0.0
2019-09-29,140.63,140.63,140.63,0.0,0.0,141.34,141.34,141.34,0.0,0.0,140.19,140.19,140.19,0.0,0.0,140.42,140.42,140.42,0.0,0.0
2019-10-06,141.76,141.76,141.76,0.0,0.0,142.17,142.17,142.17,0.0,0.0,141.55,141.55,141.55,0.0,0.0,141.82,141.82,141.82,0.0,0.0
2019-10-13,142.98,142.98,142.98,0.0,0.0,143.29,143.29,143.29,0.0,0.0,142.38,142.38,142.38,0.0,0.0,142.81,142.81,142.81,0.0,0.0
2019-10-20,144.3,144.3,144.3,0.0,0.0,144.82,144.82,144.82,0.0,0.0,144.28,144.28,144.28,0.0,0.0,144.5,144.5,144.5,0.0,0.0
2019-10-27,146.25,146.25,146.25,0.0,0.0,146.25,146.25,146.25,0.0,0.0,145.07,145.07,145.07,0.0,0.0,145.25,145.25,145.25,0.0,0.0
2019-11-03,144.59,144.59,144.59,0.0,0.0,145.65,145.65,145.65,0.0,0.0,144.59,144.59,144.59,0.0,0.0,145.56,145.56,145.56,0.0,0.0
2019-11-10,148.28,148.28,148.28,0.0,0.0,148.99,148.99,148.99,0.0,0.0,147.96,147.96,147.96,0.0,0.0,148.77,148.77,148.77,0.0,0.0
2019-11-17,149.29,149.29,149.29,0.0,0.0,150.64,150.64,150.64,0.0,0.0,149.29,149.29,149.29,0.0,0.0,150.44,150.44,150.44,0.0,0.0
2019-11-24,151.28,151.28,151.28,0.0,0.0,151.28,151.28,151.28,0.0,0.0,148.83,148.83,148.83,0.0,0.0,149.29,149.29,149.29,0.0,0.0
2019-12-01,150.1,150.1,150.1,0.0,0.0,150.27,150.27,150.27,0.0,0.0,149.41,149.41,149.41,0.0,0.0,149.41,149.41,149.41,0.0,0.0
2019-12-08,151.22,151.22,151.22,0.0,0.0,151.94,151.94,151.94,0.0,0.0,151.2,151.2,151.2,0.0,0.0,151.37,151.37,151.37,0.0,0.0
2019-12-15,153.38,153.38,153.38,0.0,0.0,153.38,153.38,153.38,0.0,0.0,152.62,152.62,152.62,0.0,0.0,152.78,152.78,152.78,0.0,0.0
2019-12-22,153.23,153.23,153.23,0.0,0.0,153.23,153.23,153.23,0.0,0.0,151.59,151.59,151.59,0.0,0.0,152.2,152.2,152.2,0.0,0.0
2019-12-29,152.45,152.45,152.45,0.0,0.0,153.87,153.87,153.87,0.0,0.0,151.96,151.96,151.96,0.0,0.0,153.54,153.54,153.54,0.0,0.0
