Date,SPDR S&P Dividend_Open_average,SPDR S&P Dividend_Open_max,SPDR S&P Dividend_Open_min,SPDR S&P Dividend_Open_volatility,SPDR S&P Dividend_Open_change,SPDR S&P Dividend_High_average,SPDR S&P Dividend_High_max,SPDR S&P Dividend_High_min,SPDR S&P Dividend_High_volatility,SPDR S&P Dividend_High_change,SPDR S&P Dividend_Low_average,SPDR S&P Dividend_Low_max,SPDR S&P Dividend_Low_min,SPDR S&P Dividend_Low_volatility,SPDR S&P Dividend_Low_change,SPDR S&P Dividend_Close_average,SPDR S&P Dividend_Close_max,SPDR S&P Dividend_Close_min,SPDR S&P Dividend_Close_volatility,SPDR S&P Dividend_Close_change
2018-06-10,93.02,93.02,93.02,0.0,0.0,93.53,93.53,93.53,0.0,0.0,92.73,92.73,92.73,0.0,0.0,93.52,93.52,93.52,0.0,0.0
2018-06-17,93.02,93.02,93.02,0.0,0.0,93.31,93.31,93.31,0.0,0.0,92.95,92.95,92.95,0.0,0.0,93.01,93.01,93.01,0.0,0.0
2018-06-24,92.8,92.8,92.8,0.0,0.0,93.36,93.36,93.36,0.0,0.0,92.66,92.66,92.66,0.0,0.0,92.7,92.7,92.7,0.0,0.0
2018-07-01,93.69,93.69,93.69,0.0,0.0,94.43,94.43,94.43,0.0,0.0,93.65,93.65,93.65,0.0,0.0,94.2,94.2,94.2,0.0,0.0
2018-07-08,94.33,94.33,94.33,0.0,0.0,94.78,94.78,94.78,0.0,0.0,94.3,94.3,94.3,0.0,0.0,94.54,94.54,94.54,0.0,0.0
2018-07-15,94.66,94.66,94.66,0.0,0.0,94.99,94.99,94.99,0.0,0.0,94.49,94.49,94.49,0.0,0.0,94.8,94.8,94.8,0.0,0.0
2018-07-22,95.74,95.74,95.74,0.0,0.0,95.91,95.91,95.91,0.0,0.0,95.2,95.2,95.2,0.0,0.0,95.37,95.37,95.37,0.0,0.0
2018-07-29,96.27,96.27,96.27,0.0,0.0,97.06,97.06,97.06,0.0,0.0,96.19,96.19,96.19,0.0,0.0,96.95,96.95,96.95,0.0,0.0
2018-08-05,96.64,96.64,96.64,0.0,0.0,96.74,96.74,96.74,0.0,0.0,96.18,96.18,96.18,0.0,0.0,96.26,96.26,96.26,0.0,0.0
2018-08-12,97.48,97.48,97.48,0.0,0.0,98.3,98.3,98.3,0.0,0.0,97.42,97.42,97.42,0.0,0.0,98.24,98.24,98.24,0.0,0.0
2018-08-19,97.99,97.99,97.99,0.0,0.0,98.42,98.42,98.42,0.0,0.0,97.87,97.87,97.87,0.0,0.0,98.32,98.32,98.32,0.0,0.0
2018-08-26,98.07,98.07,98.07,0.0,0.0,98.35,98.35,98.35,0.0,0.0,97.84,97.84,97.84,0.0,0.0,98.27,98.27,98.27,0.0,0.0
2018-09-02,98.57,98.57,98.57,0.0,0.0,98.76,98.76,98.76,0.0,0.0,98.22,98.22,98.22,0.0,0.0,98.48,98.48,98.48,0.0,0.0
2018-09-09,99.51,99.51,99.51,0.0,0.0,99.67,99.67,99.67,0.0,0.0,99.17,99.17,99.17,0.0,0.0,99.67,99.67,99.67,0.0,0.0
2018-09-16,99.69,99.69,99.69,0.0,0.0,99.77,99.77,99.77,0.0,0.0,99.5,99.5,99.5,0.0,0.0,99.57,99.57,99.57,0.0,0.0
2018-09-23,97.45,97.45,97.45,0.0,0.0,97.99,97.99,97.99,0.0,0.0,97.45,97.45,97.45,0.0,0.0,97.93,97.93,97.93,0.0,0.0
2018-09-30,97.35,97.35,97.35,0.0,0.0,97.71,97.71,97.71,0.0,0.0,96.95,96.95,96.95,0.0,0.0,97.23,97.23,97.23,0.0,0.0
2018-10-07,93.84,93.84,93.84,0.0,0.0,93.92,93.92,93.92,0.0,0.0,92.14,92.14,92.14,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2018-10-14,94.17,94.17,94.17,0.0,0.0,94.86,94.86,94.86,0.0,0.0,94.04,94.04,94.04,0.0,0.0,94.26,94.26,94.26,0.0,0.0
2018-10-21,91.73,91.73,91.73,0.0,0.0,92.11,92.11,92.11,0.0,0.0,90.38,90.38,90.38,0.0,0.0,91.29,91.29,91.29,0.0,0.0
2018-10-28,95.1,95.1,95.1,0.0,0.0,95.29,95.29,95.29,0.0,0.0,93.72,93.72,93.72,0.0,0.0,94.55,94.55,94.55,0.0,0.0
2018-11-04,97.12,97.12,97.12,0.0,0.0,97.29,97.29,97.29,0.0,0.0,96.39,96.39,96.39,0.0,0.0,96.96,96.96,96.96,0.0,0.0
2018-11-11,96.45,96.45,96.45,0.0,0.0,97.35,97.35,97.35,0.0,0.0,96.24,96.24,96.24,0.0,0.0,97.14,97.14,97.14,0.0,0.0
2018-11-18,94.73,94.73,94.73,0.0,0.0,95.56,95.56,95.56,0.0,0.0,94.56,94.56,94.56,0.0,0.0,95.07,95.07,95.07,0.0,0.0
2018-11-25,96.83,96.83,96.83,0.0,0.0,97.98,97.98,97.98,0.0,0.0,96.56,96.56,96.56,0.0,0.0,97.82,97.82,97.82,0.0,0.0
2018-12-02,95.77,95.77,95.77,0.0,0.0,96.35,96.35,96.35,0.0,0.0,94.13,94.13,94.13,0.0,0.0,94.49,94.49,94.49,0.0,0.0
2018-12-09,93.89,93.89,93.89,0.0,0.0,94.33,94.33,94.33,0.0,0.0,93.19,93.19,93.19,0.0,0.0,93.47,93.47,93.47,0.0,0.0
2018-12-16,88.94,88.94,88.94,0.0,0.0,90.2,90.2,90.2,0.0,0.0,87.39,87.39,87.39,0.0,0.0,87.55,87.55,87.55,0.0,0.0
2018-12-23,89.13,89.13,89.13,0.0,0.0,89.82,89.82,89.82,0.0,0.0,88.44,88.44,88.44,0.0,0.0,88.79,88.79,88.79,0.0,0.0
2018-12-30,88.53,88.53,88.53,0.0,0.0,90.06,90.06,90.06,0.0,0.0,88.44,88.44,88.44,0.0,0.0,89.84,89.84,89.84,0.0,0.0
2019-01-06,91.86,91.86,91.86,0.0,0.0,92.06,92.06,92.06,0.0,0.0,91.55,91.55,91.55,0.0,0.0,92.04,92.04,92.04,0.0,0.0
2019-01-13,93.85,93.85,93.85,0.0,0.0,94.77,94.77,94.77,0.0,0.0,93.76,93.76,93.76,0.0,0.0,94.6,94.6,94.6,0.0,0.0
2019-01-20,93.98,93.98,93.98,0.0,0.0,94.34,94.34,94.34,0.0,0.0,93.65,93.65,93.65,0.0,0.0,93.79,93.79,93.79,0.0,0.0
2019-01-27,95.32,95.32,95.32,0.0,0.0,95.54,95.54,95.54,0.0,0.0,94.79,94.79,94.79,0.0,0.0,95.23,95.23,95.23,0.0,0.0
2019-02-03,95.74,95.74,95.74,0.0,0.0,96.01,96.01,96.01,0.0,0.0,95.24,95.24,95.24,0.0,0.0,95.98,95.98,95.98,0.0,0.0
2019-02-10,97.88,97.88,97.88,0.0,0.0,98.51,98.51,98.51,0.0,0.0,97.88,97.88,97.88,0.0,0.0,98.5,98.5,98.5,0.0,0.0
2019-02-17,99.32,99.32,99.32,0.0,0.0,99.66,99.66,99.66,0.0,0.0,99.08,99.08,99.08,0.0,0.0,99.63,99.63,99.63,0.0,0.0
2019-02-24,99.7,99.7,99.7,0.0,0.0,99.83,99.83,99.83,0.0,0.0,98.84,98.84,98.84,0.0,0.0,99.3,99.3,99.3,0.0,0.0
2019-03-03,96.88,96.88,96.88,0.0,0.0,97.17,97.17,97.17,0.0,0.0,96.57,96.57,96.57,0.0,0.0,97.14,97.14,97.14,0.0,0.0
2019-03-10,98.38,98.38,98.38,0.0,0.0,98.79,98.79,98.79,0.0,0.0,98.21,98.21,98.21,0.0,0.0,98.42,98.42,98.42,0.0,0.0
2019-03-17,98.5,98.5,98.5,0.0,0.0,98.63,98.63,98.63,0.0,0.0,97.23,97.23,97.23,0.0,0.0,97.27,97.27,97.27,0.0,0.0
2019-03-24,99.34,99.34,99.34,0.0,0.0,99.53,99.53,99.53,0.0,0.0,99.04,99.04,99.04,0.0,0.0,99.41,99.41,99.41,0.0,0.0
2019-03-31,100.57,100.57,100.57,0.0,0.0,100.98,100.98,100.98,0.0,0.0,100.41,100.41,100.41,0.0,0.0,100.97,100.97,100.97,0.0,0.0
2019-04-07,101.11,101.11,101.11,0.0,0.0,101.32,101.32,101.32,0.0,0.0,100.84,100.84,100.84,0.0,0.0,101.29,101.29,101.29,0.0,0.0
2019-04-14,100.93,100.93,100.93,0.0,0.0,101.14,101.14,101.14,0.0,0.0,100.64,100.64,100.64,0.0,0.0,100.99,100.99,100.99,0.0,0.0
2019-04-21,100.53,100.53,100.53,0.0,0.0,101.15,101.15,101.15,0.0,0.0,100.52,100.52,100.52,0.0,0.0,101.11,101.11,101.11,0.0,0.0
2019-04-28,101.23,101.23,101.23,0.0,0.0,101.92,101.92,101.92,0.0,0.0,101.23,101.23,101.23,0.0,0.0,101.86,101.86,101.86,0.0,0.0
2019-05-05,99.2,99.2,99.2,0.0,0.0,100.19,100.19,100.19,0.0,0.0,98.25,98.25,98.25,0.0,0.0,99.94,99.94,99.94,0.0,0.0
2019-05-12,98.87,98.87,98.87,0.0,0.0,99.67,99.67,99.67,0.0,0.0,98.8,98.8,98.8,0.0,0.0,98.96,98.96,98.96,0.0,0.0
2019-05-19,98.72,98.72,98.72,0.0,0.0,98.89,98.89,98.89,0.0,0.0,98.32,98.32,98.32,0.0,0.0,98.7,98.7,98.7,0.0,0.0
2019-05-26,96.05,96.05,96.05,0.0,0.0,96.17,96.17,96.17,0.0,0.0,95.63,95.63,95.63,0.0,0.0,95.87,95.87,95.87,0.0,0.0
2019-06-02,99.89,99.89,99.89,0.0,0.0,100.66,100.66,100.66,0.0,0.0,99.89,99.89,99.89,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2019-06-09,100.97,100.97,100.97,0.0,0.0,100.99,100.99,100.99,0.0,0.0,100.48,100.48,100.48,0.0,0.0,100.77,100.77,100.77,0.0,0.0
2019-06-16,101.33,101.33,101.33,0.0,0.0,101.45,101.45,101.45,0.0,0.0,100.89,100.89,100.89,0.0,0.0,101.1,101.1,101.1,0.0,0.0
2019-06-23,100.32,100.32,100.32,0.0,0.0,101.03,101.03,101.03,0.0,0.0,100.32,100.32,100.32,0.0,0.0,100.88,100.88,100.88,0.0,0.0
2019-06-30,102.01,102.01,102.01,0.0,0.0,102.27,102.27,102.27,0.0,0.0,101.35,101.35,101.35,0.0,0.0,102.24,102.24,102.24,0.0,0.0
2019-07-07,101.67,101.67,101.67,0.0,0.0,102.3,102.3,102.3,0.0,0.0,101.49,101.49,101.49,0.0,0.0,102.25,102.25,102.25,0.0,0.0
2019-07-14,101.71,101.71,101.71,0.0,0.0,101.97,101.97,101.97,0.0,0.0,101.09,101.09,101.09,0.0,0.0,101.11,101.11,101.11,0.0,0.0
2019-07-21,102.21,102.21,102.21,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.09,102.09,102.09,0.0,0.0,102.73,102.73,102.73,0.0,0.0
2019-07-28,100.04,100.04,100.04,0.0,0.0,100.31,100.31,100.31,0.0,0.0,99.31,99.31,99.31,0.0,0.0,99.78,99.78,99.78,0.0,0.0
2019-08-04,100.02,100.02,100.02,0.0,0.0,100.13,100.13,100.13,0.0,0.0,98.93,98.93,98.93,0.0,0.0,99.5,99.5,99.5,0.0,0.0
2019-08-11,97.26,97.26,97.26,0.0,0.0,98.48,98.48,98.48,0.0,0.0,97.26,97.26,97.26,0.0,0.0,98.3,98.3,98.3,0.0,0.0
2019-08-18,99.06,99.06,99.06,0.0,0.0,99.36,99.36,99.36,0.0,0.0,96.58,96.58,96.58,0.0,0.0,97.01,97.01,97.01,0.0,0.0
2019-08-25,99.56,99.56,99.56,0.0,0.0,99.79,99.79,99.79,0.0,0.0,99.08,99.08,99.08,0.0,0.0,99.39,99.39,99.39,0.0,0.0
2019-09-01,100.9,100.9,100.9,0.0,0.0,101.19,101.19,101.19,0.0,0.0,100.72,100.72,100.72,0.0,0.0,100.99,100.99,100.99,0.0,0.0
2019-09-08,103.96,103.96,103.96,0.0,0.0,104.25,104.25,104.25,0.0,0.0,103.58,103.58,103.58,0.0,0.0,103.68,103.68,103.68,0.0,0.0
2019-09-15,102.55,102.55,102.55,0.0,0.0,102.76,102.76,102.76,0.0,0.0,101.82,101.82,101.82,0.0,0.0,101.93,101.93,101.93,0.0,0.0
2019-09-22,102.47,102.47,102.47,0.0,0.0,102.69,102.69,102.69,0.0,0.0,101.67,101.67,101.67,0.0,0.0,102.16,102.16,102.16,0.0,0.0
2019-09-29,99.85,99.85,99.85,0.0,0.0,100.85,100.85,100.85,0.0,0.0,99.75,99.75,99.75,0.0,0.0,100.79,100.79,100.79,0.0,0.0
2019-10-06,101.23,101.23,101.23,0.0,0.0,102.76,102.76,102.76,0.0,0.0,101.23,101.23,101.23,0.0,0.0,101.95,101.95,101.95,0.0,0.0
2019-10-13,102.69,102.69,102.69,0.0,0.0,103.5,103.5,103.5,0.0,0.0,102.68,102.68,102.68,0.0,0.0,103.27,103.27,103.27,0.0,0.0
2019-10-20,103.89,103.89,103.89,0.0,0.0,104.44,104.44,104.44,0.0,0.0,103.76,103.76,103.76,0.0,0.0,104.22,104.22,104.22,0.0,0.0
2019-10-27,104.7,104.7,104.7,0.0,0.0,105.1,105.1,105.1,0.0,0.0,104.58,104.58,104.58,0.0,0.0,105.1,105.1,105.1,0.0,0.0
2019-11-03,106.01,106.01,106.01,0.0,0.0,106.13,106.13,106.13,0.0,0.0,105.61,105.61,105.61,0.0,0.0,106.13,106.13,106.13,0.0,0.0
2019-11-10,106.08,106.08,106.08,0.0,0.0,106.22,106.22,106.22,0.0,0.0,105.74,105.74,105.74,0.0,0.0,106.21,106.21,106.21,0.0,0.0
2019-11-17,105.39,105.39,105.39,0.0,0.0,105.66,105.66,105.66,0.0,0.0,105.09,105.09,105.09,0.0,0.0,105.5,105.5,105.5,0.0,0.0
2019-11-24,106.75,106.75,106.75,0.0,0.0,106.77,106.77,106.77,0.0,0.0,106.15,106.15,106.15,0.0,0.0,106.26,106.26,106.26,0.0,0.0
2019-12-01,106.63,106.63,106.63,0.0,0.0,107.25,107.25,107.25,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.85,106.85,106.85,0.0,0.0
2019-12-08,107.57,107.57,107.57,0.0,0.0,107.84,107.84,107.84,0.0,0.0,106.68,106.68,106.68,0.0,0.0,107.03,107.03,107.03,0.0,0.0
2019-12-15,107.37,107.37,107.37,0.0,0.0,107.86,107.86,107.86,0.0,0.0,107.35,107.35,107.35,0.0,0.0,107.59,107.59,107.59,0.0,0.0
2019-12-22,107.75,107.75,107.75,0.0,0.0,107.79,107.79,107.79,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.64,107.64,107.64,0.0,0.0
2019-12-29,106.34,106.34,106.34,0.0,0.0,106.99,106.99,106.99,0.0,0.0,106.33,106.33,106.33,0.0,0.0,106.8,106.8,106.8,0.0,0.0
