Date,Invesco S and P 500 Value with Momentum_etf_Open_average,Invesco S and P 500 Value with Momentum_etf_Open_max,Invesco S and P 500 Value with Momentum_etf_Open_min,Invesco S and P 500 Value with Momentum_etf_Open_volatility,Invesco S and P 500 Value with Momentum_etf_Open_change,Invesco S and P 500 Value with Momentum_etf_High_average,Invesco S and P 500 Value with Momentum_etf_High_max,Invesco S and P 500 Value with Momentum_etf_High_min,Invesco S and P 500 Value with Momentum_etf_High_volatility,Invesco S and P 500 Value with Momentum_etf_High_change,Invesco S and P 500 Value with Momentum_etf_Low_average,Invesco S and P 500 Value with Momentum_etf_Low_max,Invesco S and P 500 Value with Momentum_etf_Low_min,Invesco S and P 500 Value with Momentum_etf_Low_volatility,Invesco S and P 500 Value with Momentum_etf_Low_change,Invesco S and P 500 Value with Momentum_etf_Close_average,Invesco S and P 500 Value with Momentum_etf_Close_max,Invesco S and P 500 Value with Momentum_etf_Close_min,Invesco S and P 500 Value with Momentum_etf_Close_volatility,Invesco S and P 500 Value with Momentum_etf_Close_change
2018-12-23,34.17,34.17,34.17,0.0,0.0,34.39,34.39,34.39,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-12-30,34.08,34.08,34.08,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-01-06,35.55,35.55,35.55,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-01-13,36.82,36.82,36.82,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-01-20,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2019-01-27,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-02-03,36.79,36.79,36.79,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.79,36.79,36.79,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2019-02-10,38.09,38.09,38.09,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2019-02-17,38.34,38.34,38.34,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2019-02-24,38.69,38.69,38.69,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-03-03,37.99,37.99,37.99,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-03-10,39.04,39.04,39.04,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2019-03-17,38.71,38.71,38.71,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2019-03-24,38.35,38.35,38.35,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-03-31,39.09,39.09,39.09,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-04-07,39.24,39.24,39.24,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-04-14,39.51,39.51,39.51,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-04-21,39.38,39.38,39.38,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-04-28,39.78,39.78,39.78,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2019-05-05,38.87,38.87,38.87,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.53,38.53,38.53,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-05-12,38.9,38.9,38.9,0.0,0.0,39.25,39.25,39.25,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-05-19,38.88,38.88,38.88,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-05-26,37.59,37.59,37.59,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-06-02,39.45,39.45,39.45,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-06-09,39.57,39.57,39.57,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2019-06-16,40.14,40.14,40.14,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2019-06-23,39.99,39.99,39.99,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-06-30,40.47,40.47,40.47,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-07-07,40.73,40.73,40.73,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-07-14,40.61,40.61,40.61,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-07-21,41.08,41.08,41.08,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2019-07-28,39.24,39.24,39.24,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2019-08-04,39.01,39.01,39.01,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.76,38.76,38.76,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-08-11,37.6,37.6,37.6,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.6,37.6,37.6,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-08-18,38.05,38.05,38.05,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-08-25,38.34,38.34,38.34,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-09-01,39.15,39.15,39.15,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-09-08,40.76,40.76,40.76,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-09-15,40.61,40.61,40.61,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-09-22,40.08,40.08,40.08,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2019-09-29,38.55,38.55,38.55,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.55,38.55,38.55,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2019-10-06,39.7,39.7,39.7,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-10-13,39.92,39.92,39.92,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.82,39.82,39.82,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-10-20,40.39,40.39,40.39,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2019-10-27,41.23,41.23,41.23,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2019-11-03,42.08,42.08,42.08,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2019-11-10,42.24,42.24,42.24,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2019-11-17,42.02,42.02,42.02,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2019-11-24,42.47,42.47,42.47,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2019-12-01,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-12-08,42.96,42.96,42.96,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-12-15,43.51,43.51,43.51,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-12-22,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2019-12-29,42.8,42.8,42.8,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.87,42.87,42.87,0.0,0.0
