Date,Gold_Open_average,Gold_Open_max,Gold_Open_volatility,Gold_Open_change,Gold_High_average,Gold_High_max,Gold_High_volatility,Gold_High_change,Gold_Low_average,Gold_Low_max,Gold_Low_volatility,Gold_Low_change,Gold_Close_average,Gold_Close_max,Gold_Close_volatility,Gold_Close_change,Gold_Volume_average,Gold_Volume_max,Gold_Volume_volatility,Gold_Volume_change
2016-08-21,1326.88,1337.2,22.200000000000045,-22.0,1333.18,1341.2,18.200000000000045,-18.200000000000045,1321.86,1334.3,19.299999999999955,-19.299999999999955,1382.06,1399.9,24.600000000000136,-23.40000000000009,209,551,515,-515
2016-08-28,1316.9583333333333,1328.2,22.90000000000009,4.349999999999909,1322.75,1332.15,19.050000000000182,10.050000000000182,1312.7833333333333,1326.15,24.65000000000009,17.549999999999955,1354.4083333333333,1377.6,51.34999999999991,-35.5,199,705,705,-705
2016-09-04,1336.4,1348.4,25.100000000000136,3.7000000000000455,1342.18,1350.5,21.200000000000045,-17.90000000000009,1330.14,1343.9,24.0,-3.2999999999999545,1391.48,1403.4,26.700000000000045,-26.700000000000045,60,177,163,131
2016-09-11,1318.04,1324.6,12.399999999999864,-11.099999999999909,1318.74,1324.6,12.0,-11.099999999999909,1314.08,1319.2,8.400000000000091,-1.5,1368.4,1375.6,16.199999999999818,-6.399999999999864,42,79,75,-59
2016-09-18,1330.2,1338.6,24.899999999999864,21.5,1331.52,1341.8,28.09999999999991,28.09999999999991,1329.66,1338.2,24.5,21.5,1384.1399999999999,1392.1,25.0,24.700000000000045,52,97,74,-73
2016-09-25,1320.54,1328.0,14.5,-14.5,1323.52,1328.7,11.900000000000091,-11.900000000000091,1316.6200000000001,1327.9,19.700000000000045,-19.700000000000045,1368.94,1377.8,18.200000000000045,-18.200000000000045,1485,6108,6060,251
2016-10-02,1271.54,1307.6,53.69999999999982,-48.799999999999955,1274.7,1310.2,49.799999999999955,-49.799999999999955,1256.78,1266.3,16.799999999999955,-9.399999999999864,1307.16,1315.8,17.59999999999991,-8.200000000000045,489,1893,1866,-1866
2016-10-09,1254.6200000000001,1258.9,9.0,-9.0,1256.16,1259.0,5.099999999999909,-3.900000000000091,1252.24,1255.2,5.2999999999999545,-3.8999999999998636,1304.04,1306.0,4.599999999999909,2.2999999999999545,164,315,289,15
2016-10-16,1265.78,1270.0,9.099999999999909,8.299999999999955,1267.76,1271.5,9.799999999999955,7.5,1263.4,1265.9,5.0,0.8999999999998636,1315.28,1319.0,8.0,-1.2999999999999545,182,415,404,31
2016-10-23,1270.8799999999999,1276.6,12.5,12.5,1275.12,1281.5,12.099999999999909,2.5,1267.54,1272.2,10.200000000000045,8.100000000000136,1323.58,1329.2,12.299999999999955,1.8999999999998636,204,560,502,-3
2016-10-30,1291.2,1300.0,20.700000000000045,12.700000000000045,1299.06,1307.0,16.299999999999955,3.7999999999999545,1286.3,1296.7,17.700000000000045,1.2000000000000455,1349.78,1360.6,27.59999999999991,-7.599999999999909,39,73,62,-15
2016-11-06,1262.44,1284.1,56.299999999999955,-56.299999999999955,1276.74,1318.6,89.09999999999991,-59.90000000000009,1245.2,1273.2,62.799999999999955,-62.799999999999955,1306.06,1328.8,53.5,-50.09999999999991,207,599,549,166
2016-11-13,1219.94,1229.3,19.700000000000045,-14.700000000000045,1220.36,1229.3,19.700000000000045,-16.40000000000009,1214.66,1223.0,15.799999999999955,-12.900000000000091,1275.44,1282.7,14.5,-14.100000000000136,366,1139,1139,-20
2016-11-20,1195.48,1212.8,35.799999999999955,-22.40000000000009,1198.94,1213.8,24.5,-20.899999999999864,1187.83,1207.6,30.59999999999991,-19.59999999999991,1238.35,1269.8,84.25,-19.399999999999864,73,309,309,4
2016-11-27,1181.42,1193.2,20.90000000000009,-11.400000000000091,1185.34,1194.8,20.200000000000045,-8.099999999999909,1166.14,1179.4,22.40000000000009,-22.40000000000009,1234.14,1247.3,21.799999999999955,-13.799999999999955,10549,42124,41766,-41766
2016-12-04,1167.46,1173.8,15.5,-12.600000000000136,1172.7,1178.5,14.599999999999909,-10.599999999999909,1162.32,1169.1,16.09999999999991,-14.099999999999909,1231.86,1240.4,14.600000000000136,3.2999999999999545,370,652,470,-321
2016-12-11,1145.88,1163.5,36.59999999999991,-24.09999999999991,1150.58,1164.0,23.299999999999955,-23.299999999999955,1137.22,1155.4,31.5,-17.5,1215.2,1228.1,26.799999999999955,-9.300000000000182,352,637,491,-388
2016-12-18,1133.6166666666668,1136.1,5.199999999999818,1.5,1134.375,1136.1,3.2999999999999545,2.5499999999999545,1130.6833333333334,1135.0,8.5,7.5,1181.075,1205.2,70.65000000000009,-70.65000000000009,45,104,104,-46
2016-12-25,1146.46,1162.0,27.700000000000045,16.700000000000045,1151.49,1162.0,20.799999999999955,11.049999999999955,1143.3799999999999,1151.0,16.700000000000045,15.700000000000045,1205.09,1229.4,78.35000000000014,-59.049999999999955,252,950,950,-84
2017-01-01,1166.78,1176.5,21.299999999999955,18.700000000000045,1173.84,1183.6,22.799999999999955,22.799999999999955,1163.86,1173.0,26.5,26.5,1243.64,1255.8,22.899999999999864,22.899999999999864,133,500,484,10
2017-01-08,1193.4583333333333,1203.25,18.950000000000045,18.950000000000045,1199.95,1208.45,19.549999999999955,19.549999999999955,1189.35,1200.0,23.5,17.700000000000045,1245.35,1271.5,68.65000000000009,-53.850000000000136,25,110,110,-8
2017-01-15,1206.8799999999999,1213.6,13.099999999999909,6.5,1211.8,1214.7,10.700000000000045,-1.0,1202.5,1210.0,14.200000000000045,9.200000000000045,1281.54,1287.1,13.399999999999864,1.5,54,114,98,-63
2017-01-22,1200.06,1219.0,31.09999999999991,-27.299999999999955,1201.66,1219.0,30.700000000000045,-20.5,1192.64,1207.7,22.100000000000136,-20.600000000000136,1267.44,1282.3,22.399999999999864,-17.700000000000045,10193,50503,50487,50479
2017-01-29,1210.66,1221.9,27.0,27.0,1221.3600000000001,1235.4,23.5,20.700000000000045,1205.0,1218.5,25.0,25.0,1287.68,1301.5,23.799999999999955,21.5,1528,3212,2347,-2304
2017-02-05,1232.76,1239.4,11.800000000000182,-3.7000000000000455,1237.8,1243.9,12.800000000000182,-5.100000000000136,1225.38,1231.0,12.0,-9.5,1302.1,1306.5,13.400000000000091,-11.5,627,1177,889,-779
2017-02-12,1233.3083333333334,1240.7,15.200000000000045,11.349999999999909,1237.7166666666667,1241.2,9.700000000000045,6.650000000000091,1229.4833333333333,1236.0,18.700000000000045,11.400000000000091,1281.5833333333333,1310.9,73.60000000000014,-54.899999999999864,120,301,301,-159
2017-02-19,1242.84,1254.7,18.600000000000136,17.40000000000009,1249.62,1263.1,25.799999999999955,25.799999999999955,1239.28,1250.4,22.300000000000182,22.300000000000182,1316.54,1327.3,25.799999999999955,19.899999999999864,180,544,508,425
2017-02-26,1243.1,1253.6,21.899999999999864,-18.399999999999864,1244.72,1257.3,22.09999999999991,-22.09999999999991,1232.68,1247.2,24.299999999999955,-21.5,1307.28,1322.5,27.0,-27.0,217,721,692,-692
2017-03-05,1208.68,1224.3,28.09999999999991,-18.09999999999991,1211.3,1225.4,22.100000000000136,-15.400000000000091,1204.24,1213.7,17.5,-11.400000000000091,1277.38,1285.9,13.700000000000045,-11.100000000000136,26,37,34,3
2017-03-12,1215.98,1229.3,31.09999999999991,26.200000000000045,1224.76,1234.4,28.5,28.5,1214.62,1229.3,32.5,32.5,1290.6200000000001,1305.4,32.90000000000009,30.90000000000009,31,47,25,1
2017-03-19,1244.9,1255.8,29.399999999999864,29.399999999999864,1249.64,1257.7,12.5,12.5,1244.06,1253.8,27.399999999999864,27.399999999999864,1319.56,1325.6,8.899999999999864,8.399999999999864,21,72,69,61
2017-03-26,1250.16,1255.9,13.800000000000182,-8.400000000000091,1252.58,1255.9,7.100000000000136,-3.5,1246.28,1255.9,17.200000000000045,-12.300000000000182,1320.64,1325.7,10.799999999999955,-4.7999999999999545,12154,51328,51309,1141
2017-04-02,1253.36,1256.1,6.599999999999909,-0.3999999999998636,1259.5,1269.1,13.899999999999864,-5.099999999999909,1248.26,1253.0,10.0,-6.2000000000000455,1321.32,1325.0,9.599999999999909,-3.7999999999999545,485,907,738,-542
2017-04-09,1279.25,1291.8,37.299999999999955,37.299999999999955,1286.1299999999999,1294.8,21.299999999999955,21.299999999999955,1276.49,1289.65,35.15000000000009,29.799999999999955,1337.69,1357.7,68.04999999999995,16.40000000000009,376,915,915,-328
2017-04-16,1281.28,1288.0,13.0,-8.900000000000091,1284.7,1290.6,14.199999999999818,-14.199999999999818,1274.6,1279.2,14.200000000000045,-13.599999999999909,1351.08,1358.8,15.099999999999909,-15.099999999999909,358,605,478,211
2017-04-23,1268.58,1275.6,9.699999999999818,-6.899999999999864,1269.32,1276.9,10.900000000000091,-7.600000000000136,1261.08,1264.7,10.700000000000045,-8.099999999999909,1330.98,1335.0,12.5,-11.400000000000091,157,356,322,-322
2017-04-30,1240.42,1256.2,32.200000000000045,-32.200000000000045,1243.9,1256.2,22.5,-22.200000000000045,1232.64,1251.2,27.200000000000045,-27.200000000000045,1304.5,1324.0,30.299999999999955,-30.0,83,195,179,-47
2017-05-07,1223.98,1228.0,9.5,1.400000000000091,1225.72,1232.7,12.700000000000045,6.5,1220.74,1227.5,13.5,13.5,1289.76,1295.9,12.900000000000091,12.900000000000091,26,55,42,-42
2017-05-14,1246.1200000000001,1254.8,24.399999999999864,21.299999999999955,1252.24,1260.0,22.700000000000045,14.700000000000045,1244.26,1252.7,22.299999999999955,21.299999999999955,1317.44,1325.9,23.600000000000136,23.600000000000136,14,26,22,-6
2017-05-21,1262.0716666666667,1268.02,16.11999999999989,6.519999999999982,1263.82,1269.02,11.220000000000027,7.0,1259.2283333333332,1267.6,17.899999999999864,14.360000000000127,1304.4016666666666,1332.7,66.00999999999999,-53.309999999999945,7,20,20,-20
2017-05-28,1268.44,1279.2,16.799999999999955,11.799999999999955,1274.68,1282.0,12.799999999999955,12.0,1262.74,1277.0,18.59999999999991,18.59999999999991,1335.8,1343.5,16.5,16.5,27104,129819,129386,-129386
2017-06-04,1280.14,1291.6,25.199999999999818,-13.0,1284.62,1295.2,25.90000000000009,-25.90000000000009,1271.92,1284.3,21.09999999999991,-16.200000000000045,1342.48,1357.9,28.5,-28.5,524,942,687,-687
2017-06-11,1260.32,1269.4,17.300000000000182,-12.0,1263.32,1278.0,25.799999999999955,-14.700000000000045,1252.0,1259.7,17.799999999999955,-17.799999999999955,1320.68,1336.1,29.199999999999818,-22.199999999999818,274,743,709,-42
2017-06-18,1249.5,1260.2,18.0,18.0,1255.4,1273.6,28.59999999999991,14.700000000000045,1243.6399999999999,1249.8,9.799999999999955,1.099999999999909,1307.86,1316.0,12.700000000000045,2.7000000000000455,179,269,194,119
2017-06-25,1245.6,1251.6,15.599999999999909,-15.599999999999909,1246.14,1251.8,15.799999999999955,-15.799999999999955,1237.98,1248.5,30.200000000000045,-27.600000000000136,1300.66,1309.1,29.899999999999864,-27.5,146,540,533,-78
2017-07-02,1220.48,1225.1,13.699999999999818,-12.899999999999864,1222.106,1228.03,16.029999999999973,-16.029999999999973,1216.758,1222.4,12.800000000000182,-11.8900000000001,1267.95,1285.0,57.450000000000045,46.75,37,116,116,28
2017-07-09,1218.64,1229.9,21.200000000000045,21.200000000000045,1223.3200000000002,1233.4,18.5,18.5,1217.56,1229.9,21.200000000000045,21.200000000000045,1282.62,1293.7,17.700000000000045,17.700000000000045,11,23,16,-5
2017-07-16,1243.98,1256.0,19.799999999999955,19.799999999999955,1245.1,1256.0,19.200000000000045,14.799999999999955,1243.5,1254.1,17.899999999999864,17.899999999999864,1307.42,1314.2,12.400000000000091,11.900000000000091,12,29,26,-21
2017-07-23,1256.88,1268.9,24.100000000000136,16.200000000000045,1260.28,1270.8,23.399999999999864,17.200000000000045,1255.26,1265.8,21.0,16.59999999999991,1320.34,1330.3,20.200000000000045,16.90000000000009,14406,64180,64173,7762
2017-07-30,1276.44,1317.6,58.899999999999864,-9.700000000000045,1278.34,1317.6,58.5,-14.200000000000045,1270.34,1317.6,63.69999999999982,-6.7000000000000455,1327.22,1334.1,14.599999999999909,-14.299999999999955,447,1061,1060,-801
2017-08-06,1273.68,1288.4,31.5,31.5,1281.76,1291.1,27.0,24.300000000000182,1269.46,1282.0,30.59999999999991,27.399999999999864,1338.74,1349.2,31.0,27.700000000000045,442,608,469,-217
2017-08-13,1281.8799999999999,1288.6,17.299999999999955,4.7000000000000455,1288.62,1300.7,20.200000000000045,10.299999999999955,1277.8,1284.7,17.299999999999955,17.299999999999955,1344.08,1352.0,16.700000000000045,16.700000000000045,143,358,340,-170
2017-08-20,1288.8400000000001,1293.5,8.099999999999909,6.2999999999999545,1294.1000000000001,1311.3,22.899999999999864,22.899999999999864,1285.58,1293.5,13.200000000000045,10.299999999999955,1353.3,1370.6,24.09999999999991,24.09999999999991,265,550,450,45
2017-08-27,1322.5916666666667,1341.21,34.61000000000013,22.410000000000082,1328.8266666666666,1344.59,32.08999999999992,20.789999999999964,1318.9116666666666,1338.96,37.25999999999999,23.00999999999999,1363.9166666666667,1385.1,47.01999999999998,-35.62000000000012,170,373,373,-298
2017-09-03,1358.34,1386.5,50.09999999999991,-8.700000000000045,1364.56,1399.9,59.600000000000136,-22.100000000000136,1355.74,1386.3,53.700000000000045,-8.5,1399.7,1407.3,15.200000000000045,-7.100000000000136,19,37,36,-11
2017-09-10,1344.18,1397.4,77.80000000000018,-37.5,1346.24,1397.4,76.20000000000005,-37.5,1344.02,1397.4,77.80000000000018,-37.5,1382.62,1389.8,21.5,-21.5,81,316,315,1
2017-09-17,1313.22,1378.0,84.90000000000009,-84.90000000000009,1317.58,1378.0,82.29999999999995,-68.79999999999995,1310.32,1378.0,87.70000000000005,-87.0,1365.8,1376.0,21.59999999999991,0.900000000000091,127,336,324,24
2017-09-24,1286.04,1304.5,29.5,-29.5,1288.5,1305.6,29.5,-29.5,1282.26,1298.7,28.299999999999955,-28.299999999999955,1348.32,1361.8,24.700000000000045,-24.700000000000045,146,492,476,97
2017-10-01,1273.8999999999999,1280.6,13.0,10.899999999999864,1277.58,1284.0,12.0,10.700000000000045,1269.1399999999999,1279.0,18.5,10.400000000000091,1338.7,1347.4,12.100000000000136,11.600000000000136,102,218,199,-173
2017-10-08,1291.34,1302.0,19.40000000000009,19.40000000000009,1297.0,1303.8,11.799999999999955,10.799999999999955,1287.9,1291.9,10.200000000000045,10.200000000000045,1360.26,1367.4,15.900000000000091,10.299999999999955,60,173,159,155
2017-10-15,1283.14,1295.1,20.399999999999864,-20.399999999999864,1284.36,1295.1,15.5,-14.299999999999955,1279.48,1285.1,13.599999999999909,-11.599999999999909,1347.16,1352.9,9.700000000000045,-5.599999999999909,257,571,456,-456
2017-10-22,1271.46,1275.5,7.099999999999909,-5.5,1273.34,1275.5,7.099999999999909,-1.400000000000091,1268.66,1273.7,9.0,-5.7999999999999545,1338.56,1342.5,9.400000000000091,-0.2999999999999545,125,222,183,111
2017-10-29,1270.9,1274.9,9.600000000000136,-4.099999999999909,1274.54,1280.5,12.599999999999909,5.900000000000091,1269.12,1274.9,9.600000000000136,2.900000000000091,1338.8600000000001,1345.7,12.799999999999955,12.0,117,235,165,-107
2017-11-05,1278.58,1283.5,7.599999999999909,0.20000000000004547,1281.82,1286.9,10.100000000000136,0.20000000000004547,1275.1200000000001,1279.7,9.299999999999955,6.599999999999909,1345.58,1352.8,12.899999999999864,6.5,14,18,8,5
2017-11-12,1280.0,1288.3,12.399999999999864,-1.0,1281.1,1288.3,12.399999999999864,-3.199999999999818,1278.9,1288.3,12.399999999999864,-1.0,1349.58,1364.0,20.40000000000009,-6.600000000000136,12,43,42,-3
2017-11-19,1287.498,1293.8,12.700000000000045,12.700000000000045,1288.0339999999999,1293.87,12.769999999999982,12.700000000000045,1286.43,1293.8,12.700000000000045,12.700000000000045,1344.832,1363.7,72.03999999999996,12.900000000000091,20,76,76,-19
2017-11-26,1283.56,1294.7,22.200000000000045,-22.200000000000045,1288.02,1296.2,20.100000000000136,-18.600000000000136,1277.36,1294.7,25.0,-24.40000000000009,1349.7,1364.0,21.700000000000045,-21.0,11205,47244,46421,-3210
2017-12-03,1270.48,1317.4,71.10000000000014,-27.0,1271.9,1317.4,68.20000000000005,-26.59999999999991,1264.08,1317.4,77.5,-20.09999999999991,1320.84,1331.2,19.40000000000009,-18.299999999999955,435,1499,1498,-1353
2017-12-10,1249.08,1256.2,14.900000000000091,14.900000000000091,1255.8600000000001,1262.4,18.0,18.0,1247.08,1255.7,19.200000000000045,19.200000000000045,1319.16,1330.6,23.699999999999818,23.699999999999818,360,692,647,-647
2017-12-17,1266.8,1278.9,17.800000000000182,17.800000000000182,1270.82,1279.5,15.200000000000045,15.200000000000045,1265.86,1277.9,18.40000000000009,18.40000000000009,1324.84,1344.8,66.89999999999986,-51.899999999999864,147,329,329,-329
2017-12-24,1290.92,1305.8,23.399999999999864,23.399999999999864,1295.64,1309.7,25.600000000000136,25.600000000000136,1290.52,1304.6,22.799999999999955,22.799999999999955,1352.16,1376.9,68.20000000000005,-44.799999999999955,92,245,245,-84
2017-12-31,1335.0,1392.8,72.89999999999986,-72.89999999999986,1335.02,1392.8,72.89999999999986,-72.89999999999986,1332.34,1392.8,80.70000000000005,-78.20000000000005,1390.3,1393.3,8.200000000000045,6.7000000000000455,17,42,41,40
2018-01-07,1324.9666666666667,1337.7,28.100000000000136,27.700000000000045,1328.1833333333334,1344.9,35.30000000000018,35.30000000000018,1323.7333333333333,1337.0,27.40000000000009,27.40000000000009,1376.9166666666667,1409.6,72.19999999999982,-43.40000000000009,18,70,70,-16
2018-01-14,1330.58,1334.4,6.0,-2.699999999999818,1331.44,1334.4,6.0,-4.099999999999909,1328.58,1331.0,4.400000000000091,-2.599999999999909,1410.08,1414.9,12.0,-1.2000000000000455,92,211,198,149
2018-01-21,1348.1399999999999,1357.2,21.40000000000009,4.0,1348.26,1357.2,21.299999999999955,3.8999999999998636,1346.08,1357.2,21.40000000000009,4.0,1430.6,1443.9,28.5,6.699999999999818,24,50,49,-46
2018-01-28,1339.92,1348.5,17.40000000000009,-7.600000000000136,1347.52,1352.1,11.899999999999864,-7.599999999999909,1331.62,1336.8,9.099999999999909,-3.7999999999999545,1418.02,1425.2,12.200000000000045,-4.0,12428,52100,51459,-51459
2018-02-04,1325.08,1338.2,21.100000000000136,-14.400000000000091,1328.68,1343.7,22.600000000000136,-18.200000000000045,1313.38,1319.5,12.5,-1.5,1396.72,1405.5,14.700000000000045,-3.900000000000091,324,529,527,-389
2018-02-11,1343.9,1354.0,29.5,25.90000000000009,1351.45,1361.4,31.800000000000182,24.300000000000182,1339.8500000000001,1349.7,26.299999999999955,24.0,1400.5166666666667,1433.6,85.79999999999995,-57.700000000000045,115,400,400,-71
2018-02-18,1332.04,1348.4,26.40000000000009,-13.400000000000091,1337.14,1350.2,18.799999999999955,-9.700000000000045,1327.46,1334.7,12.700000000000045,6.2000000000000455,1410.9,1413.5,4.7000000000000455,4.7000000000000455,187,427,387,-243
2018-02-25,1319.06,1331.7,21.299999999999955,-8.200000000000045,1324.16,1332.6,14.5,-6.699999999999818,1312.46,1318.1,16.299999999999955,5.399999999999864,1398.22,1404.5,18.200000000000045,0.7999999999999545,64,155,137,-30
2018-03-04,1324.1399999999999,1338.1,21.299999999999955,-2.199999999999818,1327.98,1338.1,18.699999999999818,-14.0,1320.6200000000001,1330.0,17.0,-2.0,1407.7,1416.2,12.900000000000091,-12.400000000000091,39,88,85,-15
