Date,SPDR S&P 600 Small Cap_Open_average,SPDR S&P 600 Small Cap_Open_max,SPDR S&P 600 Small Cap_Open_min,SPDR S&P 600 Small Cap_Open_volatility,SPDR S&P 600 Small Cap_Open_change,SPDR S&P 600 Small Cap_High_average,SPDR S&P 600 Small Cap_High_max,SPDR S&P 600 Small Cap_High_min,SPDR S&P 600 Small Cap_High_volatility,SPDR S&P 600 Small Cap_High_change,SPDR S&P 600 Small Cap_Low_average,SPDR S&P 600 Small Cap_Low_max,SPDR S&P 600 Small Cap_Low_min,SPDR S&P 600 Small Cap_Low_volatility,SPDR S&P 600 Small Cap_Low_change,SPDR S&P 600 Small Cap_Close_average,SPDR S&P 600 Small Cap_Close_max,SPDR S&P 600 Small Cap_Close_min,SPDR S&P 600 Small Cap_Close_volatility,SPDR S&P 600 Small Cap_Close_change
2018-04-29,67.17,67.17,67.17,0.0,0.0,68.62,68.62,68.62,0.0,0.0,67.17,67.17,67.17,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2018-05-06,70.26,70.26,70.26,0.0,0.0,70.43,70.43,70.43,0.0,0.0,69.9,69.9,69.9,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2018-05-13,71.24,71.24,71.24,0.0,0.0,71.46,71.46,71.46,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.44,71.44,71.44,0.0,0.0
2018-05-20,71.54,71.54,71.54,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.32,71.32,71.32,0.0,0.0,71.59,71.59,71.59,0.0,0.0
2018-05-27,72.19,72.19,72.19,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.1,72.1,72.1,0.0,0.0,72.17,72.17,72.17,0.0,0.0
2018-06-03,73.72,73.72,73.72,0.0,0.0,74.07,74.07,74.07,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.95,73.95,73.95,0.0,0.0
2018-06-10,73.68,73.68,73.68,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.41,73.41,73.41,0.0,0.0,74.1,74.1,74.1,0.0,0.0
2018-06-17,74.5,74.5,74.5,0.0,0.0,74.5,74.5,74.5,0.0,0.0,73.67,73.67,73.67,0.0,0.0,74.25,74.25,74.25,0.0,0.0
2018-06-24,72.78,72.78,72.78,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.3,72.3,72.3,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2018-07-01,74.1,74.1,74.1,0.0,0.0,74.79,74.79,74.79,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.57,74.57,74.57,0.0,0.0
2018-07-08,74.35,74.35,74.35,0.0,0.0,74.82,74.82,74.82,0.0,0.0,74.27,74.27,74.27,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2018-07-15,75.16,75.16,75.16,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.04,75.04,75.04,0.0,0.0
2018-07-22,75.43,75.43,75.43,0.0,0.0,75.49,75.49,75.49,0.0,0.0,73.95,73.95,73.95,0.0,0.0,74.0,74.0,74.0,0.0,0.0
2018-07-29,75.24,75.24,75.24,0.0,0.0,75.49,75.49,75.49,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2018-08-05,75.14,75.14,75.14,0.0,0.0,75.91,75.91,75.91,0.0,0.0,75.01,75.01,75.01,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2018-08-12,75.61,75.61,75.61,0.0,0.0,76.4,76.4,76.4,0.0,0.0,75.6,75.6,75.6,0.0,0.0,76.3,76.3,76.3,0.0,0.0
2018-08-19,77.51,77.51,77.51,0.0,0.0,77.74,77.74,77.74,0.0,0.0,77.46,77.46,77.46,0.0,0.0,77.68,77.68,77.68,0.0,0.0
2018-08-26,77.6,77.6,77.6,0.0,0.0,78.21,78.21,78.21,0.0,0.0,77.5,77.5,77.5,0.0,0.0,78.12,78.12,78.12,0.0,0.0
2018-09-02,77.0,77.0,77.0,0.0,0.0,77.36,77.36,77.36,0.0,0.0,76.65,76.65,76.65,0.0,0.0,76.87,76.87,76.87,0.0,0.0
2018-09-09,76.83,76.83,76.83,0.0,0.0,77.42,77.42,77.42,0.0,0.0,76.76,76.76,76.76,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2018-09-16,76.99,76.99,76.99,0.0,0.0,77.16,77.16,77.16,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.42,76.42,76.42,0.0,0.0
2018-09-23,74.98,74.98,74.98,0.0,0.0,75.66,75.66,75.66,0.0,0.0,74.98,74.98,74.98,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2018-09-30,73.34,73.34,73.34,0.0,0.0,73.38,73.38,73.38,0.0,0.0,71.92,71.92,71.92,0.0,0.0,72.53,72.53,72.53,0.0,0.0
2018-10-07,69.68,69.68,69.68,0.0,0.0,69.68,69.68,69.68,0.0,0.0,67.96,67.96,67.96,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2018-10-14,69.27,69.27,69.27,0.0,0.0,69.52,69.52,69.52,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.42,68.42,68.42,0.0,0.0
2018-10-21,66.25,66.25,66.25,0.0,0.0,67.05,67.05,67.05,0.0,0.0,64.97,64.97,64.97,0.0,0.0,66.27,66.27,66.27,0.0,0.0
2018-10-28,69.08,69.08,69.08,0.0,0.0,69.51,69.51,69.51,0.0,0.0,68.62,68.62,68.62,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2018-11-04,69.99,69.99,69.99,0.0,0.0,70.04,70.04,70.04,0.0,0.0,68.69,68.69,68.69,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2018-11-11,67.71,67.71,67.71,0.0,0.0,68.5,68.5,68.5,0.0,0.0,67.56,67.56,67.56,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2018-11-18,66.15,66.15,66.15,0.0,0.0,67.19,67.19,67.19,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2018-11-25,68.01,68.01,68.01,0.0,0.0,68.64,68.64,68.64,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.59,68.59,68.59,0.0,0.0
2018-12-02,65.67,65.67,65.67,0.0,0.0,66.18,66.18,66.18,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2018-12-09,63.01,63.01,63.01,0.0,0.0,63.74,63.74,63.74,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2018-12-16,59.32,59.32,59.32,0.0,0.0,59.5,59.5,59.5,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2018-12-23,59.43,59.43,59.43,0.0,0.0,60.51,60.51,60.51,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2018-12-30,59.85,59.85,59.85,0.0,0.0,61.35,61.35,61.35,0.0,0.0,59.82,59.82,59.82,0.0,0.0,61.17,61.17,61.17,0.0,0.0
2019-01-06,63.64,63.64,63.64,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.48,63.48,63.48,0.0,0.0,64.0,64.0,64.0,0.0,0.0
2019-01-13,65.3,65.3,65.3,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2019-01-20,65.27,65.27,65.27,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2019-01-27,66.38,66.38,66.38,0.0,0.0,66.49,66.49,66.49,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2019-02-03,66.14,66.14,66.14,0.0,0.0,66.51,66.51,66.51,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.41,66.41,66.41,0.0,0.0
2019-02-10,68.63,68.63,68.63,0.0,0.0,69.3,69.3,69.3,0.0,0.0,68.48,68.48,68.48,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2019-02-17,69.89,69.89,69.89,0.0,0.0,70.15,70.15,70.15,0.0,0.0,69.77,69.77,69.77,0.0,0.0,70.15,70.15,70.15,0.0,0.0
2019-02-24,69.64,69.64,69.64,0.0,0.0,69.71,69.71,69.71,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.54,69.54,69.54,0.0,0.0
2019-03-03,66.18,66.18,66.18,0.0,0.0,66.49,66.49,66.49,0.0,0.0,66.08,66.08,66.08,0.0,0.0,66.42,66.42,66.42,0.0,0.0
2019-03-10,67.42,67.42,67.42,0.0,0.0,67.88,67.88,67.88,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.38,67.38,67.38,0.0,0.0
2019-03-17,67.12,67.12,67.12,0.0,0.0,67.25,67.25,67.25,0.0,0.0,65.13,65.13,65.13,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2019-03-24,67.11,67.11,67.11,0.0,0.0,67.19,67.19,67.19,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2019-03-31,68.16,68.16,68.16,0.0,0.0,68.66,68.66,68.66,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.58,68.58,68.58,0.0,0.0
2019-04-07,69.03,69.03,69.03,0.0,0.0,69.05,69.05,69.05,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2019-04-14,68.57,68.57,68.57,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.01,68.01,68.01,0.0,0.0,68.37,68.37,68.37,0.0,0.0
2019-04-21,68.53,68.53,68.53,0.0,0.0,69.12,69.12,69.12,0.0,0.0,68.37,68.37,68.37,0.0,0.0,69.07,69.07,69.07,0.0,0.0
2019-04-28,69.22,69.22,69.22,0.0,0.0,70.32,70.32,70.32,0.0,0.0,69.21,69.21,69.21,0.0,0.0,70.32,70.32,70.32,0.0,0.0
2019-05-05,68.16,68.16,68.16,0.0,0.0,68.62,68.62,68.62,0.0,0.0,67.3,67.3,67.3,0.0,0.0,68.51,68.51,68.51,0.0,0.0
2019-05-12,67.03,67.03,67.03,0.0,0.0,67.54,67.54,67.54,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.49,66.49,66.49,0.0,0.0
2019-05-19,65.12,65.12,65.12,0.0,0.0,65.32,65.32,65.32,0.0,0.0,64.84,64.84,64.84,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2019-05-26,63.41,63.41,63.41,0.0,0.0,63.61,63.61,63.61,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2019-06-02,65.21,65.21,65.21,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.08,65.08,65.08,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2019-06-09,66.22,66.22,66.22,0.0,0.0,66.27,66.27,66.27,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2019-06-16,67.15,67.15,67.15,0.0,0.0,67.15,67.15,67.15,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2019-06-23,66.96,66.96,66.96,0.0,0.0,67.8,67.8,67.8,0.0,0.0,66.96,66.96,66.96,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2019-06-30,67.48,67.48,67.48,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.25,67.25,67.25,0.0,0.0,68.07,68.07,68.07,0.0,0.0
2019-07-07,67.12,67.12,67.12,0.0,0.0,67.88,67.88,67.88,0.0,0.0,67.05,67.05,67.05,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2019-07-14,66.95,66.95,66.95,0.0,0.0,67.36,67.36,67.36,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2019-07-21,67.84,67.84,67.84,0.0,0.0,68.48,68.48,68.48,0.0,0.0,67.83,67.83,67.83,0.0,0.0,68.39,68.39,68.39,0.0,0.0
2019-07-28,66.95,66.95,66.95,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2019-08-04,66.72,66.72,66.72,0.0,0.0,66.72,66.72,66.72,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.15,66.15,66.15,0.0,0.0
2019-08-11,64.2,64.2,64.2,0.0,0.0,65.43,65.43,65.43,0.0,0.0,64.2,64.2,64.2,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2019-08-18,65.39,65.39,65.39,0.0,0.0,65.73,65.73,65.73,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2019-08-25,65.69,65.69,65.69,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2019-09-01,66.44,66.44,66.44,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.17,66.17,66.17,0.0,0.0
2019-09-08,69.58,69.58,69.58,0.0,0.0,70.01,70.01,70.01,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2019-09-15,68.8,68.8,68.8,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.44,68.44,68.44,0.0,0.0
2019-09-22,67.8,67.8,67.8,0.0,0.0,68.0,68.0,68.0,0.0,0.0,66.88,66.88,66.88,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2019-09-29,65.54,65.54,65.54,0.0,0.0,66.06,66.06,66.06,0.0,0.0,65.17,65.17,65.17,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2019-10-06,66.11,66.11,66.11,0.0,0.0,67.15,67.15,67.15,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2019-10-13,67.59,67.59,67.59,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2019-10-20,68.24,68.24,68.24,0.0,0.0,68.95,68.95,68.95,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2019-10-27,68.94,68.94,68.94,0.0,0.0,69.7,69.7,69.7,0.0,0.0,68.94,68.94,68.94,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2019-11-03,70.0,70.0,70.0,0.0,0.0,70.29,70.29,70.29,0.0,0.0,69.92,69.92,69.92,0.0,0.0,70.28,70.28,70.28,0.0,0.0
2019-11-10,69.95,69.95,69.95,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2019-11-17,69.18,69.18,69.18,0.0,0.0,69.21,69.21,69.21,0.0,0.0,68.8,68.8,68.8,0.0,0.0,69.13,69.13,69.13,0.0,0.0
2019-11-24,70.95,70.95,70.95,0.0,0.0,70.95,70.95,70.95,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.63,70.63,70.63,0.0,0.0
2019-12-01,70.93,70.93,70.93,0.0,0.0,71.6,71.6,71.6,0.0,0.0,70.93,70.93,70.93,0.0,0.0,71.28,71.28,71.28,0.0,0.0
2019-12-08,71.85,71.85,71.85,0.0,0.0,72.06,72.06,72.06,0.0,0.0,71.19,71.19,71.19,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2019-12-15,73.03,73.03,73.03,0.0,0.0,73.08,73.08,73.08,0.0,0.0,72.76,72.76,72.76,0.0,0.0,72.82,72.82,72.82,0.0,0.0
2019-12-22,72.89,72.89,72.89,0.0,0.0,72.93,72.93,72.93,0.0,0.0,72.16,72.16,72.16,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2019-12-29,71.86,71.86,71.86,0.0,0.0,72.5,72.5,72.5,0.0,0.0,71.81,71.81,71.81,0.0,0.0,72.5,72.5,72.5,0.0,0.0
