Date,iShares MSCI EM ex China_Open_average,iShares MSCI EM ex China_Open_max,iShares MSCI EM ex China_Open_min,iShares MSCI EM ex China_Open_volatility,iShares MSCI EM ex China_Open_change,iShares MSCI EM ex China_High_average,iShares MSCI EM ex China_High_max,iShares MSCI EM ex China_High_min,iShares MSCI EM ex China_High_volatility,iShares MSCI EM ex China_High_change,iShares MSCI EM ex China_Low_average,iShares MSCI EM ex China_Low_max,iShares MSCI EM ex China_Low_min,iShares MSCI EM ex China_Low_volatility,iShares MSCI EM ex China_Low_change,iShares MSCI EM ex China_Close_average,iShares MSCI EM ex China_Close_max,iShares MSCI EM ex China_Close_min,iShares MSCI EM ex China_Close_volatility,iShares MSCI EM ex China_Close_change
2018-07-01,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2018-07-08,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2018-07-15,49.52,49.52,49.52,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2018-07-22,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2018-07-29,50.66,50.66,50.66,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2018-08-05,48.72,48.72,48.72,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2018-08-12,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-08-19,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2018-08-26,49.45,49.45,49.45,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2018-09-02,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-09-09,48.38,48.38,48.38,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2018-09-16,49.19,49.19,49.19,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2018-09-23,49.78,49.78,49.78,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2018-09-30,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-10-07,47.08,47.08,47.08,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2018-10-14,47.14,47.14,47.14,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2018-10-21,45.76,45.76,45.76,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2018-10-28,47.66,47.66,47.66,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2018-11-04,46.54,46.54,46.54,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2018-11-11,47.15,47.15,47.15,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-11-18,46.75,46.75,46.75,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-11-25,48.67,48.67,48.67,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2018-12-02,46.05,46.05,46.05,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2018-12-09,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2018-12-16,44.94,44.94,44.94,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-12-23,45.99,45.99,45.99,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2018-12-30,46.65,46.65,46.65,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2019-01-06,47.2,47.2,47.2,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2019-01-13,48.24,48.24,48.24,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-01-20,48.2,48.2,48.2,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2019-01-27,49.21,49.21,49.21,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-02-03,48.55,48.55,48.55,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2019-02-10,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2019-02-17,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-02-24,48.27,48.27,48.27,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-03-03,48.22,48.22,48.22,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2019-03-10,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-03-17,48.31,48.31,48.31,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-03-24,49.17,49.17,49.17,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-03-31,49.79,49.79,49.79,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-04-07,50.05,50.05,50.05,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.95,49.95,49.95,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-04-14,50.02,50.02,50.02,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-04-21,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-04-28,49.26,49.26,49.26,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-05-05,46.76,46.76,46.76,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2019-05-12,46.54,46.54,46.54,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2019-05-19,46.86,46.86,46.86,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-05-26,48.12,48.12,48.12,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-06-02,48.67,48.67,48.67,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-06-09,47.96,47.96,47.96,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2019-06-16,49.61,49.61,49.61,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-06-23,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-06-30,49.61,49.61,49.61,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-07-07,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-07-14,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-07-21,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-07-28,46.18,46.18,46.18,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-08-04,46.03,46.03,46.03,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2019-08-11,46.05,46.05,46.05,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2019-08-18,45.28,45.28,45.28,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2019-08-25,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-09-01,47.33,47.33,47.33,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2019-09-08,48.02,48.02,48.02,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2019-09-15,47.82,47.82,47.82,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.82,47.82,47.82,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2019-09-22,47.71,47.71,47.71,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2019-09-29,47.34,47.34,47.34,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2019-10-06,48.24,48.24,48.24,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2019-10-13,49.0,49.0,49.0,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2019-10-20,49.81,49.81,49.81,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-10-27,50.6,50.6,50.6,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-11-03,49.96,49.96,49.96,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-11-10,50.11,50.11,50.11,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-11-17,49.8,49.8,49.8,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.8,49.8,49.8,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-11-24,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-12-01,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-12-08,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-12-15,50.95,50.95,50.95,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-12-22,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-12-29,51.26,51.26,51.26,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.25,51.25,51.25,0.0,0.0
