Date,EquityCompass Equity Risk Manager_etf_Open_average,EquityCompass Equity Risk Manager_etf_Open_max,EquityCompass Equity Risk Manager_etf_Open_min,EquityCompass Equity Risk Manager_etf_Open_volatility,EquityCompass Equity Risk Manager_etf_Open_change,EquityCompass Equity Risk Manager_etf_High_average,EquityCompass Equity Risk Manager_etf_High_max,EquityCompass Equity Risk Manager_etf_High_min,EquityCompass Equity Risk Manager_etf_High_volatility,EquityCompass Equity Risk Manager_etf_High_change,EquityCompass Equity Risk Manager_etf_Low_average,EquityCompass Equity Risk Manager_etf_Low_max,EquityCompass Equity Risk Manager_etf_Low_min,EquityCompass Equity Risk Manager_etf_Low_volatility,EquityCompass Equity Risk Manager_etf_Low_change,EquityCompass Equity Risk Manager_etf_Close_average,EquityCompass Equity Risk Manager_etf_Close_max,EquityCompass Equity Risk Manager_etf_Close_min,EquityCompass Equity Risk Manager_etf_Close_volatility,EquityCompass Equity Risk Manager_etf_Close_change
2018-04-22,21.71,21.71,21.71,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2018-04-29,21.72,21.72,21.72,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2018-05-06,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2018-05-13,22.06,22.06,22.06,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2018-05-20,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-05-27,22.13,22.13,22.13,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-06-03,22.47,22.47,22.47,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-06-10,22.42,22.42,22.42,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2018-06-17,22.37,22.37,22.37,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-06-24,22.21,22.21,22.21,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2018-07-01,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-07-08,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-07-15,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2018-07-22,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2018-07-29,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2018-08-05,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2018-08-12,22.97,22.97,22.97,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2018-08-19,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2018-08-26,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-09-02,23.16,23.16,23.16,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-09-09,23.31,23.31,23.31,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-09-16,23.76,23.76,23.76,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-09-23,23.47,23.47,23.47,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-09-30,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-10-07,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-10-14,22.5,22.5,22.5,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-10-21,21.49,21.49,21.49,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2018-10-28,22.03,22.03,22.03,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-11-04,22.59,22.59,22.59,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-11-11,22.2,22.2,22.2,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2018-11-18,21.66,21.66,21.66,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2018-11-25,22.26,22.26,22.26,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-12-02,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2018-12-09,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2018-12-16,19.81,19.81,19.81,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2018-12-23,19.89,19.89,19.89,0.0,0.0,20.11,20.11,20.11,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2018-12-30,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-01-06,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-01-13,19.95,19.95,19.95,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-01-20,19.9,19.9,19.9,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2019-01-27,19.9,19.9,19.9,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-02-03,19.83,19.83,19.83,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2019-02-10,20.23,20.23,20.23,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-02-17,20.2,20.2,20.2,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-02-24,20.28,20.28,20.28,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-03-03,19.96,19.96,19.96,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-03-10,20.25,20.25,20.25,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2019-03-17,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2019-03-24,20.22,20.22,20.22,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-03-31,20.51,20.51,20.51,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-04-07,20.64,20.64,20.64,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-04-14,20.51,20.51,20.51,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2019-04-21,20.59,20.59,20.59,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2019-04-28,20.63,20.63,20.63,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-05-05,20.0,20.0,20.0,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-05-12,20.01,20.01,20.01,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-05-19,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-05-26,19.07,19.07,19.07,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2019-06-02,19.91,19.91,19.91,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-06-09,19.94,19.94,19.94,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2019-06-16,20.27,20.27,20.27,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2019-06-23,20.25,20.25,20.25,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-06-30,20.55,20.55,20.55,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2019-07-07,20.59,20.59,20.59,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2019-07-14,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-07-21,20.69,20.69,20.69,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2019-07-28,19.99,19.99,19.99,0.0,0.0,20.13,20.13,20.13,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2019-08-04,19.87,19.87,19.87,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2019-08-11,19.42,19.42,19.42,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2019-08-18,19.56,19.56,19.56,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2019-08-25,19.7,19.7,19.7,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2019-09-01,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2019-09-08,20.75,20.75,20.75,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-09-15,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2019-09-22,20.27,20.27,20.27,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-09-29,19.87,19.87,19.87,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.87,19.87,19.87,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-10-06,20.16,20.16,20.16,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-10-13,20.26,20.26,20.26,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2019-10-20,20.67,20.67,20.67,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-10-27,20.92,20.92,20.92,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.92,20.92,20.92,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-11-03,21.26,21.26,21.26,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2019-11-10,21.38,21.38,21.38,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2019-11-17,21.24,21.24,21.24,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-11-24,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-12-01,21.44,21.44,21.44,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-12-08,21.47,21.47,21.47,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-12-15,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-12-22,21.83,21.83,21.83,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-12-29,21.72,21.72,21.72,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.78,21.78,21.78,0.0,0.0
