Date,VanEck Vectors Egypt_Open_average,VanEck Vectors Egypt_Open_max,VanEck Vectors Egypt_Open_min,VanEck Vectors Egypt_Open_volatility,VanEck Vectors Egypt_Open_change,VanEck Vectors Egypt_High_average,VanEck Vectors Egypt_High_max,VanEck Vectors Egypt_High_min,VanEck Vectors Egypt_High_volatility,VanEck Vectors Egypt_High_change,VanEck Vectors Egypt_Low_average,VanEck Vectors Egypt_Low_max,VanEck Vectors Egypt_Low_min,VanEck Vectors Egypt_Low_volatility,VanEck Vectors Egypt_Low_change,VanEck Vectors Egypt_Close_average,VanEck Vectors Egypt_Close_max,VanEck Vectors Egypt_Close_min,VanEck Vectors Egypt_Close_volatility,VanEck Vectors Egypt_Close_change
2019-08-25,32.73,32.73,32.73,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-09-01,33.14,33.14,33.14,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-09-08,33.35,33.35,33.35,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-09-15,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-09-22,30.3,30.3,30.3,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-09-29,30.87,30.87,30.87,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-10-06,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-10-13,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-10-20,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-10-27,31.86,31.86,31.86,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-11-03,31.35,31.35,31.35,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-11-10,31.38,31.38,31.38,0.0,0.0,31.71,31.71,31.71,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-11-17,30.5,30.5,30.5,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-11-24,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,28.68,28.68,28.68,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-12-01,29.42,29.42,29.42,0.0,0.0,29.75,29.75,29.75,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-12-08,29.01,29.01,29.01,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-12-15,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-12-22,28.9,28.9,28.9,0.0,0.0,29.5,29.5,29.5,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-12-29,28.95,28.95,28.95,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.44,28.44,28.44,0.0,0.0
