Date,PowerShares DWA Industrials Momentum PortfolioEtf_Open_average,PowerShares DWA Industrials Momentum PortfolioEtf_Open_max,PowerShares DWA Industrials Momentum PortfolioEtf_Open_min,PowerShares DWA Industrials Momentum PortfolioEtf_Open_volatility,PowerShares DWA Industrials Momentum PortfolioEtf_Open_change,PowerShares DWA Industrials Momentum PortfolioEtf_High_average,PowerShares DWA Industrials Momentum PortfolioEtf_High_max,PowerShares DWA Industrials Momentum PortfolioEtf_High_min,PowerShares DWA Industrials Momentum PortfolioEtf_High_volatility,PowerShares DWA Industrials Momentum PortfolioEtf_High_change,PowerShares DWA Industrials Momentum PortfolioEtf_Low_average,PowerShares DWA Industrials Momentum PortfolioEtf_Low_max,PowerShares DWA Industrials Momentum PortfolioEtf_Low_min,PowerShares DWA Industrials Momentum PortfolioEtf_Low_volatility,PowerShares DWA Industrials Momentum PortfolioEtf_Low_change,PowerShares DWA Industrials Momentum PortfolioEtf_Close_average,PowerShares DWA Industrials Momentum PortfolioEtf_Close_max,PowerShares DWA Industrials Momentum PortfolioEtf_Close_min,PowerShares DWA Industrials Momentum PortfolioEtf_Close_volatility,PowerShares DWA Industrials Momentum PortfolioEtf_Close_change
2018-12-09,53.27,53.27,53.27,0.0,0.0,53.27,53.27,53.27,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-12-16,50.12,50.12,50.12,0.0,0.0,50.13,50.13,50.13,0.0,0.0,48.87,48.87,48.87,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2018-12-23,50.64,50.64,50.64,0.0,0.0,51.27,51.27,51.27,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2018-12-30,50.24,50.24,50.24,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.24,50.24,50.24,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-01-06,53.13,53.13,53.13,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-01-13,54.09,54.09,54.09,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-01-20,54.71,54.71,54.71,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-01-27,55.89,55.89,55.89,0.0,0.0,56.09,56.09,56.09,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2019-02-03,56.43,56.43,56.43,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.4,56.4,56.4,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2019-02-10,58.75,58.75,58.75,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.75,58.75,58.75,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2019-02-17,59.73,59.73,59.73,0.0,0.0,60.06,60.06,60.06,0.0,0.0,59.72,59.72,59.72,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2019-02-24,60.61,60.61,60.61,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2019-03-03,58.7,58.7,58.7,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2019-03-10,59.9,59.9,59.9,0.0,0.0,60.21,60.21,60.21,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2019-03-17,59.83,59.83,59.83,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-03-24,61.09,61.09,61.09,0.0,0.0,61.19,61.19,61.19,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2019-03-31,62.6,62.6,62.6,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.37,62.37,62.37,0.0,0.0,62.41,62.41,62.41,0.0,0.0
2019-04-07,63.08,63.08,63.08,0.0,0.0,63.08,63.08,63.08,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.95,62.95,62.95,0.0,0.0
2019-04-14,62.86,62.86,62.86,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.97,62.97,62.97,0.0,0.0
2019-04-21,63.25,63.25,63.25,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2019-04-28,63.79,63.79,63.79,0.0,0.0,64.21,64.21,64.21,0.0,0.0,63.79,63.79,63.79,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2019-05-05,62.14,62.14,62.14,0.0,0.0,63.38,63.38,63.38,0.0,0.0,61.92,61.92,61.92,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-05-12,63.04,63.04,63.04,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2019-05-19,62.22,62.22,62.22,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2019-05-26,61.43,61.43,61.43,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2019-06-02,64.23,64.23,64.23,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2019-06-09,64.9,64.9,64.9,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2019-06-16,66.48,66.48,66.48,0.0,0.0,66.48,66.48,66.48,0.0,0.0,65.95,65.95,65.95,0.0,0.0,66.03,66.03,66.03,0.0,0.0
2019-06-23,66.01,66.01,66.01,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.37,66.37,66.37,0.0,0.0
2019-06-30,67.43,67.43,67.43,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.12,67.12,67.12,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2019-07-07,68.24,68.24,68.24,0.0,0.0,68.63,68.63,68.63,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.56,68.56,68.56,0.0,0.0
2019-07-14,68.88,68.88,68.88,0.0,0.0,69.04,69.04,69.04,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.67,68.67,68.67,0.0,0.0
2019-07-21,69.18,69.18,69.18,0.0,0.0,69.69,69.69,69.69,0.0,0.0,69.18,69.18,69.18,0.0,0.0,69.69,69.69,69.69,0.0,0.0
2019-07-28,67.41,67.41,67.41,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.55,66.55,66.55,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-08-04,67.78,67.78,67.78,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.04,67.04,67.04,0.0,0.0,67.4,67.4,67.4,0.0,0.0
2019-08-11,66.47,66.47,66.47,0.0,0.0,67.28,67.28,67.28,0.0,0.0,66.47,66.47,66.47,0.0,0.0,67.27,67.27,67.27,0.0,0.0
2019-08-18,67.76,67.76,67.76,0.0,0.0,67.95,67.95,67.95,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2019-08-25,68.23,68.23,68.23,0.0,0.0,68.27,68.27,68.27,0.0,0.0,67.9,67.9,67.9,0.0,0.0,68.03,68.03,68.03,0.0,0.0
2019-09-01,69.45,69.45,69.45,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.15,69.15,69.15,0.0,0.0
2019-09-08,67.13,67.13,67.13,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.97,66.97,66.97,0.0,0.0
2019-09-15,67.26,67.26,67.26,0.0,0.0,67.3,67.3,67.3,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.87,66.87,66.87,0.0,0.0
2019-09-22,65.6,65.6,65.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2019-09-29,63.63,63.63,63.63,0.0,0.0,64.31,64.31,64.31,0.0,0.0,63.63,63.63,63.63,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2019-10-06,64.79,64.79,64.79,0.0,0.0,65.21,65.21,65.21,0.0,0.0,64.79,64.79,64.79,0.0,0.0,65.06,65.06,65.06,0.0,0.0
2019-10-13,65.02,65.02,65.02,0.0,0.0,65.12,65.12,65.12,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2019-10-20,65.47,65.47,65.47,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2019-10-27,66.01,66.01,66.01,0.0,0.0,66.22,66.22,66.22,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2019-11-03,66.11,66.11,66.11,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.26,66.26,66.26,0.0,0.0
2019-11-10,67.87,67.87,67.87,0.0,0.0,67.87,67.87,67.87,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2019-11-17,67.17,67.17,67.17,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.08,67.08,67.08,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2019-11-24,68.49,68.49,68.49,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2019-12-01,68.09,68.09,68.09,0.0,0.0,68.18,68.18,68.18,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2019-12-08,68.08,68.08,68.08,0.0,0.0,68.08,68.08,68.08,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.07,68.07,68.07,0.0,0.0
2019-12-15,68.01,68.01,68.01,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.01,68.01,68.01,0.0,0.0,68.5,68.5,68.5,0.0,0.0
2019-12-22,68.66,68.66,68.66,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2019-12-29,68.8,68.8,68.8,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.65,68.65,68.65,0.0,0.0,69.1,69.1,69.1,0.0,0.0
