Date,Principal EDGE Active Income_Open_average,Principal EDGE Active Income_Open_max,Principal EDGE Active Income_Open_min,Principal EDGE Active Income_Open_volatility,Principal EDGE Active Income_Open_change,Principal EDGE Active Income_High_average,Principal EDGE Active Income_High_max,Principal EDGE Active Income_High_min,Principal EDGE Active Income_High_volatility,Principal EDGE Active Income_High_change,Principal EDGE Active Income_Low_average,Principal EDGE Active Income_Low_max,Principal EDGE Active Income_Low_min,Principal EDGE Active Income_Low_volatility,Principal EDGE Active Income_Low_change,Principal EDGE Active Income_Close_average,Principal EDGE Active Income_Close_max,Principal EDGE Active Income_Close_min,Principal EDGE Active Income_Close_volatility,Principal EDGE Active Income_Close_change
2018-03-25,39.79,39.79,39.79,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2018-04-01,39.85,39.85,39.85,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-04-08,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2018-04-15,40.26,40.26,40.26,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2018-04-22,40.26,40.26,40.26,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2018-04-29,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2018-05-06,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-05-13,40.17,40.17,40.17,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-05-20,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2018-05-27,40.42,40.42,40.42,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2018-06-03,40.58,40.58,40.58,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2018-06-10,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-06-17,40.92,40.92,40.92,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2018-06-24,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2018-07-01,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-07-08,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2018-07-15,40.34,40.34,40.34,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2018-07-22,40.4,40.4,40.4,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2018-07-29,40.98,40.98,40.98,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2018-08-05,40.66,40.66,40.66,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2018-08-12,41.0,41.0,41.0,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2018-08-19,41.03,41.03,41.03,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2018-08-26,41.05,41.05,41.05,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2018-09-02,40.74,40.74,40.74,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2018-09-09,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2018-09-16,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2018-09-23,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-09-30,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2018-10-07,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2018-10-14,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2018-10-21,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2018-10-28,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2018-11-04,39.6,39.6,39.6,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2018-11-11,39.31,39.31,39.31,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2018-11-18,39.01,39.01,39.01,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2018-11-25,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2018-12-02,39.04,39.04,39.04,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.85,38.85,38.85,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2018-12-09,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2018-12-16,37.66,37.66,37.66,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-12-23,37.42,37.42,37.42,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-12-30,37.83,37.83,37.83,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-01-06,38.5,38.5,38.5,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-01-13,38.74,38.74,38.74,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-01-20,38.83,38.83,38.83,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-01-27,39.06,39.06,39.06,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2019-02-03,39.5,39.5,39.5,0.0,0.0,39.6,39.6,39.6,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-02-10,39.48,39.48,39.48,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-02-17,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-02-24,39.54,39.54,39.54,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-03-03,39.34,39.34,39.34,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-03-10,39.82,39.82,39.82,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-03-17,39.69,39.69,39.69,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-03-24,39.75,39.75,39.75,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2019-03-31,40.02,40.02,40.02,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2019-04-07,40.01,40.01,40.01,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-04-14,39.97,39.97,39.97,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-04-21,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2019-04-28,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-05-05,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-05-12,39.53,39.53,39.53,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-05-19,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-05-26,39.28,39.28,39.28,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2019-06-02,39.41,39.41,39.41,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2019-06-09,39.49,39.49,39.49,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-06-16,40.12,40.12,40.12,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2019-06-23,40.12,40.12,40.12,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2019-06-30,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-07-07,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2019-07-14,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2019-07-21,40.36,40.36,40.36,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-07-28,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-08-04,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-08-11,39.88,39.88,39.88,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-08-18,39.86,39.86,39.86,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-08-25,39.94,39.94,39.94,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2019-09-01,39.8,39.8,39.8,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2019-09-08,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2019-09-15,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-09-22,40.18,40.18,40.18,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-09-29,39.9,39.9,39.9,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2019-10-06,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2019-10-13,40.06,40.06,40.06,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-10-20,40.36,40.36,40.36,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-10-27,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-11-03,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-11-10,40.57,40.57,40.57,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2019-11-17,40.51,40.51,40.51,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-11-24,40.36,40.36,40.36,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-12-01,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-12-08,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-12-15,40.82,40.82,40.82,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2019-12-22,41.27,41.27,41.27,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2019-12-29,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.09,41.09,41.09,0.0,0.0
