Date,iShares Edge MSCI USA Quality Factor_etf_Open_average,iShares Edge MSCI USA Quality Factor_etf_Open_max,iShares Edge MSCI USA Quality Factor_etf_Open_min,iShares Edge MSCI USA Quality Factor_etf_Open_volatility,iShares Edge MSCI USA Quality Factor_etf_Open_change,iShares Edge MSCI USA Quality Factor_etf_High_average,iShares Edge MSCI USA Quality Factor_etf_High_max,iShares Edge MSCI USA Quality Factor_etf_High_min,iShares Edge MSCI USA Quality Factor_etf_High_volatility,iShares Edge MSCI USA Quality Factor_etf_High_change,iShares Edge MSCI USA Quality Factor_etf_Low_average,iShares Edge MSCI USA Quality Factor_etf_Low_max,iShares Edge MSCI USA Quality Factor_etf_Low_min,iShares Edge MSCI USA Quality Factor_etf_Low_volatility,iShares Edge MSCI USA Quality Factor_etf_Low_change,iShares Edge MSCI USA Quality Factor_etf_Close_average,iShares Edge MSCI USA Quality Factor_etf_Close_max,iShares Edge MSCI USA Quality Factor_etf_Close_min,iShares Edge MSCI USA Quality Factor_etf_Close_volatility,iShares Edge MSCI USA Quality Factor_etf_Close_change
2018-10-07,85.63,85.63,85.63,0.0,0.0,85.63,85.63,85.63,0.0,0.0,84.18,84.18,84.18,0.0,0.0,85.27,85.27,85.27,0.0,0.0
2018-10-14,85.71,85.71,85.71,0.0,0.0,85.76,85.76,85.76,0.0,0.0,84.64,84.64,84.64,0.0,0.0,84.83,84.83,84.83,0.0,0.0
2018-10-21,81.66,81.66,81.66,0.0,0.0,82.55,82.55,82.55,0.0,0.0,80.73,80.73,80.73,0.0,0.0,81.63,81.63,81.63,0.0,0.0
2018-10-28,84.82,84.82,84.82,0.0,0.0,85.09,85.09,85.09,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2018-11-04,86.3,86.3,86.3,0.0,0.0,86.51,86.51,86.51,0.0,0.0,85.42,85.42,85.42,0.0,0.0,85.85,85.85,85.85,0.0,0.0
2018-11-11,83.83,83.83,83.83,0.0,0.0,84.47,84.47,84.47,0.0,0.0,83.41,83.41,83.41,0.0,0.0,84.19,84.19,84.19,0.0,0.0
2018-11-18,80.81,80.81,80.81,0.0,0.0,81.14,81.14,81.14,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.71,80.71,80.71,0.0,0.0
2018-11-25,83.54,83.54,83.54,0.0,0.0,84.45,84.45,84.45,0.0,0.0,83.39,83.39,83.39,0.0,0.0,84.3,84.3,84.3,0.0,0.0
2018-12-02,82.6,82.6,82.6,0.0,0.0,83.04,83.04,83.04,0.0,0.0,80.42,80.42,80.42,0.0,0.0,80.74,80.74,80.74,0.0,0.0
2018-12-09,80.64,80.64,80.64,0.0,0.0,81.0,81.0,81.0,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.7,79.7,79.7,0.0,0.0
2018-12-16,75.54,75.54,75.54,0.0,0.0,76.36,76.36,76.36,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.67,73.67,73.67,0.0,0.0
2018-12-23,76.53,76.53,76.53,0.0,0.0,77.0,77.0,77.0,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.97,75.97,75.97,0.0,0.0
2018-12-30,75.95,75.95,75.95,0.0,0.0,77.58,77.58,77.58,0.0,0.0,75.53,75.53,75.53,0.0,0.0,77.43,77.43,77.43,0.0,0.0
2019-01-06,79.15,79.15,79.15,0.0,0.0,79.33,79.33,79.33,0.0,0.0,78.74,78.74,78.74,0.0,0.0,79.31,79.31,79.31,0.0,0.0
2019-01-13,80.96,80.96,80.96,0.0,0.0,81.64,81.64,81.64,0.0,0.0,80.79,80.79,80.79,0.0,0.0,81.48,81.48,81.48,0.0,0.0
2019-01-20,81.06,81.06,81.06,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.32,81.32,81.32,0.0,0.0
2019-01-27,83.22,83.22,83.22,0.0,0.0,83.7,83.7,83.7,0.0,0.0,83.13,83.13,83.13,0.0,0.0,83.46,83.46,83.46,0.0,0.0
2019-02-03,83.19,83.19,83.19,0.0,0.0,83.8,83.8,83.8,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.79,83.79,83.79,0.0,0.0
2019-02-10,85.57,85.57,85.57,0.0,0.0,86.03,86.03,86.03,0.0,0.0,85.56,85.56,85.56,0.0,0.0,86.03,86.03,86.03,0.0,0.0
2019-02-17,86.22,86.22,86.22,0.0,0.0,86.78,86.78,86.78,0.0,0.0,86.14,86.14,86.14,0.0,0.0,86.75,86.75,86.75,0.0,0.0
2019-02-24,87.27,87.27,87.27,0.0,0.0,87.48,87.48,87.48,0.0,0.0,86.85,86.85,86.85,0.0,0.0,87.34,87.34,87.34,0.0,0.0
2019-03-03,85.33,85.33,85.33,0.0,0.0,85.88,85.88,85.88,0.0,0.0,85.11,85.11,85.11,0.0,0.0,85.83,85.83,85.83,0.0,0.0
2019-03-10,88.1,88.1,88.1,0.0,0.0,88.53,88.53,88.53,0.0,0.0,88.02,88.02,88.02,0.0,0.0,88.34,88.34,88.34,0.0,0.0
2019-03-17,88.38,88.38,88.38,0.0,0.0,88.5,88.5,88.5,0.0,0.0,87.09,87.09,87.09,0.0,0.0,87.12,87.12,87.12,0.0,0.0
2019-03-24,88.49,88.49,88.49,0.0,0.0,88.6,88.6,88.6,0.0,0.0,88.11,88.11,88.11,0.0,0.0,88.55,88.55,88.55,0.0,0.0
2019-03-31,90.12,90.12,90.12,0.0,0.0,90.33,90.33,90.33,0.0,0.0,89.95,89.95,89.95,0.0,0.0,90.31,90.31,90.31,0.0,0.0
2019-04-07,90.98,90.98,90.98,0.0,0.0,91.16,91.16,91.16,0.0,0.0,90.65,90.65,90.65,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2019-04-14,91.24,91.24,91.24,0.0,0.0,91.29,91.29,91.29,0.0,0.0,90.62,90.62,90.62,0.0,0.0,90.94,90.94,90.94,0.0,0.0
2019-04-21,91.49,91.49,91.49,0.0,0.0,91.89,91.89,91.89,0.0,0.0,91.13,91.13,91.13,0.0,0.0,91.89,91.89,91.89,0.0,0.0
2019-04-28,91.62,91.62,91.62,0.0,0.0,91.79,91.79,91.79,0.0,0.0,91.32,91.32,91.32,0.0,0.0,91.67,91.67,91.67,0.0,0.0
2019-05-05,89.08,89.08,89.08,0.0,0.0,90.09,90.09,90.09,0.0,0.0,88.02,88.02,88.02,0.0,0.0,89.83,89.83,89.83,0.0,0.0
2019-05-12,89.12,89.12,89.12,0.0,0.0,90.04,90.04,90.04,0.0,0.0,88.89,88.89,88.89,0.0,0.0,89.26,89.26,89.26,0.0,0.0
2019-05-19,88.44,88.44,88.44,0.0,0.0,88.6,88.6,88.6,0.0,0.0,87.85,87.85,87.85,0.0,0.0,88.02,88.02,88.02,0.0,0.0
2019-05-26,85.94,85.94,85.94,0.0,0.0,86.34,86.34,86.34,0.0,0.0,85.73,85.73,85.73,0.0,0.0,85.86,85.86,85.86,0.0,0.0
2019-06-02,89.34,89.34,89.34,0.0,0.0,90.34,90.34,90.34,0.0,0.0,89.2,89.2,89.2,0.0,0.0,90.03,90.03,90.03,0.0,0.0
2019-06-09,90.58,90.58,90.58,0.0,0.0,90.6,90.6,90.6,0.0,0.0,90.12,90.12,90.12,0.0,0.0,90.37,90.37,90.37,0.0,0.0
2019-06-16,92.12,92.12,92.12,0.0,0.0,92.39,92.39,92.39,0.0,0.0,91.87,91.87,91.87,0.0,0.0,91.96,91.96,91.96,0.0,0.0
2019-06-23,91.35,91.35,91.35,0.0,0.0,91.59,91.59,91.59,0.0,0.0,91.02,91.02,91.02,0.0,0.0,91.47,91.47,91.47,0.0,0.0
2019-06-30,92.84,92.84,92.84,0.0,0.0,93.23,93.23,93.23,0.0,0.0,92.36,92.36,92.36,0.0,0.0,93.15,93.15,93.15,0.0,0.0
2019-07-07,93.41,93.41,93.41,0.0,0.0,93.72,93.72,93.72,0.0,0.0,93.31,93.31,93.31,0.0,0.0,93.68,93.68,93.68,0.0,0.0
2019-07-14,93.43,93.43,93.43,0.0,0.0,93.73,93.73,93.73,0.0,0.0,92.5,92.5,92.5,0.0,0.0,92.53,92.53,92.53,0.0,0.0
2019-07-21,93.82,93.82,93.82,0.0,0.0,94.16,94.16,94.16,0.0,0.0,93.61,93.61,93.61,0.0,0.0,94.1,94.1,94.1,0.0,0.0
2019-07-28,91.64,91.64,91.64,0.0,0.0,91.66,91.66,91.66,0.0,0.0,90.58,90.58,90.58,0.0,0.0,91.03,91.03,91.03,0.0,0.0
2019-08-04,91.07,91.07,91.07,0.0,0.0,91.45,91.45,91.45,0.0,0.0,90.03,90.03,90.03,0.0,0.0,90.65,90.65,90.65,0.0,0.0
2019-08-11,89.17,89.17,89.17,0.0,0.0,90.11,90.11,90.11,0.0,0.0,89.17,89.17,89.17,0.0,0.0,89.92,89.92,89.92,0.0,0.0
2019-08-18,90.71,90.71,90.71,0.0,0.0,91.07,91.07,91.07,0.0,0.0,88.12,88.12,88.12,0.0,0.0,88.51,88.51,88.51,0.0,0.0
2019-08-25,91.61,91.61,91.61,0.0,0.0,91.79,91.79,91.79,0.0,0.0,90.72,90.72,90.72,0.0,0.0,91.08,91.08,91.08,0.0,0.0
2019-09-01,92.96,92.96,92.96,0.0,0.0,93.25,93.25,93.25,0.0,0.0,92.91,92.91,92.91,0.0,0.0,93.02,93.02,93.02,0.0,0.0
2019-09-08,93.56,93.56,93.56,0.0,0.0,93.73,93.73,93.73,0.0,0.0,93.3,93.3,93.3,0.0,0.0,93.39,93.39,93.39,0.0,0.0
2019-09-15,93.43,93.43,93.43,0.0,0.0,93.61,93.61,93.61,0.0,0.0,92.61,92.61,92.61,0.0,0.0,92.72,92.72,92.72,0.0,0.0
2019-09-22,92.4,92.4,92.4,0.0,0.0,92.5,92.5,92.5,0.0,0.0,91.29,91.29,91.29,0.0,0.0,91.82,91.82,91.82,0.0,0.0
2019-09-29,90.79,90.79,90.79,0.0,0.0,91.88,91.88,91.88,0.0,0.0,90.79,90.79,90.79,0.0,0.0,91.8,91.8,91.8,0.0,0.0
2019-10-06,92.2,92.2,92.2,0.0,0.0,93.35,93.35,93.35,0.0,0.0,92.2,92.2,92.2,0.0,0.0,92.63,92.63,92.63,0.0,0.0
2019-10-13,93.32,93.32,93.32,0.0,0.0,93.63,93.63,93.63,0.0,0.0,92.72,92.72,92.72,0.0,0.0,93.02,93.02,93.02,0.0,0.0
2019-10-20,93.76,93.76,93.76,0.0,0.0,94.53,94.53,94.53,0.0,0.0,93.63,93.63,93.63,0.0,0.0,94.34,94.34,94.34,0.0,0.0
2019-10-27,95.05,95.05,95.05,0.0,0.0,95.4,95.4,95.4,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.4,95.4,95.4,0.0,0.0
2019-11-03,96.0,96.0,96.0,0.0,0.0,96.22,96.22,96.22,0.0,0.0,95.78,95.78,95.78,0.0,0.0,96.21,96.21,96.21,0.0,0.0
2019-11-10,97.16,97.16,97.16,0.0,0.0,97.46,97.46,97.46,0.0,0.0,96.99,96.99,96.99,0.0,0.0,97.46,97.46,97.46,0.0,0.0
2019-11-17,97.27,97.27,97.27,0.0,0.0,97.43,97.43,97.43,0.0,0.0,96.8,96.8,96.8,0.0,0.0,97.25,97.25,97.25,0.0,0.0
2019-11-24,98.89,98.89,98.89,0.0,0.0,98.95,98.95,98.95,0.0,0.0,98.56,98.56,98.56,0.0,0.0,98.65,98.65,98.65,0.0,0.0
2019-12-01,98.91,98.91,98.91,0.0,0.0,99.24,99.24,99.24,0.0,0.0,98.63,98.63,98.63,0.0,0.0,99.0,99.0,99.0,0.0,0.0
2019-12-08,99.76,99.76,99.76,0.0,0.0,100.17,100.17,100.17,0.0,0.0,99.37,99.37,99.37,0.0,0.0,99.71,99.71,99.71,0.0,0.0
2019-12-15,100.75,100.75,100.75,0.0,0.0,101.27,101.27,101.27,0.0,0.0,100.59,100.59,100.59,0.0,0.0,100.93,100.93,100.93,0.0,0.0
2019-12-22,101.57,101.57,101.57,0.0,0.0,101.62,101.62,101.62,0.0,0.0,101.12,101.12,101.12,0.0,0.0,101.3,101.3,101.3,0.0,0.0
2019-12-29,100.93,100.93,100.93,0.0,0.0,101.55,101.55,101.55,0.0,0.0,100.71,100.71,100.71,0.0,0.0,101.22,101.22,101.22,0.0,0.0
