Date,PowerShares Dynamic Networking_Open_average,PowerShares Dynamic Networking_Open_max,PowerShares Dynamic Networking_Open_min,PowerShares Dynamic Networking_Open_volatility,PowerShares Dynamic Networking_Open_change,PowerShares Dynamic Networking_High_average,PowerShares Dynamic Networking_High_max,PowerShares Dynamic Networking_High_min,PowerShares Dynamic Networking_High_volatility,PowerShares Dynamic Networking_High_change,PowerShares Dynamic Networking_Low_average,PowerShares Dynamic Networking_Low_max,PowerShares Dynamic Networking_Low_min,PowerShares Dynamic Networking_Low_volatility,PowerShares Dynamic Networking_Low_change,PowerShares Dynamic Networking_Close_average,PowerShares Dynamic Networking_Close_max,PowerShares Dynamic Networking_Close_min,PowerShares Dynamic Networking_Close_volatility,PowerShares Dynamic Networking_Close_change
2018-05-06,52.05,52.05,52.05,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2018-05-13,52.37,52.37,52.37,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2018-05-20,52.63,52.63,52.63,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-05-27,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-06-03,53.73,53.73,53.73,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2018-06-10,54.72,54.72,54.72,0.0,0.0,55.28,55.28,55.28,0.0,0.0,54.51,54.51,54.51,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2018-06-17,53.07,53.07,53.07,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2018-06-24,52.57,52.57,52.57,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.57,52.57,52.57,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2018-07-01,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-07-08,55.53,55.53,55.53,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2018-07-15,55.8,55.8,55.8,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2018-07-22,53.93,53.93,53.93,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2018-07-29,54.04,54.04,54.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2018-08-05,55.44,55.44,55.44,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2018-08-12,55.69,55.69,55.69,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2018-08-19,57.49,57.49,57.49,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2018-08-26,57.9,57.9,57.9,0.0,0.0,58.55,58.55,58.55,0.0,0.0,57.9,57.9,57.9,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2018-09-02,57.9,57.9,57.9,0.0,0.0,58.23,58.23,58.23,0.0,0.0,57.76,57.76,57.76,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2018-09-09,58.13,58.13,58.13,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2018-09-16,57.42,57.42,57.42,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2018-09-23,58.28,58.28,58.28,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2018-09-30,53.63,53.63,53.63,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.63,53.63,53.63,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2018-10-07,52.15,52.15,52.15,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2018-10-14,52.52,52.52,52.52,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2018-10-21,50.99,50.99,50.99,0.0,0.0,51.09,51.09,51.09,0.0,0.0,49.52,49.52,49.52,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-10-28,52.74,52.74,52.74,0.0,0.0,52.74,52.74,52.74,0.0,0.0,51.61,51.61,51.61,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2018-11-04,53.26,53.26,53.26,0.0,0.0,53.26,53.26,53.26,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2018-11-11,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2018-11-18,50.1,50.1,50.1,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-11-25,53.14,53.14,53.14,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2018-12-02,50.45,50.45,50.45,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.45,50.45,50.45,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2018-12-09,49.77,49.77,49.77,0.0,0.0,50.17,50.17,50.17,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2018-12-16,45.66,45.66,45.66,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2018-12-23,48.28,48.28,48.28,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2018-12-30,48.28,48.28,48.28,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-01-06,49.79,49.79,49.79,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-01-13,50.77,50.77,50.77,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-01-20,51.2,51.2,51.2,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2019-01-27,54.37,54.37,54.37,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-02-03,55.05,55.05,55.05,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2019-02-10,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2019-02-17,58.17,58.17,58.17,0.0,0.0,58.26,58.26,58.26,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2019-02-24,58.96,58.96,58.96,0.0,0.0,58.96,58.96,58.96,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2019-03-03,57.29,57.29,57.29,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.08,57.08,57.08,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2019-03-10,58.94,58.94,58.94,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2019-03-17,58.1,58.1,58.1,0.0,0.0,58.37,58.37,58.37,0.0,0.0,57.46,57.46,57.46,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2019-03-24,59.38,59.38,59.38,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-03-31,59.09,59.09,59.09,0.0,0.0,59.58,59.58,59.58,0.0,0.0,58.78,58.78,58.78,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2019-04-07,60.93,60.93,60.93,0.0,0.0,61.14,61.14,61.14,0.0,0.0,60.9,60.9,60.9,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-04-14,61.5,61.5,61.5,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2019-04-21,62.94,62.94,62.94,0.0,0.0,63.37,63.37,63.37,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2019-04-28,60.95,60.95,60.95,0.0,0.0,61.9,61.9,61.9,0.0,0.0,60.67,60.67,60.67,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2019-05-05,58.44,58.44,58.44,0.0,0.0,58.44,58.44,58.44,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2019-05-12,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2019-05-19,57.22,57.22,57.22,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-05-26,55.24,55.24,55.24,0.0,0.0,55.24,55.24,55.24,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-06-02,57.6,57.6,57.6,0.0,0.0,58.36,58.36,58.36,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2019-06-09,57.28,57.28,57.28,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2019-06-16,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2019-06-23,59.74,59.74,59.74,0.0,0.0,59.74,59.74,59.74,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2019-06-30,59.65,59.65,59.65,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2019-07-07,60.85,60.85,60.85,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.83,60.83,60.83,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-07-14,60.9,60.9,60.9,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-07-21,60.87,60.87,60.87,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-07-28,56.19,56.19,56.19,0.0,0.0,56.19,56.19,56.19,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-08-04,56.29,56.29,56.29,0.0,0.0,56.29,56.29,56.29,0.0,0.0,55.98,55.98,55.98,0.0,0.0,56.14,56.14,56.14,0.0,0.0
2019-08-11,56.24,56.24,56.24,0.0,0.0,56.24,56.24,56.24,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2019-08-18,55.33,55.33,55.33,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2019-08-25,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-09-01,57.07,57.07,57.07,0.0,0.0,57.07,57.07,57.07,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2019-09-08,56.91,56.91,56.91,0.0,0.0,57.46,57.46,57.46,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-09-15,56.39,56.39,56.39,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2019-09-22,56.22,56.22,56.22,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2019-09-29,56.71,56.71,56.71,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2019-10-06,56.58,56.58,56.58,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2019-10-13,56.61,56.61,56.61,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2019-10-20,57.6,57.6,57.6,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2019-10-27,58.52,58.52,58.52,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-11-03,59.36,59.36,59.36,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2019-11-10,59.51,59.51,59.51,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2019-11-17,60.03,60.03,60.03,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2019-11-24,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2019-12-01,58.63,58.63,58.63,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2019-12-08,60.1,60.1,60.1,0.0,0.0,60.19,60.19,60.19,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2019-12-15,60.46,60.46,60.46,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.46,60.46,60.46,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-12-22,60.98,60.98,60.98,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-12-29,60.76,60.76,60.76,0.0,0.0,61.51,61.51,61.51,0.0,0.0,60.76,60.76,60.76,0.0,0.0,61.46,61.46,61.46,0.0,0.0
