Date,Schwab US Broad Market_etf_Open_average,Schwab US Broad Market_etf_Open_max,Schwab US Broad Market_etf_Open_min,Schwab US Broad Market_etf_Open_volatility,Schwab US Broad Market_etf_Open_change,Schwab US Broad Market_etf_High_average,Schwab US Broad Market_etf_High_max,Schwab US Broad Market_etf_High_min,Schwab US Broad Market_etf_High_volatility,Schwab US Broad Market_etf_High_change,Schwab US Broad Market_etf_Low_average,Schwab US Broad Market_etf_Low_max,Schwab US Broad Market_etf_Low_min,Schwab US Broad Market_etf_Low_volatility,Schwab US Broad Market_etf_Low_change,Schwab US Broad Market_etf_Close_average,Schwab US Broad Market_etf_Close_max,Schwab US Broad Market_etf_Close_min,Schwab US Broad Market_etf_Close_volatility,Schwab US Broad Market_etf_Close_change
2018-06-24,66.21,66.21,66.21,0.0,0.0,66.56,66.56,66.56,0.0,0.0,65.99,65.99,65.99,0.0,0.0,65.99,65.99,65.99,0.0,0.0
2018-07-01,66.53,66.53,66.53,0.0,0.0,67.18,67.18,67.18,0.0,0.0,66.45,66.45,66.45,0.0,0.0,67.09,67.09,67.09,0.0,0.0
2018-07-08,67.91,67.91,67.91,0.0,0.0,68.11,68.11,68.11,0.0,0.0,67.77,67.77,67.77,0.0,0.0,67.99,67.99,67.99,0.0,0.0
2018-07-15,68.12,68.12,68.12,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.02,68.02,68.02,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2018-07-22,68.88,68.88,68.88,0.0,0.0,68.89,68.89,68.89,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2018-07-29,68.6,68.6,68.6,0.0,0.0,68.78,68.78,68.78,0.0,0.0,68.53,68.53,68.53,0.0,0.0,68.77,68.77,68.77,0.0,0.0
2018-08-05,68.82,68.82,68.82,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.61,68.61,68.61,0.0,0.0,68.76,68.76,68.76,0.0,0.0
2018-08-12,68.84,68.84,68.84,0.0,0.0,69.3,69.3,69.3,0.0,0.0,68.78,68.78,68.78,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2018-08-19,69.62,69.62,69.62,0.0,0.0,69.93,69.93,69.93,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.89,69.89,69.89,0.0,0.0
2018-08-26,70.4,70.4,70.4,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.53,70.53,70.53,0.0,0.0
2018-09-02,69.7,69.7,69.7,0.0,0.0,70.11,70.11,70.11,0.0,0.0,69.5,69.5,69.5,0.0,0.0,69.81,69.81,69.81,0.0,0.0
2018-09-09,70.65,70.65,70.65,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.63,70.63,70.63,0.0,0.0
2018-09-16,71.34,71.34,71.34,0.0,0.0,71.36,71.36,71.36,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2018-09-23,70.19,70.19,70.19,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.39,70.39,70.39,0.0,0.0
2018-09-30,69.89,69.89,69.89,0.0,0.0,70.04,70.04,70.04,0.0,0.0,69.01,69.01,69.01,0.0,0.0,69.45,69.45,69.45,0.0,0.0
2018-10-07,66.75,66.75,66.75,0.0,0.0,66.93,66.93,66.93,0.0,0.0,65.6,65.6,65.6,0.0,0.0,66.47,66.47,66.47,0.0,0.0
2018-10-14,66.75,66.75,66.75,0.0,0.0,67.29,67.29,67.29,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.47,66.47,66.47,0.0,0.0
2018-10-21,64.0,64.0,64.0,0.0,0.0,64.66,64.66,64.66,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2018-10-28,66.26,66.26,66.26,0.0,0.0,66.38,66.38,66.38,0.0,0.0,65.08,65.08,65.08,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2018-11-04,67.2,67.2,67.2,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.85,66.85,66.85,0.0,0.0
2018-11-11,65.41,65.41,65.41,0.0,0.0,66.06,66.06,66.06,0.0,0.0,65.28,65.28,65.28,0.0,0.0,65.87,65.87,65.87,0.0,0.0
2018-11-18,63.42,63.42,63.42,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.51,63.51,63.51,0.0,0.0
2018-11-25,65.92,65.92,65.92,0.0,0.0,66.5,66.5,66.5,0.0,0.0,65.86,65.86,65.86,0.0,0.0,66.4,66.4,66.4,0.0,0.0
2018-12-02,64.87,64.87,64.87,0.0,0.0,65.26,65.26,65.26,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2018-12-09,62.8,62.8,62.8,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2018-12-16,59.12,59.12,59.12,0.0,0.0,59.83,59.83,59.83,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2018-12-23,59.8,59.8,59.8,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2018-12-30,59.39,59.39,59.39,0.0,0.0,60.74,60.74,60.74,0.0,0.0,59.29,59.29,59.29,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2019-01-06,62.07,62.07,62.07,0.0,0.0,62.38,62.38,62.38,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2019-01-13,63.81,63.81,63.81,0.0,0.0,64.3,64.3,64.3,0.0,0.0,63.62,63.62,63.62,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2019-01-20,63.96,63.96,63.96,0.0,0.0,64.24,64.24,64.24,0.0,0.0,63.88,63.88,63.88,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2019-01-27,65.13,65.13,65.13,0.0,0.0,65.36,65.36,65.36,0.0,0.0,64.93,64.93,64.93,0.0,0.0,65.15,65.15,65.15,0.0,0.0
2019-02-03,64.88,64.88,64.88,0.0,0.0,65.29,65.29,65.29,0.0,0.0,64.66,64.66,64.66,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-02-10,66.75,66.75,66.75,0.0,0.0,67.05,67.05,67.05,0.0,0.0,66.72,66.72,66.72,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2019-02-17,67.24,67.24,67.24,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2019-02-24,67.78,67.78,67.78,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.38,67.38,67.38,0.0,0.0,67.81,67.81,67.81,0.0,0.0
2019-03-03,65.8,65.8,65.8,0.0,0.0,66.21,66.21,66.21,0.0,0.0,65.71,65.71,65.71,0.0,0.0,66.17,66.17,66.17,0.0,0.0
2019-03-10,67.93,67.93,67.93,0.0,0.0,68.3,68.3,68.3,0.0,0.0,67.87,67.87,67.87,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2019-03-17,68.2,68.2,68.2,0.0,0.0,68.32,68.32,68.32,0.0,0.0,67.13,67.13,67.13,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2019-03-24,67.97,67.97,67.97,0.0,0.0,68.08,68.08,68.08,0.0,0.0,67.72,67.72,67.72,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2019-03-31,69.31,69.31,69.31,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.51,69.51,69.51,0.0,0.0
2019-04-07,69.88,69.88,69.88,0.0,0.0,69.97,69.97,69.97,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.92,69.92,69.92,0.0,0.0
2019-04-14,69.8,69.8,69.8,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.73,69.73,69.73,0.0,0.0
2019-04-21,70.25,70.25,70.25,0.0,0.0,70.61,70.61,70.61,0.0,0.0,70.07,70.07,70.07,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2019-04-28,70.46,70.46,70.46,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2019-05-05,68.83,68.83,68.83,0.0,0.0,69.57,69.57,69.57,0.0,0.0,68.01,68.01,68.01,0.0,0.0,69.34,69.34,69.34,0.0,0.0
2019-05-12,68.64,68.64,68.64,0.0,0.0,69.41,69.41,69.41,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2019-05-19,68.14,68.14,68.14,0.0,0.0,68.28,68.28,68.28,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2019-05-26,66.35,66.35,66.35,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2019-06-02,68.69,68.69,68.69,0.0,0.0,69.34,69.34,69.34,0.0,0.0,68.67,68.67,68.67,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2019-06-09,69.52,69.52,69.52,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.26,69.26,69.26,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2019-06-16,70.95,70.95,70.95,0.0,0.0,71.25,71.25,71.25,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.93,70.93,70.93,0.0,0.0
2019-06-23,70.27,70.27,70.27,0.0,0.0,70.57,70.57,70.57,0.0,0.0,70.17,70.17,70.17,0.0,0.0,70.53,70.53,70.53,0.0,0.0
2019-06-30,71.46,71.46,71.46,0.0,0.0,71.74,71.74,71.74,0.0,0.0,71.1,71.1,71.1,0.0,0.0,71.72,71.72,71.72,0.0,0.0
2019-07-07,71.94,71.94,71.94,0.0,0.0,72.2,72.2,72.2,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2019-07-14,72.03,72.03,72.03,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2019-07-21,72.26,72.26,72.26,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.21,72.21,72.21,0.0,0.0,72.55,72.55,72.55,0.0,0.0
2019-07-28,70.6,70.6,70.6,0.0,0.0,70.65,70.65,70.65,0.0,0.0,69.85,69.85,69.85,0.0,0.0,70.28,70.28,70.28,0.0,0.0
2019-08-04,70.28,70.28,70.28,0.0,0.0,70.4,70.4,70.4,0.0,0.0,69.59,69.59,69.59,0.0,0.0,70.02,70.02,70.02,0.0,0.0
2019-08-11,68.68,68.68,68.68,0.0,0.0,69.38,69.38,69.38,0.0,0.0,68.68,68.68,68.68,0.0,0.0,69.26,69.26,69.26,0.0,0.0
2019-08-18,69.77,69.77,69.77,0.0,0.0,70.18,70.18,70.18,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.3,68.3,68.3,0.0,0.0
2019-08-25,70.43,70.43,70.43,0.0,0.0,70.45,70.45,70.45,0.0,0.0,69.8,69.8,69.8,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2019-09-01,71.41,71.41,71.41,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.31,71.31,71.31,0.0,0.0
2019-09-08,72.36,72.36,72.36,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.09,72.09,72.09,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2019-09-15,72.32,72.32,72.32,0.0,0.0,72.39,72.39,72.39,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.83,71.83,71.83,0.0,0.0
2019-09-22,71.25,71.25,71.25,0.0,0.0,71.29,71.29,71.29,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.63,70.63,70.63,0.0,0.0
2019-09-29,69.69,69.69,69.69,0.0,0.0,70.43,70.43,70.43,0.0,0.0,69.65,69.65,69.65,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2019-10-06,70.81,70.81,70.81,0.0,0.0,71.41,71.41,71.41,0.0,0.0,70.78,70.78,70.78,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2019-10-13,71.42,71.42,71.42,0.0,0.0,71.57,71.57,71.57,0.0,0.0,70.99,70.99,70.99,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2019-10-20,71.73,71.73,71.73,0.0,0.0,72.32,72.32,72.32,0.0,0.0,71.65,71.65,71.65,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2019-10-27,72.89,72.89,72.89,0.0,0.0,73.27,73.27,73.27,0.0,0.0,72.86,72.86,72.86,0.0,0.0,73.27,73.27,73.27,0.0,0.0
2019-11-03,73.63,73.63,73.63,0.0,0.0,73.9,73.9,73.9,0.0,0.0,73.44,73.44,73.44,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2019-11-10,74.36,74.36,74.36,0.0,0.0,74.58,74.58,74.58,0.0,0.0,74.21,74.21,74.21,0.0,0.0,74.58,74.58,74.58,0.0,0.0
2019-11-17,74.42,74.42,74.42,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.14,74.14,74.14,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2019-11-24,75.47,75.47,75.47,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.23,75.23,75.23,0.0,0.0,75.28,75.28,75.28,0.0,0.0
2019-12-01,75.2,75.2,75.2,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.2,75.2,75.2,0.0,0.0,75.39,75.39,75.39,0.0,0.0
2019-12-08,75.38,75.38,75.38,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.12,75.12,75.12,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2019-12-15,76.62,76.62,76.62,0.0,0.0,76.82,76.82,76.82,0.0,0.0,76.6,76.6,76.6,0.0,0.0,76.71,76.71,76.71,0.0,0.0
2019-12-22,77.37,77.37,77.37,0.0,0.0,77.37,77.37,77.37,0.0,0.0,76.99,76.99,76.99,0.0,0.0,77.14,77.14,77.14,0.0,0.0
2019-12-29,76.76,76.76,76.76,0.0,0.0,77.3,77.3,77.3,0.0,0.0,76.63,76.63,76.63,0.0,0.0,77.02,77.02,77.02,0.0,0.0
