Date,Vanguard Intermediate-Term Corporate Bond_Open_average,Vanguard Intermediate-Term Corporate Bond_Open_max,Vanguard Intermediate-Term Corporate Bond_Open_min,Vanguard Intermediate-Term Corporate Bond_Open_volatility,Vanguard Intermediate-Term Corporate Bond_Open_change,Vanguard Intermediate-Term Corporate Bond_High_average,Vanguard Intermediate-Term Corporate Bond_High_max,Vanguard Intermediate-Term Corporate Bond_High_min,Vanguard Intermediate-Term Corporate Bond_High_volatility,Vanguard Intermediate-Term Corporate Bond_High_change,Vanguard Intermediate-Term Corporate Bond_Low_average,Vanguard Intermediate-Term Corporate Bond_Low_max,Vanguard Intermediate-Term Corporate Bond_Low_min,Vanguard Intermediate-Term Corporate Bond_Low_volatility,Vanguard Intermediate-Term Corporate Bond_Low_change,Vanguard Intermediate-Term Corporate Bond_Close_average,Vanguard Intermediate-Term Corporate Bond_Close_max,Vanguard Intermediate-Term Corporate Bond_Close_min,Vanguard Intermediate-Term Corporate Bond_Close_volatility,Vanguard Intermediate-Term Corporate Bond_Close_change
2018-12-02,82.38,82.38,82.38,0.0,0.0,82.4,82.4,82.4,0.0,0.0,82.22,82.22,82.22,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2018-12-09,82.53,82.53,82.53,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.51,82.51,82.51,0.0,0.0,82.59,82.59,82.59,0.0,0.0
2018-12-16,82.28,82.28,82.28,0.0,0.0,82.36,82.36,82.36,0.0,0.0,82.16,82.16,82.16,0.0,0.0,82.28,82.28,82.28,0.0,0.0
2018-12-23,82.6,82.6,82.6,0.0,0.0,82.87,82.87,82.87,0.0,0.0,82.57,82.57,82.57,0.0,0.0,82.86,82.86,82.86,0.0,0.0
2018-12-30,83.05,83.05,83.05,0.0,0.0,83.09,83.09,83.09,0.0,0.0,82.85,82.85,82.85,0.0,0.0,82.87,82.87,82.87,0.0,0.0
2019-01-06,83.3,83.3,83.3,0.0,0.0,83.37,83.37,83.37,0.0,0.0,83.28,83.28,83.28,0.0,0.0,83.29,83.29,83.29,0.0,0.0
2019-01-13,83.55,83.55,83.55,0.0,0.0,83.67,83.67,83.67,0.0,0.0,83.51,83.51,83.51,0.0,0.0,83.58,83.58,83.58,0.0,0.0
2019-01-20,84.07,84.07,84.07,0.0,0.0,84.14,84.14,84.14,0.0,0.0,84.01,84.01,84.01,0.0,0.0,84.11,84.11,84.11,0.0,0.0
2019-01-27,84.49,84.49,84.49,0.0,0.0,84.57,84.57,84.57,0.0,0.0,84.44,84.44,84.44,0.0,0.0,84.55,84.55,84.55,0.0,0.0
2019-02-03,84.8,84.8,84.8,0.0,0.0,84.82,84.82,84.82,0.0,0.0,84.75,84.75,84.75,0.0,0.0,84.78,84.78,84.78,0.0,0.0
2019-02-10,84.86,84.86,84.86,0.0,0.0,84.94,84.94,84.94,0.0,0.0,84.86,84.86,84.86,0.0,0.0,84.9,84.9,84.9,0.0,0.0
2019-02-17,85.1,85.1,85.1,0.0,0.0,85.14,85.14,85.14,0.0,0.0,85.04,85.04,85.04,0.0,0.0,85.11,85.11,85.11,0.0,0.0
2019-02-24,84.83,84.83,84.83,0.0,0.0,84.87,84.87,84.87,0.0,0.0,84.76,84.76,84.76,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2019-03-03,85.31,85.31,85.31,0.0,0.0,85.38,85.38,85.38,0.0,0.0,85.26,85.26,85.26,0.0,0.0,85.37,85.37,85.37,0.0,0.0
2019-03-10,85.67,85.67,85.67,0.0,0.0,85.7,85.7,85.7,0.0,0.0,85.59,85.59,85.59,0.0,0.0,85.65,85.65,85.65,0.0,0.0
2019-03-17,86.65,86.65,86.65,0.0,0.0,86.92,86.92,86.92,0.0,0.0,86.56,86.56,86.56,0.0,0.0,86.78,86.78,86.78,0.0,0.0
2019-03-24,86.42,86.42,86.42,0.0,0.0,86.46,86.46,86.46,0.0,0.0,86.25,86.25,86.25,0.0,0.0,86.26,86.26,86.26,0.0,0.0
2019-03-31,86.48,86.48,86.48,0.0,0.0,86.48,86.48,86.48,0.0,0.0,86.35,86.35,86.35,0.0,0.0,86.36,86.36,86.36,0.0,0.0
2019-04-07,86.64,86.64,86.64,0.0,0.0,86.67,86.67,86.67,0.0,0.0,86.59,86.59,86.59,0.0,0.0,86.6,86.6,86.6,0.0,0.0
2019-04-14,86.48,86.48,86.48,0.0,0.0,86.54,86.54,86.54,0.0,0.0,86.39,86.39,86.39,0.0,0.0,86.43,86.43,86.43,0.0,0.0
2019-04-21,86.99,86.99,86.99,0.0,0.0,87.01,87.01,87.01,0.0,0.0,86.88,86.88,86.88,0.0,0.0,86.9,86.9,86.9,0.0,0.0
2019-04-28,86.72,86.72,86.72,0.0,0.0,86.88,86.88,86.88,0.0,0.0,86.69,86.69,86.69,0.0,0.0,86.79,86.79,86.79,0.0,0.0
2019-05-05,86.91,86.91,86.91,0.0,0.0,87.0,87.0,87.0,0.0,0.0,86.82,86.82,86.82,0.0,0.0,86.91,86.91,86.91,0.0,0.0
2019-05-12,87.08,87.08,87.08,0.0,0.0,87.13,87.13,87.13,0.0,0.0,86.9,86.9,86.9,0.0,0.0,86.96,86.96,86.96,0.0,0.0
2019-05-19,87.24,87.24,87.24,0.0,0.0,87.34,87.34,87.34,0.0,0.0,87.21,87.21,87.21,0.0,0.0,87.32,87.32,87.32,0.0,0.0
2019-05-26,87.89,87.89,87.89,0.0,0.0,88.07,88.07,88.07,0.0,0.0,87.73,87.73,87.73,0.0,0.0,88.06,88.06,88.06,0.0,0.0
2019-06-02,88.32,88.32,88.32,0.0,0.0,88.35,88.35,88.35,0.0,0.0,88.2,88.2,88.2,0.0,0.0,88.21,88.21,88.21,0.0,0.0
2019-06-09,88.57,88.57,88.57,0.0,0.0,88.62,88.62,88.62,0.0,0.0,88.49,88.49,88.49,0.0,0.0,88.54,88.54,88.54,0.0,0.0
2019-06-16,89.57,89.57,89.57,0.0,0.0,89.72,89.72,89.72,0.0,0.0,89.54,89.54,89.54,0.0,0.0,89.62,89.62,89.62,0.0,0.0
2019-06-23,89.72,89.72,89.72,0.0,0.0,89.81,89.81,89.81,0.0,0.0,89.53,89.53,89.53,0.0,0.0,89.66,89.66,89.66,0.0,0.0
2019-06-30,89.7,89.7,89.7,0.0,0.0,89.7,89.7,89.7,0.0,0.0,89.36,89.36,89.36,0.0,0.0,89.37,89.37,89.37,0.0,0.0
2019-07-07,89.25,89.25,89.25,0.0,0.0,89.31,89.31,89.31,0.0,0.0,89.22,89.22,89.22,0.0,0.0,89.25,89.25,89.25,0.0,0.0
2019-07-14,89.74,89.74,89.74,0.0,0.0,89.84,89.84,89.84,0.0,0.0,89.72,89.72,89.72,0.0,0.0,89.77,89.77,89.77,0.0,0.0
2019-07-21,89.86,89.86,89.86,0.0,0.0,89.91,89.91,89.91,0.0,0.0,89.64,89.64,89.64,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2019-07-28,90.49,90.49,90.49,0.0,0.0,90.62,90.62,90.62,0.0,0.0,90.41,90.41,90.41,0.0,0.0,90.47,90.47,90.47,0.0,0.0
2019-08-04,90.76,90.76,90.76,0.0,0.0,90.99,90.99,90.99,0.0,0.0,90.72,90.72,90.72,0.0,0.0,90.96,90.96,90.96,0.0,0.0
2019-08-11,91.21,91.21,91.21,0.0,0.0,91.36,91.36,91.36,0.0,0.0,91.19,91.19,91.19,0.0,0.0,91.22,91.22,91.22,0.0,0.0
2019-08-18,91.78,91.78,91.78,0.0,0.0,91.89,91.89,91.89,0.0,0.0,91.66,91.66,91.66,0.0,0.0,91.75,91.75,91.75,0.0,0.0
2019-08-25,91.84,91.84,91.84,0.0,0.0,91.97,91.97,91.97,0.0,0.0,91.77,91.77,91.77,0.0,0.0,91.89,91.89,91.89,0.0,0.0
2019-09-01,91.3,91.3,91.3,0.0,0.0,91.4,91.4,91.4,0.0,0.0,91.17,91.17,91.17,0.0,0.0,91.19,91.19,91.19,0.0,0.0
2019-09-08,90.15,90.15,90.15,0.0,0.0,90.25,90.25,90.25,0.0,0.0,90.02,90.02,90.02,0.0,0.0,90.22,90.22,90.22,0.0,0.0
2019-09-15,91.11,91.11,91.11,0.0,0.0,91.23,91.23,91.23,0.0,0.0,91.01,91.01,91.01,0.0,0.0,91.05,91.05,91.05,0.0,0.0
2019-09-22,91.01,91.01,91.01,0.0,0.0,91.24,91.24,91.24,0.0,0.0,90.95,90.95,90.95,0.0,0.0,91.24,91.24,91.24,0.0,0.0
2019-09-29,91.67,91.67,91.67,0.0,0.0,91.71,91.71,91.71,0.0,0.0,91.51,91.51,91.51,0.0,0.0,91.52,91.52,91.52,0.0,0.0
2019-10-06,91.06,91.06,91.06,0.0,0.0,91.12,91.12,91.12,0.0,0.0,91.02,91.02,91.02,0.0,0.0,91.09,91.09,91.09,0.0,0.0
2019-10-13,91.06,91.06,91.06,0.0,0.0,91.16,91.16,91.16,0.0,0.0,91.01,91.01,91.01,0.0,0.0,91.03,91.03,91.03,0.0,0.0
2019-10-20,91.01,91.01,91.01,0.0,0.0,91.08,91.08,91.08,0.0,0.0,90.95,90.95,90.95,0.0,0.0,91.03,91.03,91.03,0.0,0.0
2019-10-27,91.12,91.12,91.12,0.0,0.0,91.17,91.17,91.17,0.0,0.0,90.98,90.98,90.98,0.0,0.0,91.03,91.03,91.03,0.0,0.0
2019-11-03,90.51,90.51,90.51,0.0,0.0,90.55,90.55,90.55,0.0,0.0,90.4,90.4,90.4,0.0,0.0,90.46,90.46,90.46,0.0,0.0
2019-11-10,91.1,91.1,91.1,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.03,91.03,91.03,0.0,0.0,91.12,91.12,91.12,0.0,0.0
2019-11-17,91.34,91.34,91.34,0.0,0.0,91.46,91.46,91.46,0.0,0.0,91.32,91.32,91.32,0.0,0.0,91.44,91.44,91.44,0.0,0.0
2019-11-24,90.91,90.91,90.91,0.0,0.0,91.07,91.07,91.07,0.0,0.0,90.77,90.77,90.77,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2019-12-01,91.31,91.31,91.31,0.0,0.0,91.31,91.31,91.31,0.0,0.0,91.17,91.17,91.17,0.0,0.0,91.18,91.18,91.18,0.0,0.0
2019-12-08,91.35,91.35,91.35,0.0,0.0,91.42,91.42,91.42,0.0,0.0,91.27,91.27,91.27,0.0,0.0,91.28,91.28,91.28,0.0,0.0
2019-12-15,91.12,91.12,91.12,0.0,0.0,91.12,91.12,91.12,0.0,0.0,90.91,90.91,90.91,0.0,0.0,91.0,91.0,91.0,0.0,0.0
2019-12-22,91.23,91.23,91.23,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.18,91.18,91.18,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2019-12-29,91.58,91.58,91.58,0.0,0.0,91.77,91.77,91.77,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.71,91.71,91.71,0.0,0.0
