Date,PowerShares FTSE International Low Beta Equal Weig_Open_average,PowerShares FTSE International Low Beta Equal Weig_Open_max,PowerShares FTSE International Low Beta Equal Weig_Open_min,PowerShares FTSE International Low Beta Equal Weig_Open_volatility,PowerShares FTSE International Low Beta Equal Weig_Open_change,PowerShares FTSE International Low Beta Equal Weig_High_average,PowerShares FTSE International Low Beta Equal Weig_High_max,PowerShares FTSE International Low Beta Equal Weig_High_min,PowerShares FTSE International Low Beta Equal Weig_High_volatility,PowerShares FTSE International Low Beta Equal Weig_High_change,PowerShares FTSE International Low Beta Equal Weig_Low_average,PowerShares FTSE International Low Beta Equal Weig_Low_max,PowerShares FTSE International Low Beta Equal Weig_Low_min,PowerShares FTSE International Low Beta Equal Weig_Low_volatility,PowerShares FTSE International Low Beta Equal Weig_Low_change,PowerShares FTSE International Low Beta Equal Weig_Close_average,PowerShares FTSE International Low Beta Equal Weig_Close_max,PowerShares FTSE International Low Beta Equal Weig_Close_min,PowerShares FTSE International Low Beta Equal Weig_Close_volatility,PowerShares FTSE International Low Beta Equal Weig_Close_change
2018-11-18,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-11-25,27.72,27.72,27.72,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-12-02,26.61,26.61,26.61,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-12-09,26.45,26.45,26.45,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-12-16,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-12-23,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-12-30,26.51,26.51,26.51,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-01-06,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-01-13,27.28,27.28,27.28,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-01-20,27.35,27.35,27.35,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-01-27,27.46,27.46,27.46,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-02-03,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-02-10,27.53,27.53,27.53,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-02-17,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-02-24,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-03-03,27.7,27.7,27.7,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-03-10,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-03-17,27.86,27.86,27.86,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-03-24,28.29,28.29,28.29,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-03-31,28.28,28.28,28.28,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2019-04-07,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-04-14,28.3,28.3,28.3,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-04-21,28.32,28.32,28.32,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-04-28,27.98,27.98,27.98,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-05-05,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-05-12,27.34,27.34,27.34,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-05-19,27.59,27.59,27.59,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-05-26,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-06-02,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-06-09,27.85,27.85,27.85,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-06-16,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-06-23,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-06-30,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-07-07,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-07-14,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-07-21,27.79,27.79,27.79,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-07-28,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-08-04,26.88,26.88,26.88,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-08-11,26.86,26.86,26.86,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-08-18,26.7,26.7,26.7,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-08-25,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-09-01,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2019-09-08,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2019-09-15,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-09-22,27.43,27.43,27.43,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-09-29,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-10-06,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-10-13,27.89,27.89,27.89,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-10-20,27.97,27.97,27.97,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-10-27,28.34,28.34,28.34,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-11-03,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-11-10,28.27,28.27,28.27,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-11-17,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2019-11-24,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-12-01,28.45,28.45,28.45,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-12-08,28.86,28.86,28.86,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-12-15,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-12-22,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-12-29,28.43,28.43,28.43,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.45,28.45,28.45,0.0,0.0
