Date,John Hancock Multifactor Financials_Open_average,John Hancock Multifactor Financials_Open_max,John Hancock Multifactor Financials_Open_min,John Hancock Multifactor Financials_Open_volatility,John Hancock Multifactor Financials_Open_change,John Hancock Multifactor Financials_High_average,John Hancock Multifactor Financials_High_max,John Hancock Multifactor Financials_High_min,John Hancock Multifactor Financials_High_volatility,John Hancock Multifactor Financials_High_change,John Hancock Multifactor Financials_Low_average,John Hancock Multifactor Financials_Low_max,John Hancock Multifactor Financials_Low_min,John Hancock Multifactor Financials_Low_volatility,John Hancock Multifactor Financials_Low_change,John Hancock Multifactor Financials_Close_average,John Hancock Multifactor Financials_Close_max,John Hancock Multifactor Financials_Close_min,John Hancock Multifactor Financials_Close_volatility,John Hancock Multifactor Financials_Close_change
2018-05-13,37.65,37.65,37.65,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-05-20,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-05-27,37.58,37.58,37.58,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2018-06-03,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2018-06-10,37.42,37.42,37.42,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-06-17,36.87,36.87,36.87,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2018-06-24,35.95,35.95,35.95,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.89,35.89,35.89,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2018-07-01,36.82,36.82,36.82,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.82,36.82,36.82,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2018-07-08,36.77,36.77,36.77,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2018-07-15,37.27,37.27,37.27,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2018-07-22,37.68,37.68,37.68,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-07-29,37.6,37.6,37.6,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2018-08-05,37.35,37.35,37.35,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-08-12,37.93,37.93,37.93,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-08-19,38.25,38.25,38.25,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2018-08-26,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2018-09-02,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2018-09-09,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2018-09-16,38.37,38.37,38.37,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-09-23,37.41,37.41,37.41,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2018-09-30,37.28,37.28,37.28,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2018-10-07,35.26,35.26,35.26,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-10-14,35.31,35.31,35.31,0.0,0.0,35.31,35.31,35.31,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2018-10-21,34.19,34.19,34.19,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-10-28,34.91,34.91,34.91,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-11-04,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-11-11,35.31,35.31,35.31,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-11-18,34.83,34.83,34.83,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.83,34.83,34.83,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-11-25,36.14,36.14,36.14,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-12-02,33.0,33.0,33.0,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.46,32.46,32.46,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2018-12-09,32.11,32.11,32.11,0.0,0.0,32.37,32.37,32.37,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-12-16,29.58,29.58,29.58,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2018-12-23,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2018-12-30,31.89,31.89,31.89,0.0,0.0,32.28,32.28,32.28,0.0,0.0,31.89,31.89,31.89,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-01-06,32.28,32.28,32.28,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-01-13,34.01,34.01,34.01,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-01-20,34.28,34.28,34.28,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2019-01-27,34.59,34.59,34.59,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2019-02-03,34.64,34.64,34.64,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-02-10,35.19,35.19,35.19,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2019-02-17,36.0,36.0,36.0,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2019-02-24,36.37,36.37,36.37,0.0,0.0,36.38,36.38,36.38,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-03-03,35.28,35.28,35.28,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2019-03-10,36.26,36.26,36.26,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-03-17,34.32,34.32,34.32,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-03-24,35.42,35.42,35.42,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-03-31,36.2,36.2,36.2,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2019-04-07,36.85,36.85,36.85,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-04-14,37.02,37.02,37.02,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-04-21,37.75,37.75,37.75,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-04-28,37.5,37.5,37.5,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.5,37.5,37.5,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-05-05,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-05-12,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-05-19,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2019-05-26,36.0,36.0,36.0,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.83,35.83,35.83,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2019-06-02,37.92,37.92,37.92,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-06-09,37.66,37.66,37.66,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-06-16,37.79,37.79,37.79,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-06-23,38.28,38.28,38.28,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2019-06-30,38.4,38.4,38.4,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-07-07,39.02,39.02,39.02,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-07-14,38.56,38.56,38.56,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-07-21,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2019-07-28,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-08-04,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-08-11,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-08-18,36.44,36.44,36.44,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2019-08-25,37.33,37.33,37.33,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-09-01,38.19,38.19,38.19,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-09-08,38.74,38.74,38.74,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-09-15,38.64,38.64,38.64,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-09-22,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2019-09-29,37.47,37.47,37.47,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-10-06,37.86,37.86,37.86,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2019-10-13,38.78,38.78,38.78,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2019-10-20,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2019-10-27,39.76,39.76,39.76,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-11-03,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-11-10,40.22,40.22,40.22,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-11-17,40.63,40.63,40.63,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-11-24,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-12-01,41.04,41.04,41.04,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2019-12-08,41.75,41.75,41.75,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2019-12-15,41.8,41.8,41.8,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2019-12-22,41.39,41.39,41.39,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-12-29,41.16,41.16,41.16,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.19,41.19,41.19,0.0,0.0
