Date,iShares California AMT-Free Muni BondEtf_Open_average,iShares California AMT-Free Muni BondEtf_Open_max,iShares California AMT-Free Muni BondEtf_Open_min,iShares California AMT-Free Muni BondEtf_Open_volatility,iShares California AMT-Free Muni BondEtf_Open_change,iShares California AMT-Free Muni BondEtf_High_average,iShares California AMT-Free Muni BondEtf_High_max,iShares California AMT-Free Muni BondEtf_High_min,iShares California AMT-Free Muni BondEtf_High_volatility,iShares California AMT-Free Muni BondEtf_High_change,iShares California AMT-Free Muni BondEtf_Low_average,iShares California AMT-Free Muni BondEtf_Low_max,iShares California AMT-Free Muni BondEtf_Low_min,iShares California AMT-Free Muni BondEtf_Low_volatility,iShares California AMT-Free Muni BondEtf_Low_change,iShares California AMT-Free Muni BondEtf_Close_average,iShares California AMT-Free Muni BondEtf_Close_max,iShares California AMT-Free Muni BondEtf_Close_min,iShares California AMT-Free Muni BondEtf_Close_volatility,iShares California AMT-Free Muni BondEtf_Close_change
2019-01-27,58.53,58.53,58.53,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.44,58.44,58.44,0.0,0.0
2019-02-03,58.63,58.63,58.63,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2019-02-10,58.64,58.64,58.64,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-02-17,58.71,58.71,58.71,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2019-02-24,58.61,58.61,58.61,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2019-03-03,58.9,58.9,58.9,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2019-03-10,58.97,58.97,58.97,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.99,58.99,58.99,0.0,0.0
2019-03-17,59.36,59.36,59.36,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2019-03-24,59.52,59.52,59.52,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-03-31,59.32,59.32,59.32,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.25,59.25,59.25,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2019-04-07,59.29,59.29,59.29,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2019-04-14,59.35,59.35,59.35,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-04-21,59.7,59.7,59.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2019-04-28,59.65,59.65,59.65,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2019-05-05,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2019-05-12,60.19,60.19,60.19,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2019-05-19,60.21,60.21,60.21,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-05-26,60.5,60.5,60.5,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2019-06-02,60.52,60.52,60.52,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-06-09,60.44,60.44,60.44,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-06-16,60.57,60.57,60.57,0.0,0.0,60.57,60.57,60.57,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-06-23,60.61,60.61,60.61,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-06-30,60.63,60.63,60.63,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.57,60.57,60.57,0.0,0.0
2019-07-07,60.76,60.76,60.76,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2019-07-14,60.94,60.94,60.94,0.0,0.0,60.96,60.96,60.96,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2019-07-21,60.93,60.93,60.93,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-07-28,61.13,61.13,61.13,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-08-04,61.53,61.53,61.53,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2019-08-11,61.93,61.93,61.93,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2019-08-18,61.72,61.72,61.72,0.0,0.0,61.82,61.82,61.82,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2019-08-25,61.92,61.92,61.92,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2019-09-01,61.63,61.63,61.63,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2019-09-08,61.0,61.0,61.0,0.0,0.0,61.04,61.04,61.04,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2019-09-15,61.08,61.08,61.08,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2019-09-22,61.2,61.2,61.2,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-09-29,61.41,61.41,61.41,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2019-10-06,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.21,61.21,61.21,0.0,0.0
2019-10-13,61.18,61.18,61.18,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2019-10-20,61.01,61.01,61.01,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-10-27,61.21,61.21,61.21,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-11-03,60.83,60.83,60.83,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2019-11-10,60.9,60.9,60.9,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2019-11-17,61.18,61.18,61.18,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2019-11-24,61.28,61.28,61.28,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-12-01,61.12,61.12,61.12,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-12-08,61.27,61.27,61.27,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2019-12-15,61.14,61.14,61.14,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2019-12-22,61.2,61.2,61.2,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-12-29,61.4,61.4,61.4,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.52,61.52,61.52,0.0,0.0
