Date,iShares Residential Real Estate Capped_Open_average,iShares Residential Real Estate Capped_Open_max,iShares Residential Real Estate Capped_Open_min,iShares Residential Real Estate Capped_Open_volatility,iShares Residential Real Estate Capped_Open_change,iShares Residential Real Estate Capped_High_average,iShares Residential Real Estate Capped_High_max,iShares Residential Real Estate Capped_High_min,iShares Residential Real Estate Capped_High_volatility,iShares Residential Real Estate Capped_High_change,iShares Residential Real Estate Capped_Low_average,iShares Residential Real Estate Capped_Low_max,iShares Residential Real Estate Capped_Low_min,iShares Residential Real Estate Capped_Low_volatility,iShares Residential Real Estate Capped_Low_change,iShares Residential Real Estate Capped_Close_average,iShares Residential Real Estate Capped_Close_max,iShares Residential Real Estate Capped_Close_min,iShares Residential Real Estate Capped_Close_volatility,iShares Residential Real Estate Capped_Close_change
2018-03-25,57.82,57.82,57.82,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2018-04-01,57.88,57.88,57.88,0.0,0.0,58.42,58.42,58.42,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2018-04-08,56.74,56.74,56.74,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.72,56.72,56.72,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2018-04-15,56.65,56.65,56.65,0.0,0.0,56.75,56.75,56.75,0.0,0.0,55.98,55.98,55.98,0.0,0.0,56.14,56.14,56.14,0.0,0.0
2018-04-22,57.15,57.15,57.15,0.0,0.0,58.33,58.33,58.33,0.0,0.0,57.15,57.15,57.15,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2018-04-29,58.72,58.72,58.72,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.7,58.7,58.7,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2018-05-06,60.54,60.54,60.54,0.0,0.0,60.54,60.54,60.54,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2018-05-13,57.41,57.41,57.41,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2018-05-20,59.25,59.25,59.25,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2018-05-27,60.46,60.46,60.46,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2018-06-03,61.17,61.17,61.17,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.17,61.17,61.17,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2018-06-10,61.27,61.27,61.27,0.0,0.0,61.86,61.86,61.86,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2018-06-17,62.27,62.27,62.27,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2018-06-24,62.85,62.85,62.85,0.0,0.0,63.32,63.32,63.32,0.0,0.0,62.8,62.8,62.8,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2018-07-01,64.08,64.08,64.08,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2018-07-08,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2018-07-15,62.76,62.76,62.76,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2018-07-22,62.83,62.83,62.83,0.0,0.0,62.83,62.83,62.83,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2018-07-29,62.63,62.63,62.63,0.0,0.0,63.75,63.75,63.75,0.0,0.0,62.63,62.63,62.63,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2018-08-05,63.78,63.78,63.78,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2018-08-12,64.77,64.77,64.77,0.0,0.0,65.59,65.59,65.59,0.0,0.0,64.77,64.77,64.77,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2018-08-19,64.32,64.32,64.32,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.83,64.83,64.83,0.0,0.0
2018-08-26,64.95,64.95,64.95,0.0,0.0,65.39,65.39,65.39,0.0,0.0,64.89,64.89,64.89,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2018-09-02,64.84,64.84,64.84,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2018-09-09,64.17,64.17,64.17,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2018-09-16,64.09,64.09,64.09,0.0,0.0,64.53,64.53,64.53,0.0,0.0,63.84,63.84,63.84,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2018-09-23,61.79,61.79,61.79,0.0,0.0,62.89,62.89,62.89,0.0,0.0,61.79,61.79,61.79,0.0,0.0,62.89,62.89,62.89,0.0,0.0
2018-09-30,61.03,61.03,61.03,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.21,61.21,61.21,0.0,0.0
2018-10-07,60.26,60.26,60.26,0.0,0.0,60.5,60.5,60.5,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2018-10-14,61.8,61.8,61.8,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.74,61.74,61.74,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2018-10-21,63.0,63.0,63.0,0.0,0.0,63.11,63.11,63.11,0.0,0.0,61.71,61.71,61.71,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2018-10-28,62.96,62.96,62.96,0.0,0.0,62.96,62.96,62.96,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2018-11-04,64.5,64.5,64.5,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2018-11-11,64.13,64.13,64.13,0.0,0.0,65.08,65.08,65.08,0.0,0.0,64.13,64.13,64.13,0.0,0.0,65.08,65.08,65.08,0.0,0.0
2018-11-18,65.1,65.1,65.1,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.71,64.71,64.71,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2018-11-25,66.17,66.17,66.17,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.03,66.03,66.03,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2018-12-02,67.98,67.98,67.98,0.0,0.0,67.98,67.98,67.98,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.54,67.54,67.54,0.0,0.0
2018-12-09,65.88,65.88,65.88,0.0,0.0,66.34,66.34,66.34,0.0,0.0,65.88,65.88,65.88,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2018-12-16,64.0,64.0,64.0,0.0,0.0,65.29,65.29,65.29,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2018-12-23,62.48,62.48,62.48,0.0,0.0,62.86,62.86,62.86,0.0,0.0,61.59,61.59,61.59,0.0,0.0,62.18,62.18,62.18,0.0,0.0
2018-12-30,61.53,61.53,61.53,0.0,0.0,62.19,62.19,62.19,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2019-01-06,63.56,63.56,63.56,0.0,0.0,63.94,63.94,63.94,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.94,63.94,63.94,0.0,0.0
2019-01-13,65.54,65.54,65.54,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.21,65.21,65.21,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2019-01-20,66.12,66.12,66.12,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2019-01-27,69.04,69.04,69.04,0.0,0.0,69.04,69.04,69.04,0.0,0.0,67.3,67.3,67.3,0.0,0.0,68.26,68.26,68.26,0.0,0.0
2019-02-03,69.51,69.51,69.51,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2019-02-10,69.41,69.41,69.41,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2019-02-17,68.75,68.75,68.75,0.0,0.0,69.32,69.32,69.32,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2019-02-24,68.81,68.81,68.81,0.0,0.0,68.81,68.81,68.81,0.0,0.0,67.56,67.56,67.56,0.0,0.0,68.34,68.34,68.34,0.0,0.0
2019-03-03,68.57,68.57,68.57,0.0,0.0,69.26,69.26,69.26,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2019-03-10,70.69,70.69,70.69,0.0,0.0,70.9,70.9,70.9,0.0,0.0,70.2,70.2,70.2,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2019-03-17,70.24,70.24,70.24,0.0,0.0,71.04,71.04,71.04,0.0,0.0,70.24,70.24,70.24,0.0,0.0,70.3,70.3,70.3,0.0,0.0
2019-03-24,71.67,71.67,71.67,0.0,0.0,71.67,71.67,71.67,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.7,70.7,70.7,0.0,0.0
2019-03-31,70.38,70.38,70.38,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.2,70.2,70.2,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2019-04-07,70.63,70.63,70.63,0.0,0.0,70.89,70.89,70.89,0.0,0.0,69.97,69.97,69.97,0.0,0.0,70.89,70.89,70.89,0.0,0.0
2019-04-14,68.11,68.11,68.11,0.0,0.0,68.77,68.77,68.77,0.0,0.0,67.94,67.94,67.94,0.0,0.0,68.63,68.63,68.63,0.0,0.0
2019-04-21,69.5,69.5,69.5,0.0,0.0,70.03,70.03,70.03,0.0,0.0,69.5,69.5,69.5,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2019-04-28,70.75,70.75,70.75,0.0,0.0,71.07,71.07,71.07,0.0,0.0,70.42,70.42,70.42,0.0,0.0,71.01,71.01,71.01,0.0,0.0
2019-05-05,69.62,69.62,69.62,0.0,0.0,70.91,70.91,70.91,0.0,0.0,69.62,69.62,69.62,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2019-05-12,71.88,71.88,71.88,0.0,0.0,72.28,72.28,72.28,0.0,0.0,71.58,71.58,71.58,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2019-05-19,72.99,72.99,72.99,0.0,0.0,73.3,73.3,73.3,0.0,0.0,72.99,72.99,72.99,0.0,0.0,73.16,73.16,73.16,0.0,0.0
2019-05-26,71.65,71.65,71.65,0.0,0.0,72.91,72.91,72.91,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.6,72.6,72.6,0.0,0.0
2019-06-02,74.8,74.8,74.8,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.08,74.08,74.08,0.0,0.0
2019-06-09,74.0,74.0,74.0,0.0,0.0,74.51,74.51,74.51,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.24,74.24,74.24,0.0,0.0
2019-06-16,74.84,74.84,74.84,0.0,0.0,75.35,75.35,75.35,0.0,0.0,73.66,73.66,73.66,0.0,0.0,74.17,74.17,74.17,0.0,0.0
2019-06-23,72.41,72.41,72.41,0.0,0.0,73.23,73.23,73.23,0.0,0.0,72.41,72.41,72.41,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2019-06-30,74.82,74.82,74.82,0.0,0.0,74.96,74.96,74.96,0.0,0.0,73.61,73.61,73.61,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2019-07-07,75.72,75.72,75.72,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.19,75.19,75.19,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2019-07-14,75.42,75.42,75.42,0.0,0.0,75.42,75.42,75.42,0.0,0.0,73.6,73.6,73.6,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2019-07-21,73.99,73.99,73.99,0.0,0.0,74.26,74.26,74.26,0.0,0.0,73.69,73.69,73.69,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2019-07-28,74.74,74.74,74.74,0.0,0.0,75.61,75.61,75.61,0.0,0.0,74.52,74.52,74.52,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2019-08-04,76.75,76.75,76.75,0.0,0.0,77.15,77.15,77.15,0.0,0.0,76.36,76.36,76.36,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2019-08-11,77.58,77.58,77.58,0.0,0.0,78.15,78.15,78.15,0.0,0.0,77.0,77.0,77.0,0.0,0.0,78.01,78.01,78.01,0.0,0.0
2019-08-18,78.74,78.74,78.74,0.0,0.0,79.48,79.48,79.48,0.0,0.0,77.82,77.82,77.82,0.0,0.0,78.08,78.08,78.08,0.0,0.0
2019-08-25,79.27,79.27,79.27,0.0,0.0,79.42,79.42,79.42,0.0,0.0,79.03,79.03,79.03,0.0,0.0,79.3,79.3,79.3,0.0,0.0
2019-09-01,79.84,79.84,79.84,0.0,0.0,80.18,80.18,80.18,0.0,0.0,79.73,79.73,79.73,0.0,0.0,79.99,79.99,79.99,0.0,0.0
2019-09-08,78.15,78.15,78.15,0.0,0.0,78.5,78.5,78.5,0.0,0.0,77.04,77.04,77.04,0.0,0.0,77.3,77.3,77.3,0.0,0.0
2019-09-15,79.3,79.3,79.3,0.0,0.0,79.39,79.39,79.39,0.0,0.0,78.83,78.83,78.83,0.0,0.0,78.91,78.91,78.91,0.0,0.0
2019-09-22,79.75,79.75,79.75,0.0,0.0,79.75,79.75,79.75,0.0,0.0,78.82,78.82,78.82,0.0,0.0,79.27,79.27,79.27,0.0,0.0
2019-09-29,79.88,79.88,79.88,0.0,0.0,80.53,80.53,80.53,0.0,0.0,79.88,79.88,79.88,0.0,0.0,80.51,80.51,80.51,0.0,0.0
2019-10-06,80.72,80.72,80.72,0.0,0.0,80.72,80.72,80.72,0.0,0.0,80.04,80.04,80.04,0.0,0.0,80.14,80.14,80.14,0.0,0.0
2019-10-13,80.45,80.45,80.45,0.0,0.0,81.26,81.26,81.26,0.0,0.0,80.31,80.31,80.31,0.0,0.0,81.2,81.2,81.2,0.0,0.0
2019-10-20,81.03,81.03,81.03,0.0,0.0,81.03,81.03,81.03,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2019-10-27,80.42,80.42,80.42,0.0,0.0,80.85,80.85,80.85,0.0,0.0,79.3,79.3,79.3,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2019-11-03,75.81,75.81,75.81,0.0,0.0,76.44,76.44,76.44,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.8,75.8,75.8,0.0,0.0
2019-11-10,76.65,76.65,76.65,0.0,0.0,77.11,77.11,77.11,0.0,0.0,76.6,76.6,76.6,0.0,0.0,77.07,77.07,77.07,0.0,0.0
2019-11-17,76.43,76.43,76.43,0.0,0.0,76.51,76.51,76.51,0.0,0.0,75.54,75.54,75.54,0.0,0.0,76.02,76.02,76.02,0.0,0.0
2019-11-24,77.9,77.9,77.9,0.0,0.0,78.15,78.15,78.15,0.0,0.0,77.44,77.44,77.44,0.0,0.0,77.44,77.44,77.44,0.0,0.0
2019-12-01,77.12,77.12,77.12,0.0,0.0,77.56,77.56,77.56,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2019-12-08,74.22,74.22,74.22,0.0,0.0,74.7,74.7,74.7,0.0,0.0,73.45,73.45,73.45,0.0,0.0,74.01,74.01,74.01,0.0,0.0
2019-12-15,73.84,73.84,73.84,0.0,0.0,74.63,74.63,74.63,0.0,0.0,73.84,73.84,73.84,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2019-12-22,74.45,74.45,74.45,0.0,0.0,74.57,74.57,74.57,0.0,0.0,74.27,74.27,74.27,0.0,0.0,74.57,74.57,74.57,0.0,0.0
2019-12-29,74.1,74.1,74.1,0.0,0.0,75.21,75.21,75.21,0.0,0.0,74.0,74.0,74.0,0.0,0.0,75.2,75.2,75.2,0.0,0.0
