Date,ProShares UltraShort Silver_Open_average,ProShares UltraShort Silver_Open_max,ProShares UltraShort Silver_Open_min,ProShares UltraShort Silver_Open_volatility,ProShares UltraShort Silver_Open_change,ProShares UltraShort Silver_High_average,ProShares UltraShort Silver_High_max,ProShares UltraShort Silver_High_min,ProShares UltraShort Silver_High_volatility,ProShares UltraShort Silver_High_change,ProShares UltraShort Silver_Low_average,ProShares UltraShort Silver_Low_max,ProShares UltraShort Silver_Low_min,ProShares UltraShort Silver_Low_volatility,ProShares UltraShort Silver_Low_change,ProShares UltraShort Silver_Close_average,ProShares UltraShort Silver_Close_max,ProShares UltraShort Silver_Close_min,ProShares UltraShort Silver_Close_volatility,ProShares UltraShort Silver_Close_change
2018-05-06,32.31,32.31,32.31,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-05-13,32.9,32.9,32.9,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-05-20,32.41,32.41,32.41,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2018-05-27,32.84,32.84,32.84,0.0,0.0,33.33,33.33,33.33,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2018-06-03,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-06-10,32.79,32.79,32.79,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-06-17,33.39,33.39,33.39,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2018-06-24,35.38,35.38,35.38,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2018-07-01,34.13,34.13,34.13,0.0,0.0,34.48,34.48,34.48,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2018-07-08,35.93,35.93,35.93,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2018-07-15,37.44,37.44,37.44,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2018-07-22,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2018-07-29,37.98,37.98,37.98,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2018-08-05,38.37,38.37,38.37,0.0,0.0,39.78,39.78,39.78,0.0,0.0,38.37,38.37,38.37,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2018-08-12,41.06,41.06,41.06,0.0,0.0,41.44,41.44,41.44,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2018-08-19,40.47,40.47,40.47,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-08-26,41.84,41.84,41.84,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.8,41.8,41.8,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2018-09-02,44.02,44.02,44.02,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2018-09-09,44.1,44.1,44.1,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2018-09-16,43.34,43.34,43.34,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2018-09-23,42.91,42.91,42.91,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2018-09-30,43.41,43.41,43.41,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2018-10-07,40.93,40.93,40.93,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2018-10-14,41.89,41.89,41.89,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2018-10-21,41.32,41.32,41.32,0.0,0.0,42.88,42.88,42.88,0.0,0.0,41.26,41.26,41.26,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2018-10-28,41.34,41.34,41.34,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-11-04,44.87,44.87,44.87,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2018-11-11,42.73,42.73,42.73,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-11-18,43.25,43.25,43.25,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2018-11-25,42.11,42.11,42.11,0.0,0.0,42.97,42.97,42.97,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2018-12-02,42.0,42.0,42.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-12-09,41.52,41.52,41.52,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2018-12-16,41.16,41.16,41.16,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-12-23,37.33,37.33,37.33,0.0,0.0,37.48,37.48,37.48,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-12-30,36.05,36.05,36.05,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-01-06,36.46,36.46,36.46,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2019-01-13,37.75,37.75,37.75,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.5,37.5,37.5,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-01-20,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2019-01-27,35.69,35.69,35.69,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2019-02-03,36.23,36.23,36.23,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2019-02-10,36.49,36.49,36.49,0.0,0.0,36.8,36.8,36.8,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2019-02-17,35.16,35.16,35.16,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-02-24,39.3,39.3,39.3,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-03-03,38.22,38.22,38.22,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2019-03-10,37.92,37.92,37.92,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.67,37.67,37.67,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-03-17,37.3,37.3,37.3,0.0,0.0,37.31,37.31,37.31,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-03-24,38.88,38.88,38.88,0.0,0.0,39.41,39.41,39.41,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-03-31,38.5,38.5,38.5,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-04-07,40.55,40.55,40.55,0.0,0.0,40.74,40.74,40.74,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-04-14,39.83,39.83,39.83,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2019-04-21,40.44,40.44,40.44,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-04-28,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-05-05,41.1,41.1,41.1,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-05-12,43.32,43.32,43.32,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2019-05-19,42.46,42.46,42.46,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2019-05-26,41.56,41.56,41.56,0.0,0.0,41.74,41.74,41.74,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-06-02,41.13,41.13,41.13,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2019-06-09,40.41,40.41,40.41,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2019-06-16,37.94,37.94,37.94,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-06-23,38.72,38.72,38.72,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.27,38.27,38.27,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-06-30,39.4,39.4,39.4,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2019-07-07,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-07-14,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-07-21,33.05,33.05,33.05,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-07-28,33.03,33.03,33.03,0.0,0.0,33.53,33.53,33.53,0.0,0.0,32.66,32.66,32.66,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-08-04,30.89,30.89,30.89,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-08-11,30.93,30.93,30.93,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.71,30.71,30.71,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-08-18,28.51,28.51,28.51,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-08-25,26.45,26.45,26.45,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-09-01,26.65,26.65,26.65,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2019-09-08,27.3,27.3,27.3,0.0,0.0,27.56,27.56,27.56,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-09-15,26.0,26.0,26.0,0.0,0.0,26.62,26.62,26.62,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2019-09-22,29.24,29.24,29.24,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-09-29,27.91,27.91,27.91,0.0,0.0,28.25,28.25,28.25,0.0,0.0,27.68,27.68,27.68,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-10-06,27.64,27.64,27.64,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-10-13,27.0,27.0,27.0,0.0,0.0,27.92,27.92,27.92,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-10-20,26.55,26.55,26.55,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-10-27,26.15,26.15,26.15,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-11-03,30.22,30.22,30.22,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-11-10,29.64,29.64,29.64,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-11-17,29.93,29.93,29.93,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-11-24,30.02,30.02,30.02,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.77,29.77,29.77,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-12-01,31.11,31.11,31.11,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-12-08,29.63,29.63,29.63,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-12-15,28.53,28.53,28.53,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-12-22,26.7,26.7,26.7,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-12-29,26.04,26.04,26.04,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.33,26.33,26.33,0.0,0.0
