Date,First Trust Technology AlphaDEXEtf_Open_average,First Trust Technology AlphaDEXEtf_Open_max,First Trust Technology AlphaDEXEtf_Open_min,First Trust Technology AlphaDEXEtf_Open_volatility,First Trust Technology AlphaDEXEtf_Open_change,First Trust Technology AlphaDEXEtf_High_average,First Trust Technology AlphaDEXEtf_High_max,First Trust Technology AlphaDEXEtf_High_min,First Trust Technology AlphaDEXEtf_High_volatility,First Trust Technology AlphaDEXEtf_High_change,First Trust Technology AlphaDEXEtf_Low_average,First Trust Technology AlphaDEXEtf_Low_max,First Trust Technology AlphaDEXEtf_Low_min,First Trust Technology AlphaDEXEtf_Low_volatility,First Trust Technology AlphaDEXEtf_Low_change,First Trust Technology AlphaDEXEtf_Close_average,First Trust Technology AlphaDEXEtf_Close_max,First Trust Technology AlphaDEXEtf_Close_min,First Trust Technology AlphaDEXEtf_Close_volatility,First Trust Technology AlphaDEXEtf_Close_change
2018-03-25,54.27,54.27,54.27,0.0,0.0,55.41,55.41,55.41,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2018-04-01,54.06,54.06,54.06,0.0,0.0,54.5,54.5,54.5,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2018-04-08,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2018-04-15,55.81,55.81,55.81,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2018-04-22,54.98,54.98,54.98,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2018-04-29,53.97,53.97,53.97,0.0,0.0,55.09,55.09,55.09,0.0,0.0,53.87,53.87,53.87,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2018-05-06,57.28,57.28,57.28,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2018-05-13,56.46,56.46,56.46,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2018-05-20,57.22,57.22,57.22,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2018-05-27,57.32,57.32,57.32,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.29,57.29,57.29,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2018-06-03,57.93,57.93,57.93,0.0,0.0,58.49,58.49,58.49,0.0,0.0,57.8,57.8,57.8,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2018-06-10,59.23,59.23,59.23,0.0,0.0,59.45,59.45,59.45,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2018-06-17,58.7,58.7,58.7,0.0,0.0,58.7,58.7,58.7,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2018-06-24,56.32,56.32,56.32,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2018-07-01,57.04,57.04,57.04,0.0,0.0,58.0,58.0,58.0,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2018-07-08,59.36,59.36,59.36,0.0,0.0,59.36,59.36,59.36,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2018-07-15,59.58,59.58,59.58,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2018-07-22,59.75,59.75,59.75,0.0,0.0,59.75,59.75,59.75,0.0,0.0,57.74,57.74,57.74,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2018-07-29,58.28,58.28,58.28,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.95,57.95,57.95,0.0,0.0
2018-08-05,59.22,59.22,59.22,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2018-08-12,58.83,58.83,58.83,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.58,58.58,58.58,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2018-08-19,61.08,61.08,61.08,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.08,61.08,61.08,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2018-08-26,62.9,62.9,62.9,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.9,62.9,62.9,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2018-09-02,62.0,62.0,62.0,0.0,0.0,63.23,63.23,63.23,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2018-09-09,64.41,64.41,64.41,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2018-09-16,63.47,63.47,63.47,0.0,0.0,63.75,63.75,63.75,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2018-09-23,63.35,63.35,63.35,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2018-09-30,61.25,61.25,61.25,0.0,0.0,61.64,61.64,61.64,0.0,0.0,59.62,59.62,59.62,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2018-10-07,56.88,56.88,56.88,0.0,0.0,57.38,57.38,57.38,0.0,0.0,56.12,56.12,56.12,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-10-14,57.47,57.47,57.47,0.0,0.0,57.85,57.85,57.85,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2018-10-21,53.27,53.27,53.27,0.0,0.0,54.13,54.13,54.13,0.0,0.0,52.29,52.29,52.29,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-10-28,56.64,56.64,56.64,0.0,0.0,57.07,57.07,57.07,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2018-11-04,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0,55.6,55.6,55.6,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2018-11-11,55.17,55.17,55.17,0.0,0.0,55.79,55.79,55.79,0.0,0.0,54.97,54.97,54.97,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2018-11-18,52.42,52.42,52.42,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.42,52.42,52.42,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2018-11-25,56.33,56.33,56.33,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2018-12-02,56.14,56.14,56.14,0.0,0.0,56.41,56.41,56.41,0.0,0.0,53.91,53.91,53.91,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2018-12-09,54.71,54.71,54.71,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2018-12-16,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2018-12-23,52.0,52.0,52.0,0.0,0.0,52.66,52.66,52.66,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2018-12-30,51.07,51.07,51.07,0.0,0.0,52.75,52.75,52.75,0.0,0.0,51.07,51.07,51.07,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-01-06,54.62,54.62,54.62,0.0,0.0,55.22,55.22,55.22,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.97,54.97,54.97,0.0,0.0
2019-01-13,55.84,55.84,55.84,0.0,0.0,56.74,56.74,56.74,0.0,0.0,55.78,55.78,55.78,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2019-01-20,57.37,57.37,57.37,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.29,57.29,57.29,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-01-27,59.13,59.13,59.13,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2019-02-03,60.08,60.08,60.08,0.0,0.0,61.44,61.44,61.44,0.0,0.0,60.08,60.08,60.08,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-02-10,63.23,63.23,63.23,0.0,0.0,63.23,63.23,63.23,0.0,0.0,62.74,62.74,62.74,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-02-17,63.4,63.4,63.4,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2019-02-24,64.07,64.07,64.07,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-03-03,60.61,60.61,60.61,0.0,0.0,61.46,61.46,61.46,0.0,0.0,60.28,60.28,60.28,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2019-03-10,63.47,63.47,63.47,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2019-03-17,65.4,65.4,65.4,0.0,0.0,65.46,65.46,65.46,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2019-03-24,63.54,63.54,63.54,0.0,0.0,63.97,63.97,63.97,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2019-03-31,65.39,65.39,65.39,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2019-04-07,66.98,66.98,66.98,0.0,0.0,66.98,66.98,66.98,0.0,0.0,66.49,66.49,66.49,0.0,0.0,66.89,66.89,66.89,0.0,0.0
2019-04-14,66.62,66.62,66.62,0.0,0.0,66.62,66.62,66.62,0.0,0.0,65.83,65.83,65.83,0.0,0.0,66.54,66.54,66.54,0.0,0.0
2019-04-21,67.42,67.42,67.42,0.0,0.0,67.97,67.97,67.97,0.0,0.0,66.91,66.91,66.91,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2019-04-28,67.61,67.61,67.61,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.28,67.28,67.28,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2019-05-05,65.5,65.5,65.5,0.0,0.0,66.19,66.19,66.19,0.0,0.0,64.4,64.4,64.4,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2019-05-12,65.1,65.1,65.1,0.0,0.0,65.9,65.9,65.9,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2019-05-19,63.12,63.12,63.12,0.0,0.0,63.48,63.48,63.48,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-05-26,61.69,61.69,61.69,0.0,0.0,62.33,62.33,62.33,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2019-06-02,63.98,63.98,63.98,0.0,0.0,64.73,64.73,64.73,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2019-06-09,64.58,64.58,64.58,0.0,0.0,64.58,64.58,64.58,0.0,0.0,63.91,63.91,63.91,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2019-06-16,66.72,66.72,66.72,0.0,0.0,66.78,66.78,66.78,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2019-06-23,66.49,66.49,66.49,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.04,66.04,66.04,0.0,0.0,66.54,66.54,66.54,0.0,0.0
2019-06-30,67.63,67.63,67.63,0.0,0.0,68.14,68.14,68.14,0.0,0.0,67.16,67.16,67.16,0.0,0.0,68.13,68.13,68.13,0.0,0.0
2019-07-07,68.74,68.74,68.74,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.57,68.57,68.57,0.0,0.0,69.19,69.19,69.19,0.0,0.0
2019-07-14,69.75,69.75,69.75,0.0,0.0,69.81,69.81,69.81,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2019-07-21,70.86,70.86,70.86,0.0,0.0,71.44,71.44,71.44,0.0,0.0,70.86,70.86,70.86,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2019-07-28,68.36,68.36,68.36,0.0,0.0,68.36,68.36,68.36,0.0,0.0,66.99,66.99,66.99,0.0,0.0,67.58,67.58,67.58,0.0,0.0
2019-08-04,67.74,67.74,67.74,0.0,0.0,67.74,67.74,67.74,0.0,0.0,66.76,66.76,66.76,0.0,0.0,67.25,67.25,67.25,0.0,0.0
2019-08-11,65.33,65.33,65.33,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.33,65.33,65.33,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2019-08-18,67.02,67.02,67.02,0.0,0.0,67.66,67.66,67.66,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.64,65.64,65.64,0.0,0.0
2019-08-25,67.33,67.33,67.33,0.0,0.0,67.33,67.33,67.33,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.7,66.7,66.7,0.0,0.0
2019-09-01,68.32,68.32,68.32,0.0,0.0,68.59,68.59,68.59,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2019-09-08,66.96,66.96,66.96,0.0,0.0,66.97,66.97,66.97,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2019-09-15,67.25,67.25,67.25,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2019-09-22,66.13,66.13,66.13,0.0,0.0,66.13,66.13,66.13,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.56,64.56,64.56,0.0,0.0
2019-09-29,65.19,65.19,65.19,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.9,65.9,65.9,0.0,0.0
2019-10-06,66.43,66.43,66.43,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2019-10-13,66.16,66.16,66.16,0.0,0.0,66.16,66.16,66.16,0.0,0.0,64.53,64.53,64.53,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2019-10-20,65.56,65.56,65.56,0.0,0.0,66.31,66.31,66.31,0.0,0.0,65.5,65.5,65.5,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2019-10-27,66.84,66.84,66.84,0.0,0.0,67.47,67.47,67.47,0.0,0.0,66.75,66.75,66.75,0.0,0.0,67.44,67.44,67.44,0.0,0.0
2019-11-03,67.68,67.68,67.68,0.0,0.0,68.35,68.35,68.35,0.0,0.0,67.59,67.59,67.59,0.0,0.0,68.34,68.34,68.34,0.0,0.0
2019-11-10,69.67,69.67,69.67,0.0,0.0,70.18,70.18,70.18,0.0,0.0,69.55,69.55,69.55,0.0,0.0,70.16,70.16,70.16,0.0,0.0
2019-11-17,69.67,69.67,69.67,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.17,69.17,69.17,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2019-11-24,70.82,70.82,70.82,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.57,70.57,70.57,0.0,0.0,70.65,70.65,70.65,0.0,0.0
2019-12-01,69.94,69.94,69.94,0.0,0.0,70.13,70.13,70.13,0.0,0.0,69.91,69.91,69.91,0.0,0.0,70.01,70.01,70.01,0.0,0.0
2019-12-08,70.46,70.46,70.46,0.0,0.0,71.15,71.15,71.15,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.87,70.87,70.87,0.0,0.0
2019-12-15,72.59,72.59,72.59,0.0,0.0,72.75,72.75,72.75,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.73,72.73,72.73,0.0,0.0
2019-12-22,73.38,73.38,73.38,0.0,0.0,73.38,73.38,73.38,0.0,0.0,72.77,72.77,72.77,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2019-12-29,72.8,72.8,72.8,0.0,0.0,73.38,73.38,73.38,0.0,0.0,72.56,72.56,72.56,0.0,0.0,73.17,73.17,73.17,0.0,0.0
